fips_code,name,service_area_capacity_mw,fuel_type,year
0276590,Tetlin,5.2,Distillate Fuel Oil,2021
0277140,Thorne Bay,6.5,Water at Hydroelectric Turbine,2021
0277140,Thorne Bay,12.6,Distillate Fuel Oil,2021
0277690,Togiak,2.6,Distillate Fuel Oil,2021
0277800,Tok,5.2,Distillate Fuel Oil,2021
0278240,Toksook Bay,0.1,Wind,2021
0278240,Toksook Bay,2.3,Distillate Fuel Oil,2021
0278297,Tolsona,5.3,Waste Oil,2021
0278297,Tolsona,17.8,Distillate Fuel Oil,2021
0278297,Tolsona,18.5,Water at Hydroelectric Turbine,2021
0278350,Tonsina,5.3,Waste Oil,2021
0278350,Tonsina,17.8,Distillate Fuel Oil,2021
0278350,Tonsina,18.5,Water at Hydroelectric Turbine,2021
0278680,Trapper Creek,1.3,Solar,2021
0278680,Trapper Creek,11.5,Landfill Gas,2021
0278680,Trapper Creek,45.6,Water at Hydroelectric Turbine,2021
0278680,Trapper Creek,171.0,Natural Gas,2021
0278790,Tuluksak,0.5,Distillate Fuel Oil,2021
0279120,Tuntutuliak,0.3,Electricity used for Energy Storage,2021
0279120,Tuntutuliak,0.5,Wind,2021
0279120,Tuntutuliak,1.7,Distillate Fuel Oil,2021
0279230,Tununak,0.1,Wind,2021
0279230,Tununak,2.3,Distillate Fuel Oil,2021
0279780,Twin Hills,0.3,Distillate Fuel Oil,2021
0279830,Two Rivers,0.6,Solar,2021
0279830,Two Rivers,26.5,Wind,2021
0279830,Two Rivers,40.0,Electricity used for Energy Storage,2021
0279830,Two Rivers,60.0,Waste Oil,2021
0279830,Two Rivers,174.8,Coal,2021
0279830,Two Rivers,204.7,Distillate Fuel Oil,2021
0279890,Tyonek,2.0,Distillate Fuel Oil,2021
0279890,Tyonek,3.0,Electricity used for Energy Storage,2021
0279890,Tyonek,18.0,Wind,2021
0279890,Tyonek,19.4,Water at Hydroelectric Turbine,2021
0279890,Tyonek,954.1,Natural Gas,2021
0280660,Unalakleet,0.6,Wind,2021
0280660,Unalakleet,1.9,Distillate Fuel Oil,2021
0280770,Unalaska,0.2,Waste Heat,2021
0280770,Unalaska,47.1,Distillate Fuel Oil,2021
0281320,Upper Kalskag,1.1,Distillate Fuel Oil,2021
0281920,Utqiagvik,20.3,Natural Gas,2021
0282200,Valdez,5.3,Waste Oil,2021
0282200,Valdez,17.8,Distillate Fuel Oil,2021
0282200,Valdez,18.5,Water at Hydroelectric Turbine,2021
0282420,Venetie,0.5,Distillate Fuel Oil,2021
0282750,Wainwright,3.0,Distillate Fuel Oil,2021
0282860,Wales,0.5,Distillate Fuel Oil,2021
0283080,Wasilla,1.3,Solar,2021
0283080,Wasilla,11.5,Landfill Gas,2021
0283080,Wasilla,45.6,Water at Hydroelectric Turbine,2021
0283080,Wasilla,171.0,Natural Gas,2021
0284000,Whale Pass,0.6,Distillate Fuel Oil,2021
0284070,White Mountain,0.4,Distillate Fuel Oil,2021
0284120,Whitestone,0.6,Solar,2021
0284120,Whitestone,26.5,Wind,2021
0284120,Whitestone,40.0,Electricity used for Energy Storage,2021
0284120,Whitestone,60.0,Waste Oil,2021
0284120,Whitestone,174.8,Coal,2021
0284120,Whitestone,204.7,Distillate Fuel Oil,2021
0284200,Whitestone Logging Camp,0.5,Water at Hydroelectric Turbine,2021
0284200,Whitestone Logging Camp,2.0,Distillate Fuel Oil,2021
0284510,Whittier,2.0,Distillate Fuel Oil,2021
0284510,Whittier,3.0,Electricity used for Energy Storage,2021
0284510,Whittier,18.0,Wind,2021
0284510,Whittier,19.4,Water at Hydroelectric Turbine,2021
0284510,Whittier,954.1,Natural Gas,2021
0285280,Willow,1.3,Solar,2021
0285280,Willow,11.5,Landfill Gas,2021
0285280,Willow,45.6,Water at Hydroelectric Turbine,2021
0285280,Willow,171.0,Natural Gas,2021
0285290,Willow Creek,5.3,Waste Oil,2021
0285290,Willow Creek,17.8,Distillate Fuel Oil,2021
0285290,Willow Creek,18.5,Water at Hydroelectric Turbine,2021
0285680,Womens Bay,5.0,Electricity used for Energy Storage,2021
0285680,Womens Bay,9.0,Wind,2021
0285680,Womens Bay,33.6,Water at Hydroelectric Turbine,2021
0285680,Womens Bay,37.2,Distillate Fuel Oil,2021
0286380,Wrangell,8.5,Distillate Fuel Oil,2021
0286490,Yakutat,4.2,Distillate Fuel Oil,2021
