aea_plant_id,eia_plant_id,year,power_generation_end_use,fuel_type_code,fuel_type_name,avg_pce_fuel_price,physical_unit_label,quantity_consumed_in_physical_units_for_electric_generation,quantity_consumed_for_electricity_mmbtu,net_generation_mwh,gross_generation_mwh,data_source
1,54452,2001,Industrial,NG,Natural Gas,,MCF,546405.67,573727.000,86970.999,,EIA923
1,54452,2002,Industrial,NG,Natural Gas,,MCF,0,-388732.000,95154.000,,EIA923
1,54452,2004,Industrial,NG,Natural Gas,,MCF,21088.69,21932.240,3685.490,,EIA923
1,54452,2005,Industrial,NG,Natural Gas,,MCF,481662.56,498520.750,83771.381,,EIA923
1,54452,2006,Industrial,NG,Natural Gas,,MCF,375143.57,388273.590,65245.462,,EIA923
1,54452,2007,Industrial,NG,Natural Gas,,MCF,101700,105259.000,17688.018,,EIA923
2,,2001,Retail,DFO,Distillate Fuel Oil,1.25,gallons,11265,1554.800,,120.649,PCE
2,,2002,Retail,DFO,Distillate Fuel Oil,0.94,gallons,1747,241.100,,17.825,PCE
2,,2013,Retail,DFO,Distillate Fuel Oil,4.92,gallons,6510,898.400,,70.370,PCE
2,,2014,Retail,DFO,Distillate Fuel Oil,4.92,gallons,25200,3477.800,,252.263,PCE
2,,2015,Retail,DFO,Distillate Fuel Oil,5.05,gallons,31888,4400.500,,257.111,PCE
2,,2016,Retail,DFO,Distillate Fuel Oil,4.59,gallons,35344,4877.600,,312.066,PCE
2,,2017,Retail,DFO,Distillate Fuel Oil,4.07,gallons,29468,4066.600,,272.273,PCE
2,,2018,Retail,DFO,Distillate Fuel Oil,3.61,gallons,28443,3925.100,,275.529,PCE
2,,2019,Retail,DFO,Distillate Fuel Oil,3.42,gallons,24787,3420.700,,249.420,PCE
2,,2020,Retail,DFO,Distillate Fuel Oil,3.65,gallons,25300,3491.400,,250.903,PCE
2,,2021,Retail,DFO,Distillate Fuel Oil,3.84,gallons,24270,3349.260,,286.831,PCE
3,,2001,Retail,DFO,Distillate Fuel Oil,1.50,gallons,53756,7418.300,,593.263,PCE
3,,2002,Retail,DFO,Distillate Fuel Oil,1.55,gallons,105081,14501.200,,1293.111,PCE
3,,2003,Retail,DFO,Distillate Fuel Oil,1.65,gallons,102292,14116.400,,1277.812,PCE
3,,2004,Retail,DFO,Distillate Fuel Oil,2.07,gallons,113912,15719.700,,1446.431,PCE
3,,2005,Retail,DFO,Distillate Fuel Oil,2.26,gallons,150078,20710.800,,1748.743,PCE
3,,2006,Retail,DFO,Distillate Fuel Oil,3.15,gallons,175350,24198.300,,1835.935,PCE
3,,2007,Retail,DFO,Distillate Fuel Oil,3.12,gallons,171314,23641.500,,1738.817,PCE
3,,2008,Retail,DFO,Distillate Fuel Oil,3.35,gallons,155269,21427.100,,2811.711,PCE
3,,2009,Retail,DFO,Distillate Fuel Oil,3.69,gallons,138194,19070.900,,1966.326,PCE
3,,2010,Retail,DFO,Distillate Fuel Oil,3.45,gallons,131994,18215.300,,1901.467,PCE
3,,2011,Retail,DFO,Distillate Fuel Oil,3.62,gallons,141170,19481.500,,1885.185,PCE
3,,2012,Retail,DFO,Distillate Fuel Oil,4.40,gallons,136679,18861.900,,1963.726,PCE
3,,2013,Retail,DFO,Distillate Fuel Oil,4.37,gallons,133956,18485.800,,1908.909,PCE
3,,2014,Retail,DFO,Distillate Fuel Oil,4.06,gallons,133290,18394.200,,1871.996,PCE
3,,2015,Retail,DFO,Distillate Fuel Oil,3.44,gallons,137276,18944.100,,1951.908,PCE
3,,2016,Retail,DFO,Distillate Fuel Oil,3.21,gallons,133396,18408.700,,1971.032,PCE
3,,2017,Retail,DFO,Distillate Fuel Oil,2.86,gallons,132879,18337.400,,1945.101,PCE
3,,2018,Retail,DFO,Distillate Fuel Oil,3.09,gallons,136836,18883.400,,1919.966,PCE
3,,2019,Retail,DFO,Distillate Fuel Oil,3.28,gallons,121708,16795.800,,1733.814,PCE
3,,2020,Retail,DFO,Distillate Fuel Oil,3.30,gallons,135170,18653.460,,1910.344,PCE
3,,2021,Retail,DFO,Distillate Fuel Oil,3.05,gallons,143144,19753.872,,2003.701,PCE
4,,2001,Retail,DFO,Distillate Fuel Oil,1.56,gallons,14027,1935.700,,179.910,PCE
4,,2003,Retail,DFO,Distillate Fuel Oil,1.39,gallons,78272,10801.600,,897.143,PCE
4,,2004,Retail,DFO,Distillate Fuel Oil,1.77,gallons,72264,9972.400,,906.539,PCE
4,,2005,Retail,DFO,Distillate Fuel Oil,2.22,gallons,82242,11349.500,,1117.234,PCE
4,,2006,Retail,DFO,Distillate Fuel Oil,2.48,gallons,93845,12950.700,,1026.299,PCE
4,,2007,Retail,DFO,Distillate Fuel Oil,3.14,gallons,93799,12944.200,,1158.294,PCE
4,,2008,Retail,DFO,Distillate Fuel Oil,3.47,gallons,91445,12619.500,,1091.263,PCE
4,,2009,Retail,DFO,Distillate Fuel Oil,4.52,gallons,85249,11764.400,,1061.523,PCE
4,,2010,Retail,DFO,Distillate Fuel Oil,4.65,gallons,91551,12634.100,,1109.799,PCE
4,,2011,Retail,DFO,Distillate Fuel Oil,4.34,gallons,86993,12005.000,,1059.510,PCE
4,,2012,Retail,DFO,Distillate Fuel Oil,4.77,gallons,90189,12446.200,,1208.747,PCE
4,,2013,Retail,DFO,Distillate Fuel Oil,5.19,gallons,88134,12162.500,,1176.879,PCE
4,,2014,Retail,DFO,Distillate Fuel Oil,5.42,gallons,92073,12706.100,,1204.634,PCE
4,,2015,Retail,DFO,Distillate Fuel Oil,3.69,gallons,82534,11389.700,,1067.311,PCE
4,,2016,Retail,DFO,Distillate Fuel Oil,2.89,gallons,87643,12094.900,,1133.561,PCE
4,,2017,Retail,DFO,Distillate Fuel Oil,2.68,gallons,91580,12637.900,,1203.404,PCE
4,,2018,Retail,DFO,Distillate Fuel Oil,3.39,gallons,93696,12930.100,,1202.145,PCE
4,,2019,Retail,DFO,Distillate Fuel Oil,3.51,gallons,109323,15086.600,,929.501,PCE
4,,2020,Retail,DFO,Distillate Fuel Oil,3.57,gallons,80506,11109.828,,997.522,PCE
4,,2021,Retail,DFO,Distillate Fuel Oil,3.55,gallons,17068,2355.384,,224.694,PCE
5,,2001,Retail,DFO,Distillate Fuel Oil,1.50,gallons,16961,2340.700,,248.458,PCE
5,,2002,Retail,DFO,Distillate Fuel Oil,1.27,gallons,44481,6138.400,,537.520,PCE
5,,2002,Retail,WAT,Water at Hydroelectric Turbine,,,,,,12.286,PCE
5,,2003,Retail,DFO,Distillate Fuel Oil,1.51,gallons,49991,6898.800,,574.650,PCE
5,,2003,Retail,WAT,Water at Hydroelectric Turbine,,,,,,1.664,PCE
5,,2004,Retail,DFO,Distillate Fuel Oil,1.71,gallons,48418,6681.600,,528.244,PCE
5,,2005,Retail,DFO,Distillate Fuel Oil,2.11,gallons,41107,5672.800,,535.352,PCE
5,,2006,Retail,DFO,Distillate Fuel Oil,2.69,gallons,45972,6344.200,,527.647,PCE
5,,2006,Retail,WAT,Water at Hydroelectric Turbine,,,,,,103.762,PCE
5,,2007,Retail,DFO,Distillate Fuel Oil,2.68,gallons,50096,6913.200,,609.862,PCE
5,,2007,Retail,WAT,Water at Hydroelectric Turbine,,,,,,0.825,PCE
5,,2008,Retail,DFO,Distillate Fuel Oil,3.95,gallons,45347,6258.000,,667.067,PCE
5,,2009,Retail,DFO,Distillate Fuel Oil,3.20,gallons,44521,6144.000,,567.169,PCE
5,,2009,Retail,WAT,Water at Hydroelectric Turbine,,,,,,12.924,PCE
5,,2010,Retail,DFO,Distillate Fuel Oil,3.35,gallons,46022,6351.000,,603.591,PCE
5,,2011,Retail,DFO,Distillate Fuel Oil,3.31,gallons,45345,6257.700,,501.375,PCE
5,,2011,Retail,WAT,Water at Hydroelectric Turbine,,,,,,42.111,PCE
5,,2012,Retail,DFO,Distillate Fuel Oil,3.77,gallons,34237,4724.800,,366.944,PCE
5,,2012,Retail,WAT,Water at Hydroelectric Turbine,,,,,,365.204,PCE
5,,2013,Retail,DFO,Distillate Fuel Oil,4.04,gallons,39771,5488.500,,530.167,PCE
5,,2013,Retail,WAT,Water at Hydroelectric Turbine,,,,,,86.922,PCE
5,,2014,Retail,DFO,Distillate Fuel Oil,4.03,gallons,42633,5883.200,,661.252,PCE
5,,2015,Retail,DFO,Distillate Fuel Oil,3.97,gallons,22149,3056.600,,285.172,PCE
5,,2015,Retail,WAT,Water at Hydroelectric Turbine,,,,,,2.142,PCE
5,,2016,Retail,DFO,Distillate Fuel Oil,3.37,gallons,37756,5210.300,,463.935,PCE
5,,2016,Retail,WAT,Water at Hydroelectric Turbine,,,,,,112.431,PCE
5,,2017,Retail,DFO,Distillate Fuel Oil,2.72,gallons,36431,5027.600,,446.216,PCE
5,,2017,Retail,WAT,Water at Hydroelectric Turbine,,,,,,114.539,PCE
5,,2018,Retail,DFO,Distillate Fuel Oil,2.49,gallons,44402,6127.400,,538.796,PCE
5,,2018,Retail,WAT,Water at Hydroelectric Turbine,,,,,,102.201,PCE
5,,2019,Retail,DFO,Distillate Fuel Oil,2.70,gallons,56911,7853.700,,642.182,PCE
5,,2019,Retail,WAT,Water at Hydroelectric Turbine,,,,,,0.002,PCE
5,,2020,Retail,DFO,Distillate Fuel Oil,3.04,gallons,34537,4766.106,,443.286,PCE
5,,2020,Retail,WAT,Water at Hydroelectric Turbine,,0,,0.000,,28.072,PCE
5,,2021,Retail,DFO,Distillate Fuel Oil,2.72,gallons,43356,5983.128,,515.405,PCE
5,,2021,Retail,WAT,Water at Hydroelectric Turbine,,0,,0.000,,168.137,PCE
6,62,2001,Retail,WAT,Water at Hydroelectric Turbine,,,,,21690.001,,EIA923
6,62,2002,Retail,WAT,Water at Hydroelectric Turbine,,,,,28878.000,,EIA923
6,62,2003,Retail,WAT,Water at Hydroelectric Turbine,,,,,24113.940,,EIA923
6,62,2004,Retail,WAT,Water at Hydroelectric Turbine,,,,,22918.001,,EIA923
6,62,2005,Retail,WAT,Water at Hydroelectric Turbine,,,,,29346.003,,EIA923
6,62,2006,Retail,WAT,Water at Hydroelectric Turbine,,,,,28141.000,,EIA923
6,62,2007,Retail,WAT,Water at Hydroelectric Turbine,,,,,27934.998,,EIA923
6,62,2008,Retail,WAT,Water at Hydroelectric Turbine,,,,,28475.000,,EIA923
6,62,2009,Retail,WAT,Water at Hydroelectric Turbine,,,,,25455.000,,EIA923
6,62,2010,Retail,WAT,Water at Hydroelectric Turbine,,,,,26436.000,,EIA923
6,62,2011,Retail,WAT,Water at Hydroelectric Turbine,,,,,22270.000,,EIA923
6,62,2012,Retail,WAT,Water at Hydroelectric Turbine,,,,,21935.000,,EIA923
6,62,2013,Retail,WAT,Water at Hydroelectric Turbine,,,,,25056.000,,EIA923
6,62,2014,Retail,WAT,Water at Hydroelectric Turbine,,,,,27380.000,,EIA923
6,62,2015,Retail,WAT,Water at Hydroelectric Turbine,,,,,27012.000,,EIA923
6,62,2016,Retail,WAT,Water at Hydroelectric Turbine,,,,,25644.000,,EIA923
6,62,2017,Retail,WAT,Water at Hydroelectric Turbine,,,,,19151.000,,EIA923
6,62,2018,Retail,WAT,Water at Hydroelectric Turbine,,,,,26657.000,,EIA923
6,62,2019,HYC,WAT,Water at Hydroelectric Turbine,,,0,238306.000,26761.000,,EIA923
6,62,2020,Retail,WAT,Water at Hydroelectric Turbine,,,0,227609.000,25962.000,,EIA923
6,62,2021,Retail,WAT,Water at Hydroelectric Turbine,,,0,229770.000,25983.000,,EIA923
7,7250,2001,Retail,DFO,Distillate Fuel Oil,,gallons,92064,12704.800,814.002,,EIA923
7,7250,2002,Retail,DFO,Distillate Fuel Oil,,gallons,286309.8,39510.700,2574.000,,EIA923
7,7250,2003,Retail,DFO,Distillate Fuel Oil,,gallons,16674,2301.100,159.000,,EIA923
7,7250,2004,Retail,DFO,Distillate Fuel Oil,,gallons,8329.86,1149.600,75.208,,EIA923
7,7250,2007,Retail,DFO,Distillate Fuel Oil,,gallons,5334,736.500,47.797,,EIA923
7,7250,2008,Retail,DFO,Distillate Fuel Oil,,gallons,200760,27704.700,2033.974,,EIA923
7,7250,2009,Retail,DFO,Distillate Fuel Oil,,gallons,121926,16825.900,1376.167,,EIA923
7,7250,2010,Retail,DFO,Distillate Fuel Oil,,gallons,4074,562.300,33.233,,EIA923
7,7250,2011,Retail,DFO,Distillate Fuel Oil,,gallons,19404,2678.000,165.775,,EIA923
7,7250,2012,Retail,DFO,Distillate Fuel Oil,,gallons,11760,1623.100,87.437,,EIA923
7,7250,2013,Retail,DFO,Distillate Fuel Oil,,gallons,18270,2521.500,85.570,,EIA923
7,7250,2014,Retail,DFO,Distillate Fuel Oil,,gallons,8568,1182.600,0.000,,EIA923
7,7250,2015,Retail,DFO,Distillate Fuel Oil,,gallons,5082,701.400,-11.381,,EIA923
7,7250,2016,Retail,DFO,Distillate Fuel Oil,,gallons,3486,481.200,0.986,,EIA923
7,7250,2017,Retail,DFO,Distillate Fuel Oil,,gallons,1260,174.000,-22.000,,EIA923
7,7250,2018,Retail,DFO,Distillate Fuel Oil,,gallons,3906,539.300,-8.278,,EIA923
7,7250,2019,DFO,DFO,Distillate Fuel Oil,,gallons,12894,1737.000,-44.800,,EIA923
7,7250,2020,Retail,DFO,Distillate Fuel Oil,,gallons,33180,4477.000,-126.763,,EIA923
7,7250,2021,Retail,DFO,Distillate Fuel Oil,,gallons,14742,1990.000,-326.000,,EIA923
8,63,2001,Retail,WAT,Water at Hydroelectric Turbine,,,,,5605.000,,EIA923
8,63,2002,Retail,DFO,Distillate Fuel Oil,,gallons,1848,255.000,24.000,,EIA923
8,63,2002,Retail,WAT,Water at Hydroelectric Turbine,,,,,4881.000,,EIA923
8,63,2003,Retail,DFO,Distillate Fuel Oil,,gallons,1806,249.200,24.000,,EIA923
8,63,2003,Retail,WAT,Water at Hydroelectric Turbine,,,,,4527.390,,EIA923
8,63,2004,Retail,DFO,Distillate Fuel Oil,,gallons,840.42,116.000,12.000,,EIA923
8,63,2004,Retail,WAT,Water at Hydroelectric Turbine,,,,,4856.999,,EIA923
8,63,2005,Retail,WAT,Water at Hydroelectric Turbine,,,,,5002.000,,EIA923
8,63,2006,Retail,WAT,Water at Hydroelectric Turbine,,,,,4297.000,,EIA923
8,63,2007,Retail,DFO,Distillate Fuel Oil,,gallons,1470,203.000,16.001,,EIA923
8,63,2007,Retail,WAT,Water at Hydroelectric Turbine,,,,,4136.000,,EIA923
8,63,2008,Retail,DFO,Distillate Fuel Oil,,gallons,1386,191.400,16.000,,EIA923
8,63,2008,Retail,WAT,Water at Hydroelectric Turbine,,,,,4731.000,,EIA923
8,63,2009,Retail,DFO,Distillate Fuel Oil,,gallons,840,116.000,15.000,,EIA923
8,63,2009,Retail,WAT,Water at Hydroelectric Turbine,,,,,4615.000,,EIA923
8,63,2010,Retail,DFO,Distillate Fuel Oil,,gallons,1806,249.400,17.000,,EIA923
8,63,2010,Retail,WAT,Water at Hydroelectric Turbine,,,,,4530.000,,EIA923
8,63,2011,Retail,DFO,Distillate Fuel Oil,,gallons,1218,168.200,23.000,,EIA923
8,63,2011,Retail,WAT,Water at Hydroelectric Turbine,,,,,4838.000,,EIA923
8,63,2012,Retail,DFO,Distillate Fuel Oil,,gallons,0,0.000,0.000,,EIA923
8,63,2012,Retail,WAT,Water at Hydroelectric Turbine,,,,,3987.000,,EIA923
8,63,2013,Retail,DFO,Distillate Fuel Oil,,gallons,1176,162.400,14.000,,EIA923
8,63,2013,Retail,WAT,Water at Hydroelectric Turbine,,,,,4690.000,,EIA923
8,63,2014,Retail,DFO,Distillate Fuel Oil,,gallons,1680,232.000,18.000,,EIA923
8,63,2014,Retail,WAT,Water at Hydroelectric Turbine,,,,,5634.000,,EIA923
8,63,2015,Retail,DFO,Distillate Fuel Oil,,gallons,2100,290.000,21.000,,EIA923
8,63,2015,Retail,WAT,Water at Hydroelectric Turbine,,,,,6465.000,,EIA923
8,63,2016,Retail,DFO,Distillate Fuel Oil,,gallons,840,116.000,8.000,,EIA923
8,63,2016,Retail,WAT,Water at Hydroelectric Turbine,,,,,4589.000,,EIA923
8,63,2017,Retail,DFO,Distillate Fuel Oil,,gallons,2814,388.600,15.000,,EIA923
8,63,2017,Retail,WAT,Water at Hydroelectric Turbine,,,,,4543.000,,EIA923
8,63,2018,Retail,DFO,Distillate Fuel Oil,,gallons,714,98.500,7.000,,EIA923
8,63,2018,Retail,WAT,Water at Hydroelectric Turbine,,,,,4096.000,,EIA923
8,63,2019,DFO,DFO,Distillate Fuel Oil,,gallons,588,79.000,3.000,,EIA923
8,63,2019,HYC,WAT,Water at Hydroelectric Turbine,,,0,3258.000,366.000,,EIA923
8,63,2020,Retail,DFO,Distillate Fuel Oil,,gallons,588,82.000,-17.000,,EIA923
8,63,2020,Retail,WAT,Water at Hydroelectric Turbine,,,0,0.000,-335.000,,EIA923
8,63,2021,Retail,DFO,Distillate Fuel Oil,,gallons,378,51.000,5.000,,EIA923
8,63,2021,Retail,WAT,Water at Hydroelectric Turbine,,,0,47920.000,5419.000,,EIA923
9,59793,2016,Retail,DFO,Distillate Fuel Oil,,gallons,137424,18964.500,138.000,,EIA923
9,59793,2017,Retail,DFO,Distillate Fuel Oil,,gallons,35490,4897.600,84.000,,EIA923
9,59793,2018,Retail,DFO,Distillate Fuel Oil,,gallons,41664,5749.700,130.000,,EIA923
9,59793,2019,DFO,DFO,Distillate Fuel Oil,,gallons,54054,7289.000,318.000,,EIA923
9,59793,2020,Retail,DFO,Distillate Fuel Oil,,gallons,24948,3365.000,-36.000,,EIA923
9,59793,2021,Retail,DFO,Distillate Fuel Oil,,gallons,17472,2358.000,-125.000,,EIA923
10,57085,2009,Retail,WAT,Water at Hydroelectric Turbine,,,,,36296.000,,EIA923
10,57085,2010,Retail,WAT,Water at Hydroelectric Turbine,,,,,58741.000,,EIA923
10,57085,2011,Retail,WAT,Water at Hydroelectric Turbine,,,,,70602.000,,EIA923
10,57085,2012,Retail,WAT,Water at Hydroelectric Turbine,,,,,84467.000,,EIA923
10,57085,2013,Retail,WAT,Water at Hydroelectric Turbine,,,,,82519.000,,EIA923
10,57085,2014,Retail,WAT,Water at Hydroelectric Turbine,,,,,83600.000,,EIA923
10,57085,2015,Retail,WAT,Water at Hydroelectric Turbine,,,,,84921.000,,EIA923
10,57085,2016,Retail,WAT,Water at Hydroelectric Turbine,,,,,87454.000,,EIA923
10,57085,2017,Retail,WAT,Water at Hydroelectric Turbine,,,,,77150.000,,EIA923
10,57085,2018,Retail,WAT,Water at Hydroelectric Turbine,,,,,81558.000,,EIA923
10,57085,2019,HYC,WAT,Water at Hydroelectric Turbine,,,0,604933.000,67932.000,,EIA923
10,57085,2020,Retail,WAT,Water at Hydroelectric Turbine,,,0,635116.000,72444.000,,EIA923
10,57085,2021,Retail,WAT,Water at Hydroelectric Turbine,,,0,773285.000,87446.000,,EIA923
11,64,2001,Retail,DFO,Distillate Fuel Oil,,gallons,101346,13985.800,1014.998,,EIA923
11,64,2002,Retail,DFO,Distillate Fuel Oil,,gallons,683550,94329.900,7252.000,,EIA923
11,64,2003,Retail,DFO,Distillate Fuel Oil,,gallons,13608,1877.800,143.700,,EIA923
11,64,2004,Retail,DFO,Distillate Fuel Oil,,gallons,67348.26,9294.100,624.200,,EIA923
11,64,2007,Retail,DFO,Distillate Fuel Oil,,gallons,221424,30556.500,2134.289,,EIA923
11,64,2008,Retail,DFO,Distillate Fuel Oil,,gallons,964278,133070.300,9284.000,,EIA923
11,64,2009,Retail,DFO,Distillate Fuel Oil,,gallons,632520,87287.800,5000.000,,EIA923
11,64,2010,Retail,DFO,Distillate Fuel Oil,,gallons,11928,1646.100,-200.000,,EIA923
11,64,2011,Retail,DFO,Distillate Fuel Oil,,gallons,166362,22957.900,1265.000,,EIA923
11,64,2012,Retail,DFO,Distillate Fuel Oil,,gallons,10206,1408.500,118.000,,EIA923
11,64,2013,Retail,DFO,Distillate Fuel Oil,,gallons,29694,4097.700,264.000,,EIA923
11,64,2014,Retail,DFO,Distillate Fuel Oil,,gallons,12936,1785.100,145.000,,EIA923
11,64,2015,Retail,DFO,Distillate Fuel Oil,,gallons,8904,1228.800,69.000,,EIA923
11,64,2016,Retail,DFO,Distillate Fuel Oil,,gallons,2100,289.800,17.000,,EIA923
11,64,2017,Retail,DFO,Distillate Fuel Oil,,gallons,12768,1761.900,-442.000,,EIA923
11,64,2018,Retail,DFO,Distillate Fuel Oil,,gallons,20622,2845.700,-408.872,,EIA923
11,64,2019,DFO,DFO,Distillate Fuel Oil,,gallons,87108,11749.000,524.079,,EIA923
11,64,2020,Retail,DFO,Distillate Fuel Oil,,gallons,19320,2606.000,-365.214,,EIA923
11,64,2021,Retail,DFO,Distillate Fuel Oil,,gallons,14658,1979.000,-412.555,,EIA923
12,65,2001,Retail,WAT,Water at Hydroelectric Turbine,,,,,24730.000,,EIA923
12,65,2002,Retail,WAT,Water at Hydroelectric Turbine,,,,,27190.000,,EIA923
12,65,2003,Retail,WAT,Water at Hydroelectric Turbine,,,,,23335.400,,EIA923
12,65,2004,Retail,WAT,Water at Hydroelectric Turbine,,,,,24480.001,,EIA923
12,65,2005,Retail,WAT,Water at Hydroelectric Turbine,,,,,32280.001,,EIA923
12,65,2006,Retail,WAT,Water at Hydroelectric Turbine,,,,,27810.001,,EIA923
12,65,2007,Retail,WAT,Water at Hydroelectric Turbine,,,,,27087.001,,EIA923
12,65,2008,Retail,WAT,Water at Hydroelectric Turbine,,,,,26042.000,,EIA923
12,65,2009,Retail,WAT,Water at Hydroelectric Turbine,,,,,27143.000,,EIA923
12,65,2010,Retail,WAT,Water at Hydroelectric Turbine,,,,,24201.000,,EIA923
12,65,2011,Retail,WAT,Water at Hydroelectric Turbine,,,,,24337.000,,EIA923
12,65,2012,Retail,WAT,Water at Hydroelectric Turbine,,,,,28396.000,,EIA923
12,65,2013,Retail,WAT,Water at Hydroelectric Turbine,,,,,30072.000,,EIA923
12,65,2014,Retail,WAT,Water at Hydroelectric Turbine,,,,,22116.000,,EIA923
12,65,2015,Retail,WAT,Water at Hydroelectric Turbine,,,,,31260.000,,EIA923
12,65,2016,Retail,WAT,Water at Hydroelectric Turbine,,,,,27902.000,,EIA923
12,65,2017,Retail,WAT,Water at Hydroelectric Turbine,,,,,27363.000,,EIA923
12,65,2018,Retail,WAT,Water at Hydroelectric Turbine,,,,,24389.000,,EIA923
12,65,2019,HYC,WAT,Water at Hydroelectric Turbine,,,0,205697.000,23099.000,,EIA923
12,65,2020,Retail,WAT,Water at Hydroelectric Turbine,,,0,241609.000,27559.000,,EIA923
12,65,2021,Retail,WAT,Water at Hydroelectric Turbine,,,0,217448.000,24590.000,,EIA923
13,78,2001,Retail,WAT,Water at Hydroelectric Turbine,,,,,279606.000,,EIA923
13,78,2002,Retail,WAT,Water at Hydroelectric Turbine,,,,,272690.000,,EIA923
13,78,2003,Retail,WAT,Water at Hydroelectric Turbine,,,,,280485.640,,EIA923
13,78,2004,Retail,WAT,Water at Hydroelectric Turbine,,,,,279130.000,,EIA923
13,78,2005,Retail,WAT,Water at Hydroelectric Turbine,,,,,273815.000,,EIA923
13,78,2006,Retail,WAT,Water at Hydroelectric Turbine,,,,,308418.000,,EIA923
13,78,2007,Retail,WAT,Water at Hydroelectric Turbine,,,,,306208.000,,EIA923
13,78,2008,Retail,WAT,Water at Hydroelectric Turbine,,,,,220640.000,,EIA923
13,78,2009,Retail,WAT,Water at Hydroelectric Turbine,,,,,244773.000,,EIA923
13,78,2010,Retail,WAT,Water at Hydroelectric Turbine,,,,,285665.000,,EIA923
13,78,2011,Retail,WAT,Water at Hydroelectric Turbine,,,,,263749.000,,EIA923
13,78,2012,Retail,WAT,Water at Hydroelectric Turbine,,,,,290422.000,,EIA923
13,78,2013,Retail,WAT,Water at Hydroelectric Turbine,,,,,258832.000,,EIA923
13,78,2014,Retail,WAT,Water at Hydroelectric Turbine,,,,,285599.000,,EIA923
13,78,2015,Retail,WAT,Water at Hydroelectric Turbine,,,,,278023.000,,EIA923
13,78,2016,Retail,WAT,Water at Hydroelectric Turbine,,,,,273037.000,,EIA923
13,78,2017,Retail,WAT,Water at Hydroelectric Turbine,,,,,302474.000,,EIA923
13,78,2018,Retail,WAT,Water at Hydroelectric Turbine,,,,,259856.000,,EIA923
13,78,2019,HYC,WAT,Water at Hydroelectric Turbine,,,0,2125694.000,238708.000,,EIA923
13,78,2020,Retail,WAT,Water at Hydroelectric Turbine,,,0,2482788.000,283197.000,,EIA923
13,78,2021,Retail,WAT,Water at Hydroelectric Turbine,,,0,2562570.000,289785.000,,EIA923
14,58511,2013,Wholesale,WND,Wind,,,0,15265.000,1600.000,,EIA923
14,58511,2014,Wholesale,WND,Wind,,,0,42796.000,4500.000,,EIA923
14,58511,2015,Wholesale,WND,Wind,,,0,37274.000,4000.000,,EIA923
14,58511,2016,Wholesale,WND,Wind,,,0,41046.000,4446.000,,EIA923
14,58511,2017,Wholesale,WND,Wind,,,0,24017.000,2607.000,,EIA923
14,58511,2018,Wholesale,WND,Wind,,,0,41013.000,4498.000,,EIA923
14,58511,2019,WND,WND,Wind,,,0,35353.000,3970.000,,EIA923
14,58511,2020,Wholesale,WND,Wind,,,0,33744.000,3849.000,,EIA923
14,58511,2021,Wholesale,WND,Wind,,,0,32314.000,3654.000,,EIA923
15,7752,2001,Retail,WAT,Water at Hydroelectric Turbine,,,,,22825.999,,EIA923
15,7752,2002,Retail,WAT,Water at Hydroelectric Turbine,,,,,19991.999,,EIA923
15,7752,2003,Retail,WAT,Water at Hydroelectric Turbine,,,,,21937.000,,EIA923
15,7752,2004,Retail,WAT,Water at Hydroelectric Turbine,,,,,23307.000,,EIA923
15,7752,2005,Retail,WAT,Water at Hydroelectric Turbine,,,,,23250.000,,EIA923
15,7752,2006,Retail,WAT,Water at Hydroelectric Turbine,,,,,19382.001,,EIA923
15,7752,2007,Retail,WAT,Water at Hydroelectric Turbine,,,,,20315.998,,EIA923
15,7752,2008,Retail,WAT,Water at Hydroelectric Turbine,,,,,15101.000,,EIA923
15,7752,2009,Retail,WAT,Water at Hydroelectric Turbine,,,,,19188.000,,EIA923
15,7752,2010,Retail,WAT,Water at Hydroelectric Turbine,,,,,20822.000,,EIA923
15,7752,2011,Retail,WAT,Water at Hydroelectric Turbine,,,,,17791.000,,EIA923
15,7752,2012,Retail,WAT,Water at Hydroelectric Turbine,,,,,19497.000,,EIA923
15,7752,2013,Retail,WAT,Water at Hydroelectric Turbine,,,,,20540.000,,EIA923
15,7752,2014,Retail,WAT,Water at Hydroelectric Turbine,,,,,21145.000,,EIA923
15,7752,2015,Retail,WAT,Water at Hydroelectric Turbine,,,,,21168.000,,EIA923
15,7752,2016,Retail,WAT,Water at Hydroelectric Turbine,,,,,20763.000,,EIA923
15,7752,2017,Retail,WAT,Water at Hydroelectric Turbine,,,,,19221.000,,EIA923
15,7752,2018,Retail,WAT,Water at Hydroelectric Turbine,,,,,18099.000,,EIA923
15,7752,2019,HYC,WAT,Water at Hydroelectric Turbine,,,0,177885.000,19976.000,,EIA923
15,7752,2020,Retail,WAT,Water at Hydroelectric Turbine,,,0,185920.000,21207.000,,EIA923
15,7752,2021,Retail,WAT,Water at Hydroelectric Turbine,,,0,200974.000,22727.000,,EIA923
16,7751,2001,Retail,WAT,Water at Hydroelectric Turbine,,,,,18456.999,,EIA923
16,7751,2002,Retail,WAT,Water at Hydroelectric Turbine,,,,,18718.000,,EIA923
16,7751,2003,Retail,WAT,Water at Hydroelectric Turbine,,,,,18687.002,,EIA923
16,7751,2004,Retail,WAT,Water at Hydroelectric Turbine,,,,,18541.002,,EIA923
16,7751,2005,Retail,WAT,Water at Hydroelectric Turbine,,,,,11744.000,,EIA923
