fips_code,community_name,tank_farm_id,uscg_id,aea_id,entity_name,number_of_tanks,total_capacity,gasoline_capacity,diesel_capacity,av_gas_capacity,jet_fuel_capacity,other_fuel_capacity,barge_delivery,plane_delivery,road_delivery,inspected_by_uscg,fuel_supplier,recommendations_by_aea,distance_to_barge_mooring,tank_farm_evaluation_id,source,report,start_year,end_year,latitude,longitude
0218510,Deering,390,,,City of Deering,,2000,,,,,,t,f,f,f,,,,749,AEA,,,,66.08172607421875,-162.74041748046875
0218510,Deering,,,,Deering School District Tank Farm,2,46000,,46000,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,66.0739876167912,-162.72197550259
0218510,Deering,,,,Deering Tank Farm,4,74000,,74000,,,,f,f,t,f,,,,,DEC,,,,66.080078125,-162.73822021484375
0218510,Deering,,,,Deering Tank Farm,2,25500,,25500,,,,t,f,f,f,,,,,DEC,,,,66.080078125,-162.73822021484375
0218510,Deering,,ANC-D-007,,Deering Tank Farm,2,46000,,46000,,,,t,f,f,t,,,,,DEC,,,,66.080078125,-162.73809814453125
0218510,Deering,,,,Deering Tank Farm,5,96000,27000,69000,,,,t,f,f,f,,,,,DEC,,,,66.080078125,-162.73828125
0218510,Deering,,,,IRA,11,242000,23000,207000,,,12000,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,66.0800992867911,-162.738204986046
0218510,Deering,,,,Ipnatchiaq Electric Company Tank Farm,3,69402,,69402,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,66.0797054631546,-162.73773774594
0218620,Delta Junction,,,153-BF-01,AT&T,4,5000,,5000,,,,f,t,f,f,,,,,DEC,,,,63.58551025390625,-145.98712158203125
0218620,Delta Junction,,,153-BF-04,City of Delta Junction,4,4000,,4000,,,,f,f,t,f,,,,,DEC,,,,64.03350830078125,-145.72930908203125
0218620,Delta Junction,,,153-BF-03,Colaska,3,35000,,35000,,,,f,f,t,f,,,,,DEC,,,,64.06488037109375,-145.74139404296875
0218620,Delta Junction,,,,DOT&PF Delta MS,3,5000,1000,4000,,,,f,f,t,f,,,,,DEC,,,,64.0374755859375,-145.7349853515625
0218620,Delta Junction,,,,Delta,3,15500,,15500,,,,f,f,t,f,,,,,DEC,,,,64.040283203125,-145.72869873046875
0218620,Delta Junction,,,154-BF-11,Golden Valley Electric Association,1,50000,,,,50000,,f,f,t,f,,,,,DEC,,,,64.028076171875,-145.71929931640625
0218620,Delta Junction,,,154-BF-08,Healy Lake Tribal Transportation,3,7000,1500,5500,,,,f,f,t,f,,,,,DEC,,,,63.9998779296875,-144.7310791015625
0218620,Delta Junction,,,,Pogo Mine,6,79000,3000,61000,,15000,,f,f,t,f,,,,,DEC,,,,64.4547119140625,-144.90887451171875
0218620,Delta Junction,,,,State of Alaska Department of Fish and Game,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,63.909912109375,-145.277099609375
0218805,Denali Park,,,154-BF-05,National Park Service,15,75200,22000,48000,,5200,,f,f,t,f,,,,,DEC,,,,63.7244873046875,-148.9595947265625
0218950,Dillingham,,,,AK DOT&PF Dillingham Maintenance Station,5,12000,,12000,,,,f,f,t,f,,,,,DEC,,,,59.04510498046875,-158.5128173828125
0218950,Dillingham,,,,AT&T,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,59.04412841796875,-158.45599365234375
0218950,Dillingham,,,,Alaska Commercial Company,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,59.0396728515625,-158.46630859375
0218950,Dillingham,,ANC-D-004,,Bristol Alliance Fuels,,,,,,,,,,,t,,,,,,,,,59.03948974609375,-158.4630126953125
0218950,Dillingham,,ANC-D-005,,Bristol Alliance Fuels,,,,,,,,,,,t,,,,,,,,,59.03948974609375,-158.4630126953125
0218950,Dillingham,,,155-BF-04,Bristol Express,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,59.04052734375,-158.46820068359375
0218950,Dillingham,,ANC-D-019,155-BF-03,Icicle,1,1000,,1000,,,,f,f,t,t,,,,,DEC,,,,59.06768798828125,-158.4381103515625
0218950,Dillingham,,,155-BF-01,Icicle,2,8000,,8000,,,,f,f,t,f,,,,,DEC,,,,59.06829833984375,-158.44171142578125
0218950,Dillingham,,ANC-D-009,,Nushagak Electric,,,,,,,,,,,t,,,,,,,,,59.03948974609375,-158.4630126953125
0218950,Dillingham,,ANC-D-011,,Peter Pan Seafoods,,,,,,,,,,,t,,,,,,,,,59.03948974609375,-158.4630126953125
0218950,Dillingham,,ANC-D-012,,Port of Dillingham,,,,,,,,,,,t,,,,,,,,,59.03948974609375,-158.4630126953125
0218950,Dillingham,,,155-BF-02,State of Alaska Department of Fish and Game,3,3000,,3000,,,,f,f,t,f,,,,,DEC,,,,59.042724609375,-158.46832275390625
0218950,Dillingham,,,,University of Alaska Fairbanks,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,59.04150390625,-158.464599609375
0218950,Dillingham,,,,Vitus Terminal,2,8500,7500,1000,,,,t,f,f,f,,,,,DEC,,,,59.07012939453125,-158.58001708984375
0219060,Diomede,,ANC-D-016,,Diomede Tank Farm,6,157900,7900,150000,,,,t,f,f,t,,,,,DEC,,,,65.75927734375,-168.95050048828125
0219060,Diomede,,,,Diomede Tank Farm,4,138000,,138000,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,65.7593502169191,-168.950502803389
0219720,Dot Lake,,,,Alaska Gateway School District,1,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,63.65789794921875,-144.05859375
0220380,Eagle,,,160-BF-01,AT&T,4,5000,,5000,,,,f,t,f,f,,,,,DEC,,,,64.7855224609375,-141.210205078125
0220380,Eagle,,,,Alaska Power & Telephone,3,36000,,36000,,,,f,f,t,f,,,,,DEC,,,,64.788330078125,-141.21270751953125
0220380,Eagle,,,,DOT&PF Eagle MS,3,6000,1000,5000,,,,f,f,t,f,,,,,DEC,,,,64.789306640625,-141.2073974609375
0220380,Eagle,,,160-BF-05,Eagle Village Tank Farm,1,6000,,6000,,,,f,f,t,f,,,,,DEC,,,,64.7833251953125,-141.19879150390625
0220380,Eagle,,,,National Park Service,8,14000,3500,4000,,6500,,f,t,t,f,,,,,DEC,,,,64.790283203125,-141.203125
0220970,Edna Bay,,,164-BF-01,City of Edna Bay,3,32000,20000,12000,,,,,,,f,,,,,DEC,,,,55.96368408203125,-133.6212158203125
0220970,Edna Bay,,,164-BF-05,Southeast Island School District,1,2500,,2500,,,,t,f,f,f,,,,,DEC,,,,55.9437255859375,-133.66339111328125
0221040,Eek,,ANC-E-030,164-BF-06,Alaska Native Tribal Health Consortium,4,25000,5000,20000,,,,f,t,f,t,,,,,DEC,,,,60.2200927734375,-162.0341796875
0221040,Eek,,,164-BF-04,Alaska Village Electric Cooperative,10,80900,,80900,,,,,,,f,,,,,DEC,,,,60.21868896484375,-162.03021240234375
0221040,Eek,,,,Eek AVEC Tank Farm,9,73170,,73170,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,60.2184244492423,-162.030071610682
0221040,Eek,,,,Eek Airport Maintenance Station,2,3006,,3006,,,,f,f,t,f,,,,,DEC,,,,60.2144775390625,-162.0404052734375
0221040,Eek,779,ANC-E-004,,Eek School,2,34000,,34000,,,,t,f,f,t,Delta Western Crowley Marine Vitus Marine,"Site Location:  History of Flooding;  Facility threatened by coastal erosion/avalanche/river erosion/other;  Tank Farm within 100-feet of a well.
Secondary Containment: No containment;  Inadequate containment.
Foundations: Belly of tank more than 12in ab",50,150,AEA,2015 Assessment,2015,2015,60.21588134765625,-162.02508544921875
0221040,Eek,,,,Eek School Tank Farm,3,54000,,54000,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,60.2152804029391,-162.024787585067
0221040,Eek,,,,Eek Washeteria Tanks,2,9700,,9700,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,60.2152610377794,-162.022455464133
0221040,Eek,778,ANC-E-003,165-BF-03,Iqfijouaq Company,11,95900,44200,51700,,,,t,f,f,t,Delta Western Crowley Marine Vitus Marine,"Site Location: History of Flooding;  Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well.
Secondary Containment: No containment;  Inadequate containment.
Foundations: Belly of tank more than 12€ above",150,149,AEA,2015 Assessment,2015,2015,60.217529296875,-162.0255126953125
0221040,Eek,,,,Iqfijouaq Company Tank Farm,17,167865,59400,108465,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,60.219818091114,-162.032797705289
0221150,Egegik,,ANC-E-006,165-BF-01,Alaska General Seafoods,5,13875,5550,8325,,,,t,f,f,t,,,,,DEC,,,,58.2156982421875,-157.37579345703125
0221150,Egegik,935,ANC-E-012,165-BF-04,City of Egegik,,68000,,,,,,t,f,f,t,,,,819,AEA,,,,58.2091064453125,-157.3756103515625
0221150,Egegik,,,,City of Egegik Tank Farm,8,129411,21659,107752,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,58.209095318742,-157.375006387984
0221150,Egegik,938,,165-BF-02,Dick Deigh,,14400,,,,,,t,f,f,f,,,,822,AEA,,,,58.21429443359375,-157.3765869140625
0221150,Egegik,932,,,Egegik Fuel Company,,44400,,,,,,t,f,f,f,,,,816,AEA,,,,58.214111328125,-157.37091064453125
0221150,Egegik,937,,167-BF-01,Egegik Trading company,,2000,,,,,,t,f,f,f,,,,821,AEA,,,,58.210693359375,-157.3594970703125
0221150,Egegik,,ANC-E-010,,Icicle,6,78500,,78500,,,,t,f,f,t,,,,,DEC,,,,58.2147216796875,-157.3760986328125
0221150,Egegik,,,,Lake and Peninsula School District,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,58.2122802734375,-157.3756103515625
0221150,Egegik,936,,,Nelbro Packing Company,,52000,,,,,,t,f,f,f,,,,820,AEA,,,,58.2144775390625,-157.3773193359375
0221150,Egegik,934,,,Woodbine Alaska Fish Company,,98000,,,,,,t,f,f,f,,,,818,AEA,,,,58.21429443359375,-157.3765869140625
0221370,Eielson AFB,,,167-BF-03,Doyon Utilities JBER-R,6,69000,,69000,,,,f,f,t,f,,,,,DEC,,,,61.24591064453125,-149.710693359375
0221370,Eielson AFB,,,167-BF-02,Eielson Airforce Base,1,1000,,1000,,,,f,t,f,f,,,,,DEC,,,,62.9744873046875,-146.81439208984375
0221370,Eielson AFB,,,,Eielson Airforce Base,4,40000,,40000,,,,f,t,f,f,,,,,DEC,,,,64.0264892578125,-142.314208984375
0221370,Eielson AFB,,,,Eielson Airforce Base,12,32075,,32075,,,,f,t,f,f,,,,,DEC,,,,63.83331298828125,-145.82208251953125
0221370,Eielson AFB,,,,Eielson Airforce Base,22,53500,,53500,,,,f,t,f,f,,,,,DEC,,,,65.080322265625,-145.7777099609375
0221370,Eielson AFB,,,,Eielson Airforce Base,1,1000,,1000,,,,f,t,f,f,,,,,DEC,,,,62.5634765625,-148.3358154296875
0221370,Eielson AFB,,,,Eielson Airforce Base,1,1000,,1000,,,,f,t,f,f,,,,,DEC,,,,65.2025146484375,-143.83001708984375
0221370,Eielson AFB,,,,Eielson Airforce Base,1,1000,,1000,,,,f,t,f,f,,,,,DEC,,,,64.74029541015625,-141.76531982421875
0221810,Ekwok,,,,AVEC Power Plant,6,50264,,50264,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,59.3501013829439,-157.478203377504
0221810,Ekwok,,,,Alaska Village Electric Cooperative,6,49000,,49000,,,,,,,f,,,,,DEC,,,,59.34649658203125,-157.4801025390625
0221810,Ekwok,,ANC-E-014,,City of Ekwok,3,55000,15000,40000,,,,,,,t,,,,,DEC,,,,59.34649658203125,-157.47930908203125
0221810,Ekwok,,,,Ekwok Airport Maintenance Station,2,3500,,3500,,,,t,f,f,f,,,,,DEC,,,,59.35308837890625,-157.47308349609375
0221810,Ekwok,939,,,Southwest Region School District,4,43700,,43700,,,,t,f,f,f,"Vitus Marine, Crowley Marine","Site Location: History of flooding;  Facility threatened by coastal erosion/avalanche/river erosion/other;  Tank Farm within 100-feet of a well.
Secondary Containment:  No containment;  Inadequate containment.
Foundations:  Belly of tank more than 12i",40,153,AEA,2017 Letter Report,2017,2017,59.34967041015625,-157.4766845703125
0221810,Ekwok,,,,Village of Ekwok Tank Farm,4,57002,23501,33501,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,59.3463071939421,-157.479292196455
0222140,Elfin Cove,,,,AT&T,1,4004,,4004,,,,f,t,f,f,,,,,DEC,,,,58.19873046875,-136.63970947265625
0222140,Elfin Cove,13,,,Elfin Cove Community Council,3,102465,,98000,,,,t,f,f,f,,,,625,AEA,,,,58.19427490234375,-136.34649658203125
0222250,Elim,545,,,ADOT Airport,,3000,,,,,,t,f,f,f,,,,783,AEA,,,,64.61907958984375,-162.2706298828125
0222250,Elim,544,,,AK Army National Guard,,4500,,,,,,t,f,f,f,,,,782,AEA,,,,64.6182861328125,-162.26031494140625
0222250,Elim,,ANC-E-018,,Alaska Village Electric Cooperative,6,156000,,156000,,,,,,,t,,,,,DEC,,,,64.60992431640625,-162.27508544921875
0222250,Elim,,,,Elim AVEC Tank Farm,6,162000,,162000,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,64.6097990220983,-162.27511235126
0222250,Elim,,,,Elim City Tank Farm,1,27000,,27000,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,64.610895321275,-162.273239964169
0222250,Elim,,,,Elim Native Store Tank Farm,5,147400,70700,70700,,,6000,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,64.6110856690813,-162.273007197491
0222250,Elim,,,,Elim School  Tank Farm,3,45000,,45000,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,64.6107758650931,-162.273556558218
0222250,Elim,,ANC-E-051,,Elim Tank Farm,4,84000,3000,81000,,,,f,f,t,t,,,,,DEC,,,,64.61090087890625,-162.273193359375
0222250,Elim,,ANC-E-017,,Elim Tank Farm,5,143000,73000,70000,,,,t,f,f,t,,,,,DEC,,,,64.61749267578125,-162.26019287109375
0222250,Elim,,ANC-E-016,,Elim Tank Farm,5,47000,,47000,,,,t,f,f,t,,,,,DEC,,,,64.6160888671875,-162.26470947265625
0222910,Emmonak,556,,,AC Company Store,,20000,,,,,,t,f,f,f,,,,871,AEA,,,,62.778076171875,-164.5457763671875
0222910,Emmonak,,,,AVEC,12,560000,,560000,,,,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,62.77732693,-164.53197665
0222910,Emmonak,,,,Alaska Army National Guard,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,62.77728271484375,-164.5299072265625
0222910,Emmonak,552,ANC-E-020,,Alaska Village Electric Cooperative,,172247,,,,,,t,f,f,t,,,,97,AEA,,,,62.77789306640625,-164.531005859375
0222910,Emmonak,555,ANC-E-023,176-BF-08,City of Emmonak,,52200,,,,,,t,f,f,t,,,,99,AEA,Best Practice Assessment,,,62.77667236328125,-164.5181884765625
0222910,Emmonak,,,176-BF-07,DOT&PF Emmonak APT,1,3000,,3000,,,,f,t,f,f,,,,,DEC,,,,62.7783203125,-164.49530029296875
0222910,Emmonak,554,ANC-E-021,176-BF-09,Emmonak Corporation,,380000,200000,150000,,,,t,f,f,t,,,,100,AEA,Best Practice Assessment,,,62.7764892578125,-164.5177001953125
0222910,Emmonak,,,,Emmonak School Tank Farm,6,103000,3000,100000,,,,t,f,f,,Vitus/Crowley,,,,AEA,2024 Assessment,2023,2024,62.7785972833585,-164.531241726177
0222910,Emmonak,,,,Emmonak Tank Farm,8,355000,205000,150000,,,,t,f,f,f,,,,,DEC,,,,62.77667236328125,-164.51788330078125
0222910,Emmonak,,,176-BF-06,Emmonak Tank Farm,3,50000,10000,40000,,,,t,f,f,f,,,,,DEC,,,,62.7764892578125,-164.51708984375
0222910,Emmonak,548,ANC-E-025,176-BF-01,Grant Air Services,,133000,,,,,,t,f,f,t,,,,873,AEA,,,,62.77691650390625,-164.4951171875
0222910,Emmonak,,ANC-E-031,,Kwik'Pak Fisheries,,,,,,,,,,,t,,,,,,,,,62.777099609375,-164.52978515625
0222910,Emmonak,,ANC-E-029,,Kwik'Pak Fisheries,,,,,,,,,,,t,,,,,,,,,62.777099609375,-164.52978515625
0222910,Emmonak,,ANC-E-022,176-BF-05,Lower Yukon School District,9,112000,3000,109000,,,,t,f,f,t,,,,,DEC,,,,62.7783203125,-164.52838134765625
0222910,Emmonak,,,,Retail and City Tank Farm,11,410000,210000,190000,,,10000,t,f,f,,Vitus/Crowley,,,,AEA,2024 Assessment,2023,2024,62.77526929,-164.52218577
0223790,Evansville,,,176-BF-02,Evansville Tribal Council,2,15000,5000,10000,,,,f,f,t,f,,,,,DEC,,,,66.9227294921875,-151.5062255859375
0224230,Fairbanks,,,400-BF-01,ASRC Energy Services,1,15000,,15000,,,,f,f,t,f,,,,,DEC,,,,64.81488037109375,-147.73858642578125
0224230,Fairbanks,,,180-BF-01,AT&T,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,64.83648681640625,-147.70849609375
0224230,Fairbanks,,,,AT&T,2,5000,,5000,,,,f,t,f,f,,,,,DEC,,,,68.15032958984375,-149.40631103515625
0224230,Fairbanks,,,180-BF-06,AT&T,1,1250,,1250,,,,f,f,t,f,,,,,DEC,,,,64.82830810546875,-147.66888427734375
0224230,Fairbanks,,,,AT&T,1,1017,,1017,,,,f,f,t,f,,,,,DEC,,,,64.81988525390625,-147.7174072265625
0224230,Fairbanks,,,,AT&T,4,5000,,5000,,,,f,t,f,f,,,,,DEC,,,,65.217529296875,-148.05718994140625
0224230,Fairbanks,,,,AT&T,4,5000,,5000,,,,f,t,f,f,,,,,DEC,,,,64.3795166015625,-146.397216796875
0224230,Fairbanks,,,176-BF-03,Air Medical Group Holdings,1,12000,,,,12000,,f,f,t,f,,,,,DEC,,,,64.82769775390625,-147.848388671875
0224230,Fairbanks,,,176-BF-04,Alaska Airlines,2,8000,3000,5000,,,,f,f,t,f,,,,,DEC,,,,64.81768798828125,-147.867919921875
0224230,Fairbanks,,,177-BF-03,Alaska Army National Guard,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,64.8416748046875,-147.75360107421875
0224230,Fairbanks,,,177-BF-04,Alaska Army National Guard,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,64.84210205078125,-147.75311279296875
0224230,Fairbanks,,,177-BF-01,Alaska Fuel Services,1,2500,2500,,,,,f,f,t,f,,,,,DEC,,,,64.81329345703125,-147.76019287109375
0224230,Fairbanks,,,177-BF-05,Alaska Fuel Sevices,1,2500,2500,,,,,f,f,t,f,,,,,DEC,,,,64.8563232421875,-147.80279541015625
0224230,Fairbanks,,,177-BF-02,Alaska Railroad,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,64.84808349609375,-147.7550048828125
0224230,Fairbanks,,,,Alaska Waste,2,8000,,8000,,,,f,f,t,f,,,,,DEC,,,,64.80291748046875,-147.69171142578125
0224230,Fairbanks,,ANC-F-009,,Big State Logistics Inc.,,,,,,,,,,,t,,,,,,,,,64.8397216796875,-147.72119140625
0224230,Fairbanks,,,,Birch Hill Maintenance Building,1,600,600,,,,,f,f,t,f,,,,,DEC,,,,64.87030029296875,-147.64581298828125
0224230,Fairbanks,,,,City of Fairbanks,6,60000,20000,40000,,,,f,f,t,f,,,,,DEC,,,,64.82928466796875,-147.76971435546875
0224230,Fairbanks,,,,Claire Air LLC,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,64.81048583984375,-147.881591796875
0224230,Fairbanks,,,,Crowley,2,3000,1000,2000,,,,f,f,t,f,,,,,DEC,,,,64.8134765625,-147.70721435546875
0224230,Fairbanks,,,,DOT&PF Fairbanks Maintenance Station,14,28000,1000,27000,,,,f,f,t,f,,,,,DEC,,,,64.825927734375,-147.772705078125
0224230,Fairbanks,,,,Department of Natural Resources,3,9000,,3000,,6000,,f,f,t,f,,,,,DEC,,,,64.837890625,-147.81451416015625
0224230,Fairbanks,,,,Enterprise Service Facility,2,5000,4000,1000,,,,f,f,t,f,,,,,DEC,,,,64.82427978515625,-147.868896484375
0224230,Fairbanks,,,,Ester Gas,1,4000,,4000,,,,f,f,t,f,,,,,DEC,,,,64.8441162109375,-148.0103759765625
0224230,Fairbanks,,,,Fairbanks Pioneer Home,1,1400,,1400,,,,f,f,t,f,,,,,DEC,,,,64.83392333984375,-147.772705078125
0224230,Fairbanks,,,,Federal Aviation Administration,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,64.8134765625,-147.5830078125
0224230,Fairbanks,,,,Federal Aviation Administration,1,3000,,3000,,,,f,f,t,f,,,,,DEC,,,,64.8306884765625,-147.8375244140625
0224230,Fairbanks,,,,Federal Aviation Administration,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,64.51251220703125,-165.4302978515625
0224230,Fairbanks,,,,Federal Aviation Administration,2,3500,,3500,,,,f,f,t,f,,,,,DEC,,,,64.8109130859375,-147.84808349609375
0224230,Fairbanks,,,,Federal Aviation Administration,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,64.51251220703125,-165.4302978515625
0224230,Fairbanks,,,,Federal Aviation Administration,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,65.03509521484375,-147.5010986328125
0224230,Fairbanks,,,,Fort Knox Mine,1,4000,4000,,,,,f,f,t,f,,,,,DEC,,,,65.00372314453125,-147.34100341796875
0224230,Fairbanks,,,,Fox General Store,3,29000,17000,12000,,,,f,f,t,f,,,,,DEC,,,,64.95770263671875,-147.61700439453125
0224230,Fairbanks,,,186-BF-02,GCI Communication Corp.,1,3000,,3000,,,,f,f,t,f,,,,,DEC,,,,64.813720703125,-147.732177734375
0224230,Fairbanks,,,,GCI Communication Corp.,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,64.9302978515625,-147.49658203125
0224230,Fairbanks,,,,Golden Valley Electric Association,3,112000,,112000,,,,f,f,t,f,,,,,DEC,,,,64.853271484375,-147.7197265625
0224230,Fairbanks,,,,Golden Valley Electric Association,2,6000,3000,3000,,,,f,f,t,f,,,,,DEC,,,,64.853271484375,-147.7197265625
0224230,Fairbanks,,,,Golden Valley Electric Association,1,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,64.81671142578125,-147.7239990234375
0224230,Fairbanks,,,,Haliburtion,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,64.85009765625,-147.73370361328125
0224230,Fairbanks,,,,Hot Springs Gas,3,22000,18000,4000,,,,f,f,t,f,,,,,DEC,,,,64.89190673828125,-147.52978515625
0224230,Fairbanks,,,,Lowe's,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,64.8560791015625,-147.6964111328125
0224230,Fairbanks,,,,Northern Air Cargo Fairbanks Station,1,2500,,2500,,,,f,f,t,f,,,,,DEC,,,,64.81207275390625,-147.88031005859375
0224230,Fairbanks,,,,Sourdough Fuels,3,22500,10000,12500,,,,f,f,t,f,,,,,DEC,,,,64.86907958984375,-147.67437744140625
0224230,Fairbanks,,,,Sourdough Fuels,2,24000,12000,12000,,,,f,f,t,f,,,,,DEC,,,,64.81207275390625,-147.7432861328125
0224230,Fairbanks,,,,Sourdough Fuels,14,164000,10000,114000,,40000,,f,f,t,f,,,,,DEC,,,,64.85028076171875,-147.722412109375
0224230,Fairbanks,,,,Sourdough Fuels,1,6000,,6000,,,,f,f,t,f,,,,,DEC,,,,65.0242919921875,-147.652099609375
0224230,Fairbanks,,,,State of Alaska Department of Corrections,1,20000,,20000,,,,f,f,t,f,,,,,DEC,,,,64.832275390625,-147.7589111328125
0224230,Fairbanks,,,,State of Alaska Department of Fish and Game,1,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,64.83892822265625,-147.763916015625
0224230,Fairbanks,,,,State of Alaska Department of Fish and Game,4,7000,,7000,,,,f,f,t,f,,,,,DEC,,,,64.8623046875,-147.7415771484375
0224230,Fairbanks,,,,University of Alaska Fairbanks,1,3000,,3000,,,,t,f,f,f,,,,,DEC,,,,66.5640869140625,-145.2587890625
0224230,Fairbanks,,,,University of Alaska Fairbanks,5,24000,,24000,,,,f,f,t,f,,,,,DEC,,,,64.85467529296875,-147.81561279296875
0224230,Fairbanks,,,,University of Alaska Fairbanks,8,22000,4000,18000,,,,f,f,t,f,,,,,DEC,,,,65.12591552734375,-147.4906005859375
0224230,Fairbanks,,,,University of Alaska Fairbanks,1,2000,2000,,,,,f,f,t,f,,,,,DEC,,,,68.6279296875,-149.593994140625
0224230,Fairbanks,,,,Weaver Bros.,1,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,64.81488037109375,-147.7041015625
0224660,False Pass,,,195-BF-03,Aleutians East Borough School District,1,1200,,1200,,,,f,f,t,f,,,,,DEC,,,,54.85308837890625,-163.418212890625
0224660,False Pass,,,195-BF-04,City of False Pass,4,65000,,65000,,,,t,f,f,f,,,,,DEC,,,,54.86328125,-163.41339111328125
0224660,False Pass,944,,196-BF-08,City of False Pass Power Plant,,34000,,,,,,t,f,f,f,,,,725,AEA,,,,54.85491943359375,-163.41192626953125
0224660,False Pass,,,,City of False Pass Tank Farm,3,60000,,60000,,,,t,f,f,,,,,,AEA,2024 Assessment,2023,2024,54.8631003960343,-163.413558622418
0224660,False Pass,,ANC-F-008,195-BF-02,False Pass Fuel Services,6,210000,20000,180000,,10000,,t,f,f,t,,,,,DEC,,,,54.8623046875,-163.41412353515625
0224660,False Pass,,,196-BF-09,False Pass Seafoods LLC,5,64000,,64000,,,,t,f,f,f,,,,,DEC,,,,54.86328125,-163.41339111328125
0224660,False Pass,,,196-BF-01,Isanotski Grocery Store,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,54.86688232421875,-163.409912109375
0224660,False Pass,,,196-BF-04,Silver Bay Seafoods,4,24000,,24000,,,,f,f,t,f,,,,,DEC,,,,54.86810302734375,-163.40777587890625
0224660,False Pass,,ANC-F-007,,Trident Seafoods,,,,,,,,,,,t,,,,,,,,,54.8551025390625,-163.41461181640625
0226100,Fort Greely,,,196-BF-07,Doyon Utilities Fort Greely,2,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,63.95648193359375,-145.739990234375
0226760,Fort Yukon,,,,Alaska Commercial Company,1,1000,,1000,,,,t,f,f,f,,,,,DEC,,,,66.5675048828125,-145.25
0226760,Fort Yukon,163,,,BLM Alaska Fire Service,,35000,,,,,,t,t,f,f,,,,576,AEA,2015 Assessment,2015,2015,66.56451416015625,-145.25872802734375
0226760,Fort Yukon,159,,,Bureau of Land Management,,2700,,,,,,t,t,f,f,,,,19,AEA,2015 Assessment,2015,2015,66.565673828125,-145.25799560546875
0226760,Fort Yukon,1089,,,City of Fort Yukon,1,5000,,5000,,,,t,t,f,f,Crowley,"Site Location
: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12",,1054,AEA,2015 Assessment,2015,2015,66.56268310546875,-145.24560546875
0226760,Fort Yukon,162,,,City of Ft. Yukon,,0,,,,,,t,t,f,f,,,,591,AEA,2015 Assessment,2015,2015,66.56427001953125,-145.25799560546875
0226760,Fort Yukon,1090,,,Council of Athabascan Tribal Governments,1,2000,,2000,,,,t,t,f,f,Crowley,"Site Location
: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well. 
Secondary Containment:  No containment; Inadequate containment. 
Foundations:  Belly of tank more than 12",,1055,AEA,2015 Assessment,2015,2015,66.5687255859375,-145.24359130859375
