fips_code,community_name,tank_farm_id,uscg_id,aea_id,entity_name,number_of_tanks,total_capacity,gasoline_capacity,diesel_capacity,av_gas_capacity,jet_fuel_capacity,other_fuel_capacity,barge_delivery,plane_delivery,road_delivery,inspected_by_uscg,fuel_supplier,recommendations_by_aea,distance_to_barge_mooring,tank_farm_evaluation_id,source,report,start_year,end_year,latitude,longitude
0200065,Adak,,ANC-A-042,,AK DOT&PF Adak,1,1000,,1000,,,,,,,t,,,,,DEC,,,,51.8751220703125,-176.64251708984375
0200065,Adak,,ANC-A-017,,Adak Petroleum Bulk Fuel,,,,,,,,,,,t,,,,,,,,,51.8682861328125,-176.64031982421875
0200065,Adak,,ANC-A-001,,Adak Petroleum Bulk Fuel Facility,4,71100,51100,,,20000,,t,f,f,t,,,,,DEC,,,,51.853515625,-176.65460205078125
0200065,Adak,,,,TDX Power,3,41080,,41080,,,,f,f,t,f,,,,,DEC,,,,51.89849853515625,-176.6239013671875
0200650,Akhiok,,,,City of Akhiok,4,41000,,41000,,,,t,f,f,f,,,,,DEC,,,,56.9302978515625,-154.20257568359375
0200650,Akhiok,,,,City of Akhiok,3,36000,,24000,,,12000,t,f,f,,Ocean Beauty Cannery,,,,AEA,2024 Assessment,2023,2024,56.9302633943918,-154.202607345013
0200650,Akhiok,,,,Kodiak Island Borough School District,1,1200,,1200,,,,f,f,t,f,,,,,DEC,,,,56.94647216796875,-154.17340087890625
0200760,Akiachak,,,,Akiachak Airport Maintenance Station,2,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,60.9171142578125,-161.4857177734375
0200760,Akiachak,,,,Akiachak Shared Tanks,12,549000,144000,384000,,,21000,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,60.9113960589225,-161.455819300163
0200760,Akiachak,,,,Akiachak Tank Farm,3,62000,,62000,,,,t,f,f,f,,,,,DEC,,,,60.9114990234375,-161.4569091796875
0200760,Akiachak,,ANC-A-003,,Akiachak Tank Farm,10,400000,150000,250000,,,,t,f,f,t,,,,,DEC,,,,60.9114990234375,-161.4569091796875
0200760,Akiachak,,,,Yupiit School District,6,137000,9000,128000,,,,t,f,f,f,,,,,DEC,,,,60.9114990234375,-161.4569091796875
0200870,Akiak,,,,Akiak Airport Maintenance Station,2,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,60.9058837890625,-161.2274169921875
0200870,Akiak,,,,Akiak Fuel Storage Facility,8,226000,45000,175000,,,6000,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,60.9140224489645,-161.220677464081
0200870,Akiak,,,,Akiak school tank farm,4,94800,,94800,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,60.9078622015956,-161.228614425223
0200870,Akiak,752,,,Alaska Army National Guard,,5500,,,,,,t,f,f,f,,,,985,AEA,,,,60.91229248046875,-161.21728515625
0200870,Akiak,750,,,City of Akiak Electric Utility,,24000,,,,,,t,f,f,f,,,,983,AEA,,,,60.9102783203125,-161.21868896484375
0200870,Akiak,751,,,City of Akiak Electric Utility,,2000,,,,,,t,f,f,f,,,,984,AEA,,,,60.90972900390625,-161.21917724609375
0200870,Akiak,753,ANC-A-007,,Kokamiut Corporation,,258000,,,,,,t,f,f,t,,,,986,AEA,,,,60.91412353515625,-161.22052001953125
0200870,Akiak,749,,,Kokarmiut Corpation,,58000,,,,,,t,f,f,f,,,,982,AEA,,,,60.91412353515625,-161.220703125
0200870,Akiak,,ANC-A-008,,Yupiit School District,6,103800,5000,98800,,,,t,f,f,t,,,,,DEC,,,,60.907470703125,-161.2283935546875
0201090,Akutan,,,,AK DOT&PF Akutan,2,7500,,7500,,,,,,,f,,,,,DEC,,,,54.14447021484375,-165.6038818359375
0201090,Akutan,,,,Aleutians East Borough School District,2,2400,,2400,,,,,,,f,,,,,DEC,,,,54.1348876953125,-165.772216796875
0201090,Akutan,,,,City of Akutan,5,92000,,92000,,,,f,f,t,f,,,,,DEC,,,,54.13409423828125,-165.777587890625
0201090,Akutan,,,,City of Akutan Fuel Storage Facility,4,80000,,80000,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,54.1341377403848,-165.777589646764
0201090,Akutan,886,,,Trident Seafoods,,1786590,,,,,,t,f,f,f,,,,406,AEA,,,,54.1326904296875,-165.78631591796875
0201200,Alakanuk,524,ANC-A-013,,Alakanuk Native Corporation,1,150000,,150000,,,,t,f,f,t,,,,700,AEA,Best Practice Assessment,,,62.6865234375,-164.62188720703125
0201200,Alakanuk,,,,Alakanuk School Tank Farm,6,103000,3000,100000,,,,t,f,f,,Vitus/Crowley,,,,AEA,2024 Assessment,2023,2024,62.6835891,-164.6537532
0201200,Alakanuk,,,,Alakanuk Water Treatment Plant,4,40000,,40000,,,,t,f,f,,Crowley/Vitus,,,,AEA,2024 Assessment,2023,2024,62.6835872,-164.6537397
0201200,Alakanuk,523,ANC-A-009,,Alaska Village Electric Cooperative,,117029,,,,,,t,f,f,t,,,,88,AEA,,,,62.68487548828125,-164.66510009765625
0201200,Alakanuk,527,ANC-A-010,,City of Alakanuk,1,40000,,40000,,,,t,f,f,t,,,,703,AEA,Best Practice Assessment,,,62.68670654296875,-164.621826171875
0201200,Alakanuk,,ANC-A-011,,Lower Yukon School District,10,129000,3000,126000,,,,t,f,f,t,,,,,DEC,,,,62.70208740234375,-164.669677734375
0201200,Alakanuk,,,,Retail Tank Farm,8,356000,200000,150000,,,6000,t,f,f,,Vitus,,,,AEA,2024 Assessment,2023,2024,62.6859256763682,-164.630556827303
0201200,Alakanuk,525,,,State of Alaska Village Safe Water,,40000,,,,,,t,f,f,f,,,,701,AEA,,,,62.6846923828125,-164.66510009765625
0201305,Alatna,98,,,Alaska Power and Telephone,,10500,,,,,,f,t,f,f,,,,704,AEA,,,,66.5540771484375,-152.70172119140625
0201420,Aleknagik,755,,,City of Aleknagik,,10300,,,,,,t,f,f,f,,,,837,AEA,,,,59.2786865234375,-158.62158203125
0201420,Aleknagik,,,,GCI Communication Corp.,5,5000,,5000,,,,f,f,t,f,,,,,DEC,,,,59.43048095703125,-158.84222412109375
0201420,Aleknagik,756,,,Mission Lodge,,18000,,,,,,t,f,f,f,,,,838,AEA,,,,59.27587890625,-158.59930419921875
0201420,Aleknagik,754,,,Moody's Marina & Sea Lighterage,,44700,,,,,,t,f,f,f,,,,836,AEA,,,,59.27587890625,-158.62451171875
0201420,Aleknagik,,,,Southwest Region School District,2,22000,,22000,,,,f,f,t,f,,,,,DEC,,,,59.27947998046875,-158.6243896484375
0201860,Allakaket,,,,Alatna Village Tank Farm,2,15000,5000,10000,,,,f,t,f,f,,,,,DEC,,,,66.54931640625,-152.6326904296875
0201860,Allakaket,,,,Allakaket Shared Tank Farm,10,50000,10000,40000,,,,f,t,f,,Everts Air,,,,AEA,2024 Assessment,2023,2024,66.5471230650955,-152.637086037636
0201860,Allakaket,,,,Allakaket Tank Farm,3,16000,,16000,,,,f,t,f,f,,,,,DEC,,,,66.54608154296875,-152.6444091796875
0201860,Allakaket,,,,Allakaket Tank Farm,7,29000,,29000,,,,f,t,f,f,,,,,DEC,,,,66.5634765625,-152.64410400390625
0201860,Allakaket,,,,Allakaket Tank Farm,4,20000,10000,10000,,,,f,t,f,f,,,,,DEC,,,,66.54730224609375,-152.63671875
0201860,Allakaket,100,,,Allakatna Co-op Store,,9252,,,,,,f,t,f,f,,,,131,AEA,2015 Assessment,2015,2015,66.56109619140625,-152.65130615234375
0201860,Allakaket,103,,,Brice Construction,,10000,,,,,,f,t,f,f,,,,705,AEA,2015 Assessment,2015,2015,66.56109619140625,-152.651123046875
0201860,Allakaket,99,,,City of Allakaket,,12000,,,,,,f,t,f,f,,,,667,AEA,2015 Assessment & Best Practice Assessment,2015,2015,66.56109619140625,-152.65087890625
0201860,Allakaket,1076,,,City of Allakaket,10,50000,10000,40000,,,,f,t,f,f,Everts Air Cargo,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well
Secondary Containment: No containment; Inadequate containment
Foundations: Belly of tank more than ",,1009,AEA,2015 Assessment & Best Practice Assessment,2015,2015,66.54730224609375,-152.63702392578125
0201860,Allakaket,,,,DOT&PF Allakaket APT,1,1000,,1000,,,,f,t,f,f,,,,,DEC,,,,66.54949951171875,-152.62939453125
0201860,Allakaket,,,,School Tanks,4,22000,,22000,,,,t,f,f,,Ruby Marine,,,,AEA,2024 Assessment,2023,2024,66.5635013869854,-152.644172164303
0201860,Allakaket,101,,,Yukon-Koyukuk School District,5,19000,,19000,,,,f,t,f,f,Everts Air Cargo,"Site Location: Tank farm in flood plain Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well
Secondary Containment: No containment; Inadequate containment. 
Foundations: Belly of tank more than 12in",,132,AEA,2015 Assessment,2015,2015,66.5634765625,-152.64398193359375
0201860,Allakaket,102,,,Yukon-Koyukuk School District,,1500,,,,,,f,t,f,f,,,,133,AEA,2015 Assessment,2015,2015,66.563720703125,-152.6439208984375
0201970,Ambler,,,,ARUC,1,10000,,10000,,,,t,f,f,,,,,,AEA,2024 Assessment,2023,2024,67.086375416319,-157.858587959928
0201970,Ambler,,,,Alaska Village Electric Cooperative,12,100100,,100100,,,,,,,f,,,,,DEC,,,,67.08770751953125,-157.8568115234375
0201970,Ambler,,,,Ambler Fuel Depot- Diesel,2,2200,,2200,,,,f,t,f,,Everts Air,,,,AEA,2024 Assessment,2023,2024,67.0867133547173,-157.859218369484
0201970,Ambler,,,,Ambler Fuel Depot- Gasoline,2,4000,4000,,,,,f,t,f,,Everts air,,,,AEA,2024 Assessment,2023,2024,67.0862767777142,-157.856703486033
0201970,Ambler,,,,Ambler School District,5,59500,,59500,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,67.0860268485276,-157.85909317579
0201970,Ambler,343,,,Ambler Traditional Council,7,231500,76500,155000,,,,t,t,f,f,Everts Air Cargo,"Site Location: History of flooding; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well
Secondary Containment: No containment; Inadequate containment
Foundation: Belly of tank more than 12ft above",,134,AEA,2015 Assessment,2015,2015,67.08648681640625,-157.86029052734375
0201970,Ambler,347,,,Ambler Traditional Council,1,2000,2000,2000,,,,t,t,f,f,Everts Air Cargo,"Site Location:  History of flooding;  Facility threatened by coastal erosion/avalanche/river erosion/other;  Tank Farm within 100-feet of a well
Secondary Containment: No containment; Inadequate containment
Foundations: Belly of tank more than 12ft ab",,738,AEA,2015 Assessment,2015,2015,67.10028076171875,-157.857177734375
0201970,Ambler,,,,Avec,12,100859,,100859,,,,t,f,f,,,,,,AEA,2024 Assessment,2023,2024,67.0879573329045,-157.857500994725
0201970,Ambler,1107,,,City Gasoline Dispensing,1,2000,2000,0,,,,f,t,f,f,Everts Air Cargo,"Site Location: History of flooding; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well
Secondary Containment: No containment;  Inadequate containment
Foundations: Belly of tank more than 12in above",,1098,AEA,2015 Assessment,2015,2015,67.08648681640625,-157.85650634765625
0201970,Ambler,1106,,,City WTP and Diesel Storage,4,14200,,14200,,,,t,t,f,f,Everts Air Cargo,"Site Location: History of flooding; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well
Secondary Containment: No containment; Inadequate containment
Foundations: Belly of tank more than 12in above ",,1097,AEA,2015 Assessment,2015,2015,67.0863037109375,-157.85870361328125
0201970,Ambler,,,,DOT&PF Ambler APT,1,1000,,1000,,,,f,t,f,f,,,,,DEC,,,,67.10052490234375,-157.856201171875
0201970,Ambler,,,,NWABSD Tank Farm 1,1,28000,,28000,,,,t,f,f,,Crowley,,,,AEA,2024 Assessment,2023,2024,67.086497512369,-157.860331427639
0201970,Ambler,,,,NWABSD Tank Farm 2,4,31500,,31500,,,,t,f,f,,crowley,,,,AEA,2024 Assessment,2023,2024,67.0861523029266,-157.859421570567
0201970,Ambler,,ANC-A-015,,Northwest Arctic Borough School District,5,59400,,59400,,,,t,f,f,t,,,,,DEC,,,,67.0863037109375,-157.859375
0202080,Anaktuvuk Pass,,,,AKP Tank Farm,4,194000,37000,157000,,,,f,t,f,,Everts Air Fuel,,,,AEA,2024 Assessment,2023,2024,68.1367808279336,-151.741813947677
0202080,Anaktuvuk Pass,351,,,North Slope Borough,,1200,,,,,,f,t,f,f,,,,908,AEA,2015 Assessment,2015,2015,68.143310546875,-151.73431396484375
0202080,Anaktuvuk Pass,352,,,North Slope Borough,,10000,,,,,,f,t,f,f,,,,909,AEA,2015 Assessment,2015,2015,68.13470458984375,-151.7449951171875
0202080,Anaktuvuk Pass,358,,,North Slope Borough,1,10000,,10000,,,,f,t,f,f,Everts Air Cargo,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well
Secondary Containment:  No containment; Inadequate containment
Foundations: Belly of tank more than 12in ",,915,AEA,2015 Assessment,2015,2015,68.1376953125,-151.74139404296875
0202080,Anaktuvuk Pass,350,,,North Slope Borough,1,6500,,6500,,,,f,t,f,f,Everts Air Cargo,,,907,AEA,2015 Assessment,2015,2015,68.14288330078125,-151.7333984375
0202080,Anaktuvuk Pass,359,,,North Slope Borough,,1200,,,,,,f,t,f,f,,,,916,AEA,2015 Assessment,2015,2015,68.143310546875,-151.73388671875
0202080,Anaktuvuk Pass,354,,,North Slope Borough,1,5000,,5000,,,,f,t,f,f,Everts Air Cargo,"Site Location: Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well
Secondary Containment: No containment; Inadequate containment
Foundations: Belly of tank more than 12in a",,911,AEA,2015 Assessment,2015,2015,68.14068603515625,-151.7432861328125
0202080,Anaktuvuk Pass,349,,,North Slope Borough Fuel Division & Energy Management Nunamuit Corporation Fuel Station,5,248000,37000,211000,,,,f,t,f,f,Everts Air Cargo,"Site Location:  Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well
Secondary Containment: No containment;  Inadequate containment
Foundations: Belly of tank more than 12in",,542,AEA,2015 Assessment,2015,2015,68.13592529296875,-151.74359130859375
0202080,Anaktuvuk Pass,353,,,North Slope Borough Old Power Plant,,5000,,,,,,f,t,f,f,,,,910,AEA,2015 Assessment,2015,2015,68.1376953125,-151.74139404296875
0202080,Anaktuvuk Pass,,,,North Slope Borough School District,3,4000,,4000,,,,f,t,f,f,,,,,DEC,,,,68.139892578125,-151.73919677734375
0202080,Anaktuvuk Pass,348,,,North Slope Borough School District,1,2000,,2000,,,,f,t,f,f,Everts Air Cargo,"Site Location: Tank farm in flood plain;  Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well
Secondary Containment: No containment;  Inadequate containment
Foundations: Belly of tank more than 12in",,91,AEA,2015 Assessment,2015,2015,68.14007568359375,-151.7388916015625
0202080,Anaktuvuk Pass,357,,,North Slope BoroughAnaktuvuk Pass Fire Dept.,2,17500,,17500,,,,f,t,f,f,Everts Air Cargo,Tank Farm 7 - Deficiencies & Recommendations Site Location: Tank farm in flood lpain;  Facility threatened by coastal erosion/avalanche/river erosion/othe;  Tank Farm within 100-feet of a wel. Secondary Containmen:  No containment;  Inadequate containment,,914,AEA,2015 Assessment,2015,2015,68.13787841796875,-151.739013671875
0202080,Anaktuvuk Pass,356,,,Nunamiut Corporation,,12000,,,,,,f,t,f,f,,,,913,AEA,2015 Assessment,2015,2015,68.1361083984375,-151.74310302734375
0202080,Anaktuvuk Pass,355,,,Nunamiut Corporation Restaurant,1,2000,,2000,,,,f,t,f,f,Everts Air Cargo,"Site Location:  Tank farm in flood plain; Facility threatened by coastal erosion/avalanche/river erosion/other; Tank Farm within 100-feet of a well
Secondary Containment: No containment;  Inadequate containment
Foundations:  Belly of tank more than 12",,912,AEA,2015 Assessment,2015,2015,68.1392822265625,-151.73651123046875
0203110,Anchor Point,,,,North Fork Unit,1,5000,,5000,,,,f,f,t,f,,,,,DEC,,,,59.79730224609375,-151.63031005859375
0203110,Anchor Point,,,,Petro 49,5,40100,18500,10800,,10800,,f,f,t,f,,,,,DEC,,,,59.78369140625,-151.8330078125
0203000,Anchorage,,,,AK DOT&PF Anchorage Maintenance Station,1,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,61.18212890625,-149.84112548828125
0203000,Anchorage,,,,Air Medical Group Holdings,1,12000,,,,12000,,,,,f,,,,,DEC,,,,61.17327880859375,-149.9508056640625
0203000,Anchorage,,,,Alaska Airlines,2,10000,5000,5000,,,,f,f,t,f,,,,,DEC,,,,61.17352294921875,-149.98150634765625
0203000,Anchorage,,,,Alaska Railroad,2,76700,,76700,,,,f,f,t,f,,,,,DEC,,,,61.22528076171875,-149.88861083984375
0203000,Anchorage,,,,Alaska Waste,2,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,61.1636962890625,-149.860595703125
0203000,Anchorage,,,,Anchorage Fueling and Service Company,6,21000,2000,3000,,16000,,t,f,f,f,,,,,DEC,,,,61.17510986328125,-150.03997802734375
0203000,Anchorage,,,,Anchorage Fueling and Service Company,1,10000,,,,10000,,t,f,f,f,,,,,DEC,,,,61.17510986328125,-150.03997802734375
0203000,Anchorage,,,,Anchorage Fueling and Service Company,2,4000,,2000,,2000,,t,f,f,f,,,,,DEC,,,,61.17510986328125,-150.03997802734375
0203000,Anchorage,,,,Anchorage School District,1,6000,,6000,,,,f,f,t,f,,,,,DEC,,,,61.20867919921875,-149.743408203125
0203000,Anchorage,,,,Anchorage School District,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,61.139892578125,-149.7877197265625
0203000,Anchorage,,,,Anchorage School District,1,10230,,10230,,,,f,f,t,f,,,,,DEC,,,,61.2000732421875,-149.805908203125
0203000,Anchorage,,,,Anchorage School District,1,8000,,8000,,,,f,f,t,f,,,,,DEC,,,,61.1436767578125,-149.93389892578125
0203000,Anchorage,,,,Anchorage School District,1,3550,,3550,,,,f,f,t,f,,,,,DEC,,,,61.22271728515625,-149.81048583984375
0203000,Anchorage,,,,Anchorage School District,1,4000,,4000,,,,f,f,t,f,,,,,DEC,,,,61.07867431640625,-149.77801513671875
0203000,Anchorage,,,,Anchorage School District,2,12125,,12125,,,,f,f,t,f,,,,,DEC,,,,61.23248291015625,-149.7333984375
0203000,Anchorage,,,,Anchorage School District,2,12000,,12000,,,,f,f,t,f,,,,,DEC,,,,61.1796875,-149.8101806640625
0203000,Anchorage,,,,Anchorage School District,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,61.22747802734375,-149.82550048828125
0203000,Anchorage,,,,Anchorage School District,1,5000,,5000,,,,f,f,t,f,,,,,DEC,,,,61.19390869140625,-149.83612060546875
0203000,Anchorage,,,,Anchorage School District,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,61.1759033203125,-149.9208984375
0203000,Anchorage,,,,Anchorage School District,2,4500,,4500,,,,f,f,t,f,,,,,DEC,,,,61.2335205078125,-149.87060546875
0203000,Anchorage,,,,Anchorage School District,2,3524,,3524,,,,f,f,t,f,,,,,DEC,,,,61.130126953125,-149.83001708984375
0203000,Anchorage,,,,Anchorage School District,1,3000,,3000,,,,f,f,t,f,,,,,DEC,,,,61.11328125,-149.8577880859375
0203000,Anchorage,,,,Anchorage School District,1,3500,,3500,,,,f,f,t,f,,,,,DEC,,,,61.12890625,-149.931396484375
0203000,Anchorage,,,,Anchorage School District,1,5000,,5000,,,,,,,f,,,,,DEC,,,,61.1978759765625,-149.91497802734375
0203000,Anchorage,,,,Anchorage School District,1,1500,,1500,,,,,,,f,,,,,DEC,,,,61.20068359375,-149.80047607421875
0203000,Anchorage,,,,Anchorage School District,1,5000,,5000,,,,f,f,t,f,,,,,DEC,,,,61.13909912109375,-149.78118896484375
0203000,Anchorage,,,,Anchorage School District,1,5000,,5000,,,,f,f,t,f,,,,,DEC,,,,61.10009765625,-149.8082275390625
0203000,Anchorage,,,100-BF-01,Anchorage School District,1,3000,,3000,,,,f,f,t,f,,,,,DEC,,,,61.25128173828125,-149.67742919921875
0203000,Anchorage,,,,Anchorage School District,2,4000,,4000,,,,f,f,t,f,,,,,DEC,,,,61.1123046875,-149.85772705078125
0203000,Anchorage,,,102-BF-01,Anchorage US Courthouse,1,4000,,4000,,,,f,f,t,f,,,,,DEC,,,,61.215087890625,-149.885009765625
0203000,Anchorage,,ANC-A-024,,Andeavor Logistics,,,,,,,,,,,t,,,,,,,,,61.21630859375,-149.894775390625
0203000,Anchorage,,ANC-A-025,,Andeavor Logistics LP,,,,,,,,,,,t,,,,,,,,,61.21630859375,-149.894775390625
0203000,Anchorage,,,,Chugach Electric,2,2700,,2700,,,,f,f,t,f,,,,,DEC,,,,61.16888427734375,-149.91058349609375
0203000,Anchorage,,ANC-A-100,,Clean Harbors Environmental Services,,,,,,,,,,,t,,,,,,,,,61.21630859375,-149.894775390625
0203000,Anchorage,,,103-BF-01,ConocoPhillips Anchorage Office Complex,1,3000,,3000,,,,f,f,t,f,,,,,DEC,,,,61.21527099609375,-149.89630126953125
0203000,Anchorage,,ANC-A-027,,Crowley,1,6000,,6000,,,,f,f,t,t,,,,,DEC,,,,61.1812744140625,-149.97882080078125
0203000,Anchorage,,ANC-A-081,103-BF-02,Delta Western,1,4400,,4400,,,,f,f,t,t,,,,,DEC,,,,61.222900390625,-149.84661865234375
0203000,Anchorage,,ANC-A-022,,Delta Western Petroleum,,,,,,,,,,,t,,,,,,,,,61.21630859375,-149.894775390625
0203000,Anchorage,,,,EAN Vehicle Service Center,1,1000,1000,,,,,f,f,t,f,,,,,DEC,,,,61.17547607421875,-149.969482421875
0203000,Anchorage,,,104-BF-04,ENSTAR Natural Gas,1,1300,1300,,,,,f,f,t,f,,,,,DEC,,,,61.17431640625,-149.87701416015625
0203000,Anchorage,,,104-BF-05,Environmental Compliance Consultants,4,12500,,10000,,2500,,f,f,t,f,,,,,DEC,,,,61.22509765625,-149.85479736328125
0203000,Anchorage,,,105-BF-01,FedEx Express Corporation,1,2688,,2688,,,,f,f,t,f,,,,,DEC,,,,61.190673828125,-149.9984130859375
0203000,Anchorage,,,104-BF-02,Federal Aviation Administration,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,61.17828369140625,-150.01629638671875
0203000,Anchorage,,,104-BF-01,Federal Aviation Administration,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,61.09552001953125,-150.002685546875
0203000,Anchorage,,,,Federal Aviation Administration,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,61.17327880859375,-149.98150634765625
0203000,Anchorage,,,104-BF-03,Federal Aviation Administration,1,1000,,1000,,,,f,f,t,f,,,,,DEC,,,,61.164306640625,-149.9884033203125
0203000,Anchorage,,,105-BF-02,GCI Communication Corp.,2,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,61.1790771484375,-149.88970947265625
0203000,Anchorage,,,105-BF-03,GCI Communication Corp.,1,3000,,3000,,,,f,f,t,f,,,,,DEC,,,,61.2100830078125,-149.79388427734375
0203000,Anchorage,,,,GCI Communication Corp.,2,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,61.15869140625,-149.890625
0203000,Anchorage,,,,Global Rides,2,24454,,,,24454,,f,f,t,f,,,,,DEC,,,,61.16009521484375,-149.98028564453125
0203000,Anchorage,,,106-BF-03,Lake and Peninsula Air,1,3000,,,,3000,,f,f,t,f,,,,,DEC,,,,61.2169189453125,-149.84918212890625
0203000,Anchorage,,,106-BF-05,Lowe's,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,61.22991943359375,-149.747802734375
0203000,Anchorage,,,106-BF-01,Lowe's,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,61.1217041015625,-149.86810302734375
0203000,Anchorage,,,106-BF-02,Lowe's,1,2000,,2000,,,,f,f,t,f,,,,,DEC,,,,61.1824951171875,-149.8787841796875
0203000,Anchorage,,ANC-A-099,,Matson Navigation,,,,,,,,,,,t,,,,,,,,,61.21630859375,-149.894775390625
0203000,Anchorage,,,107-BF-01,Municipal Light and Power,3,227072,8000,219072,,,,f,f,t,f,,,,,DEC,,,,61.22088623046875,-149.85968017578125
0203000,Anchorage,,,,Municipality of Anchorage,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,61.21832275390625,-149.8822021484375
0203000,Anchorage,,,109-BF-01,NRC Alaska,1,10000,,10000,,,,f,f,t,f,,,,,DEC,,,,61.223876953125,-149.84271240234375
0203000,Anchorage,,,,North Park Fuels,8,140000,10000,10000,,120000,,f,f,t,f,,,,,DEC,,,,61.19732666015625,-149.99530029296875
0203000,Anchorage,,,109-BF-03,Northern Holdings,1,16000,,,,16000,,f,f,t,f,,,,,DEC,,,,61.1636962890625,-149.99072265625
0203000,Anchorage,,ANC-A-041,,Northstar Terminal,,,,,,,,,,,t,,,,,,,,,61.21630859375,-149.894775390625
0203000,Anchorage,,ANC-A-026,109-BF-02,Petro 49,1,10000,,10000,,,,f,f,t,t,,,,,DEC,,,,61.1624755859375,-149.83331298828125
0203000,Anchorage,,ANC-A-069,,Petro Star Inc.,,,,,,,,,,,t,,,,,,,,,61.21630859375,-149.894775390625
0203000,Anchorage,,ANC-A-021,,Port of Anchorage,1,2000,,2000,,,,f,f,t,t,,,,,DEC,,,,61.2388916015625,-149.88592529296875
0203000,Anchorage,,,112-BF-03,Rain Proof Roofing,2,3000,2000,1000,,,,f,f,t,f,,,,,DEC,,,,61.1458740234375,-149.8411865234375
0203000,Anchorage,,,,Ravn Air,2,2000,1000,1000,,,,f,f,t,f,,,,,DEC,,,,61.1727294921875,-149.97100830078125
0203000,Anchorage,,,,State of Alaska Department of Corrections,2,17500,,17500,,,,f,f,t,f,,,,,DEC,,,,61.21868896484375,-149.8563232421875
0203000,Anchorage,,,,State of Alaska Department of Fish and Game,1,4000,,4000,,,,f,f,t,f,,,,,DEC,,,,61.23028564453125,-149.8297119140625
0203000,Anchorage,,,112-BF-04,Ted Stevens Anchorage International Airport,9,32000,6000,26000,,,,f,f,t,f,,,,,DEC,,,,61.17352294921875,-149.98150634765625
0203000,Anchorage,,ANC-A-040,,Totem International,,,,,,,,,,,t,,,,,,,,,61.21630859375,-149.894775390625
0203000,Anchorage,,ANC-A-080,,US Ecology Alaska Services,,,,,,,,,,,t,,,,,,,,,61.21630859375,-149.894775390625
0203000,Anchorage,,,112-BF-08,United Parcel Service,2,7000,5000,2000,,,,f,f,t,f,,,,,DEC,,,,61.19451904296875,-150.0006103515625
0203000,Anchorage,,,112-BF-01,University of Alaska Anchorage,9,15419,,15419,,,,f,f,t,f,,,,,DEC,,,,61.19189453125,-149.81378173828125
0203000,Anchorage,,,112-BF-06,Verizon Wireless,2,16000,,16000,,,,f,f,t,f,,,,,DEC,,,,61.18511962890625,-149.87139892578125
0203000,Anchorage,,,112-BF-05,Weaver Bros.,1,6000,,6000,,,,f,f,t,f,,,,,DEC,,,,66.5001220703125,-161.030029296875
0203220,Anderson,,,112-BF-09,Denali Borough,1,1500,,1500,,,,f,f,t,f,,,,,DEC,,,,64.27252197265625,-149.105712890625
0203220,Anderson,,,112-BF-07,Denali Borough School District,1,5000,,5000,,,,f,f,t,f,,,,,DEC,,,,64.3428955078125,-149.18878173828125
0203440,Angoon,,,,Angoon Power Plant,3,60000,,60000,,,,t,f,f,,Petro Marine,,,,AEA,2024 Assessment,2023,2024,57.499030600025,-134.586284950667
0203440,Angoon,,,,Chatham School District,1,1100,,1100,,,,f,f,t,f,,,,,DEC,,,,57.49810791015625,-134.5845947265625
0203440,Angoon,1036,,114-BF-05,City of Angoon,,3000,,,,,,t,f,f,f,,,,789,AEA,,,,57.4935302734375,-134.56719970703125
