reporting_entity_id,year,residential_revenue_per_kwh,residential_revenue_per_kwh_subsidized,commercial_revenue_per_kwh,industrial_revenue_per_kwh,transportation_revenue_per_kwh,community_revenue_per_kwh,other_revenue_per_kwh,total_revenue_per_kwh,source
75,2009,0.47,0.20,0.47,,,,,0.47,PCE
75,2010,0.55,0.20,0.55,,,,,0.55,PCE
75,2011,0.62,0.22,0.62,,,,,0.62,PCE
75,2012,0.63,0.22,0.63,,,,,0.63,PCE
75,2013,0.65,0.22,0.65,,,,,0.65,PCE
75,2014,0.62,0.22,0.62,,,,,0.62,PCE
75,2015,0.57,0.23,0.57,,,,,0.57,PCE
75,2016,0.49,0.23,0.49,,,,,0.49,PCE
75,2017,0.53,0.24,0.53,,,,,0.53,PCE
75,2018,0.58,0.26,0.58,,,,,0.58,PCE
75,2019,0.62,0.27,0.62,,,,,0.62,PCE
75,2020,0.57,0.28,0.57,,,,,0.57,PCE
75,2021,0.63,0.29,0.63,,,,,0.63,PCE
76,2002,0.23,0.13,0.23,,,,,0.23,PCE
76,2003,0.40,0.21,0.40,,,,,0.40,PCE
76,2004,0.42,0.23,,,,,,,PCE
76,2005,0.44,0.26,,,,,,,PCE
76,2006,0.48,0.21,,,,,,,PCE
76,2007,0.44,0.18,0.44,,,,,0.44,PCE
76,2008,0.50,0.15,0.50,,,,,0.50,PCE
76,2009,0.61,0.19,0.61,,,,,0.61,PCE
76,2010,0.55,0.25,0.55,,,,,0.55,PCE
76,2011,0.52,0.21,0.52,,,,,0.52,PCE
76,2012,0.60,0.21,,,,,,,PCE
76,2013,0.56,0.20,,,,,,,PCE
76,2014,0.55,0.20,0.55,,,,,0.55,PCE
76,2015,0.58,0.22,0.58,,,,,0.58,PCE
76,2016,0.50,0.22,0.50,,,,,0.50,PCE
76,2017,0.49,0.24,0.49,,,,,0.49,PCE
76,2018,0.51,0.25,0.51,,,,,0.51,PCE
76,2019,0.53,0.26,0.53,,,,,0.53,PCE
76,2020,0.56,0.27,0.56,,,,,0.56,PCE
76,2021,0.50,0.27,0.50,,,,,0.50,PCE
77,2002,0.30,0.18,0.30,,,,,0.30,PCE
77,2003,0.51,0.26,0.51,,,,,0.51,PCE
77,2004,0.51,0.24,0.51,,,,,0.51,PCE
77,2005,0.51,0.23,0.51,,,,,0.51,PCE
77,2006,0.51,0.15,0.51,,,,,0.51,PCE
77,2007,0.51,0.14,0.51,,,,,0.51,PCE
77,2008,0.59,0.22,0.59,,,,,0.59,PCE
77,2009,0.71,0.33,0.71,,,,,0.70,PCE
77,2010,0.71,0.34,0.71,,,,,0.70,PCE
77,2011,0.71,0.21,0.71,,,,,0.70,PCE
77,2012,0.71,0.14,0.71,,,,,0.70,PCE
77,2013,0.71,0.14,0.71,,,,,0.71,PCE
77,2014,0.71,0.15,0.71,,,,,0.71,PCE
77,2015,0.71,0.15,0.71,,,,,0.71,PCE
77,2016,0.71,0.17,0.71,,,,,0.71,PCE
77,2017,0.71,0.19,0.71,,,,,0.71,PCE
77,2018,0.71,0.18,0.71,,,,,0.71,PCE
77,2019,0.71,0.19,,,,,,,PCE
77,2020,0.71,0.25,0.71,,,,,0.71,PCE
77,2021,0.71,0.22,0.71,,,,,0.71,PCE
78,2002,0.26,0.14,0.26,,,,,0.26,PCE
78,2003,0.45,0.23,0.45,,,,,0.45,PCE
78,2004,0.46,0.25,0.46,,,,,0.46,PCE
78,2005,0.52,0.28,,,,,,,PCE
78,2006,0.54,0.22,,,,,,,PCE
78,2007,0.53,0.19,0.53,,,,,0.53,PCE
78,2008,0.55,0.15,0.55,,,,,0.55,PCE
78,2009,0.63,0.19,0.63,,,,,0.63,PCE
78,2010,0.52,0.21,0.52,,,,,0.52,PCE
78,2011,0.54,0.21,0.54,,,,,0.54,PCE
78,2012,0.59,0.21,,,,,,,PCE
78,2013,0.60,0.20,,,,,,,PCE
78,2014,0.60,0.20,0.60,,,,,0.60,PCE
78,2015,0.60,0.22,0.60,,,,,0.60,PCE
78,2016,0.55,0.22,0.55,,,,,0.55,PCE
78,2017,0.52,0.22,,,,,,0.52,PCE
78,2018,0.55,0.24,,,,,,0.55,PCE
78,2019,0.57,0.24,,,,,,0.57,PCE
78,2020,0.54,0.25,,,,,,0.54,PCE
78,2021,0.51,0.26,,,,,,0.51,PCE
79,2002,0.12,0.10,0.12,,,,,0.12,PCE
79,2003,0.18,0.13,0.18,,,,,0.18,PCE
79,2004,0.18,0.14,0.18,,,,,0.18,PCE
79,2005,0.20,0.15,0.20,,,,,0.20,PCE
79,2006,0.20,0.14,0.20,,,,,0.20,PCE
79,2007,0.19,0.14,0.19,,,,,0.19,PCE
79,2008,0.23,0.15,,,,,,,PCE
79,2009,0.20,0.15,0.20,,,,,0.20,PCE
79,2010,0.21,0.16,0.21,,,,,0.21,PCE
79,2011,0.24,0.16,0.24,,,,,0.24,PCE
79,2012,0.25,0.17,0.25,,,,,0.25,PCE
79,2013,0.25,0.18,0.25,,,,,0.25,PCE
79,2014,0.25,0.19,0.25,,,,,0.25,PCE
79,2015,0.25,0.23,0.25,,,,,0.25,PCE
79,2016,0.25,0.23,0.25,,,,,0.25,PCE
79,2017,0.26,0.24,0.26,,,,,0.26,PCE
79,2018,0.29,0.26,0.29,,,,,0.29,PCE
79,2019,0.28,0.26,0.28,,,,,0.28,PCE
79,2020,0.26,0.26,0.26,,,,,0.26,PCE
79,2021,0.29,0.28,0.29,,,,,0.29,PCE
80,2003,0.58,0.31,0.58,,,,,0.58,PCE
80,2004,0.58,0.30,0.58,,,,,0.58,PCE
80,2005,0.59,0.31,,,,,,,PCE
80,2006,0.60,0.24,,,,,,,PCE
80,2007,0.60,0.25,0.60,,,,,0.60,PCE
80,2008,0.61,0.21,0.61,,,,,0.61,PCE
80,2009,0.74,0.16,0.74,,,,,0.74,PCE
80,2010,0.80,0.35,0.80,,,,,0.80,PCE
80,2011,0.80,0.39,0.80,,,,,0.80,PCE
80,2012,0.81,0.29,0.81,,,,,0.81,PCE
80,2013,0.81,0.27,0.81,,,,,0.81,PCE
80,2014,0.81,0.23,0.81,,,,,0.81,PCE
80,2015,0.81,0.28,0.81,,,,,0.81,PCE
80,2016,0.81,0.33,0.81,,,,,0.81,PCE
80,2017,0.90,0.27,0.90,,,,,0.90,PCE
80,2018,0.92,0.29,0.92,,,,,0.92,PCE
80,2019,0.92,0.30,0.92,,,,,0.92,PCE
80,2020,0.92,0.30,0.92,,,,,0.92,PCE
80,2021,0.92,0.24,0.92,,,,,0.92,PCE
81,2002,0.29,0.16,0.29,,,,,0.29,PCE
81,2003,0.49,0.24,,,,,,,PCE
81,2004,0.49,0.23,0.49,,,,,0.48,PCE
81,2005,0.46,0.24,,,,,,,PCE
81,2006,0.44,0.15,,,,,,,PCE
81,2007,0.45,0.14,0.45,,,,,0.45,PCE
81,2008,0.56,0.25,0.56,,,,,0.56,PCE
81,2009,0.58,0.28,0.58,,,,,0.58,PCE
81,2010,0.57,0.31,0.57,,,,,0.57,PCE
81,2011,0.59,0.33,0.59,,,,,0.59,PCE
81,2012,0.61,0.38,,,,,,,PCE
81,2013,0.60,0.41,,,,,,,PCE
81,2014,0.57,0.35,0.56,,,,,0.57,PCE
81,2015,0.57,0.32,0.57,,,,,0.57,PCE
81,2016,0.57,0.25,0.57,,,,,0.57,PCE
81,2017,0.61,0.23,0.61,,,,,0.61,PCE
81,2018,0.65,0.26,0.65,,,,,0.65,PCE
81,2019,0.65,0.27,0.65,,,,,0.65,PCE
81,2020,0.64,0.27,0.64,,,,,0.64,PCE
81,2021,0.64,0.28,0.64,,,,,0.64,PCE
82,2002,0.19,0.13,0.19,,,,,0.19,PCE
82,2003,0.33,0.17,0.33,,,,,0.33,PCE
82,2004,0.33,0.17,0.33,,,,,0.33,PCE
82,2005,0.40,0.21,,,,,,,PCE
82,2006,0.44,0.17,,,,,,,PCE
82,2007,0.42,0.13,0.42,,,,,0.42,PCE
82,2008,0.57,0.20,0.57,,,,,0.57,PCE
82,2009,0.47,0.20,0.47,,,,,0.47,PCE
82,2010,0.55,0.20,0.55,,,,,0.55,PCE
82,2011,0.62,0.22,0.62,,,,,0.62,PCE
82,2012,0.63,0.22,0.63,,,,,0.63,PCE
82,2013,0.65,0.22,0.65,,,,,0.65,PCE
82,2014,0.62,0.22,0.62,,,,,0.62,PCE
82,2015,0.57,0.23,0.57,,,,,0.57,PCE
82,2016,0.49,0.23,0.49,,,,,0.49,PCE
82,2017,0.53,0.24,0.53,,,,,0.53,PCE
82,2018,0.58,0.26,0.58,,,,,0.58,PCE
82,2019,0.62,0.27,0.62,,,,,0.62,PCE
82,2020,0.57,0.28,0.57,,,,,0.57,PCE
82,2021,0.63,0.29,0.63,,,,,0.63,PCE
83,2002,0.09,0.08,0.09,,,,,0.08,PCE
83,2003,0.15,0.13,0.15,,,,,0.14,PCE
83,2004,0.15,0.13,0.15,,,,,0.14,PCE
83,2005,0.15,0.13,,,,,,,PCE
83,2006,0.15,0.12,,,,,,,PCE
83,2007,0.15,0.12,0.15,,,,,0.14,PCE
83,2008,0.15,0.13,0.15,,,,,0.14,PCE
83,2009,0.17,0.16,0.17,,,,,0.16,PCE
83,2010,0.15,0.15,0.15,,,,,0.15,PCE
83,2011,0.15,0.14,0.15,,,,,0.15,PCE
83,2012,0.15,0.14,0.15,,,,,0.15,PCE
83,2013,0.15,0.14,0.15,,,,,0.15,PCE
83,2014,0.15,0.15,0.15,,,,,0.15,PCE
83,2015,0.16,0.16,0.16,,,,,0.16,PCE
83,2016,0.15,0.15,0.15,,,,,0.15,PCE
83,2017,0.21,0.21,0.21,,,,,0.21,PCE
83,2018,0.26,0.26,0.26,,,,,0.26,PCE
83,2019,0.20,0.20,0.20,,,,,0.20,PCE
83,2020,0.51,0.51,0.51,,,,,0.51,PCE
83,2021,0.15,0.15,0.15,,,,,0.15,PCE
84,2002,0.22,0.13,0.22,,,,,0.22,PCE
84,2003,0.40,0.21,0.40,,,,,0.40,PCE
84,2004,0.42,0.23,0.42,,,,,0.42,PCE
84,2005,0.44,0.26,0.44,,,,,0.44,PCE
84,2006,0.46,0.21,0.46,,,,,0.46,PCE
84,2007,0.47,0.21,,,,,,,PCE
84,2008,0.49,0.15,,,,,,,PCE
84,2009,0.59,0.19,0.59,,,,,0.59,PCE
84,2010,0.51,0.18,0.51,,,,,0.51,PCE
84,2011,0.58,0.21,0.58,,,,,0.58,PCE
84,2012,0.64,0.22,0.64,,,,,0.64,PCE
84,2013,0.61,0.20,0.61,,,,,0.61,PCE
84,2014,0.61,0.24,0.61,,,,,0.61,PCE
84,2015,0.60,0.22,0.60,,,,,0.60,PCE
84,2016,0.56,0.22,0.56,,,,,0.56,PCE
84,2017,0.51,0.22,0.51,,,,,0.51,PCE
84,2018,0.51,0.24,0.51,,,,,0.51,PCE
84,2019,0.54,0.24,0.54,,,,,0.54,PCE
84,2020,0.54,0.25,0.54,,,,,0.54,PCE
84,2021,0.51,0.26,0.51,,,,,0.51,PCE
85,2002,0.24,0.13,,,,,,,PCE
85,2003,0.43,0.22,0.43,,,,,0.42,PCE
85,2004,0.46,0.25,0.46,,,,,0.46,PCE
85,2005,0.49,0.27,,,,,,,PCE
85,2006,0.49,0.21,,,,,,,PCE
85,2007,0.49,0.19,0.49,,,,,0.49,PCE
85,2008,0.53,0.15,0.53,,,,,0.53,PCE
85,2009,0.63,0.19,0.63,,,,,0.63,PCE
85,2010,0.56,0.22,0.56,,,,,0.56,PCE
85,2011,0.52,0.21,0.52,,,,,0.52,PCE
85,2012,0.57,0.21,0.57,,,,,0.57,PCE
85,2013,0.58,0.20,0.58,,,,,0.58,PCE
85,2014,0.60,0.20,0.60,,,,,0.60,PCE
85,2015,0.62,0.22,0.62,,,,,0.62,PCE
85,2016,0.58,0.22,0.58,,,,,0.58,PCE
85,2017,0.54,0.22,0.54,,,,,0.54,PCE
85,2018,0.53,0.24,0.53,,,,,0.53,PCE
85,2019,0.55,0.24,,,,,,0.55,PCE
85,2020,0.58,0.26,,,,,,0.58,PCE
85,2021,0.54,0.26,,,,,,0.54,PCE
86,2003,0.40,0.19,0.40,,,,,0.39,PCE
86,2004,0.60,0.33,0.60,,,,,0.59,PCE
86,2005,0.60,0.32,0.60,,,,,0.59,PCE
86,2006,0.59,0.23,0.59,,,,,0.58,PCE
86,2007,0.60,0.24,0.60,,,,,0.59,PCE
86,2008,0.60,0.20,,,,,,,PCE
86,2009,0.60,0.13,,,,,,,PCE
86,2010,0.60,0.26,0.60,,,,,0.59,PCE
86,2011,0.60,0.25,0.60,,,,,0.58,PCE
86,2012,0.64,0.23,0.64,,,,,0.61,PCE
86,2013,0.71,0.25,0.71,,,,,0.69,PCE
86,2014,0.70,0.21,0.70,,,,,0.68,PCE
86,2015,0.70,0.19,0.70,,,,,0.69,PCE
86,2016,0.70,0.23,0.70,,,,,0.70,PCE
86,2017,0.70,0.30,0.70,,,,,0.70,PCE
86,2018,0.70,0.29,0.70,,,,,0.70,PCE
86,2019,0.70,0.29,0.70,,,,,0.70,PCE
86,2020,0.70,0.30,0.70,,,,,0.70,PCE
86,2021,0.70,0.32,0.70,,,,,0.70,PCE
87,2002,0.22,0.13,0.22,,,,,0.22,PCE
87,2003,0.40,0.21,0.40,,,,,0.40,PCE
87,2004,0.42,0.23,0.42,,,,,0.42,PCE
87,2005,0.46,0.27,0.46,,,,,0.46,PCE
87,2006,0.47,0.21,0.47,,,,,0.47,PCE
87,2007,0.43,0.18,0.43,,,,,0.43,PCE
87,2008,0.44,0.15,0.44,,,,,0.44,PCE
87,2009,0.54,0.18,,,,,,,PCE
87,2010,0.53,0.22,,,,,,,PCE
87,2011,0.53,0.21,0.53,,,,,0.53,PCE
87,2012,0.58,0.21,0.58,,,,,0.58,PCE
87,2013,0.57,0.20,0.57,,,,,0.57,PCE
87,2014,0.56,0.20,0.56,,,,,0.56,PCE
87,2015,0.59,0.23,0.59,,,,,0.59,PCE
87,2016,0.52,0.23,0.52,,,,,0.52,PCE
87,2017,0.49,0.23,0.49,,,,,0.49,PCE
87,2018,0.50,0.25,0.50,,,,,0.50,PCE
87,2019,0.52,0.25,0.52,,,,,0.52,PCE
87,2020,0.55,0.27,0.55,,,,,0.55,PCE
87,2021,0.51,0.27,,,,,,0.51,PCE
88,2002,0.25,0.14,0.25,,,,,0.25,PCE
88,2003,0.45,0.22,0.45,,,,,0.45,PCE
88,2004,0.49,0.25,0.49,,,,,0.49,PCE
88,2005,0.49,0.28,0.49,,,,,0.49,PCE
88,2006,0.52,0.22,0.52,,,,,0.52,PCE
88,2007,0.48,0.19,0.48,,,,,0.48,PCE
88,2008,0.57,0.16,0.57,,,,,0.57,PCE
88,2009,0.68,0.19,,,,,,,PCE
88,2010,0.61,0.22,,,,,,,PCE
88,2011,0.65,0.22,0.65,,,,,0.65,PCE
88,2012,0.67,0.22,0.67,,,,,0.67,PCE
88,2013,0.65,0.21,,,,,,,PCE
88,2014,0.67,0.21,,,,,,,PCE
88,2015,0.65,0.22,,,,,,,PCE
88,2016,0.59,0.22,,,,,,,PCE
88,2017,0.51,0.22,0.51,,,,,0.51,PCE
88,2018,0.56,0.24,0.56,,,,,0.56,PCE
88,2019,0.63,0.24,0.63,,,,,0.63,PCE
88,2020,0.56,0.26,0.56,,,,,0.56,PCE
88,2021,0.53,0.26,0.53,,,,,0.53,PCE
89,2002,0.12,0.10,,,,,,,PCE
89,2003,0.20,0.14,,,,,,,PCE
89,2004,0.20,0.16,0.20,,,,,0.19,PCE
89,2005,0.20,0.16,0.20,,,,,0.19,PCE
89,2006,0.20,0.13,0.20,,,,,0.19,PCE
89,2007,0.22,0.15,0.22,,,,,0.21,PCE
89,2008,0.24,0.14,0.24,,,,,0.22,PCE
89,2009,0.25,0.15,0.25,,,,,0.23,PCE
89,2010,0.26,0.16,0.26,,,,,0.24,PCE
89,2011,0.28,0.16,0.28,,,,,0.26,PCE
89,2012,0.30,0.21,0.30,,,,,0.30,PCE
89,2013,0.30,0.22,0.30,,,,,0.30,PCE
89,2014,0.30,0.23,0.30,,,,,0.30,PCE
89,2015,0.30,0.24,0.30,,,,,0.30,PCE
89,2016,0.30,0.29,0.30,,,,,0.30,PCE
89,2017,0.30,0.30,0.30,,,,,0.30,PCE
90,2002,0.19,0.14,,,,,,,PCE
90,2003,0.38,0.22,0.38,,,,,0.38,PCE
90,2004,0.42,0.22,0.42,,,,,0.41,PCE
90,2005,0.41,0.25,0.41,,,,,0.41,PCE
90,2006,0.39,0.17,0.39,,,,,0.39,PCE
90,2007,0.45,0.19,0.45,,,,,0.45,PCE
90,2008,0.56,0.22,0.56,,,,,0.56,PCE
90,2009,0.64,0.25,0.64,,,,,0.62,PCE
90,2010,0.50,0.30,0.50,,,,,0.48,PCE
90,2011,0.57,0.26,0.57,,,,,0.54,PCE
90,2012,0.57,0.22,0.57,,,,,0.54,PCE
90,2013,0.43,0.19,0.43,,,,,0.41,PCE
90,2014,0.61,0.22,0.61,,,,,0.59,PCE
90,2015,0.64,0.22,0.64,,,,,0.61,PCE
90,2016,0.29,0.20,0.29,,,,,0.28,PCE
90,2017,0.45,0.22,0.45,,,,,0.41,PCE
90,2018,0.53,0.24,0.53,,,,,0.50,PCE
90,2019,0.68,0.23,0.68,,,,,0.67,PCE
90,2020,0.69,0.20,0.69,,,,,0.69,PCE
90,2021,0.69,0.20,0.69,,,,,0.69,PCE
91,2002,0.25,0.14,0.25,,,,,0.25,PCE
91,2003,0.44,0.22,0.44,,,,,0.44,PCE
91,2004,0.46,0.25,0.46,,,,,0.46,PCE
91,2005,0.48,0.27,0.48,,,,,0.48,PCE
91,2006,0.52,0.22,0.52,,,,,0.52,PCE
91,2007,0.48,0.19,0.48,,,,,0.48,PCE
91,2008,0.57,0.16,0.57,,,,,0.57,PCE
91,2009,0.70,0.20,0.70,,,,,0.70,PCE
91,2010,0.56,0.20,0.56,,,,,0.56,PCE
91,2011,0.64,0.22,0.64,,,,,0.64,PCE
91,2012,0.67,0.22,0.67,,,,,0.67,PCE
91,2013,0.65,0.21,0.65,,,,,0.65,PCE
91,2014,0.66,0.21,0.66,,,,,0.66,PCE
91,2015,0.67,0.22,,,,,,,PCE
91,2016,0.55,0.22,,,,,,,PCE
91,2017,0.53,0.22,0.53,,,,,0.53,PCE
91,2018,0.56,0.24,0.56,,,,,0.56,PCE
91,2019,0.60,0.24,0.60,,,,,0.60,PCE
91,2020,0.54,0.25,0.54,,,,,0.54,PCE
91,2021,0.52,0.26,0.52,,,,,0.52,PCE
92,2002,0.12,0.11,0.12,,,,,0.12,PCE
92,2003,0.19,0.16,0.19,,,,,0.19,PCE
92,2004,0.18,0.14,0.18,,,,,0.18,PCE
92,2005,0.20,0.15,0.20,,,,,0.20,PCE
92,2006,0.20,0.14,0.20,,,,,0.20,PCE
92,2007,0.19,0.14,,,,,,,PCE
92,2008,0.23,0.15,,,,,,,PCE
92,2009,0.20,0.15,0.20,,,,,0.20,PCE
92,2010,0.21,0.16,0.21,,,,,0.21,PCE
92,2011,0.24,0.16,0.24,,,,,0.24,PCE
92,2012,0.25,0.17,0.25,,,,,0.25,PCE
92,2013,0.25,0.18,0.25,,,,,0.25,PCE
92,2014,0.25,0.19,0.25,,,,,0.25,PCE
92,2015,0.25,0.23,0.25,,,,,0.25,PCE
92,2016,0.25,0.23,0.25,,,,,0.25,PCE
92,2017,0.26,0.24,0.26,,,,,0.26,PCE
92,2018,0.29,0.26,0.29,,,,,0.29,PCE
92,2019,0.28,0.26,0.28,,,,,0.28,PCE
92,2020,0.27,0.26,0.27,,,,,0.27,PCE
92,2021,0.29,0.28,0.29,,,,,0.29,PCE
93,2002,0.19,0.13,,,,,,,PCE
93,2003,0.33,0.17,0.33,,,,,0.33,PCE
93,2004,0.33,0.16,0.33,,,,,0.33,PCE
93,2005,0.40,0.21,,,,,,,PCE
93,2006,0.44,0.17,,,,,,,PCE
93,2007,0.42,0.13,0.42,,,,,0.42,PCE
93,2008,0.57,0.20,0.57,,,,,0.57,PCE
93,2009,0.47,0.20,0.47,,,,,0.47,PCE
93,2010,0.55,0.20,0.55,,,,,0.55,PCE
93,2011,0.62,0.22,0.62,,,,,0.62,PCE
93,2012,0.63,0.22,,,,,,,PCE
93,2013,0.65,0.22,,,,,,,PCE
93,2014,0.62,0.22,0.62,,,,,0.62,PCE
93,2015,0.57,0.23,0.57,,,,,0.57,PCE
93,2016,0.49,0.23,0.49,,,,,0.49,PCE
93,2017,0.53,0.24,0.53,,,,,0.53,PCE
93,2018,0.58,0.26,0.58,,,,,0.58,PCE
93,2019,0.62,0.27,0.62,,,,,0.62,PCE
93,2020,0.57,0.28,0.57,,,,,0.57,PCE
93,2021,0.63,0.29,0.63,,,,,0.63,PCE
94,2002,0.31,0.18,0.31,,,,,0.30,PCE
94,2003,0.53,0.29,0.53,,,,,0.53,PCE
94,2004,0.53,0.35,0.53,,,,,0.53,PCE
94,2005,0.53,0.36,0.53,,,,,0.53,PCE
94,2006,0.53,0.33,0.53,,,,,0.53,PCE
94,2007,0.53,0.31,0.53,,,,,0.53,PCE
94,2008,0.70,0.47,0.70,,,,,0.70,PCE
94,2009,0.87,0.47,,,,,,,PCE
94,2010,0.87,0.36,,,,,,,PCE
94,2011,0.87,0.39,0.87,,,,,0.87,PCE
94,2012,0.87,0.30,,,,,,,PCE
94,2013,0.72,0.21,0.72,,,,,0.72,PCE
94,2014,0.81,0.22,0.81,,,,,0.81,PCE
94,2015,0.76,0.22,0.76,,,,,0.76,PCE
94,2016,0.71,0.23,0.71,,,,,0.71,PCE
94,2017,0.57,0.22,0.57,,,,,0.57,PCE
94,2018,0.63,0.24,,,,,,,PCE
94,2019,0.62,0.24,0.62,,,,,0.62,PCE
94,2020,0.71,0.26,0.71,,,,,0.71,PCE
94,2021,0.77,0.27,0.77,,,,,0.77,PCE
95,2002,0.32,0.21,0.32,,,,,0.32,PCE
95,2003,0.58,0.28,0.58,,,,,0.58,PCE
95,2004,0.60,0.30,0.60,,,,,0.60,PCE
95,2005,0.60,0.32,0.60,,,,,0.60,PCE
95,2006,0.60,0.25,0.60,,,,,0.59,PCE
95,2007,0.60,0.25,0.60,,,,,0.59,PCE
95,2008,0.74,0.28,0.74,,,,,0.73,PCE
95,2009,0.90,0.26,0.90,,,,,0.90,PCE
95,2010,0.90,0.42,0.90,,,,,0.90,PCE
95,2011,0.90,0.37,0.90,,,,,0.88,PCE
95,2012,0.90,0.33,0.90,,,,,0.86,PCE
95,2013,0.90,0.33,0.90,,,,,0.86,PCE
95,2014,0.90,0.39,0.90,,,,,0.88,PCE
95,2015,0.90,0.48,0.90,,,,,0.88,PCE
95,2016,0.90,0.33,0.90,,,,,0.90,PCE
95,2017,0.90,0.30,0.90,,,,,0.90,PCE
95,2018,0.83,0.24,,,,,,,PCE
95,2019,0.90,0.23,,,,,,,PCE
95,2020,0.90,0.27,0.90,,,,,0.90,PCE
95,2021,0.90,0.41,0.90,,,,,0.90,PCE
96,2002,0.29,0.18,0.29,,,,,0.29,PCE
96,2003,0.50,0.31,0.50,,,,,0.50,PCE
96,2004,0.50,0.29,0.50,,,,,0.50,PCE
96,2005,0.50,0.27,0.50,,,,,0.50,PCE
96,2006,0.50,0.15,0.50,,,,,0.50,PCE
96,2007,0.50,0.15,0.50,,,,,0.50,PCE
96,2008,0.50,0.13,0.50,,,,,0.50,PCE
96,2009,0.50,0.13,0.50,,,,,0.50,PCE
96,2010,0.50,0.14,0.50,,,,,0.50,PCE
96,2011,0.51,0.15,0.51,,,,,0.50,PCE
96,2012,0.50,0.14,0.50,,,,,0.50,PCE
96,2013,0.50,0.14,0.50,,,,,0.50,PCE
96,2014,0.50,0.15,0.50,,,,,0.50,PCE
96,2015,0.50,0.17,0.50,,,,,0.50,PCE
96,2016,0.50,0.24,0.50,,,,,0.50,PCE
96,2017,0.50,0.28,0.50,,,,,0.50,PCE
96,2018,0.50,0.24,,,,,,,PCE
96,2019,0.50,0.22,,,,,,,PCE
96,2020,0.50,0.23,0.50,,,,,0.50,PCE
96,2021,0.50,0.24,0.50,,,,,0.50,PCE
97,2002,0.23,0.16,0.23,,,,,0.23,PCE
97,2003,0.40,0.29,0.40,,,,,0.40,PCE
97,2004,0.41,0.31,0.41,,,,,0.41,PCE
97,2005,0.40,0.28,0.40,,,,,0.39,PCE
97,2006,0.43,0.23,0.43,,,,,0.41,PCE
97,2007,0.45,0.19,,,,,,,PCE
97,2008,0.51,0.22,,,,,,,PCE
97,2009,0.55,0.26,0.55,,,,,0.54,PCE
97,2010,0.55,0.26,0.55,,,,,0.54,PCE
97,2011,0.57,0.25,0.57,,,,,0.56,PCE
97,2012,0.65,0.29,0.65,,,,,0.64,PCE
97,2013,0.65,0.30,0.65,,,,,0.64,PCE
97,2014,0.65,0.36,0.65,,,,,0.63,PCE
97,2015,0.65,0.38,0.65,,,,,0.63,PCE
97,2016,0.65,0.42,,,,,,,PCE
97,2017,0.65,0.43,0.65,,,,,0.62,PCE
97,2018,0.65,0.34,,,,,,,PCE
97,2019,0.65,0.33,,,,,,,PCE
97,2020,0.65,0.34,0.65,,,,,0.65,PCE
97,2021,0.66,0.37,0.66,,,,,0.66,PCE
98,2002,0.18,0.11,0.17,,,,,0.17,PCE
98,2003,0.30,0.19,0.30,,,,,0.29,PCE
98,2004,0.31,0.21,0.31,,,,,0.31,PCE
98,2005,0.35,0.21,0.35,,,,,0.34,PCE
98,2006,0.40,0.18,,,,,,,PCE
98,2007,0.48,0.18,,,,,,,PCE
98,2008,0.57,0.18,0.07,,,,,0.06,PCE
98,2009,0.58,0.19,0.58,,,,,0.58,PCE
98,2010,0.51,0.18,0.51,,,,,0.51,PCE
98,2011,0.59,0.21,0.59,,,,,0.59,PCE
98,2012,0.65,0.22,0.65,,,,,0.65,PCE
98,2013,0.62,0.21,0.62,,,,,0.62,PCE
98,2014,0.63,0.21,0.62,,,,,0.63,PCE
98,2015,0.62,0.22,0.62,,,,,0.62,PCE
98,2016,0.48,0.22,0.48,,,,,0.48,PCE
98,2017,0.48,0.22,,,,,,,PCE
98,2018,0.53,0.24,0.53,,,,,0.53,PCE
98,2019,0.57,0.24,0.57,,,,,0.57,PCE
98,2020,0.56,0.26,0.56,,,,,0.56,PCE
98,2021,0.53,0.26,0.53,,,,,0.53,PCE
99,2002,0.14,0.10,0.14,,,,,0.14,PCE
99,2003,0.25,0.17,0.25,,,,,0.25,PCE
99,2004,0.26,0.18,0.26,,,,,0.26,PCE
99,2005,0.30,0.19,0.30,,,,,0.30,PCE
99,2006,0.32,0.16,0.32,,,,,0.32,PCE
99,2007,0.37,0.18,,,,,,,PCE
99,2008,0.39,0.17,,,,,,,PCE
99,2009,0.47,0.17,0.47,,,,,0.47,PCE
99,2010,0.47,0.17,0.47,,,,,0.47,PCE
99,2011,0.42,0.16,0.42,,,,,0.42,PCE
99,2012,0.43,0.16,0.43,,,,,0.43,PCE
99,2013,0.42,0.17,0.42,,,,,0.42,PCE
99,2014,0.43,0.17,0.43,,,,,0.43,PCE
99,2015,0.41,0.18,0.41,,,,,0.41,PCE
99,2016,0.40,0.20,0.40,,,,,0.40,PCE
99,2017,0.38,0.20,0.38,,,,,0.38,PCE
99,2018,0.38,0.21,0.38,,,,,0.38,PCE
99,2019,0.39,0.22,0.39,,,,,0.39,PCE
99,2020,0.41,0.23,0.41,,,,,0.41,PCE
99,2021,0.36,0.23,0.36,,,,,0.36,PCE
100,2002,0.22,0.13,,,,,,,PCE
100,2003,0.39,0.21,,,,,,,PCE
100,2004,0.41,0.23,0.41,,,,,0.41,PCE
100,2005,0.47,0.27,0.47,,,,,0.47,PCE
100,2006,0.47,0.21,0.47,,,,,0.46,PCE
100,2007,0.44,0.18,0.44,,,,,0.44,PCE
