reporting_entity_id,year,residential_revenue_per_kwh,residential_revenue_per_kwh_subsidized,commercial_revenue_per_kwh,industrial_revenue_per_kwh,transportation_revenue_per_kwh,community_revenue_per_kwh,other_revenue_per_kwh,total_revenue_per_kwh,source
50,2011,0.24,0.16,0.24,,,,,0.24,PCE
50,2012,0.25,0.17,0.25,,,,,0.25,PCE
50,2013,0.25,0.18,0.25,,,,,0.25,PCE
50,2014,0.25,0.19,0.25,,,,,0.25,PCE
50,2015,0.25,0.23,0.25,,,,,0.25,PCE
50,2016,0.25,0.23,0.25,,,,,0.25,PCE
50,2017,0.26,0.24,0.26,,,,,0.26,PCE
50,2018,0.29,0.26,0.29,,,,,0.29,PCE
50,2019,0.28,0.26,0.28,,,,,0.28,PCE
50,2020,0.26,0.26,0.26,,,,,0.26,PCE
50,2021,0.29,0.28,0.29,,,,,0.29,PCE
51,2002,0.39,0.24,0.39,,,,,0.39,PCE
51,2003,0.66,0.35,0.66,,,,,0.66,PCE
51,2004,0.68,0.38,0.68,,,,,0.67,PCE
51,2005,0.76,0.49,0.76,,,,,0.76,PCE
51,2006,0.77,0.42,0.77,,,,,0.77,PCE
51,2007,0.77,0.42,0.77,,,,,0.77,PCE
51,2008,0.77,0.35,0.77,,,,,0.77,PCE
51,2009,0.99,0.25,0.99,,,,,0.99,PCE
51,2010,0.84,0.22,0.84,,,,,0.84,PCE
51,2011,0.85,0.19,0.85,,,,,0.85,PCE
51,2012,1.16,0.36,1.16,,,,,1.16,PCE
51,2013,0.89,0.22,0.89,,,,,0.88,PCE
51,2014,1.13,0.32,1.13,,,,,1.13,PCE
51,2015,0.93,0.27,0.93,,,,,0.93,PCE
51,2016,1.08,0.43,1.08,,,,,1.08,PCE
51,2017,1.12,0.41,1.12,,,,,1.12,PCE
51,2018,1.07,0.41,,,,,,,PCE
51,2019,1.21,0.46,1.21,,,,,1.21,PCE
51,2020,1.31,0.55,1.31,,,,,1.31,PCE
51,2021,1.11,0.36,1.11,,,,,1.11,PCE
52,2002,0.22,0.13,0.22,,,,,0.22,PCE
52,2003,0.39,0.24,0.38,,,,,0.38,PCE
52,2004,0.39,0.26,0.39,,,,,0.38,PCE
52,2005,0.40,0.26,0.40,,,,,0.40,PCE
52,2006,0.49,0.24,0.49,,,,,0.49,PCE
52,2007,0.49,0.22,0.49,,,,,0.48,PCE
52,2008,0.63,0.32,0.63,,,,,0.63,PCE
52,2009,0.77,0.36,0.77,,,,,0.77,PCE
52,2010,0.77,0.47,,,,,,,PCE
52,2011,0.70,0.40,0.70,,,,,0.70,PCE
52,2012,0.70,0.34,0.70,,,,,0.70,PCE
52,2013,0.70,0.26,0.70,,,,,0.70,PCE
52,2014,0.70,0.28,0.70,,,,,0.69,PCE
52,2015,0.70,0.34,,,,,,,PCE
52,2016,0.69,0.40,,,,,,,PCE
52,2017,0.69,0.44,0.69,,,,,0.69,PCE
52,2018,0.68,0.41,0.68,,,,,0.67,PCE
52,2019,0.66,0.35,0.66,,,,,0.66,PCE
52,2020,0.67,0.36,0.67,,,,,0.67,PCE
52,2021,0.67,0.38,0.67,,,,,0.67,PCE
53,2002,0.12,0.09,0.12,,,,,0.12,PCE
53,2003,0.21,0.13,0.21,,,,,0.21,PCE
53,2004,0.23,0.15,0.23,,,,,0.23,PCE
53,2005,0.26,0.16,0.26,,,,,0.26,PCE
53,2006,0.30,0.17,0.30,,,,,0.30,PCE
53,2007,0.32,0.15,,,,,,,PCE
53,2008,0.38,0.16,0.38,,,,,0.38,PCE
53,2009,0.44,0.16,0.44,,,,,0.44,PCE
53,2010,0.36,0.18,,,,,,,PCE
53,2011,0.40,0.20,,,,,,,PCE
53,2012,0.46,0.18,0.46,,,,,0.46,PCE
53,2013,0.45,0.17,0.45,,,,,0.45,PCE
53,2014,0.47,0.19,0.47,,,,,0.47,PCE
53,2015,0.49,0.24,0.49,,,,,0.49,PCE
53,2016,0.43,0.24,0.43,,,,,0.43,PCE
53,2017,0.41,0.24,0.41,,,,,0.41,PCE
53,2018,0.42,0.25,0.42,,,,,0.42,PCE
53,2019,0.44,0.25,0.44,,,,,0.44,PCE
53,2020,0.44,0.28,0.44,,,,,0.44,PCE
53,2021,0.44,0.30,0.44,,,,,0.44,PCE
54,2002,0.29,0.19,0.29,,,,,0.28,PCE
54,2003,0.50,0.27,0.50,,,,,0.47,PCE
54,2004,0.50,0.26,0.50,,,,,0.47,PCE
54,2005,0.50,0.25,0.50,,,,,0.47,PCE
54,2006,0.50,0.15,0.50,,,,,0.48,PCE
54,2007,0.59,0.25,0.59,,,,,0.56,PCE
54,2008,0.60,0.21,0.60,,,,,0.57,PCE
54,2009,0.60,0.13,0.60,,,,,0.58,PCE
54,2010,0.60,0.14,0.60,,,,,0.58,PCE
54,2011,0.60,0.14,0.60,,,,,0.58,PCE
54,2012,0.60,0.14,0.60,,,,,0.58,PCE
54,2013,0.60,0.14,0.60,,,,,0.57,PCE
54,2014,0.20,0.05,0.20,,,,,0.19,PCE
54,2016,0.65,0.42,0.65,,,,,0.62,PCE
54,2020,0.65,0.43,0.65,,,,,0.65,PCE
54,2021,0.65,0.49,0.65,,,,,0.65,PCE
55,2002,0.15,0.12,0.15,,,,,0.15,PCE
55,2003,0.23,0.16,0.23,,,,,0.23,PCE
55,2004,0.24,0.16,,,,,,,PCE
55,2005,0.31,0.19,0.31,,,,,0.31,PCE
55,2006,0.34,0.16,,,,,,,PCE
55,2007,0.32,0.17,,,,,,,PCE
55,2008,0.44,0.17,0.44,,,,,0.44,PCE
55,2009,0.32,0.17,0.32,,,,,0.32,PCE
55,2010,0.39,0.17,0.39,,,,,0.39,PCE
55,2011,0.49,0.18,0.49,,,,,0.49,PCE
55,2012,0.48,0.20,0.48,,,,,0.48,PCE
55,2013,0.49,0.20,0.49,,,,,0.49,PCE
55,2014,0.49,0.24,0.49,,,,,0.49,PCE
55,2015,0.42,0.23,0.42,,,,,0.42,PCE
55,2016,0.34,0.24,,,,,,,PCE
55,2017,0.38,0.24,,,,,,,PCE
55,2018,0.45,0.18,0.45,,,,,0.45,PCE
55,2019,0.41,0.19,0.41,,,,,0.41,PCE
55,2020,0.37,0.20,0.37,,,,,0.37,PCE
55,2021,0.44,0.21,0.44,,,,,0.44,PCE
56,2002,0.26,0.16,0.26,,,,,0.26,PCE
56,2003,0.39,0.19,0.39,,,,,0.39,PCE
56,2004,0.40,0.21,0.40,,,,,0.40,PCE
56,2005,0.47,0.24,0.47,,,,,0.47,PCE
56,2006,0.54,0.20,0.54,,,,,0.54,PCE
56,2007,0.56,0.20,0.56,,,,,0.56,PCE
56,2008,0.62,0.22,0.62,,,,,0.62,PCE
56,2009,0.62,0.19,0.62,,,,,0.62,PCE
56,2010,0.58,0.19,0.58,,,,,0.58,PCE
56,2011,0.59,0.18,0.59,,,,,0.59,PCE
56,2012,0.67,0.20,0.67,,,,,0.67,PCE
56,2013,0.67,0.21,0.67,,,,,0.67,PCE
56,2014,0.72,0.24,0.72,,,,,0.72,PCE
56,2015,0.71,0.31,0.71,,,,,0.71,PCE
56,2016,0.60,0.31,0.60,,,,,0.60,PCE
56,2017,0.59,0.31,0.59,,,,,0.59,PCE
56,2018,0.66,0.31,0.66,,,,,0.66,PCE
56,2019,0.68,0.32,0.68,,,,,0.68,PCE
56,2020,0.62,0.32,0.62,,,,,0.62,PCE
56,2021,0.69,0.36,0.69,,,,,0.69,PCE
57,2002,0.22,0.13,0.22,,,,,0.22,PCE
57,2003,0.40,0.21,0.40,,,,,0.40,PCE
57,2004,0.42,0.24,0.42,,,,,0.42,PCE
57,2005,0.45,0.26,0.45,,,,,0.45,PCE
57,2006,0.46,0.21,0.46,,,,,0.45,PCE
57,2007,0.43,0.18,,,,,,,PCE
57,2008,0.54,0.15,,,,,,,PCE
57,2009,0.67,0.20,0.67,,,,,0.67,PCE
57,2010,0.54,0.19,0.54,,,,,0.54,PCE
57,2011,0.60,0.21,0.60,,,,,0.60,PCE
57,2012,0.69,0.22,0.69,,,,,0.69,PCE
57,2013,0.63,0.21,0.63,,,,,0.63,PCE
57,2014,0.65,0.21,0.65,,,,,0.65,PCE
57,2015,0.63,0.22,0.63,,,,,0.63,PCE
57,2016,0.54,0.22,0.54,,,,,0.54,PCE
57,2017,0.50,0.22,0.50,,,,,0.50,PCE
57,2018,0.52,0.24,0.52,,,,,0.52,PCE
57,2019,0.57,0.24,0.57,,,,,0.57,PCE
57,2020,0.55,0.26,0.55,,,,,0.55,PCE
57,2021,0.51,0.26,0.51,,,,,0.51,PCE
58,2002,0.32,0.21,0.32,,,,,0.32,PCE
58,2003,0.55,0.30,0.55,,,,,0.54,PCE
58,2004,0.56,0.32,0.56,,,,,0.55,PCE
58,2005,0.55,0.30,0.55,,,,,0.54,PCE
58,2006,0.55,0.19,0.55,,,,,0.54,PCE
58,2007,0.56,0.20,0.56,,,,,0.55,PCE
58,2008,0.72,0.31,0.72,,,,,0.70,PCE
58,2009,0.92,0.36,0.92,,,,,0.89,PCE
58,2010,0.86,0.45,0.86,,,,,0.85,PCE
58,2011,0.86,0.32,0.86,,,,,0.86,PCE
58,2012,0.86,0.26,0.86,,,,,0.86,PCE
58,2013,0.86,0.33,0.86,,,,,0.86,PCE
58,2014,0.86,0.34,0.86,,,,,0.86,PCE
58,2015,0.86,0.46,0.86,,,,,0.86,PCE
58,2016,0.71,0.39,0.71,,,,,0.71,PCE
58,2017,0.65,0.23,0.65,,,,,0.65,PCE
58,2018,0.65,0.18,0.65,,,,,0.65,PCE
58,2019,0.65,0.19,,,,,,,PCE
58,2020,0.65,0.21,0.65,,,,,0.65,PCE
58,2021,0.65,0.22,0.65,,,,,0.65,PCE
59,2002,0.29,0.18,0.29,,,,,0.29,PCE
59,2003,0.50,0.30,0.50,,,,,0.50,PCE
59,2004,0.50,0.29,0.50,,,,,0.50,PCE
59,2005,0.50,0.30,0.50,,,,,0.50,PCE
59,2006,0.50,0.23,,,,,,,PCE
59,2007,0.51,0.17,,,,,,,PCE
59,2008,0.50,0.13,0.50,,,,,0.50,PCE
59,2009,0.50,0.13,0.50,,,,,0.50,PCE
59,2010,0.60,0.17,0.60,,,,,0.60,PCE
59,2011,0.37,0.11,,,,,,,PCE
59,2012,0.74,0.24,0.74,,,,,0.74,PCE
59,2013,0.70,0.21,0.70,,,,,0.70,PCE
59,2014,0.69,0.25,0.69,,,,,0.69,PCE
59,2015,0.69,0.22,0.69,,,,,0.69,PCE
59,2016,0.68,0.23,0.68,,,,,0.68,PCE
59,2017,0.62,0.23,,,,,,,PCE
59,2018,0.56,0.24,,,,,,0.56,PCE
59,2019,0.59,0.24,,,,,,0.59,PCE
59,2020,0.62,0.26,,,,,,0.62,PCE
59,2021,0.54,0.26,,,,,,0.54,PCE
60,2002,0.15,0.10,0.15,,,,,0.15,PCE
60,2003,0.25,0.15,0.25,,,,,0.25,PCE
60,2004,0.34,0.21,0.34,,,,,0.34,PCE
60,2005,0.43,0.22,0.43,,,,,0.43,PCE
60,2006,0.43,0.20,0.43,,,,,0.43,PCE
60,2007,0.49,0.22,,,,,,,PCE
60,2008,0.58,0.25,,,,,,,PCE
60,2009,0.59,0.20,0.59,,,,,0.59,PCE
60,2010,0.53,0.21,0.53,,,,,0.53,PCE
60,2011,0.75,0.38,0.75,,,,,0.75,PCE
60,2012,0.78,0.41,0.78,,,,,0.78,PCE
60,2013,0.79,0.43,0.79,,,,,0.79,PCE
60,2014,0.78,0.41,0.78,,,,,0.78,PCE
60,2015,0.72,0.30,0.72,,,,,0.72,PCE
60,2016,0.63,0.21,0.63,,,,,0.63,PCE
60,2017,0.60,0.23,0.60,,,,,0.60,PCE
60,2018,0.61,0.23,0.61,,,,,0.61,PCE
60,2019,0.67,0.21,0.67,,,,,0.67,PCE
60,2020,0.66,0.26,0.66,,,,,0.66,PCE
60,2021,0.66,0.31,0.66,,,,,0.66,PCE
61,2002,0.23,0.13,0.23,,,,,0.23,PCE
61,2003,0.40,0.21,0.40,,,,,0.40,PCE
61,2004,0.42,0.23,0.42,,,,,0.42,PCE
61,2005,0.44,0.26,0.44,,,,,0.44,PCE
61,2006,0.46,0.21,0.46,,,,,0.46,PCE
61,2007,0.44,0.18,0.44,,,,,0.44,PCE
61,2008,0.50,0.15,0.50,,,,,0.50,PCE
61,2009,0.60,0.19,0.60,,,,,0.60,PCE
61,2010,0.54,0.20,0.54,,,,,0.54,PCE
61,2011,0.59,0.23,0.59,,,,,0.59,PCE
61,2012,0.59,0.21,0.59,,,,,0.59,PCE
61,2013,0.60,0.20,0.60,,,,,0.60,PCE
61,2014,0.62,0.20,0.62,,,,,0.62,PCE
61,2015,0.62,0.22,0.62,,,,,0.62,PCE
61,2016,0.55,0.22,0.55,,,,,0.55,PCE
61,2017,0.52,0.22,0.52,,,,,0.52,PCE
61,2018,0.52,0.23,0.52,,,,,0.52,PCE
61,2019,0.59,0.24,,,,,,,PCE
61,2020,0.55,0.26,0.55,,,,,0.55,PCE
61,2021,0.51,0.26,0.51,,,,,0.51,PCE
62,2002,0.23,0.13,,,,,,,PCE
62,2003,0.40,0.21,,,,,,,PCE
62,2004,0.42,0.24,0.42,,,,,0.42,PCE
62,2005,0.46,0.26,0.46,,,,,0.46,PCE
62,2006,0.46,0.21,,,,,,,PCE
62,2007,0.44,0.18,,,,,,,PCE
62,2008,0.51,0.15,0.51,,,,,0.51,PCE
62,2009,0.63,0.19,0.63,,,,,0.63,PCE
62,2010,0.51,0.21,0.51,,,,,0.51,PCE
62,2011,0.55,0.21,0.55,,,,,0.55,PCE
62,2012,0.59,0.21,,,,,,,PCE
62,2013,0.57,0.20,,,,,,,PCE
62,2014,0.58,0.20,0.58,,,,,0.58,PCE
62,2015,0.59,0.22,,,,,,,PCE
62,2016,0.51,0.23,,,,,,,PCE
62,2017,0.47,0.23,0.47,,,,,0.47,PCE
62,2018,0.51,0.25,0.51,,,,,0.51,PCE
62,2019,0.53,0.25,0.53,,,,,0.53,PCE
62,2020,0.53,0.26,0.53,,,,,0.53,PCE
62,2021,0.51,0.27,0.51,,,,,0.51,PCE
63,2002,0.25,0.21,0.24,,,,,0.24,PCE
63,2003,0.42,0.32,0.42,,,,,0.40,PCE
63,2004,0.43,0.32,0.43,,,,,0.41,PCE
63,2005,0.50,0.37,0.50,,,,,0.49,PCE
63,2006,0.53,0.36,0.53,,,,,0.53,PCE
63,2007,0.47,0.21,0.46,,,,,0.47,PCE
63,2008,0.42,0.16,,,,,,,PCE
63,2010,0.53,0.28,0.53,,,,,0.53,PCE
63,2011,0.51,0.27,0.51,,,,,0.51,PCE
63,2012,0.42,0.17,0.42,,,,,0.42,PCE
63,2013,0.42,0.15,0.42,,,,,0.42,PCE
63,2014,0.42,0.15,0.42,,,,,0.41,PCE
63,2015,0.42,0.16,0.42,,,,,0.41,PCE
63,2016,0.45,0.29,0.45,,,,,0.44,PCE
63,2017,0.46,0.32,0.46,,,,,0.45,PCE
63,2018,0.43,0.32,0.43,,,,,0.41,PCE
63,2019,0.55,0.26,0.55,,,,,0.55,PCE
64,2002,0.19,0.13,0.19,,,,,0.19,PCE
64,2003,0.33,0.20,0.33,,,,,0.33,PCE
64,2004,0.34,0.21,0.34,,,,,0.34,PCE
64,2005,0.37,0.21,0.37,,,,,0.37,PCE
64,2006,0.45,0.23,0.45,,,,,0.45,PCE
64,2007,0.46,0.21,0.46,,,,,0.46,PCE
64,2008,0.51,0.19,0.51,,,,,0.51,PCE
64,2009,0.60,0.21,0.60,,,,,0.60,PCE
64,2010,0.63,0.30,,,,,,,PCE
64,2011,0.60,0.21,0.60,,,,,0.60,PCE
64,2012,0.65,0.15,,,,,,,PCE
64,2013,0.67,0.18,0.67,,,,,0.67,PCE
64,2014,0.63,0.19,0.63,,,,,0.63,PCE
64,2015,0.66,0.25,,,,,,,PCE
64,2016,0.68,0.30,0.68,,,,,0.68,PCE
64,2017,0.68,0.30,0.68,,,,,0.68,PCE
64,2018,0.66,0.30,0.66,,,,,0.66,PCE
64,2019,0.66,0.33,,,,,,,PCE
64,2020,0.66,0.31,0.66,,,,,0.66,PCE
64,2021,0.64,0.29,0.64,,,,,0.64,PCE
65,2002,0.14,0.09,0.13,,,,,0.13,PCE
65,2003,0.26,0.15,0.26,,,,,0.26,PCE
65,2004,0.27,0.19,0.27,,,,,0.27,PCE
65,2005,0.31,0.23,0.30,,,,,0.31,PCE
65,2006,0.34,0.18,,,,,,,PCE
65,2007,0.40,0.22,,,,,,,PCE
65,2008,0.44,0.18,0.44,,,,,0.44,PCE
65,2009,0.56,0.23,0.56,,,,,0.56,PCE
65,2010,0.56,0.24,,,,,,,PCE
65,2011,0.56,0.56,0.56,,,,,0.56,PCE
65,2012,0.61,0.35,0.61,,,,,0.61,PCE
65,2013,0.67,0.35,0.67,,,,,0.67,PCE
65,2014,0.67,0.33,0.67,,,,,0.67,PCE
65,2015,0.67,0.37,0.67,,,,,0.67,PCE
65,2016,0.67,0.43,0.67,,,,,0.67,PCE
65,2017,0.67,0.47,0.67,,,,,0.67,PCE
65,2018,0.63,0.44,0.63,,,,,0.63,PCE
65,2019,0.60,0.37,0.60,,,,,0.60,PCE
65,2020,0.60,0.37,0.60,,,,,0.60,PCE
65,2021,0.60,0.41,0.60,,,,,0.60,PCE
66,2002,0.21,0.12,0.21,,,,,0.21,PCE
66,2003,0.39,0.21,0.39,,,,,0.39,PCE
66,2004,0.42,0.24,0.42,,,,,0.42,PCE
66,2005,0.44,0.26,0.44,,,,,0.44,PCE
66,2006,0.48,0.21,0.48,,,,,0.48,PCE
66,2007,0.44,0.18,0.44,,,,,0.44,PCE
66,2008,0.53,0.15,0.53,,,,,0.53,PCE
66,2009,0.61,0.19,0.61,,,,,0.61,PCE
66,2010,0.53,0.23,0.53,,,,,0.53,PCE
66,2011,0.52,0.21,0.52,,,,,0.52,PCE
66,2012,0.56,0.21,0.56,,,,,0.56,PCE
66,2013,0.54,0.20,0.54,,,,,0.54,PCE
66,2014,0.54,0.20,0.54,,,,,0.54,PCE
66,2015,0.57,0.23,,,,,,,PCE
66,2016,0.51,0.23,,,,,,,PCE
66,2017,0.52,0.25,0.52,,,,,0.52,PCE
66,2018,0.52,0.27,0.52,,,,,0.52,PCE
66,2019,0.55,0.27,0.55,,,,,0.55,PCE
66,2020,0.58,0.28,0.58,,,,,0.58,PCE
66,2021,0.53,0.27,0.53,,,,,0.53,PCE
67,2002,0.22,0.14,0.22,,,,,0.22,PCE
67,2003,0.38,0.21,0.38,,,,,0.38,PCE
67,2004,0.38,0.21,0.38,,,,,0.36,PCE
67,2005,0.38,0.19,0.38,,,,,0.35,PCE
67,2006,0.46,0.18,0.46,,,,,0.43,PCE
67,2007,0.54,0.21,0.54,,,,,0.48,PCE
67,2008,0.58,0.19,0.58,,,,,0.52,PCE
67,2009,0.70,0.19,0.70,,,,,0.61,PCE
67,2010,0.62,0.31,0.62,,,,,0.56,PCE
67,2011,0.58,0.25,0.58,,,,,0.54,PCE
67,2012,0.60,0.25,0.60,,,,,0.58,PCE
67,2013,0.60,0.27,0.60,,,,,0.58,PCE
67,2014,0.59,0.25,0.59,,,,,0.57,PCE
67,2015,0.52,0.21,,,,,,,PCE
67,2016,0.39,0.18,0.39,,,,,0.38,PCE
67,2017,0.38,0.23,0.38,,,,,0.36,PCE
67,2018,0.38,0.25,,,,,,,PCE
67,2019,0.42,0.27,,,,,,,PCE
67,2020,0.39,0.25,0.38,,,,,0.38,PCE
67,2021,0.33,0.25,0.33,,,,,0.33,PCE
68,2002,0.22,0.12,0.22,,,,,0.22,PCE
68,2003,0.40,0.21,0.40,,,,,0.40,PCE
68,2004,0.43,0.24,0.43,,,,,0.43,PCE
68,2005,0.47,0.27,0.47,,,,,0.47,PCE
68,2006,0.48,0.21,0.48,,,,,0.48,PCE
68,2007,0.45,0.18,0.45,,,,,0.45,PCE
68,2008,0.54,0.15,0.54,,,,,0.54,PCE
68,2009,0.63,0.20,0.63,,,,,0.63,PCE
68,2010,0.47,0.20,0.47,,,,,0.47,PCE
68,2011,0.59,0.21,0.59,,,,,0.59,PCE
68,2012,0.63,0.22,0.63,,,,,0.63,PCE
68,2013,0.63,0.21,0.63,,,,,0.63,PCE
68,2014,0.63,0.21,0.63,,,,,0.63,PCE
68,2015,0.64,0.22,,,,,,,PCE
68,2016,0.61,0.22,,,,,,,PCE
68,2017,0.51,0.22,0.51,,,,,0.51,PCE
68,2018,0.52,0.24,0.52,,,,,0.52,PCE
68,2019,0.54,0.24,0.54,,,,,0.54,PCE
68,2020,0.55,0.26,0.55,,,,,0.55,PCE
68,2021,0.53,0.26,0.53,,,,,0.53,PCE
69,2002,0.25,0.14,0.25,,,,,0.25,PCE
69,2003,0.43,0.22,0.43,,,,,0.43,PCE
69,2004,0.44,0.24,0.44,,,,,0.44,PCE
69,2005,0.48,0.27,0.48,,,,,0.48,PCE
69,2006,0.56,0.22,0.56,,,,,0.55,PCE
69,2007,0.56,0.20,0.56,,,,,0.56,PCE
69,2008,0.58,0.15,0.58,,,,,0.58,PCE
69,2009,0.70,0.20,0.70,,,,,0.70,PCE
69,2010,0.54,0.20,0.54,,,,,0.54,PCE
69,2011,0.56,0.21,0.56,,,,,0.56,PCE
69,2012,0.64,0.22,0.64,,,,,0.64,PCE
69,2013,0.63,0.21,0.63,,,,,0.63,PCE
69,2014,0.64,0.21,0.64,,,,,0.64,PCE
69,2015,0.62,0.22,,,,,,,PCE
69,2016,0.49,0.22,,,,,,,PCE
69,2017,0.48,0.22,0.48,,,,,0.48,PCE
69,2018,0.53,0.24,0.53,,,,,0.53,PCE
69,2019,0.56,0.24,0.56,,,,,0.56,PCE
69,2020,0.54,0.25,0.54,,,,,0.54,PCE
69,2021,0.52,0.26,0.52,,,,,0.52,PCE
70,2002,0.29,0.16,0.29,,,,,0.29,PCE
70,2003,0.50,0.23,0.50,,,,,0.50,PCE
70,2004,0.51,0.23,0.51,,,,,0.51,PCE
70,2005,0.62,0.36,0.62,,,,,0.62,PCE
70,2006,0.58,0.26,0.58,,,,,0.58,PCE
70,2007,0.62,0.29,0.62,,,,,0.62,PCE
70,2008,0.74,0.32,0.74,,,,,0.74,PCE
70,2009,0.57,0.27,0.57,,,,,0.57,PCE
70,2010,0.40,0.28,0.40,,,,,0.40,PCE
70,2011,0.45,0.28,0.45,,,,,0.45,PCE
70,2012,0.44,0.26,0.44,,,,,0.44,PCE
70,2013,0.47,0.30,,,,,,,PCE
70,2014,0.44,0.27,0.21,,,,,0.19,PCE
70,2015,0.42,0.29,0.42,,,,,0.42,PCE
70,2016,0.43,0.30,0.43,,,,,0.43,PCE
70,2017,0.45,0.31,0.45,,,,,0.45,PCE
70,2018,0.44,0.34,0.44,,,,,0.44,PCE
70,2019,0.44,0.33,0.44,,,,,0.44,PCE
70,2020,0.42,0.34,0.42,,,,,0.42,PCE
70,2021,0.49,0.38,0.49,,,,,0.49,PCE
71,2002,0.12,0.10,0.12,,,,,0.12,PCE
71,2003,0.18,0.14,0.18,,,,,0.18,PCE
71,2004,0.18,0.14,0.18,,,,,0.18,PCE
71,2005,0.19,0.15,0.19,,,,,0.19,PCE
71,2006,0.20,0.14,0.20,,,,,0.20,PCE
71,2007,0.21,0.14,0.21,,,,,0.21,PCE
71,2008,0.22,0.14,0.22,,,,,0.22,PCE
71,2009,0.21,0.15,0.21,,,,,0.21,PCE
71,2010,0.22,0.16,0.22,,,,,0.22,PCE
71,2011,0.22,0.15,0.22,,,,,0.22,PCE
71,2012,0.24,0.17,0.24,,,,,0.24,PCE
71,2013,0.25,0.18,0.25,,,,,0.25,PCE
71,2014,0.32,0.26,0.32,,,,,0.32,PCE
71,2015,0.26,0.22,0.26,,,,,0.26,PCE
71,2016,0.26,0.23,0.26,,,,,0.26,PCE
71,2017,0.27,0.24,0.27,,,,,0.27,PCE
71,2018,0.28,0.25,0.28,,,,,0.28,PCE
71,2019,0.27,0.25,0.27,,,,,0.27,PCE
71,2020,0.27,0.26,0.27,,,,,0.27,PCE
71,2021,0.29,0.28,0.29,,,,,0.29,PCE
72,2002,0.28,0.17,0.28,,,,,0.28,PCE
72,2003,0.41,0.19,0.41,,,,,0.41,PCE
72,2004,0.41,0.21,0.41,,,,,0.41,PCE
72,2005,0.50,0.25,0.50,,,,,0.50,PCE
72,2006,0.51,0.21,0.51,,,,,0.51,PCE
72,2007,0.63,0.28,0.63,,,,,0.63,PCE
72,2008,0.78,0.37,0.78,,,,,0.78,PCE
72,2009,0.64,0.24,0.64,,,,,0.64,PCE
72,2010,0.65,0.22,0.65,,,,,0.65,PCE
72,2011,0.83,0.23,0.83,,,,,0.83,PCE
72,2012,0.94,0.35,0.94,,,,,0.94,PCE
72,2013,1.94,1.17,1.94,,,,,1.94,PCE
72,2014,2.40,1.58,2.40,,,,,2.40,PCE
72,2015,2.26,1.45,2.26,,,,,2.26,PCE
72,2017,0.85,0.54,0.85,,,,,0.85,PCE
72,2018,1.06,0.42,1.06,,,,,1.06,PCE
72,2019,0.83,0.32,0.83,,,,,0.83,PCE
72,2020,0.80,0.32,0.80,,,,,0.80,PCE
72,2021,0.78,0.36,0.78,,,,,0.78,PCE
73,2002,0.11,0.09,0.11,,,,,0.11,PCE
73,2003,0.18,0.13,0.18,,,,,0.18,PCE
73,2004,0.18,0.14,0.18,,,,,0.18,PCE
73,2005,0.20,0.15,0.20,,,,,0.20,PCE
73,2006,0.20,0.14,0.20,,,,,0.20,PCE
73,2007,0.19,0.14,0.19,,,,,0.19,PCE
73,2008,0.23,0.15,0.23,,,,,0.23,PCE
73,2009,0.20,0.15,0.20,,,,,0.20,PCE
73,2010,0.21,0.16,0.21,,,,,0.21,PCE
73,2011,0.24,0.16,0.24,,,,,0.24,PCE
73,2012,0.25,0.17,0.25,,,,,0.25,PCE
73,2013,0.25,0.18,0.25,,,,,0.25,PCE
73,2014,0.25,0.19,0.25,,,,,0.25,PCE
73,2015,0.25,0.23,0.25,,,,,0.25,PCE
73,2016,0.25,0.23,0.25,,,,,0.25,PCE
73,2017,0.26,0.24,0.26,,,,,0.26,PCE
73,2018,0.29,0.26,0.29,,,,,0.29,PCE
73,2019,0.28,0.26,0.28,,,,,0.28,PCE
73,2020,0.26,0.26,0.26,,,,,0.26,PCE
73,2021,0.29,0.28,0.29,,,,,0.29,PCE
74,2002,0.24,0.13,0.24,,,,,0.24,PCE
74,2003,0.42,0.22,0.42,,,,,0.42,PCE
74,2004,0.43,0.24,0.43,,,,,0.43,PCE
74,2005,0.47,0.27,0.47,,,,,0.47,PCE
74,2006,0.54,0.22,0.54,,,,,0.54,PCE
74,2007,0.55,0.19,0.55,,,,,0.55,PCE
74,2008,0.56,0.15,0.56,,,,,0.56,PCE
74,2009,0.67,0.19,0.67,,,,,0.67,PCE
74,2010,0.57,0.23,0.57,,,,,0.57,PCE
74,2011,0.53,0.21,0.53,,,,,0.53,PCE
74,2012,0.59,0.21,0.59,,,,,0.59,PCE
74,2013,0.60,0.20,0.60,,,,,0.60,PCE
74,2014,0.60,0.20,0.60,,,,,0.59,PCE
74,2015,0.58,0.22,,,,,,,PCE
74,2016,0.53,0.22,,,,,,,PCE
74,2017,0.51,0.22,,,,,,0.51,PCE
74,2018,0.52,0.24,,,,,,0.52,PCE
74,2019,0.55,0.24,,,,,,0.55,PCE
74,2020,0.56,0.26,,,,,,0.56,PCE
74,2021,0.51,0.26,,,,,,0.51,PCE
75,2002,0.19,0.13,0.19,,,,,0.19,PCE
75,2003,0.33,0.17,0.33,,,,,0.33,PCE
75,2004,0.33,0.17,0.33,,,,,0.33,PCE
75,2005,0.40,0.21,,,,,,,PCE
75,2006,0.44,0.17,,,,,,,PCE
75,2007,0.42,0.13,0.42,,,,,0.42,PCE
75,2008,0.57,0.20,0.57,,,,,0.57,PCE
