fips_code,name,grid,net_generation_mwh,fuel_type,month,year
0200065,Adak,Adak Grid,186.5,Distillate Fuel Oil,12,2021
0200065,Adak,Adak Grid,127.3,Distillate Fuel Oil,10,2021
0200065,Adak,Adak Grid,165.6,Distillate Fuel Oil,9,2021
0200065,Adak,Adak Grid,150.6,Distillate Fuel Oil,8,2021
0200065,Adak,Adak Grid,155.4,Distillate Fuel Oil,7,2021
0200065,Adak,Adak Grid,167.7,Distillate Fuel Oil,6,2021
0200065,Adak,Adak Grid,174.0,Distillate Fuel Oil,5,2021
0200065,Adak,Adak Grid,192.1,Distillate Fuel Oil,4,2021
0200065,Adak,Adak Grid,173.1,Distillate Fuel Oil,3,2021
0200065,Adak,Adak Grid,171.6,Distillate Fuel Oil,2,2021
0200065,Adak,Adak Grid,182.2,Distillate Fuel Oil,1,2021
0200650,Akhiok,Akhiok Grid,43.0,Distillate Fuel Oil,12,2021
0200650,Akhiok,Akhiok Grid,30.0,Distillate Fuel Oil,11,2021
0200650,Akhiok,Akhiok Grid,24.0,Distillate Fuel Oil,10,2021
0200650,Akhiok,Akhiok Grid,22.5,Distillate Fuel Oil,9,2021
0200650,Akhiok,Akhiok Grid,23.5,Distillate Fuel Oil,8,2021
0200650,Akhiok,Akhiok Grid,20.9,Distillate Fuel Oil,7,2021
0200650,Akhiok,Akhiok Grid,25.6,Distillate Fuel Oil,6,2021
0200650,Akhiok,Akhiok Grid,14.1,Distillate Fuel Oil,5,2021
0200650,Akhiok,Akhiok Grid,21.9,Distillate Fuel Oil,4,2021
0200650,Akhiok,Akhiok Grid,20.8,Distillate Fuel Oil,3,2021
0200650,Akhiok,Akhiok Grid,20.2,Distillate Fuel Oil,2,2021
0200650,Akhiok,Akhiok Grid,20.3,Distillate Fuel Oil,1,2021
0200760,Akiachak,Akiachak Grid,192.4,Distillate Fuel Oil,12,2021
0200760,Akiachak,Akiachak Grid,198.5,Distillate Fuel Oil,11,2021
0200760,Akiachak,Akiachak Grid,175.0,Distillate Fuel Oil,10,2021
0200760,Akiachak,Akiachak Grid,148.2,Distillate Fuel Oil,9,2021
0200760,Akiachak,Akiachak Grid,149.8,Distillate Fuel Oil,8,2021
0200760,Akiachak,Akiachak Grid,131.8,Distillate Fuel Oil,7,2021
0200760,Akiachak,Akiachak Grid,136.4,Distillate Fuel Oil,6,2021
0200760,Akiachak,Akiachak Grid,149.5,Distillate Fuel Oil,5,2021
0200760,Akiachak,Akiachak Grid,173.5,Distillate Fuel Oil,4,2021
0200760,Akiachak,Akiachak Grid,177.7,Distillate Fuel Oil,3,2021
0200760,Akiachak,Akiachak Grid,147.7,Distillate Fuel Oil,2,2021
0200760,Akiachak,Akiachak Grid,223.2,Distillate Fuel Oil,1,2021
0200870,Akiak,Akiak Grid,111.1,Distillate Fuel Oil,2,2021
0200870,Akiak,Akiak Grid,113.6,Distillate Fuel Oil,1,2021
0201090,Akutan,Akutan Grid,15.5,Water at Hydroelectric Turbine,12,2021
0201090,Akutan,Akutan Grid,49.5,Distillate Fuel Oil,12,2021
0201090,Akutan,Akutan Grid,7.2,Water at Hydroelectric Turbine,11,2021
0201090,Akutan,Akutan Grid,39.3,Distillate Fuel Oil,11,2021
0201090,Akutan,Akutan Grid,18.2,Water at Hydroelectric Turbine,10,2021
0201090,Akutan,Akutan Grid,44.2,Distillate Fuel Oil,10,2021
0201090,Akutan,Akutan Grid,14.7,Water at Hydroelectric Turbine,9,2021
0201090,Akutan,Akutan Grid,43.1,Distillate Fuel Oil,9,2021
0201090,Akutan,Akutan Grid,16.3,Water at Hydroelectric Turbine,8,2021
0201090,Akutan,Akutan Grid,37.9,Distillate Fuel Oil,8,2021
0201090,Akutan,Akutan Grid,10.5,Water at Hydroelectric Turbine,7,2021
0201090,Akutan,Akutan Grid,44.6,Distillate Fuel Oil,7,2021
0201090,Akutan,Akutan Grid,17.1,Water at Hydroelectric Turbine,6,2021
0201090,Akutan,Akutan Grid,33.3,Distillate Fuel Oil,6,2021
0201090,Akutan,Akutan Grid,22.9,Water at Hydroelectric Turbine,5,2021
0201090,Akutan,Akutan Grid,29.9,Distillate Fuel Oil,5,2021
0201090,Akutan,Akutan Grid,3.9,Water at Hydroelectric Turbine,4,2021
0201090,Akutan,Akutan Grid,39.8,Distillate Fuel Oil,4,2021
0201090,Akutan,Akutan Grid,21.0,Water at Hydroelectric Turbine,3,2021
0201090,Akutan,Akutan Grid,60.5,Distillate Fuel Oil,3,2021
0201090,Akutan,Akutan Grid,18.6,Water at Hydroelectric Turbine,2,2021
0201090,Akutan,Akutan Grid,38.2,Distillate Fuel Oil,2,2021
0201090,Akutan,Akutan Grid,2.3,Water at Hydroelectric Turbine,1,2021
0201090,Akutan,Akutan Grid,54.9,Distillate Fuel Oil,1,2021
0201200,Alakanuk,Emmonak Grid,64.9,Wind,12,2021
0201200,Alakanuk,Emmonak Grid,515.7,Distillate Fuel Oil,12,2021
0201200,Alakanuk,Emmonak Grid,44.3,Wind,11,2021
0201200,Alakanuk,Emmonak Grid,447.7,Distillate Fuel Oil,11,2021
0201200,Alakanuk,Emmonak Grid,44.3,Wind,10,2021
0201200,Alakanuk,Emmonak Grid,447.7,Distillate Fuel Oil,10,2021
0201200,Alakanuk,Emmonak Grid,29.9,Wind,9,2021
0201200,Alakanuk,Emmonak Grid,419.7,Distillate Fuel Oil,9,2021
0201200,Alakanuk,Emmonak Grid,50.5,Wind,8,2021
0201200,Alakanuk,Emmonak Grid,430.3,Distillate Fuel Oil,8,2021
0201200,Alakanuk,Emmonak Grid,37.0,Wind,7,2021
0201200,Alakanuk,Emmonak Grid,400.7,Distillate Fuel Oil,7,2021
0201200,Alakanuk,Emmonak Grid,27.4,Wind,6,2021
0201200,Alakanuk,Emmonak Grid,426.9,Distillate Fuel Oil,6,2021
0201200,Alakanuk,Emmonak Grid,33.1,Wind,5,2021
0201200,Alakanuk,Emmonak Grid,370.3,Distillate Fuel Oil,5,2021
0201200,Alakanuk,Emmonak Grid,50.6,Wind,4,2021
0201200,Alakanuk,Emmonak Grid,450.8,Distillate Fuel Oil,4,2021
0201200,Alakanuk,Emmonak Grid,69.9,Wind,3,2021
0201200,Alakanuk,Emmonak Grid,490.9,Distillate Fuel Oil,3,2021
0201200,Alakanuk,Emmonak Grid,64.5,Wind,2,2021
0201200,Alakanuk,Emmonak Grid,481.2,Distillate Fuel Oil,2,2021
0201200,Alakanuk,Emmonak Grid,46.9,Wind,1,2021
0201200,Alakanuk,Emmonak Grid,473.8,Distillate Fuel Oil,1,2021
0201305,Alatna,Allakaket Grid,64.9,Distillate Fuel Oil,12,2021
0201305,Alatna,Allakaket Grid,61.6,Distillate Fuel Oil,11,2021
0201305,Alatna,Allakaket Grid,48.2,Distillate Fuel Oil,10,2021
0201305,Alatna,Allakaket Grid,46.8,Distillate Fuel Oil,9,2021
0201305,Alatna,Allakaket Grid,43.2,Distillate Fuel Oil,8,2021
0201305,Alatna,Allakaket Grid,40.7,Distillate Fuel Oil,7,2021
0201305,Alatna,Allakaket Grid,42.0,Distillate Fuel Oil,6,2021
0201305,Alatna,Allakaket Grid,52.0,Distillate Fuel Oil,5,2021
0201305,Alatna,Allakaket Grid,61.9,Distillate Fuel Oil,4,2021
0201305,Alatna,Allakaket Grid,59.7,Distillate Fuel Oil,3,2021
0201305,Alatna,Allakaket Grid,71.1,Distillate Fuel Oil,2,2021
0201305,Alatna,Allakaket Grid,69.9,Distillate Fuel Oil,1,2021
0201390,Alcan Border,,,,,
0201420,Aleknagik,Dillingham Grid,1522.7,Distillate Fuel Oil,12,2021
0201420,Aleknagik,Dillingham Grid,1415.5,Distillate Fuel Oil,11,2021
0201420,Aleknagik,Dillingham Grid,1310.3,Distillate Fuel Oil,10,2021
0201420,Aleknagik,Dillingham Grid,1273.2,Distillate Fuel Oil,9,2021
0201420,Aleknagik,Dillingham Grid,1970.5,Distillate Fuel Oil,8,2021
0201420,Aleknagik,Dillingham Grid,3064.9,Distillate Fuel Oil,7,2021
0201420,Aleknagik,Dillingham Grid,1531.9,Distillate Fuel Oil,6,2021
0201420,Aleknagik,Dillingham Grid,1351.2,Distillate Fuel Oil,5,2021
0201420,Aleknagik,Dillingham Grid,1395.4,Distillate Fuel Oil,4,2021
0201420,Aleknagik,Dillingham Grid,1305.1,Distillate Fuel Oil,3,2021
0201420,Aleknagik,Dillingham Grid,1476.5,Distillate Fuel Oil,2,2021
0201420,Aleknagik,Dillingham Grid,1482.8,Distillate Fuel Oil,1,2021
0201560,Aleneva,,,,,
0201860,Allakaket,Allakaket Grid,64.9,Distillate Fuel Oil,12,2021
0201860,Allakaket,Allakaket Grid,61.6,Distillate Fuel Oil,11,2021
0201860,Allakaket,Allakaket Grid,48.2,Distillate Fuel Oil,10,2021
0201860,Allakaket,Allakaket Grid,46.8,Distillate Fuel Oil,9,2021
0201860,Allakaket,Allakaket Grid,43.2,Distillate Fuel Oil,8,2021
0201860,Allakaket,Allakaket Grid,40.7,Distillate Fuel Oil,7,2021
0201860,Allakaket,Allakaket Grid,42.0,Distillate Fuel Oil,6,2021
0201860,Allakaket,Allakaket Grid,52.0,Distillate Fuel Oil,5,2021
0201860,Allakaket,Allakaket Grid,61.9,Distillate Fuel Oil,4,2021
0201860,Allakaket,Allakaket Grid,59.7,Distillate Fuel Oil,3,2021
0201860,Allakaket,Allakaket Grid,71.1,Distillate Fuel Oil,2,2021
0201860,Allakaket,Allakaket Grid,69.9,Distillate Fuel Oil,1,2021
0201970,Ambler,Ambler Grid,141.2,Distillate Fuel Oil,12,2021
0201970,Ambler,Ambler Grid,135.7,Distillate Fuel Oil,11,2021
0201970,Ambler,Ambler Grid,97.0,Distillate Fuel Oil,10,2021
0201970,Ambler,Ambler Grid,99.5,Distillate Fuel Oil,9,2021
0201970,Ambler,Ambler Grid,100.0,Distillate Fuel Oil,8,2021
0201970,Ambler,Ambler Grid,78.9,Distillate Fuel Oil,7,2021
0201970,Ambler,Ambler Grid,83.7,Distillate Fuel Oil,6,2021
0201970,Ambler,Ambler Grid,83.3,Distillate Fuel Oil,5,2021
0201970,Ambler,Ambler Grid,110.7,Distillate Fuel Oil,4,2021
0201970,Ambler,Ambler Grid,129.0,Distillate Fuel Oil,3,2021
0201970,Ambler,Ambler Grid,146.6,Distillate Fuel Oil,2,2021
0201970,Ambler,Ambler Grid,125.3,Distillate Fuel Oil,1,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,421.0,Distillate Fuel Oil,12,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,370.0,Distillate Fuel Oil,11,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,339.0,Distillate Fuel Oil,10,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,300.0,Distillate Fuel Oil,9,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,297.0,Distillate Fuel Oil,8,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,332.0,Distillate Fuel Oil,7,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,247.0,Distillate Fuel Oil,6,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,348.0,Distillate Fuel Oil,5,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,377.0,Distillate Fuel Oil,4,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,425.0,Distillate Fuel Oil,3,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,394.0,Distillate Fuel Oil,2,2021
0202080,Anaktuvuk Pass,Anaktuvuk Pass Grid,410.0,Distillate Fuel Oil,1,2021
0203110,Anchor Point,Railbelt Grid,-137.0,Electricity used for Energy Storage,12,2021
0203110,Anchor Point,Railbelt Grid,671.9,Jet Fuel,12,2021
0203110,Anchor Point,Railbelt Grid,3102.2,Landfill Gas,12,2021
0203110,Anchor Point,Railbelt Grid,7936.0,Waste Coal,12,2021
0203110,Anchor Point,Railbelt Grid,10483.3,Wind,12,2021
0203110,Anchor Point,Railbelt Grid,11025.8,Distillate Fuel Oil,12,2021
0203110,Anchor Point,Railbelt Grid,31520.3,Subbituminous Coal,12,2021
0203110,Anchor Point,Railbelt Grid,37587.0,Waste Oil,12,2021
0203110,Anchor Point,Railbelt Grid,37620.9,Lignite Coal,12,2021
0203110,Anchor Point,Railbelt Grid,57546.2,Water at Hydroelectric Turbine,12,2021
0203110,Anchor Point,Railbelt Grid,284968.2,Natural Gas,12,2021
0203110,Anchor Point,Railbelt Grid,-186.0,Electricity used for Energy Storage,11,2021
0203110,Anchor Point,Railbelt Grid,3801.0,Landfill Gas,11,2021
0203110,Anchor Point,Railbelt Grid,5705.0,Wind,11,2021
0203110,Anchor Point,Railbelt Grid,8333.2,Waste Coal,11,2021
0203110,Anchor Point,Railbelt Grid,8907.3,Distillate Fuel Oil,11,2021
0203110,Anchor Point,Railbelt Grid,30705.9,Lignite Coal,11,2021
0203110,Anchor Point,Railbelt Grid,33964.3,Waste Oil,11,2021
0203110,Anchor Point,Railbelt Grid,37839.0,Subbituminous Coal,11,2021
0203110,Anchor Point,Railbelt Grid,44785.0,Water at Hydroelectric Turbine,11,2021
0203110,Anchor Point,Railbelt Grid,274821.5,Natural Gas,11,2021
0203110,Anchor Point,Railbelt Grid,-418.0,Electricity used for Energy Storage,10,2021
0203110,Anchor Point,Railbelt Grid,3622.8,Waste Coal,10,2021
0203110,Anchor Point,Railbelt Grid,3905.0,Landfill Gas,10,2021
0203110,Anchor Point,Railbelt Grid,5966.1,Lignite Coal,10,2021
0203110,Anchor Point,Railbelt Grid,10040.2,Wind,10,2021
0203110,Anchor Point,Railbelt Grid,16193.3,Distillate Fuel Oil,10,2021
0203110,Anchor Point,Railbelt Grid,36919.0,Subbituminous Coal,10,2021
0203110,Anchor Point,Railbelt Grid,38211.8,Water at Hydroelectric Turbine,10,2021
0203110,Anchor Point,Railbelt Grid,39175.0,Waste Oil,10,2021
0203110,Anchor Point,Railbelt Grid,248521.1,Natural Gas,10,2021
0203110,Anchor Point,Railbelt Grid,-416.0,Electricity used for Energy Storage,9,2021
0203110,Anchor Point,Railbelt Grid,2702.0,Landfill Gas,9,2021
0203110,Anchor Point,Railbelt Grid,5311.0,Waste Coal,9,2021
0203110,Anchor Point,Railbelt Grid,9856.5,Lignite Coal,9,2021
0203110,Anchor Point,Railbelt Grid,9940.6,Wind,9,2021
0203110,Anchor Point,Railbelt Grid,19477.6,Distillate Fuel Oil,9,2021
0203110,Anchor Point,Railbelt Grid,32461.2,Subbituminous Coal,9,2021
0203110,Anchor Point,Railbelt Grid,35725.0,Waste Oil,9,2021
0203110,Anchor Point,Railbelt Grid,37237.5,Water at Hydroelectric Turbine,9,2021
0203110,Anchor Point,Railbelt Grid,214136.4,Natural Gas,9,2021
0203110,Anchor Point,Railbelt Grid,-306.0,Electricity used for Energy Storage,8,2021
0203110,Anchor Point,Railbelt Grid,2904.0,Landfill Gas,8,2021
0203110,Anchor Point,Railbelt Grid,9014.8,Waste Coal,8,2021
0203110,Anchor Point,Railbelt Grid,9057.2,Distillate Fuel Oil,8,2021
0203110,Anchor Point,Railbelt Grid,9701.9,Wind,8,2021
0203110,Anchor Point,Railbelt Grid,17515.1,Lignite Coal,8,2021
0203110,Anchor Point,Railbelt Grid,30444.0,Subbituminous Coal,8,2021
0203110,Anchor Point,Railbelt Grid,30759.6,Waste Oil,8,2021
0203110,Anchor Point,Railbelt Grid,45399.3,Water at Hydroelectric Turbine,8,2021
0203110,Anchor Point,Railbelt Grid,271518.5,Natural Gas,8,2021
0203110,Anchor Point,Railbelt Grid,-303.0,Electricity used for Energy Storage,7,2021
0203110,Anchor Point,Railbelt Grid,2860.0,Landfill Gas,7,2021
0203110,Anchor Point,Railbelt Grid,3767.2,Distillate Fuel Oil,7,2021
0203110,Anchor Point,Railbelt Grid,9575.8,Wind,7,2021
0203110,Anchor Point,Railbelt Grid,11381.4,Waste Coal,7,2021
0203110,Anchor Point,Railbelt Grid,22495.1,Waste Oil,7,2021
0203110,Anchor Point,Railbelt Grid,30883.0,Lignite Coal,7,2021
0203110,Anchor Point,Railbelt Grid,33452.0,Subbituminous Coal,7,2021
0203110,Anchor Point,Railbelt Grid,48113.5,Water at Hydroelectric Turbine,7,2021
0203110,Anchor Point,Railbelt Grid,254861.6,Natural Gas,7,2021
0203110,Anchor Point,Railbelt Grid,-382.0,Electricity used for Energy Storage,6,2021
0203110,Anchor Point,Railbelt Grid,2775.0,Landfill Gas,6,2021
0203110,Anchor Point,Railbelt Grid,3061.2,Distillate Fuel Oil,6,2021
0203110,Anchor Point,Railbelt Grid,8129.1,Wind,6,2021
0203110,Anchor Point,Railbelt Grid,11109.6,Waste Coal,6,2021
0203110,Anchor Point,Railbelt Grid,25497.4,Waste Oil,6,2021
0203110,Anchor Point,Railbelt Grid,25908.1,Lignite Coal,6,2021
0203110,Anchor Point,Railbelt Grid,31531.0,Subbituminous Coal,6,2021
0203110,Anchor Point,Railbelt Grid,54037.3,Water at Hydroelectric Turbine,6,2021
0203110,Anchor Point,Railbelt Grid,224318.2,Natural Gas,6,2021
0203110,Anchor Point,Railbelt Grid,-291.0,Electricity used for Energy Storage,5,2021
0203110,Anchor Point,Railbelt Grid,2943.0,Landfill Gas,5,2021
0203110,Anchor Point,Railbelt Grid,4043.2,Distillate Fuel Oil,5,2021
0203110,Anchor Point,Railbelt Grid,7867.3,Wind,5,2021
0203110,Anchor Point,Railbelt Grid,8671.7,Waste Coal,5,2021
0203110,Anchor Point,Railbelt Grid,16518.9,Waste Oil,5,2021
0203110,Anchor Point,Railbelt Grid,28822.2,Subbituminous Coal,5,2021
0203110,Anchor Point,Railbelt Grid,30131.1,Lignite Coal,5,2021
0203110,Anchor Point,Railbelt Grid,50188.1,Water at Hydroelectric Turbine,5,2021
0203110,Anchor Point,Railbelt Grid,224255.3,Natural Gas,5,2021
0203110,Anchor Point,Railbelt Grid,-286.0,Electricity used for Energy Storage,4,2021
0203110,Anchor Point,Railbelt Grid,2676.1,Landfill Gas,4,2021
0203110,Anchor Point,Railbelt Grid,2874.0,Waste Coal,4,2021
0203110,Anchor Point,Railbelt Grid,6660.8,Wind,4,2021
0203110,Anchor Point,Railbelt Grid,9100.7,Lignite Coal,4,2021
0203110,Anchor Point,Railbelt Grid,9172.4,Distillate Fuel Oil,4,2021
0203110,Anchor Point,Railbelt Grid,27566.0,Subbituminous Coal,4,2021
0203110,Anchor Point,Railbelt Grid,33111.0,Waste Oil,4,2021
0203110,Anchor Point,Railbelt Grid,40510.2,Water at Hydroelectric Turbine,4,2021
0203110,Anchor Point,Railbelt Grid,233823.2,Natural Gas,4,2021
0203110,Anchor Point,Railbelt Grid,-233.0,Electricity used for Energy Storage,3,2021
0203110,Anchor Point,Railbelt Grid,3374.8,Landfill Gas,3,2021
0203110,Anchor Point,Railbelt Grid,6779.6,Waste Coal,3,2021
0203110,Anchor Point,Railbelt Grid,8386.9,Wind,3,2021
0203110,Anchor Point,Railbelt Grid,8712.3,Distillate Fuel Oil,3,2021
0203110,Anchor Point,Railbelt Grid,26073.1,Lignite Coal,3,2021
0203110,Anchor Point,Railbelt Grid,34086.0,Subbituminous Coal,3,2021
0203110,Anchor Point,Railbelt Grid,34953.9,Waste Oil,3,2021
0203110,Anchor Point,Railbelt Grid,45926.0,Water at Hydroelectric Turbine,3,2021
0203110,Anchor Point,Railbelt Grid,249286.7,Natural Gas,3,2021
0203110,Anchor Point,Railbelt Grid,-219.0,Electricity used for Energy Storage,2,2021
0203110,Anchor Point,Railbelt Grid,3467.1,Landfill Gas,2,2021
0203110,Anchor Point,Railbelt Grid,6729.7,Wind,2,2021
0203110,Anchor Point,Railbelt Grid,7259.2,Waste Coal,2,2021
0203110,Anchor Point,Railbelt Grid,8004.8,Distillate Fuel Oil,2,2021
0203110,Anchor Point,Railbelt Grid,21795.4,Lignite Coal,2,2021
0203110,Anchor Point,Railbelt Grid,28240.0,Subbituminous Coal,2,2021
0203110,Anchor Point,Railbelt Grid,32984.0,Waste Oil,2,2021
0203110,Anchor Point,Railbelt Grid,47886.9,Water at Hydroelectric Turbine,2,2021
0203110,Anchor Point,Railbelt Grid,244931.4,Natural Gas,2,2021
0203110,Anchor Point,Railbelt Grid,-256.0,Electricity used for Energy Storage,1,2021
0203110,Anchor Point,Railbelt Grid,3560.7,Landfill Gas,1,2021
0203110,Anchor Point,Railbelt Grid,5045.9,Distillate Fuel Oil,1,2021
0203110,Anchor Point,Railbelt Grid,8840.3,Wind,1,2021
0203110,Anchor Point,Railbelt Grid,10496.3,Waste Coal,1,2021
0203110,Anchor Point,Railbelt Grid,28096.1,Lignite Coal,1,2021
0203110,Anchor Point,Railbelt Grid,32761.0,Waste Oil,1,2021
0203110,Anchor Point,Railbelt Grid,33572.0,Subbituminous Coal,1,2021
0203110,Anchor Point,Railbelt Grid,57551.3,Water at Hydroelectric Turbine,1,2021
0203110,Anchor Point,Railbelt Grid,258639.0,Natural Gas,1,2021
0203000,Anchorage,Railbelt Grid,-137.0,Electricity used for Energy Storage,12,2021
0203000,Anchorage,Railbelt Grid,671.9,Jet Fuel,12,2021
0203000,Anchorage,Railbelt Grid,3102.2,Landfill Gas,12,2021
0203000,Anchorage,Railbelt Grid,7936.0,Waste Coal,12,2021
0203000,Anchorage,Railbelt Grid,10483.3,Wind,12,2021
0203000,Anchorage,Railbelt Grid,11025.8,Distillate Fuel Oil,12,2021
0203000,Anchorage,Railbelt Grid,31520.3,Subbituminous Coal,12,2021
0203000,Anchorage,Railbelt Grid,37587.0,Waste Oil,12,2021
0203000,Anchorage,Railbelt Grid,37620.9,Lignite Coal,12,2021
0203000,Anchorage,Railbelt Grid,57546.2,Water at Hydroelectric Turbine,12,2021
0203000,Anchorage,Railbelt Grid,284968.2,Natural Gas,12,2021
0203000,Anchorage,Railbelt Grid,-186.0,Electricity used for Energy Storage,11,2021
0203000,Anchorage,Railbelt Grid,3801.0,Landfill Gas,11,2021
0203000,Anchorage,Railbelt Grid,5705.0,Wind,11,2021
0203000,Anchorage,Railbelt Grid,8333.2,Waste Coal,11,2021
0203000,Anchorage,Railbelt Grid,8907.3,Distillate Fuel Oil,11,2021
0203000,Anchorage,Railbelt Grid,30705.9,Lignite Coal,11,2021
0203000,Anchorage,Railbelt Grid,33964.3,Waste Oil,11,2021
0203000,Anchorage,Railbelt Grid,37839.0,Subbituminous Coal,11,2021
0203000,Anchorage,Railbelt Grid,44785.0,Water at Hydroelectric Turbine,11,2021
0203000,Anchorage,Railbelt Grid,274821.5,Natural Gas,11,2021
0203000,Anchorage,Railbelt Grid,-418.0,Electricity used for Energy Storage,10,2021
0203000,Anchorage,Railbelt Grid,3622.8,Waste Coal,10,2021
0203000,Anchorage,Railbelt Grid,3905.0,Landfill Gas,10,2021
0203000,Anchorage,Railbelt Grid,5966.1,Lignite Coal,10,2021
0203000,Anchorage,Railbelt Grid,10040.2,Wind,10,2021
0203000,Anchorage,Railbelt Grid,16193.3,Distillate Fuel Oil,10,2021
0203000,Anchorage,Railbelt Grid,36919.0,Subbituminous Coal,10,2021
0203000,Anchorage,Railbelt Grid,38211.8,Water at Hydroelectric Turbine,10,2021
0203000,Anchorage,Railbelt Grid,39175.0,Waste Oil,10,2021
0203000,Anchorage,Railbelt Grid,248521.1,Natural Gas,10,2021
0203000,Anchorage,Railbelt Grid,-416.0,Electricity used for Energy Storage,9,2021
0203000,Anchorage,Railbelt Grid,2702.0,Landfill Gas,9,2021
0203000,Anchorage,Railbelt Grid,5311.0,Waste Coal,9,2021
0203000,Anchorage,Railbelt Grid,9856.5,Lignite Coal,9,2021
0203000,Anchorage,Railbelt Grid,9940.6,Wind,9,2021
0203000,Anchorage,Railbelt Grid,19477.6,Distillate Fuel Oil,9,2021
0203000,Anchorage,Railbelt Grid,32461.2,Subbituminous Coal,9,2021
0203000,Anchorage,Railbelt Grid,35725.0,Waste Oil,9,2021
0203000,Anchorage,Railbelt Grid,37237.5,Water at Hydroelectric Turbine,9,2021
0203000,Anchorage,Railbelt Grid,214136.4,Natural Gas,9,2021
0203000,Anchorage,Railbelt Grid,-306.0,Electricity used for Energy Storage,8,2021
0203000,Anchorage,Railbelt Grid,2904.0,Landfill Gas,8,2021
0203000,Anchorage,Railbelt Grid,9014.8,Waste Coal,8,2021
0203000,Anchorage,Railbelt Grid,9057.2,Distillate Fuel Oil,8,2021
0203000,Anchorage,Railbelt Grid,9701.9,Wind,8,2021
0203000,Anchorage,Railbelt Grid,17515.1,Lignite Coal,8,2021
0203000,Anchorage,Railbelt Grid,30444.0,Subbituminous Coal,8,2021
0203000,Anchorage,Railbelt Grid,30759.6,Waste Oil,8,2021
0203000,Anchorage,Railbelt Grid,45399.3,Water at Hydroelectric Turbine,8,2021
0203000,Anchorage,Railbelt Grid,271518.5,Natural Gas,8,2021
0203000,Anchorage,Railbelt Grid,-303.0,Electricity used for Energy Storage,7,2021
0203000,Anchorage,Railbelt Grid,2860.0,Landfill Gas,7,2021
0203000,Anchorage,Railbelt Grid,3767.2,Distillate Fuel Oil,7,2021
0203000,Anchorage,Railbelt Grid,9575.8,Wind,7,2021
0203000,Anchorage,Railbelt Grid,11381.4,Waste Coal,7,2021
0203000,Anchorage,Railbelt Grid,22495.1,Waste Oil,7,2021
0203000,Anchorage,Railbelt Grid,30883.0,Lignite Coal,7,2021
0203000,Anchorage,Railbelt Grid,33452.0,Subbituminous Coal,7,2021
0203000,Anchorage,Railbelt Grid,48113.5,Water at Hydroelectric Turbine,7,2021
0203000,Anchorage,Railbelt Grid,254861.6,Natural Gas,7,2021
0203000,Anchorage,Railbelt Grid,-382.0,Electricity used for Energy Storage,6,2021
0203000,Anchorage,Railbelt Grid,2775.0,Landfill Gas,6,2021
0203000,Anchorage,Railbelt Grid,3061.2,Distillate Fuel Oil,6,2021
0203000,Anchorage,Railbelt Grid,8129.1,Wind,6,2021
0203000,Anchorage,Railbelt Grid,11109.6,Waste Coal,6,2021
0203000,Anchorage,Railbelt Grid,25497.4,Waste Oil,6,2021
0203000,Anchorage,Railbelt Grid,25908.1,Lignite Coal,6,2021
0203000,Anchorage,Railbelt Grid,31531.0,Subbituminous Coal,6,2021
0203000,Anchorage,Railbelt Grid,54037.3,Water at Hydroelectric Turbine,6,2021
0203000,Anchorage,Railbelt Grid,224318.2,Natural Gas,6,2021
0203000,Anchorage,Railbelt Grid,-291.0,Electricity used for Energy Storage,5,2021
0203000,Anchorage,Railbelt Grid,2943.0,Landfill Gas,5,2021
0203000,Anchorage,Railbelt Grid,4043.2,Distillate Fuel Oil,5,2021
0203000,Anchorage,Railbelt Grid,7867.3,Wind,5,2021
0203000,Anchorage,Railbelt Grid,8671.7,Waste Coal,5,2021
0203000,Anchorage,Railbelt Grid,16518.9,Waste Oil,5,2021
0203000,Anchorage,Railbelt Grid,28822.2,Subbituminous Coal,5,2021
0203000,Anchorage,Railbelt Grid,30131.1,Lignite Coal,5,2021
0203000,Anchorage,Railbelt Grid,50188.1,Water at Hydroelectric Turbine,5,2021
0203000,Anchorage,Railbelt Grid,224255.3,Natural Gas,5,2021
0203000,Anchorage,Railbelt Grid,-286.0,Electricity used for Energy Storage,4,2021
0203000,Anchorage,Railbelt Grid,2676.1,Landfill Gas,4,2021
0203000,Anchorage,Railbelt Grid,2874.0,Waste Coal,4,2021
0203000,Anchorage,Railbelt Grid,6660.8,Wind,4,2021
0203000,Anchorage,Railbelt Grid,9100.7,Lignite Coal,4,2021
0203000,Anchorage,Railbelt Grid,9172.4,Distillate Fuel Oil,4,2021
0203000,Anchorage,Railbelt Grid,27566.0,Subbituminous Coal,4,2021
0203000,Anchorage,Railbelt Grid,33111.0,Waste Oil,4,2021
