fips_code,name,residents_employed,unemployment_insurance_claimants,measurement_year
0274340,Susitna,7,1,2002
0274350,Susitna North,508,116,2016
0274350,Susitna North,508,116,2015
0274350,Susitna North,512,113,2014
0274350,Susitna North,491,147,2013
0274350,Susitna North,455,159,2012
0274350,Susitna North,449,162,2011
0274350,Susitna North,440,178,2010
0274350,Susitna North,409,176,2009
0274350,Susitna North,426,145,2008
0274350,Susitna North,435,119,2007
0274350,Susitna North,409,122,2006
0274350,Susitna North,426,129,2005
0274350,Susitna North,402,148,2004
0274350,Susitna North,399,152,2003
0274350,Susitna North,386,142,2002
0274350,Susitna North,406,129,2001
0274525,Sutton-Alpine,417,73,2016
0274525,Sutton-Alpine,417,73,2015
0274525,Sutton-Alpine,415,83,2014
0274525,Sutton-Alpine,424,105,2013
0274525,Sutton-Alpine,417,113,2012
0274525,Sutton-Alpine,422,118,2011
0274525,Sutton-Alpine,440,127,2010
0274525,Sutton-Alpine,421,133,2009
0274525,Sutton-Alpine,442,109,2008
0274525,Sutton-Alpine,453,112,2007
0274525,Sutton-Alpine,419,108,2006
0274525,Sutton-Alpine,397,101,2005
0274525,Sutton-Alpine,368,115,2004
0274525,Sutton-Alpine,364,105,2003
0274525,Sutton-Alpine,345,106,2002
0274525,Sutton-Alpine,353,88,2001
0274610,Takotna,26,7,2016
0274610,Takotna,26,7,2015
0274610,Takotna,27,10,2014
0274610,Takotna,26,12,2013
0274610,Takotna,26,13,2012
0274610,Takotna,27,13,2011
0274610,Takotna,27,9,2010
0274610,Takotna,30,7,2009
0274610,Takotna,27,5,2008
0274610,Takotna,24,2,2007
0274610,Takotna,20,2,2006
0274610,Takotna,22,2,2005
0274610,Takotna,23,2,2004
0274610,Takotna,29,4,2003
0274610,Takotna,20,4,2002
0274610,Takotna,23,1,2001
0274830,Talkeetna,408,85,2016
0274830,Talkeetna,408,85,2015
0274830,Talkeetna,407,96,2014
0274830,Talkeetna,413,104,2013
0274830,Talkeetna,460,128,2012
0274830,Talkeetna,462,152,2011
0274830,Talkeetna,443,155,2010
0274830,Talkeetna,476,154,2009
0274830,Talkeetna,470,145,2008
0274830,Talkeetna,451,151,2007
0274830,Talkeetna,436,147,2006
0274830,Talkeetna,459,127,2005
0274830,Talkeetna,451,140,2004
0274830,Talkeetna,447,142,2003
0274830,Talkeetna,451,170,2002
0274830,Talkeetna,429,127,2001
0275050,Tanacross,77,23,2016
0275050,Tanacross,77,23,2015
0275050,Tanacross,74,35,2014
0275050,Tanacross,89,39,2013
0275050,Tanacross,80,43,2012
0275050,Tanacross,80,45,2011
0275050,Tanacross,88,44,2010
0275050,Tanacross,66,38,2009
0275050,Tanacross,76,34,2008
0275050,Tanacross,67,36,2007
0275050,Tanacross,67,42,2006
0275050,Tanacross,69,28,2005
0275050,Tanacross,64,30,2004
0275050,Tanacross,69,31,2003
0275050,Tanacross,75,33,2002
0275050,Tanacross,73,29,2001
0275077,Tanaina,4005,465,2016
0275077,Tanaina,4005,465,2015
0275077,Tanaina,3927,485,2014
0275077,Tanaina,3797,647,2013
0275077,Tanaina,3730,665,2012
0275077,Tanaina,3672,701,2011
0275077,Tanaina,3640,713,2010
0275077,Tanaina,3391,668,2009
0275077,Tanaina,3283,465,2008
0275077,Tanaina,3211,414,2007
0275077,Tanaina,3121,475,2006
0275077,Tanaina,2960,433,2005
0275077,Tanaina,2823,533,2004
0275077,Tanaina,2600,485,2003
0275077,Tanaina,2536,449,2002
0275077,Tanaina,2428,397,2001
0275160,Tanana,126,31,2016
0275160,Tanana,126,31,2015
0275160,Tanana,137,30,2014
0275160,Tanana,136,46,2013
0275160,Tanana,131,54,2012
0275160,Tanana,139,51,2011
0275160,Tanana,148,62,2010
0275160,Tanana,172,64,2009
0275160,Tanana,158,54,2008
0275160,Tanana,153,61,2007
0275160,Tanana,162,66,2006
0275160,Tanana,163,61,2005
0275160,Tanana,180,74,2004
0275160,Tanana,154,63,2003
0275160,Tanana,155,48,2002
0275160,Tanana,179,43,2001
0275380,Tatitlek,39,4,2016
0275380,Tatitlek,39,4,2015
0275380,Tatitlek,42,0,2014
0275380,Tatitlek,35,3,2013
0275380,Tatitlek,34,4,2012
0275380,Tatitlek,34,3,2011
0275380,Tatitlek,34,2,2010
0275380,Tatitlek,39,6,2009
0275380,Tatitlek,47,7,2008
0275380,Tatitlek,46,11,2007
0275380,Tatitlek,51,6,2006
0275380,Tatitlek,48,5,2005
0275380,Tatitlek,52,3,2004
0275380,Tatitlek,44,6,2003
0275380,Tatitlek,38,13,2002
0275380,Tatitlek,35,11,2001
0275480,Tazlina,136,23,2016
0275480,Tazlina,136,23,2015
0275480,Tazlina,146,27,2014
0275480,Tazlina,159,39,2013
0275480,Tazlina,174,39,2012
0275480,Tazlina,188,41,2011
0275480,Tazlina,174,48,2010
0275480,Tazlina,169,43,2009
0275480,Tazlina,171,40,2008
0275480,Tazlina,170,39,2007
0275480,Tazlina,166,42,2006
0275480,Tazlina,167,42,2005
0275480,Tazlina,165,51,2004
0275480,Tazlina,154,42,2003
0275480,Tazlina,162,37,2002
0275480,Tazlina,144,30,2001
0275930,Teller,117,24,2016
0275930,Teller,117,24,2015
0275930,Teller,115,29,2014
0275930,Teller,103,25,2013
0275930,Teller,108,32,2012
0275930,Teller,123,35,2011
0275930,Teller,116,30,2010
0275930,Teller,122,36,2009
0275930,Teller,127,29,2008
0275930,Teller,111,27,2007
0275930,Teller,96,30,2006
0275930,Teller,121,29,2005
0275930,Teller,101,36,2004
0275930,Teller,107,40,2003
0275930,Teller,114,22,2002
0275930,Teller,109,25,2001
0276260,Tenakee Springs,48,3,2016
0276260,Tenakee Springs,48,3,2015
0276260,Tenakee Springs,43,8,2014
0276260,Tenakee Springs,45,9,2013
0276260,Tenakee Springs,52,4,2012
0276260,Tenakee Springs,52,5,2011
0276260,Tenakee Springs,55,4,2010
0276260,Tenakee Springs,41,6,2009
0276260,Tenakee Springs,44,7,2008
0276260,Tenakee Springs,48,9,2007
0276260,Tenakee Springs,50,12,2006
0276260,Tenakee Springs,41,8,2005
0276260,Tenakee Springs,54,10,2004
0276260,Tenakee Springs,57,5,2003
0276260,Tenakee Springs,56,8,2002
0276260,Tenakee Springs,55,12,2001
0276590,Tetlin,57,18,2016
0276590,Tetlin,57,18,2015
0276590,Tetlin,54,35,2014
0276590,Tetlin,49,29,2013
0276590,Tetlin,55,31,2012
0276590,Tetlin,57,23,2011
0276590,Tetlin,61,22,2010
0276590,Tetlin,54,14,2009
0276590,Tetlin,40,12,2008
0276590,Tetlin,33,14,2007
0276590,Tetlin,33,11,2006
0276590,Tetlin,36,19,2005
0276590,Tetlin,39,21,2004
0276590,Tetlin,54,21,2003
0276590,Tetlin,53,17,2002
0276590,Tetlin,48,15,2001
0277140,Thorne Bay,183,38,2016
0277140,Thorne Bay,183,38,2015
0277140,Thorne Bay,209,56,2014
0277140,Thorne Bay,180,49,2013
0277140,Thorne Bay,192,57,2012
0277140,Thorne Bay,192,54,2011
0277140,Thorne Bay,181,65,2010
0277140,Thorne Bay,187,63,2009
0277140,Thorne Bay,201,50,2008
0277140,Thorne Bay,195,54,2007
0277140,Thorne Bay,184,64,2006
0277140,Thorne Bay,204,61,2005
0277140,Thorne Bay,217,58,2004
0277140,Thorne Bay,196,64,2003
0277140,Thorne Bay,182,67,2002
0277140,Thorne Bay,209,99,2001
0277690,Togiak,296,62,2016
0277690,Togiak,296,62,2015
0277690,Togiak,287,66,2014
0277690,Togiak,285,82,2013
0277690,Togiak,287,76,2012
0277690,Togiak,255,92,2011
0277690,Togiak,263,83,2010
0277690,Togiak,252,83,2009
0277690,Togiak,243,75,2008
0277690,Togiak,233,74,2007
0277690,Togiak,243,79,2006
0277690,Togiak,238,97,2005
0277690,Togiak,266,86,2004
0277690,Togiak,274,71,2003
0277690,Togiak,261,73,2002
0277690,Togiak,253,45,2001
0277800,Tok,553,123,2016
0277800,Tok,553,123,2015
0277800,Tok,575,158,2014
0277800,Tok,589,196,2013
0277800,Tok,603,203,2012
0277800,Tok,585,198,2011
0277800,Tok,606,200,2010
0277800,Tok,603,181,2009
0277800,Tok,589,151,2008
0277800,Tok,599,167,2007
0277800,Tok,596,180,2006
0277800,Tok,606,174,2005
0277800,Tok,622,197,2004
0277800,Tok,606,190,2003
0277800,Tok,616,221,2002
0277800,Tok,602,216,2001
0278240,Toksook Bay,311,91,2016
0278240,Toksook Bay,311,91,2015
0278240,Toksook Bay,321,111,2014
0278240,Toksook Bay,308,114,2013
0278240,Toksook Bay,300,98,2012
0278240,Toksook Bay,292,90,2011
0278240,Toksook Bay,284,81,2010
0278240,Toksook Bay,292,90,2009
0278240,Toksook Bay,279,81,2008
0278240,Toksook Bay,281,81,2007
0278240,Toksook Bay,279,69,2006
0278240,Toksook Bay,276,77,2005
0278240,Toksook Bay,262,78,2004
0278240,Toksook Bay,261,74,2003
0278240,Toksook Bay,249,77,2002
0278240,Toksook Bay,258,63,2001
0278297,Tolsona,8,2,2016
0278297,Tolsona,8,2,2015
0278297,Tolsona,12,3,2014
0278297,Tolsona,16,5,2013
0278297,Tolsona,12,6,2012
0278297,Tolsona,13,6,2011
0278297,Tolsona,14,3,2010
0278297,Tolsona,14,2,2009
0278297,Tolsona,13,3,2008
0278297,Tolsona,10,3,2007
0278297,Tolsona,9,2,2006
0278297,Tolsona,9,4,2005
0278297,Tolsona,11,2,2004
0278297,Tolsona,13,3,2003
0278297,Tolsona,15,3,2002
0278297,Tolsona,11,1,2001
0278350,Tonsina,17,3,2016
0278350,Tonsina,17,3,2015
0278350,Tonsina,22,7,2014
0278350,Tonsina,29,9,2013
0278350,Tonsina,24,11,2012
0278350,Tonsina,28,13,2011
0278350,Tonsina,28,13,2010
0278350,Tonsina,30,18,2009
0278350,Tonsina,25,10,2008
0278350,Tonsina,28,8,2007
0278350,Tonsina,32,9,2006
0278350,Tonsina,30,8,2005
0278350,Tonsina,27,9,2004
0278350,Tonsina,31,13,2003
0278350,Tonsina,24,11,2002
0278350,Tonsina,27,7,2001
0278680,Trapper Creek,165,45,2016
0278680,Trapper Creek,165,45,2015
0278680,Trapper Creek,173,43,2014
0278680,Trapper Creek,175,48,2013
0278680,Trapper Creek,176,61,2012
0278680,Trapper Creek,172,72,2011
0278680,Trapper Creek,165,72,2010
0278680,Trapper Creek,166,67,2009
0278680,Trapper Creek,171,57,2008
0278680,Trapper Creek,178,57,2007
0278680,Trapper Creek,171,59,2006
0278680,Trapper Creek,182,60,2005
0278680,Trapper Creek,186,90,2004
0278680,Trapper Creek,194,92,2003
0278680,Trapper Creek,164,63,2002
0278680,Trapper Creek,175,63,2001
0278790,Tuluksak,187,50,2016
0278790,Tuluksak,187,50,2015
0278790,Tuluksak,179,59,2014
0278790,Tuluksak,182,97,2013
0278790,Tuluksak,211,101,2012
0278790,Tuluksak,226,105,2011
0278790,Tuluksak,223,110,2010
0278790,Tuluksak,198,80,2009
0278790,Tuluksak,184,88,2008
0278790,Tuluksak,194,64,2007
0278790,Tuluksak,182,64,2006
0278790,Tuluksak,177,69,2005
0278790,Tuluksak,191,78,2004
0278790,Tuluksak,197,60,2003
0278790,Tuluksak,193,50,2002
0278790,Tuluksak,168,47,2001
0279120,Tuntutuliak,166,46,2016
0279120,Tuntutuliak,166,46,2015
0279120,Tuntutuliak,172,58,2014
0279120,Tuntutuliak,158,71,2013
0279120,Tuntutuliak,162,60,2012
0279120,Tuntutuliak,174,62,2011
0279120,Tuntutuliak,157,64,2010
0279120,Tuntutuliak,165,61,2009
0279120,Tuntutuliak,154,61,2008
0279120,Tuntutuliak,171,46,2007
0279120,Tuntutuliak,168,46,2006
0279120,Tuntutuliak,160,55,2005
0279120,Tuntutuliak,172,66,2004
0279120,Tuntutuliak,167,67,2003
0279120,Tuntutuliak,178,71,2002
0279120,Tuntutuliak,165,56,2001
0279230,Tununak,195,46,2016
0279230,Tununak,195,46,2015
0279230,Tununak,184,46,2014
0279230,Tununak,164,41,2013
0279230,Tununak,164,52,2012
0279230,Tununak,156,56,2011
0279230,Tununak,165,60,2010
0279230,Tununak,169,48,2009
0279230,Tununak,167,42,2008
0279230,Tununak,157,39,2007
0279230,Tununak,158,37,2006
0279230,Tununak,144,39,2005
0279230,Tununak,157,28,2004
0279230,Tununak,144,34,2003
0279230,Tununak,149,32,2002
0279230,Tununak,142,34,2001
0279780,Twin Hills,39,5,2016
0279780,Twin Hills,39,5,2015
0279780,Twin Hills,37,9,2014
0279780,Twin Hills,35,5,2013
0279780,Twin Hills,37,5,2012
0279780,Twin Hills,35,6,2011
0279780,Twin Hills,34,7,2010
0279780,Twin Hills,40,9,2009
0279780,Twin Hills,36,9,2008
0279780,Twin Hills,42,6,2007
0279780,Twin Hills,41,10,2006
0279780,Twin Hills,35,12,2005
0279780,Twin Hills,36,6,2004
0279780,Twin Hills,39,9,2003
0279780,Twin Hills,39,9,2002
0279780,Twin Hills,27,2,2001
0279830,Two Rivers,327,35,2016
0279830,Two Rivers,327,35,2015
0279830,Two Rivers,324,39,2014
0279830,Two Rivers,327,55,2013
0279830,Two Rivers,343,55,2012
0279830,Two Rivers,357,58,2011
0279830,Two Rivers,343,52,2010
0279830,Two Rivers,340,50,2009
0279830,Two Rivers,357,55,2008
0279830,Two Rivers,350,61,2007
0279830,Two Rivers,350,56,2006
0279830,Two Rivers,346,49,2005
0279830,Two Rivers,320,67,2004
0279830,Two Rivers,326,64,2003
0279830,Two Rivers,307,56,2002
0279830,Two Rivers,297,61,2001
0279890,Tyonek,83,32,2016
0279890,Tyonek,83,32,2015
0279890,Tyonek,88,37,2014
0279890,Tyonek,100,35,2013
0279890,Tyonek,88,29,2012
0279890,Tyonek,83,38,2011
0279890,Tyonek,76,33,2010
0279890,Tyonek,85,41,2009
0279890,Tyonek,78,33,2008
0279890,Tyonek,88,39,2007
0279890,Tyonek,94,39,2006
0279890,Tyonek,101,34,2005
0279890,Tyonek,91,37,2004
0279890,Tyonek,101,22,2003
0279890,Tyonek,92,31,2002
0279890,Tyonek,80,21,2001
0280100,Ugashik,7,1,2016
0280100,Ugashik,7,1,2015
0280100,Ugashik,9,4,2014
0280100,Ugashik,5,2,2013
0280100,Ugashik,8,1,2012
0280100,Ugashik,8,1,2011
0280100,Ugashik,6,2,2010
0280100,Ugashik,9,4,2009
0280100,Ugashik,9,2,2008
0280100,Ugashik,6,4,2005
0280100,Ugashik,6,3,2004
0280100,Ugashik,7,0,2003
0280100,Ugashik,6,1,2002
0280100,Ugashik,5,2,2001
0280660,Unalakleet,390,78,2016
0280660,Unalakleet,390,78,2015
0280660,Unalakleet,410,80,2014
0280660,Unalakleet,382,80,2013
0280660,Unalakleet,372,80,2012
0280660,Unalakleet,390,89,2011
0280660,Unalakleet,430,84,2010
0280660,Unalakleet,381,68,2009
0280660,Unalakleet,389,64,2008
0280660,Unalakleet,371,55,2007
0280660,Unalakleet,359,53,2006
0280660,Unalakleet,341,59,2005
0280660,Unalakleet,349,65,2004
0280660,Unalakleet,355,62,2003
0280660,Unalakleet,342,58,2002
0280660,Unalakleet,360,53,2001
0280770,Unalaska,1748,382,2016
0280770,Unalaska,1748,382,2015
0280770,Unalaska,1700,418,2014
0280770,Unalaska,1700,428,2013
0280770,Unalaska,1741,537,2012
0280770,Unalaska,1660,481,2011
0280770,Unalaska,1629,486,2010
0280770,Unalaska,1624,536,2009
0280770,Unalaska,1450,350,2008
0280770,Unalaska,1368,271,2007
0280770,Unalaska,1356,264,2006
0280770,Unalaska,1423,282,2005
0280770,Unalaska,1407,329,2004
0280770,Unalaska,1430,347,2003
0280770,Unalaska,1411,327,2002
0280770,Unalaska,1473,322,2001
0281320,Upper Kalskag,113,26,2016
0281320,Upper Kalskag,113,26,2015
0281320,Upper Kalskag,109,33,2014
0281320,Upper Kalskag,106,24,2013
0281320,Upper Kalskag,96,34,2012
0281320,Upper Kalskag,101,44,2011
0281320,Upper Kalskag,98,40,2010
0281320,Upper Kalskag,90,34,2009
0281320,Upper Kalskag,96,31,2008
0281320,Upper Kalskag,93,26,2007
0281320,Upper Kalskag,107,29,2006
0281320,Upper Kalskag,107,38,2005
0281320,Upper Kalskag,99,33,2004
0281320,Upper Kalskag,84,23,2003
0281320,Upper Kalskag,83,28,2002
0281320,Upper Kalskag,85,26,2001
0281920,Utqiagvik,2117,180,2016
0281920,Utqiagvik,2117,180,2015
0281920,Utqiagvik,2055,195,2014
0281920,Utqiagvik,2065,289,2013
0281920,Utqiagvik,2086,307,2012
0281920,Utqiagvik,2033,311,2011
0281920,Utqiagvik,2065,302,2010
0281920,Utqiagvik,2002,295,2009
0281920,Utqiagvik,2007,230,2008
0281920,Utqiagvik,1979,227,2007
0281920,Utqiagvik,1987,237,2006
0281920,Utqiagvik,1973,336,2005
0281920,Utqiagvik,2074,412,2004
0281920,Utqiagvik,2106,421,2003
0281920,Utqiagvik,2135,387,2002
0281920,Utqiagvik,2243,328,2001
0282200,Valdez,1922,170,2016
0282200,Valdez,1922,170,2015
0282200,Valdez,1944,207,2014
0282200,Valdez,1951,230,2013
0282200,Valdez,2000,277,2012
0282200,Valdez,1942,295,2011
0282200,Valdez,1964,286,2010
0282200,Valdez,1924,265,2009
0282200,Valdez,1976,213,2008
0282200,Valdez,2018,201,2007
0282200,Valdez,2060,201,2006
0282200,Valdez,2054,262,2005
0282200,Valdez,2075,290,2004
0282200,Valdez,2148,331,2003
0282200,Valdez,2225,343,2002
0282200,Valdez,2196,293,2001
0282420,Venetie,108,57,2016
0282420,Venetie,108,57,2015
0282420,Venetie,129,69,2014
0282420,Venetie,121,76,2013
0282420,Venetie,129,71,2012
0282420,Venetie,126,75,2011
0282420,Venetie,123,61,2010
0282420,Venetie,113,52,2009
0282420,Venetie,96,48,2008
0282420,Venetie,103,51,2007
0282420,Venetie,111,42,2006
0282420,Venetie,108,36,2005
0282420,Venetie,94,57,2004
0282420,Venetie,113,44,2003
0282420,Venetie,101,42,2002
0282420,Venetie,103,19,2001
0282750,Wainwright,228,22,2016
0282750,Wainwright,228,22,2015
0282750,Wainwright,231,22,2014
0282750,Wainwright,225,34,2013
0282750,Wainwright,250,42,2012
0282750,Wainwright,247,48,2011
0282750,Wainwright,242,54,2010
0282750,Wainwright,253,44,2009
0282750,Wainwright,240,30,2008
0282750,Wainwright,237,39,2007
0282750,Wainwright,204,37,2006
0282750,Wainwright,205,48,2005
0282750,Wainwright,225,58,2004
0282750,Wainwright,246,73,2003
0282750,Wainwright,267,59,2002
0282750,Wainwright,261,44,2001
0282860,Wales,79,10,2016
0282860,Wales,79,10,2015
0282860,Wales,72,15,2014
0282860,Wales,81,20,2013
0282860,Wales,83,14,2012
0282860,Wales,82,14,2011
0282860,Wales,79,17,2010
0282860,Wales,80,13,2009
0282860,Wales,75,14,2008
0282860,Wales,70,9,2007
0282860,Wales,67,7,2006
0282860,Wales,78,21,2005
0282860,Wales,85,25,2004
0282860,Wales,85,16,2003
0282860,Wales,82,13,2002
0282860,Wales,74,14,2001
0283080,Wasilla,3458,482,2016
0283080,Wasilla,3458,482,2015
0283080,Wasilla,3387,570,2014
0283080,Wasilla,3368,711,2013
0283080,Wasilla,3360,797,2012
0283080,Wasilla,3342,831,2011
0283080,Wasilla,3274,856,2010
0283080,Wasilla,3235,836,2009
0283080,Wasilla,3147,599,2008
0283080,Wasilla,3086,506,2007
0283080,Wasilla,2879,539,2006
0283080,Wasilla,2851,523,2005
0283080,Wasilla,2736,577,2004
0283080,Wasilla,2820,649,2003
0283080,Wasilla,2627,581,2002
0283080,Wasilla,2494,488,2001
0284000,Whale Pass,24,8,2016
0284000,Whale Pass,24,8,2015
0284000,Whale Pass,25,9,2014
0284000,Whale Pass,25,10,2013
0284000,Whale Pass,21,6,2012
0284000,Whale Pass,17,8,2011
0284000,Whale Pass,12,5,2010
0284000,Whale Pass,14,5,2009
0284000,Whale Pass,10,5,2008
0284000,Whale Pass,15,6,2007
0284000,Whale Pass,11,3,2006
0284000,Whale Pass,31,8,2005
0284000,Whale Pass,24,13,2004
0284000,Whale Pass,21,10,2003
0284000,Whale Pass,18,9,2002
0284000,Whale Pass,13,8,2001
0284070,White Mountain,83,13,2016
0284070,White Mountain,83,13,2015
0284070,White Mountain,88,11,2014
0284070,White Mountain,89,19,2013
0284070,White Mountain,87,20,2012
0284070,White Mountain,87,21,2011
0284070,White Mountain,94,20,2010
0284070,White Mountain,92,20,2009
0284070,White Mountain,90,13,2008
0284070,White Mountain,97,13,2007
0284070,White Mountain,110,18,2006
0284070,White Mountain,103,29,2005
0284070,White Mountain,98,26,2004
0284070,White Mountain,104,25,2003
0284070,White Mountain,102,30,2002
0284070,White Mountain,100,19,2001
0284120,Whitestone,54,0,2016
0284120,Whitestone,54,0,2015
0284120,Whitestone,64,1,2014
0284120,Whitestone,77,1,2013
0284120,Whitestone,72,3,2012
0284120,Whitestone,74,2,2011
0284120,Whitestone,77,2,2010
0284120,Whitestone,88,2,2009
0284120,Whitestone,78,1,2008
0284120,Whitestone,75,0,2007
0284120,Whitestone,80,1,2006
0284120,Whitestone,87,1,2005
0284120,Whitestone,88,2,2004
0284120,Whitestone,73,1,2003
0284120,Whitestone,94,1,2002
0284120,Whitestone,83,3,2001
0284200,Whitestone Logging Camp,5,5,2008
0284200,Whitestone Logging Camp,5,2,2007
0284200,Whitestone Logging Camp,34,15,2003
0284200,Whitestone Logging Camp,46,28,2002
0284200,Whitestone Logging Camp,66,38,2001
0284510,Whittier,133,29,2016
0284510,Whittier,133,29,2015
0284510,Whittier,113,28,2014
0284510,Whittier,115,33,2013
0284510,Whittier,111,39,2012
0284510,Whittier,107,38,2011
0284510,Whittier,105,33,2010
0284510,Whittier,112,34,2009
0284510,Whittier,91,28,2008
0284510,Whittier,104,42,2007
0284510,Whittier,120,36,2006
0284510,Whittier,126,37,2005
0284510,Whittier,112,41,2004
0284510,Whittier,114,31,2003
0284510,Whittier,114,24,2002
0284510,Whittier,103,16,2001
0285280,Willow,742,132,2016
0285280,Willow,742,132,2015
0285280,Willow,765,146,2014
0285280,Willow,757,178,2013
0285280,Willow,788,224,2012
0285280,Willow,766,216,2011
0285280,Willow,790,243,2010
0285280,Willow,768,214,2009
0285280,Willow,812,166,2008
0285280,Willow,742,149,2007
0285280,Willow,717,158,2006
0285280,Willow,681,135,2005
0285280,Willow,640,158,2004
0285280,Willow,606,159,2003
0285280,Willow,613,172,2002
0285280,Willow,568,149,2001
0285290,Willow Creek,58,15,2016
0285290,Willow Creek,58,15,2015
0285290,Willow Creek,57,20,2014
0285290,Willow Creek,53,23,2013
0285290,Willow Creek,68,30,2012
0285290,Willow Creek,72,26,2011
0285290,Willow Creek,62,23,2010
0285290,Willow Creek,61,17,2009
0285290,Willow Creek,60,16,2008
0285290,Willow Creek,58,20,2007
0285290,Willow Creek,76,28,2006
0285290,Willow Creek,75,22,2005
0285290,Willow Creek,67,27,2004
0285290,Willow Creek,69,32,2003
0285290,Willow Creek,82,33,2002
0285290,Willow Creek,88,31,2001
0285610,Wiseman,7,5,2016
0285610,Wiseman,7,5,2015
0285610,Wiseman,7,6,2014
0285610,Wiseman,8,6,2013
0285610,Wiseman,8,6,2012
0285610,Wiseman,6,4,2010
0285610,Wiseman,5,4,2009
0285610,Wiseman,7,4,2008
0285610,Wiseman,8,3,2007
0285610,Wiseman,11,5,2006
0285610,Wiseman,6,4,2005
0285610,Wiseman,7,10,2004
0285610,Wiseman,13,11,2003
0285610,Wiseman,12,4,2002
0285610,Wiseman,9,3,2001
0285680,Womens Bay,281,20,2016
0285680,Womens Bay,281,20,2015
0285680,Womens Bay,294,22,2014
0285680,Womens Bay,293,32,2013
0285680,Womens Bay,296,33,2012
0285680,Womens Bay,294,28,2011
0285680,Womens Bay,306,31,2010
0285680,Womens Bay,290,24,2009
0285680,Womens Bay,290,30,2008
0285680,Womens Bay,291,32,2007
0285680,Womens Bay,293,32,2006
0285680,Womens Bay,293,31,2005
0285680,Womens Bay,290,36,2004
0285680,Womens Bay,277,33,2003
0285680,Womens Bay,281,32,2002
0285680,Womens Bay,303,39,2001
0286380,Wrangell,868,120,2016
0286380,Wrangell,868,120,2015
0286380,Wrangell,874,147,2014
0286380,Wrangell,857,176,2013
0286380,Wrangell,867,186,2012
0286380,Wrangell,880,200,2011
0286380,Wrangell,857,210,2010
0286380,Wrangell,869,213,2009
0286380,Wrangell,902,211,2008
0286380,Wrangell,924,213,2007
0286380,Wrangell,878,214,2006
0286380,Wrangell,929,203,2005
0286380,Wrangell,944,241,2004
0286380,Wrangell,986,278,2003
0286380,Wrangell,987,238,2002
0286380,Wrangell,1042,262,2001
0286490,Yakutat,279,40,2016
0286490,Yakutat,279,40,2015
0286490,Yakutat,305,60,2014
0286490,Yakutat,304,59,2013
0286490,Yakutat,312,56,2012
0286490,Yakutat,321,76,2011
0286490,Yakutat,312,80,2010
0286490,Yakutat,331,92,2009
0286490,Yakutat,320,63,2008
0286490,Yakutat,314,53,2007
0286490,Yakutat,336,87,2006
0286490,Yakutat,342,100,2005
0286490,Yakutat,344,108,2004
0286490,Yakutat,361,108,2003
0286490,Yakutat,372,107,2002
0286490,Yakutat,369,92,2001
