fips_code,name,grid_id,net_generation_mwh,fuel_type,year,month
0218620,Delta Junction,215,46811.315,NG,2021,3
0218620,Delta Junction,215,46147.179,NG,2021,4
0218620,Delta Junction,215,50321.714,NG,2021,5
0218620,Delta Junction,215,63348.338,NG,2021,6
0218620,Delta Junction,215,71975.338,NG,2021,7
0218620,Delta Junction,215,72975.002,NG,2021,8
0218620,Delta Junction,215,59837.292,NG,2021,9
0218620,Delta Junction,215,56434.554,NG,2021,10
0218620,Delta Junction,215,52582.325,NG,2021,11
0218620,Delta Junction,215,54901.749,NG,2021,12
0218620,Delta Junction,215,14199.736,WAT,2021,1
0218620,Delta Junction,215,11815.219,WAT,2021,2
0218620,Delta Junction,215,11331.402,WAT,2021,3
0218620,Delta Junction,215,9995.152,WAT,2021,4
0218620,Delta Junction,215,12383.02,WAT,2021,5
0218620,Delta Junction,215,13332.729,WAT,2021,6
0218620,Delta Junction,215,11871.139,WAT,2021,7
0218620,Delta Junction,215,11201.464,WAT,2021,8
0218620,Delta Junction,215,9187.67,WAT,2021,9
0218620,Delta Junction,215,9428.085,WAT,2021,10
0218620,Delta Junction,215,11049.903,WAT,2021,11
0218620,Delta Junction,215,14198.481,WAT,2021,12
0218620,Delta Junction,215,4906.706,WND,2021,1
0218620,Delta Junction,215,3735.283,WND,2021,2
0218620,Delta Junction,215,4655.059,WND,2021,3
0218620,Delta Junction,215,3697.03,WND,2021,4
0218620,Delta Junction,215,4366.659,WND,2021,5
0218620,Delta Junction,215,4511.96,WND,2021,6
0218620,Delta Junction,215,5314.975,WND,2021,7
0218620,Delta Junction,215,5384.972,WND,2021,8
0218620,Delta Junction,215,5517.456,WND,2021,9
0218620,Delta Junction,215,5572.732,WND,2021,10
0218620,Delta Junction,215,3166.494,WND,2021,11
0218620,Delta Junction,215,5818.674,WND,2021,12
0218620,Delta Junction,215,-8.955,DFO,2021,1
0218620,Delta Junction,215,699.534,DFO,2021,1
0218620,Delta Junction,215,-9.914,DFO,2021,2
0218620,Delta Junction,215,774.59,DFO,2021,2
0218620,Delta Junction,215,-10.722,DFO,2021,3
0218620,Delta Junction,215,837.725,DFO,2021,3
0218620,Delta Junction,215,-10.307,DFO,2021,4
0218620,Delta Junction,215,805.268,DFO,2021,4
0218620,Delta Junction,215,-5.338,DFO,2021,5
0218620,Delta Junction,215,417.036,DFO,2021,5
0218620,Delta Junction,215,31249,WO,2021,12
0218620,Delta Junction,215,9226,DFO,2021,12
0218620,Delta Junction,215,6338,WO,2021,12
0218620,Delta Junction,215,28368.424,WO,2021,11
0218620,Delta Junction,215,6481,DFO,2021,11
0218620,Delta Junction,215,5595.914,WO,2021,11
0218620,Delta Junction,215,10.576,DFO,2021,11
0218620,Delta Junction,215,2.086,DFO,2021,11
0218620,Delta Junction,215,31702,WO,2021,10
0218620,Delta Junction,215,14323,DFO,2021,10
0218620,Delta Junction,215,7473,WO,2021,10
0218620,Delta Junction,215,29393,WO,2021,9
0218620,Delta Junction,215,18014,DFO,2021,9
0218620,Delta Junction,215,6332,WO,2021,9
0218620,Delta Junction,215,25308.54,WO,2021,8
0218620,Delta Junction,215,7581,DFO,2021,8
0218620,Delta Junction,215,5451.101,WO,2021,8
0218620,Delta Junction,215,13.46,DFO,2021,8
0218620,Delta Junction,215,2.899,DFO,2021,8
0218620,Delta Junction,215,18384.718,WO,2021,7
0218620,Delta Junction,215,4110.336,WO,2021,7
0218620,Delta Junction,215,2717,DFO,2021,7
0218620,Delta Junction,215,34.282,DFO,2021,7
0218620,Delta Junction,215,7.664,DFO,2021,7
0218620,Delta Junction,215,21021.324,WO,2021,6
0218620,Delta Junction,215,4476.088,WO,2021,6
0218620,Delta Junction,215,2062,DFO,2021,6
0218620,Delta Junction,215,13.676,DFO,2021,6
0218620,Delta Junction,215,2.912,DFO,2021,6
0218620,Delta Junction,215,13689.013,WO,2021,5
0218620,Delta Junction,215,3088,DFO,2021,5
0218620,Delta Junction,215,2829.921,WO,2021,5
0218620,Delta Junction,215,130.987,DFO,2021,5
0218620,Delta Junction,215,27.079,DFO,2021,5
0218620,Delta Junction,215,26812,WO,2021,4
0218620,Delta Junction,215,8049,DFO,2021,4
0218620,Delta Junction,215,6299,WO,2021,4
0218620,Delta Junction,215,28768.986,WO,2021,3
0218620,Delta Junction,215,7226,DFO,2021,3
0218620,Delta Junction,215,6184.922,WO,2021,3
0218620,Delta Junction,215,5.014,DFO,2021,3
0218620,Delta Junction,215,1.078,DFO,2021,3
0218620,Delta Junction,215,27458,WO,2021,2
0218620,Delta Junction,215,6594,DFO,2021,2
0218620,Delta Junction,215,5526,WO,2021,2
0218620,Delta Junction,215,27046,WO,2021,1
0218620,Delta Junction,215,5715,WO,2021,1
0218620,Delta Junction,215,3832,DFO,2021,1
0218620,Delta Junction,215,-7.165,DFO,2021,6
0218620,Delta Junction,215,559.815,DFO,2021,6
0218620,Delta Junction,215,-7.002,DFO,2021,7
0218620,Delta Junction,215,547.082,DFO,2021,7
0218620,Delta Junction,215,-10.098,DFO,2021,8
0218620,Delta Junction,215,788.959,DFO,2021,8
0218620,Delta Junction,215,-13.079,DFO,2021,9
0218620,Delta Junction,215,1021.86,DFO,2021,9
0218620,Delta Junction,215,-12.995,DFO,2021,10
0218620,Delta Junction,215,1015.24,DFO,2021,10
0218620,Delta Junction,215,-10.146,DFO,2021,11
0218620,Delta Junction,215,792.693,DFO,2021,11
0218620,Delta Junction,215,-11.279,DFO,2021,12
0218620,Delta Junction,215,881.198,DFO,2021,12
0218620,Delta Junction,215,3617.06,WND,2021,1
0218620,Delta Junction,215,2753.525,WND,2021,2
0218620,Delta Junction,215,3431.553,WND,2021,3
0218620,Delta Junction,215,2725.326,WND,2021,4
0218620,Delta Junction,215,3218.954,WND,2021,5
0218620,Delta Junction,215,3326.065,WND,2021,6
0218620,Delta Junction,215,3918.02,WND,2021,7
0218620,Delta Junction,215,3969.62,WND,2021,8
0218620,Delta Junction,215,4067.283,WND,2021,9
0218620,Delta Junction,215,4108.031,WND,2021,10
0218620,Delta Junction,215,2334.233,WND,2021,11
0218620,Delta Junction,215,4289.33,WND,2021,12
0218620,Delta Junction,215,27280,NG,2021,12
0218620,Delta Junction,215,13678,NG,2021,12
0218620,Delta Junction,215,27267,NG,2021,11
0218620,Delta Junction,215,14263,NG,2021,11
0218620,Delta Junction,215,23610,NG,2021,10
0218620,Delta Junction,215,15617,NG,2021,10
0218620,Delta Junction,215,12908,NG,2021,9
0218620,Delta Junction,215,6583,NG,2021,9
0218620,Delta Junction,215,20910,NG,2021,8
0218620,Delta Junction,215,10767,NG,2021,8
0218620,Delta Junction,215,20979,NG,2021,7
0218620,Delta Junction,215,11173,NG,2021,7
0218620,Delta Junction,215,17242,NG,2021,6
0218620,Delta Junction,215,8858,NG,2021,6
0218620,Delta Junction,215,10951,NG,2021,5
0218620,Delta Junction,215,5732,NG,2021,5
0218620,Delta Junction,215,22750,NG,2021,4
0218620,Delta Junction,215,12053,NG,2021,4
0218620,Delta Junction,215,25264,NG,2021,3
0218620,Delta Junction,215,13525,NG,2021,3
0218620,Delta Junction,215,23941,NG,2021,2
0218620,Delta Junction,215,12902,NG,2021,2
0218620,Delta Junction,215,26194,NG,2021,1
0218620,Delta Junction,215,14907,NG,2021,1
0218620,Delta Junction,215,4.9,DFO,2021,1
0218620,Delta Junction,215,4.9,DFO,2021,2
0218620,Delta Junction,215,4.9,DFO,2021,3
0218620,Delta Junction,215,5.88,DFO,2021,4
0218620,Delta Junction,215,4.9,DFO,2021,5
0218620,Delta Junction,215,4.9,DFO,2021,6
0218620,Delta Junction,215,3.92,DFO,2021,7
0218620,Delta Junction,215,4.9,DFO,2021,8
0218620,Delta Junction,215,4.9,DFO,2021,9
0218620,Delta Junction,215,4.9,DFO,2021,10
0218620,Delta Junction,215,5.88,DFO,2021,11
0218620,Delta Junction,215,4.9,DFO,2021,12
0218620,Delta Junction,215,216.809,NG,2021,1
0218620,Delta Junction,215,17991,NG,2021,1
0218620,Delta Junction,215,53960,NG,2021,1
0218620,Delta Junction,215,186.292,NG,2021,2
0218620,Delta Junction,215,16692,NG,2021,2
0218620,Delta Junction,215,50798,NG,2021,2
0218620,Delta Junction,215,182.816,NG,2021,3
0218620,Delta Junction,215,13039,NG,2021,3
0218620,Delta Junction,215,43925,NG,2021,3
0218620,Delta Junction,215,180.222,NG,2021,4
0218620,Delta Junction,215,18384,NG,2021,4
0218620,Delta Junction,215,55004,NG,2021,4
0218620,Delta Junction,215,196.525,NG,2021,5
0218620,Delta Junction,215,15631,NG,2021,5
0218620,Delta Junction,215,51214,NG,2021,5
0218620,Delta Junction,215,247.399,NG,2021,6
0218620,Delta Junction,215,12960,NG,2021,6
0218620,Delta Junction,215,42029,NG,2021,6
0218620,Delta Junction,215,281.091,NG,2021,7
0218620,Delta Junction,215,16626,NG,2021,7
0218620,Delta Junction,215,48523,NG,2021,7
0218620,Delta Junction,215,284.995,NG,2021,8
0218620,Delta Junction,215,17504,NG,2021,8
0218620,Delta Junction,215,48612,NG,2021,8
0218620,Delta Junction,215,233.687,NG,2021,9
0218620,Delta Junction,215,6906,NG,2021,9
0218620,Delta Junction,215,22824,NG,2021,9
0218620,Delta Junction,215,220.398,NG,2021,10
0218620,Delta Junction,215,17702,NG,2021,10
0218620,Delta Junction,215,49435,NG,2021,10
0218620,Delta Junction,215,205.354,NG,2021,11
0218620,Delta Junction,215,17436,NG,2021,11
0218620,Delta Junction,215,51611,NG,2021,11
0218620,Delta Junction,215,214.412,NG,2021,12
0218620,Delta Junction,215,17620,NG,2021,12
0218620,Delta Junction,215,52296,NG,2021,12
0218620,Delta Junction,215,0,DFO,2021,1
0218620,Delta Junction,215,184.127,NG,2021,1
0218620,Delta Junction,215,,DFO,2021,1
0218620,Delta Junction,215,0,DFO,2021,2
0218620,Delta Junction,215,158.209,NG,2021,2
0218620,Delta Junction,215,,DFO,2021,2
0218620,Delta Junction,215,0,DFO,2021,3
0218620,Delta Junction,215,155.257,NG,2021,3
0218620,Delta Junction,215,,DFO,2021,3
0218620,Delta Junction,215,0,DFO,2021,4
0218620,Delta Junction,215,153.054,NG,2021,4
0218620,Delta Junction,215,,DFO,2021,4
0218620,Delta Junction,215,0,DFO,2021,5
0218620,Delta Junction,215,166.9,NG,2021,5
0218620,Delta Junction,215,,DFO,2021,5
0218620,Delta Junction,215,0,DFO,2021,6
0218620,Delta Junction,215,210.104,NG,2021,6
0218620,Delta Junction,215,,DFO,2021,6
0218620,Delta Junction,215,0,DFO,2021,7
0218620,Delta Junction,215,238.717,NG,2021,7
0218620,Delta Junction,215,,DFO,2021,7
0218620,Delta Junction,215,0,DFO,2021,8
0218620,Delta Junction,215,242.033,NG,2021,8
0218620,Delta Junction,215,,DFO,2021,8
0218620,Delta Junction,215,0,DFO,2021,9
0218620,Delta Junction,215,198.459,NG,2021,9
0218620,Delta Junction,215,,DFO,2021,9
0218620,Delta Junction,215,0,DFO,2021,10
0218620,Delta Junction,215,187.174,NG,2021,10
0218620,Delta Junction,215,,DFO,2021,10
0218620,Delta Junction,215,0,DFO,2021,11
0218620,Delta Junction,215,174.397,NG,2021,11
0218620,Delta Junction,215,,DFO,2021,11
0218620,Delta Junction,215,0,DFO,2021,12
0218620,Delta Junction,215,1.479,DFO,2021,12
0218620,Delta Junction,215,182.09,NG,2021,12
0218620,Delta Junction,215,506.535,DFO,2021,1
0218620,Delta Junction,215,10496.331,WC,2021,1
0218620,Delta Junction,215,28096.134,LIG,2021,1
0218620,Delta Junction,215,620.389,DFO,2021,2
0218620,Delta Junction,215,7259.23,WC,2021,2
0218620,Delta Junction,215,21795.381,LIG,2021,2
0218620,Delta Junction,215,628.386,DFO,2021,3
0218620,Delta Junction,215,6779.564,WC,2021,3
0218620,Delta Junction,215,26073.05,LIG,2021,3
0218620,Delta Junction,215,304.231,DFO,2021,4
0218620,Delta Junction,215,2874.042,WC,2021,4
0218620,Delta Junction,215,9100.727,LIG,2021,4
0218620,Delta Junction,215,360.123,DFO,2021,5
0218620,Delta Junction,215,8671.743,WC,2021,5
0218620,Delta Junction,215,30131.134,LIG,2021,5
0218620,Delta Junction,215,427.316,DFO,2021,6
0218620,Delta Junction,215,11109.561,WC,2021,6
0218620,Delta Junction,215,25908.123,LIG,2021,6
0218620,Delta Junction,215,468.546,DFO,2021,7
0218620,Delta Junction,215,11381.448,WC,2021,7
0218620,Delta Junction,215,30883.006,LIG,2021,7
0218620,Delta Junction,215,663.104,DFO,2021,8
0218620,Delta Junction,215,9014.832,WC,2021,8
0218620,Delta Junction,215,17515.064,LIG,2021,8
0218620,Delta Junction,215,255.481,DFO,2021,9
0218620,Delta Junction,215,5310.979,WC,2021,9
0218620,Delta Junction,215,9856.54,LIG,2021,9
0218620,Delta Junction,215,831.054,DFO,2021,10
0218620,Delta Junction,215,3622.811,WC,2021,10
0218620,Delta Junction,215,5966.135,LIG,2021,10
0218620,Delta Junction,215,1612.909,DFO,2021,11
0218620,Delta Junction,215,8333.195,WC,2021,11
0218620,Delta Junction,215,30705.896,LIG,2021,11
0218620,Delta Junction,215,853.129,DFO,2021,12
0218620,Delta Junction,215,7936.007,WC,2021,12
0218620,Delta Junction,215,37620.864,LIG,2021,12
0218620,Delta Junction,215,1.338,NG,2021,1
0218620,Delta Junction,215,3560.662,LFG,2021,1
0218620,Delta Junction,215,0.859,NG,2021,2
0218620,Delta Junction,215,3467.141,LFG,2021,2
0218620,Delta Junction,215,1.222,NG,2021,3
0218620,Delta Junction,215,3374.778,LFG,2021,3
0218675,Deltana,215,34.282,DFO,2021,7
0218675,Deltana,215,3374.778,LFG,2021,3
0218675,Deltana,215,1.222,NG,2021,3
0218675,Deltana,215,3467.141,LFG,2021,2
0218675,Deltana,215,0.859,NG,2021,2
0218675,Deltana,215,3560.662,LFG,2021,1
0218675,Deltana,215,1.338,NG,2021,1
0218675,Deltana,215,37620.864,LIG,2021,12
0218675,Deltana,215,7936.007,WC,2021,12
0218675,Deltana,215,853.129,DFO,2021,12
0218675,Deltana,215,30705.896,LIG,2021,11
0218675,Deltana,215,8333.195,WC,2021,11
0218675,Deltana,215,1612.909,DFO,2021,11
0218675,Deltana,215,5966.135,LIG,2021,10
0218675,Deltana,215,3622.811,WC,2021,10
0218675,Deltana,215,831.054,DFO,2021,10
0218675,Deltana,215,9856.54,LIG,2021,9
0218675,Deltana,215,5310.979,WC,2021,9
0218675,Deltana,215,255.481,DFO,2021,9
0218675,Deltana,215,17515.064,LIG,2021,8
0218675,Deltana,215,9014.832,WC,2021,8
0218675,Deltana,215,663.104,DFO,2021,8
0218675,Deltana,215,30883.006,LIG,2021,7
0218675,Deltana,215,11381.448,WC,2021,7
0218675,Deltana,215,468.546,DFO,2021,7
0218675,Deltana,215,25908.123,LIG,2021,6
0218675,Deltana,215,11109.561,WC,2021,6
0218675,Deltana,215,427.316,DFO,2021,6
0218675,Deltana,215,30131.134,LIG,2021,5
0218675,Deltana,215,8671.743,WC,2021,5
0218675,Deltana,215,360.123,DFO,2021,5
0218675,Deltana,215,9100.727,LIG,2021,4
0218675,Deltana,215,2874.042,WC,2021,4
0218675,Deltana,215,304.231,DFO,2021,4
0218675,Deltana,215,26073.05,LIG,2021,3
0218675,Deltana,215,6779.564,WC,2021,3
0218675,Deltana,215,628.386,DFO,2021,3
0218675,Deltana,215,21795.381,LIG,2021,2
0218675,Deltana,215,7259.23,WC,2021,2
0218675,Deltana,215,620.389,DFO,2021,2
0218675,Deltana,215,28096.134,LIG,2021,1
0218675,Deltana,215,10496.331,WC,2021,1
0218675,Deltana,215,506.535,DFO,2021,1
0218675,Deltana,215,182.09,NG,2021,12
0218675,Deltana,215,1.479,DFO,2021,12
0218675,Deltana,215,0,DFO,2021,12
0218675,Deltana,215,,DFO,2021,11
0218675,Deltana,215,174.397,NG,2021,11
0218675,Deltana,215,0,DFO,2021,11
0218675,Deltana,215,,DFO,2021,10
0218675,Deltana,215,187.174,NG,2021,10
0218675,Deltana,215,0,DFO,2021,10
0218675,Deltana,215,,DFO,2021,9
0218675,Deltana,215,198.459,NG,2021,9
0218675,Deltana,215,0,DFO,2021,9
0218675,Deltana,215,,DFO,2021,8
0218675,Deltana,215,242.033,NG,2021,8
0218675,Deltana,215,0,DFO,2021,8
0218675,Deltana,215,,DFO,2021,7
0218675,Deltana,215,238.717,NG,2021,7
0218675,Deltana,215,0,DFO,2021,7
0218675,Deltana,215,,DFO,2021,6
0218675,Deltana,215,210.104,NG,2021,6
0218675,Deltana,215,0,DFO,2021,6
0218675,Deltana,215,,DFO,2021,5
0218675,Deltana,215,166.9,NG,2021,5
0218675,Deltana,215,0,DFO,2021,5
0218675,Deltana,215,,DFO,2021,4
0218675,Deltana,215,153.054,NG,2021,4
0218675,Deltana,215,0,DFO,2021,4
0218675,Deltana,215,,DFO,2021,3
0218675,Deltana,215,155.257,NG,2021,3
0218675,Deltana,215,0,DFO,2021,3
0218675,Deltana,215,,DFO,2021,2
0218675,Deltana,215,158.209,NG,2021,2
0218675,Deltana,215,0,DFO,2021,2
0218675,Deltana,215,,DFO,2021,1
0218675,Deltana,215,184.127,NG,2021,1
0218675,Deltana,215,0,DFO,2021,1
0218675,Deltana,215,52296,NG,2021,12
0218675,Deltana,215,17620,NG,2021,12
0218675,Deltana,215,214.412,NG,2021,12
0218675,Deltana,215,51611,NG,2021,11
0218675,Deltana,215,17436,NG,2021,11
0218675,Deltana,215,205.354,NG,2021,11
0218675,Deltana,215,49435,NG,2021,10
0218675,Deltana,215,17702,NG,2021,10
0218675,Deltana,215,220.398,NG,2021,10
0218675,Deltana,215,22824,NG,2021,9
0218675,Deltana,215,6906,NG,2021,9
0218675,Deltana,215,233.687,NG,2021,9
0218675,Deltana,215,48612,NG,2021,8
0218675,Deltana,215,17504,NG,2021,8
0218675,Deltana,215,284.995,NG,2021,8
0218675,Deltana,215,48523,NG,2021,7
0218675,Deltana,215,16626,NG,2021,7
0218675,Deltana,215,281.091,NG,2021,7
0218675,Deltana,215,42029,NG,2021,6
0218675,Deltana,215,12960,NG,2021,6
0218675,Deltana,215,247.399,NG,2021,6
0218675,Deltana,215,51214,NG,2021,5
0218675,Deltana,215,15631,NG,2021,5
0218675,Deltana,215,196.525,NG,2021,5
0218675,Deltana,215,55004,NG,2021,4
0218675,Deltana,215,18384,NG,2021,4
0218675,Deltana,215,180.222,NG,2021,4
0218675,Deltana,215,43925,NG,2021,3
0218675,Deltana,215,13039,NG,2021,3
0218675,Deltana,215,182.816,NG,2021,3
0218675,Deltana,215,50798,NG,2021,2
0218675,Deltana,215,16692,NG,2021,2
0218675,Deltana,215,186.292,NG,2021,2
0218675,Deltana,215,53960,NG,2021,1
0218675,Deltana,215,17991,NG,2021,1
0218675,Deltana,215,216.809,NG,2021,1
0218675,Deltana,215,4.9,DFO,2021,12
0218675,Deltana,215,5.88,DFO,2021,11
0218675,Deltana,215,4.9,DFO,2021,10
0218675,Deltana,215,4.9,DFO,2021,9
0218675,Deltana,215,4.9,DFO,2021,8
0218675,Deltana,215,3.92,DFO,2021,7
0218675,Deltana,215,4.9,DFO,2021,6
0218675,Deltana,215,4.9,DFO,2021,5
0218675,Deltana,215,5.88,DFO,2021,4
0218675,Deltana,215,4.9,DFO,2021,3
0218675,Deltana,215,4.9,DFO,2021,2
0218675,Deltana,215,4.9,DFO,2021,1
0218675,Deltana,215,14907,NG,2021,1
0218675,Deltana,215,26194,NG,2021,1
0218675,Deltana,215,12902,NG,2021,2
0218675,Deltana,215,23941,NG,2021,2
0218675,Deltana,215,13525,NG,2021,3
0218675,Deltana,215,25264,NG,2021,3
0218675,Deltana,215,12053,NG,2021,4
0218675,Deltana,215,22750,NG,2021,4
0218675,Deltana,215,5732,NG,2021,5
0218675,Deltana,215,10951,NG,2021,5
0218675,Deltana,215,8858,NG,2021,6
0218675,Deltana,215,17242,NG,2021,6
0218675,Deltana,215,11173,NG,2021,7
0218675,Deltana,215,20979,NG,2021,7
0218675,Deltana,215,10767,NG,2021,8
0218675,Deltana,215,20910,NG,2021,8
0218675,Deltana,215,6583,NG,2021,9
0218675,Deltana,215,12908,NG,2021,9
0218675,Deltana,215,15617,NG,2021,10
0218675,Deltana,215,23610,NG,2021,10
0218675,Deltana,215,14263,NG,2021,11
0218675,Deltana,215,27267,NG,2021,11
0218675,Deltana,215,13678,NG,2021,12
0218675,Deltana,215,27280,NG,2021,12
0218675,Deltana,215,4289.33,WND,2021,12
0218675,Deltana,215,2334.233,WND,2021,11
0218675,Deltana,215,4108.031,WND,2021,10
0218675,Deltana,215,4067.283,WND,2021,9
0218675,Deltana,215,3969.62,WND,2021,8
0218675,Deltana,215,3918.02,WND,2021,7
0218675,Deltana,215,3326.065,WND,2021,6
0218675,Deltana,215,3218.954,WND,2021,5
0218675,Deltana,215,2725.326,WND,2021,4
0218675,Deltana,215,3431.553,WND,2021,3
0218675,Deltana,215,2753.525,WND,2021,2
0218675,Deltana,215,3617.06,WND,2021,1
0218675,Deltana,215,881.198,DFO,2021,12
0218675,Deltana,215,-11.279,DFO,2021,12
0218675,Deltana,215,792.693,DFO,2021,11
0218675,Deltana,215,-10.146,DFO,2021,11
0218675,Deltana,215,1015.24,DFO,2021,10
0218675,Deltana,215,-12.995,DFO,2021,10
0218675,Deltana,215,1021.86,DFO,2021,9
0218675,Deltana,215,-13.079,DFO,2021,9
0218675,Deltana,215,788.959,DFO,2021,8
0218675,Deltana,215,-10.098,DFO,2021,8
0218675,Deltana,215,547.082,DFO,2021,7
0218675,Deltana,215,-7.002,DFO,2021,7
0218675,Deltana,215,559.815,DFO,2021,6
0218675,Deltana,215,-7.165,DFO,2021,6
0218675,Deltana,215,3832,DFO,2021,1
0218675,Deltana,215,5715,WO,2021,1
0218675,Deltana,215,27046,WO,2021,1
0218675,Deltana,215,5526,WO,2021,2
0218675,Deltana,215,6594,DFO,2021,2
0218675,Deltana,215,27458,WO,2021,2
0218675,Deltana,215,1.078,DFO,2021,3
0218675,Deltana,215,5.014,DFO,2021,3
0218675,Deltana,215,6184.922,WO,2021,3
0218675,Deltana,215,7226,DFO,2021,3
0218675,Deltana,215,28768.986,WO,2021,3
0218675,Deltana,215,6299,WO,2021,4
0218675,Deltana,215,8049,DFO,2021,4
0218675,Deltana,215,26812,WO,2021,4
0218675,Deltana,215,27.079,DFO,2021,5
0218675,Deltana,215,130.987,DFO,2021,5
0218675,Deltana,215,2829.921,WO,2021,5
0218675,Deltana,215,3088,DFO,2021,5
0218675,Deltana,215,13689.013,WO,2021,5
0218675,Deltana,215,2.912,DFO,2021,6
0218675,Deltana,215,13.676,DFO,2021,6
0218675,Deltana,215,2062,DFO,2021,6
0218675,Deltana,215,4476.088,WO,2021,6
0218675,Deltana,215,21021.324,WO,2021,6
0218675,Deltana,215,7.664,DFO,2021,7
0218675,Deltana,215,16.863,NG,2021,4
0218675,Deltana,215,2676.137,LFG,2021,4
0218675,Deltana,215,2943,LFG,2021,5
0218675,Deltana,215,2775,LFG,2021,6
0218675,Deltana,215,2860,LFG,2021,7
0218675,Deltana,215,2904,LFG,2021,8
0218675,Deltana,215,2702,LFG,2021,9
0218675,Deltana,215,3905,LFG,2021,10
0218675,Deltana,215,0.981,NG,2021,11
0218675,Deltana,215,3801.019,LFG,2021,11
0218675,Deltana,215,0.781,NG,2021,12
0218675,Deltana,215,3102.219,LFG,2021,12
0218675,Deltana,215,7225,SUB,2021,12
0218675,Deltana,215,6317,SUB,2021,11
0218675,Deltana,215,5254,SUB,2021,10
0218675,Deltana,215,4290,SUB,2021,9
0218675,Deltana,215,4439,SUB,2021,8
0218675,Deltana,215,4539,SUB,2021,7
0218675,Deltana,215,4313,SUB,2021,6
0218675,Deltana,215,4583,SUB,2021,5
0218675,Deltana,215,5408,SUB,2021,4
0218675,Deltana,215,6012,SUB,2021,3
0218675,Deltana,215,6169,SUB,2021,2
0218675,Deltana,215,6509,SUB,2021,1
0218675,Deltana,215,4180.301,SUB,2021,12
0218675,Deltana,215,671.883,JF,2021,12
0218675,Deltana,215,0.816,NG,2021,12
0218675,Deltana,215,9232,SUB,2021,11
0218675,Deltana,215,-51,DFO,2021,11
0218675,Deltana,215,8636,SUB,2021,10
0218675,Deltana,215,-49,DFO,2021,10
0218675,Deltana,215,7978.16,SUB,2021,9
0218675,Deltana,215,158.84,DFO,2021,9
0218675,Deltana,215,-46,DFO,2021,9
0218675,Deltana,215,8282,SUB,2021,8
0218675,Deltana,215,-50,DFO,2021,8
0218675,Deltana,215,6314,SUB,2021,7
0218675,Deltana,215,-48,DFO,2021,7
0218675,Deltana,215,5849,SUB,2021,6
0218675,Deltana,215,-47,DFO,2021,6
0218675,Deltana,215,87.195,SUB,2021,5
0218675,Deltana,215,37.15,DFO,2021,5
0218675,Deltana,215,2.655,NG,2021,5
0218675,Deltana,215,-50,DFO,2021,5
0218675,Deltana,215,6244,SUB,2021,4
0218675,Deltana,215,-46,DFO,2021,4
0218675,Deltana,215,4650,SUB,2021,3
0218675,Deltana,215,-47,DFO,2021,3
0218675,Deltana,215,4532,SUB,2021,2
0218675,Deltana,215,-41,DFO,2021,2
0218675,Deltana,215,4635,SUB,2021,1
0218675,Deltana,215,-44,DFO,2021,1
0218675,Deltana,215,15505,SUB,2021,1
0218675,Deltana,215,11114,SUB,2021,2
0218675,Deltana,215,4835,NG,2021,12
0218675,Deltana,215,3064,NG,2021,11
0218675,Deltana,215,4500,NG,2021,10
0218675,Deltana,215,4657,NG,2021,9
0218675,Deltana,215,5385,NG,2021,8
0218675,Deltana,215,5897,NG,2021,7
0218675,Deltana,215,6035,NG,2021,6
0218675,Deltana,215,6196,NG,2021,5
0218675,Deltana,215,6116,NG,2021,4
0218675,Deltana,215,5989,NG,2021,3
0218675,Deltana,215,5708,NG,2021,2
0218675,Deltana,215,6496,NG,2021,1
0218675,Deltana,215,16795,SUB,2021,3
0218675,Deltana,215,9845,SUB,2021,4
0218675,Deltana,215,18581,SUB,2021,5
0218675,Deltana,215,16010,SUB,2021,6
0218675,Deltana,215,17186,SUB,2021,7
0218675,Deltana,215,12091,SUB,2021,8
0218675,Deltana,215,14586,SUB,2021,9
0218675,Deltana,215,17037,SUB,2021,10
0218675,Deltana,215,15387,SUB,2021,11
0218675,Deltana,215,12978,SUB,2021,12
0218675,Deltana,215,-256,MWH,2021,1
0218675,Deltana,215,86392,NG,2021,12
0218675,Deltana,215,23967,NG,2021,12
0218675,Deltana,215,84046,NG,2021,11
0218675,Deltana,215,21544,NG,2021,11
0218675,Deltana,215,60754,NG,2021,10
0218675,Deltana,215,17093,NG,2021,10
0218675,Deltana,215,73485,NG,2021,9
0218675,Deltana,215,23518,NG,2021,9
0218675,Deltana,215,69865,NG,2021,8
0218675,Deltana,215,21502,NG,2021,8
0218675,Deltana,215,57177,NG,2021,7
0218675,Deltana,215,18078,NG,2021,7
0218675,Deltana,215,53790,NG,2021,6
0218675,Deltana,215,16591,NG,2021,6
0218675,Deltana,215,61924,NG,2021,5
0218675,Deltana,215,19181,NG,2021,5
0218675,Deltana,215,54121,NG,2021,4
0218675,Deltana,215,16592,NG,2021,4
0218675,Deltana,215,74414,NG,2021,3
0218675,Deltana,215,23221,NG,2021,3
0218675,Deltana,215,64211,NG,2021,2
0218675,Deltana,215,19699,NG,2021,2
0218675,Deltana,215,62335,NG,2021,1
0218675,Deltana,215,18194,NG,2021,1
0218675,Deltana,215,-219,MWH,2021,2
0218675,Deltana,215,-233,MWH,2021,3
0218675,Deltana,215,-286,MWH,2021,4
0218675,Deltana,215,-291,MWH,2021,5
0218675,Deltana,215,-382,MWH,2021,6
0218675,Deltana,215,-303,MWH,2021,7
0218675,Deltana,215,-306,MWH,2021,8
0218675,Deltana,215,-416,MWH,2021,9
