fips_code,name,grid_id,net_generation_mwh,fuel_type,year
0236990,Kaktovik,162,4656,DFO,2021
0237250,Kalifornsky,215,-3433,MWH,2021
0237250,Kalifornsky,215,672,JF,2021
0237250,Kalifornsky,215,38071,LFG,2021
0237250,Kalifornsky,215,92790,WC,2021
0237250,Kalifornsky,215,102061,WND,2021
0237250,Kalifornsky,215,106468,DFO,2021
0237250,Kalifornsky,215,273652,LIG,2021
0237250,Kalifornsky,215,375532,WO,2021
0237250,Kalifornsky,215,386453,SUB,2021
0237250,Kalifornsky,215,567393,WAT,2021
0237250,Kalifornsky,215,2984081,NG,2021
0237430,Kaltag,54,7,SUN,2021
0237430,Kaltag,54,671,DFO,2021
0237540,Karluk,92,207,DFO,2021
0237650,Kasaan,23,1652,DFO,2021
0237650,Kasaan,23,30596,WAT,2021
0237975,Kasigluk,55,322,WND,2021
0237975,Kasigluk,55,2467,DFO,2021
0238090,Kasilof,215,-3433,MWH,2021
0238090,Kasilof,215,672,JF,2021
0238090,Kasilof,215,38071,LFG,2021
0238090,Kasilof,215,92790,WC,2021
0238090,Kasilof,215,102061,WND,2021
0238090,Kasilof,215,106468,DFO,2021
0238090,Kasilof,215,273652,LIG,2021
0238090,Kasilof,215,375532,WO,2021
0238090,Kasilof,215,386453,SUB,2021
0238090,Kasilof,215,567393,WAT,2021
0238090,Kasilof,215,2984081,NG,2021
0238420,Kenai,215,-3433,MWH,2021
0238420,Kenai,215,672,JF,2021
0238420,Kenai,215,38071,LFG,2021
0238420,Kenai,215,92790,WC,2021
0238420,Kenai,215,102061,WND,2021
0238420,Kenai,215,106468,DFO,2021
0238420,Kenai,215,273652,LIG,2021
0238420,Kenai,215,375532,WO,2021
0238420,Kenai,215,386453,SUB,2021
0238420,Kenai,215,567393,WAT,2021
0238420,Kenai,215,2984081,NG,2021
0238910,Kenny Lake,216,12132,DFO,2021
0238910,Kenny Lake,216,25547,WO,2021
0238910,Kenny Lake,216,58733,WAT,2021
0238970,Ketchikan,217,1278,DFO,2021
0238970,Ketchikan,217,279424,WAT,2021
0239300,Kiana,57,1715,DFO,2021
0239410,King Cove,131,846,DFO,2021
0239410,King Cove,131,3483,WAT,2021
0239630,King Salmon,150,24329,DFO,2021
0239740,Kipnuk,132,672,WND,2021
0239740,Kipnuk,132,1345,DFO,2021
0239960,Kivalina,58,1874,DFO,2021
0240400,Klawock,23,1652,DFO,2021
0240400,Klawock,23,30596,WAT,2021
0240510,Klukwan,32,2873,DFO,2021
0240510,Klukwan,32,24042,WAT,2021
0240670,Knik River,215,-3433,MWH,2021
0240670,Knik River,215,672,JF,2021
0240670,Knik River,215,38071,LFG,2021
0240670,Knik River,215,92790,WC,2021
0240670,Knik River,215,102061,WND,2021
0240670,Knik River,215,106468,DFO,2021
0240670,Knik River,215,273652,LIG,2021
0240670,Knik River,215,375532,WO,2021
0240670,Knik River,215,386453,SUB,2021
0240670,Knik River,215,567393,WAT,2021
0240670,Knik River,215,2984081,NG,2021
0240645,Knik-Fairview,215,-3433,MWH,2021
0240645,Knik-Fairview,215,672,JF,2021
0240645,Knik-Fairview,215,38071,LFG,2021
0240645,Knik-Fairview,215,92790,WC,2021
0240645,Knik-Fairview,215,102061,WND,2021
0240645,Knik-Fairview,215,106468,DFO,2021
0240645,Knik-Fairview,215,273652,LIG,2021
0240645,Knik-Fairview,215,375532,WO,2021
0240645,Knik-Fairview,215,386453,SUB,2021
0240645,Knik-Fairview,215,567393,WAT,2021
0240645,Knik-Fairview,215,2984081,NG,2021
0240840,Kobuk,149,16,WND,2021
0240840,Kobuk,149,1634,DFO,2021
0240950,Kodiak,223,-537,MWH,2021
0240950,Kodiak,223,4,DFO,2021
0240950,Kodiak,223,25238,WND,2021
0240950,Kodiak,223,132333,WAT,2021
0241210,Kodiak Station,223,-537,MWH,2021
0241210,Kodiak Station,223,4,DFO,2021
0241210,Kodiak Station,223,25238,WND,2021
0241210,Kodiak Station,223,132333,WAT,2021
0241280,Kokhanok,134,18,WND,2021
0241280,Kokhanok,134,499,DFO,2021
0241500,Koliganek,157,691,DFO,2021
0241610,Kongiganak,176,632,WND,2021
0241610,Kongiganak,176,817,DFO,2021
0241720,Kotlik,59,2179,DFO,2021
0241830,Kotzebue,135,-86,MWH,2021
0241830,Kotzebue,135,594,SUN,2021
0241830,Kotzebue,135,2584,WND,2021
0241830,Kotzebue,135,18343,DFO,2021
0241940,Koyuk,60,1287,DFO,2021
0242050,Koyukuk,136,193,DFO,2021
0242160,Kupreanof,217,1278,DFO,2021
0242160,Kupreanof,217,279424,WAT,2021
0242380,Kwethluk,137,1801,DFO,2021
0242490,Kwigillingok,138,70,WND,2021
0242490,Kwigillingok,138,1144,DFO,2021
0242805,Lake Louise,,,,
0242820,Lake Minchumina,,,,
0243040,Larsen Bay,,,,
0243260,Lazy Mountain,215,-3433,MWH,2021
0243260,Lazy Mountain,215,672,JF,2021
0243260,Lazy Mountain,215,38071,LFG,2021
0243260,Lazy Mountain,215,92790,WC,2021
0243260,Lazy Mountain,215,102061,WND,2021
0243260,Lazy Mountain,215,106468,DFO,2021
0243260,Lazy Mountain,215,273652,LIG,2021
0243260,Lazy Mountain,215,375532,WO,2021
0243260,Lazy Mountain,215,386453,SUB,2021
0243260,Lazy Mountain,215,567393,WAT,2021
0243260,Lazy Mountain,215,2984081,NG,2021
0243810,Levelock,140,459,DFO,2021
0244030,Lime Village,141,4,DFO,2021
0244580,Livengood,,,,
0245020,Loring,,,,
0245295,Lowell Point,215,-3433,MWH,2021
0245295,Lowell Point,215,672,JF,2021
0245295,Lowell Point,215,38071,LFG,2021
0245295,Lowell Point,215,92790,WC,2021
0245295,Lowell Point,215,102061,WND,2021
0245295,Lowell Point,215,106468,DFO,2021
0245295,Lowell Point,215,273652,LIG,2021
0245295,Lowell Point,215,375532,WO,2021
0245295,Lowell Point,215,386453,SUB,2021
0245295,Lowell Point,215,567393,WAT,2021
0245295,Lowell Point,215,2984081,NG,2021
0245460,Lower Kalskag,52,1545,DFO,2021
0245700,Lutak,32,2873,DFO,2021
0245700,Lutak,32,24042,WAT,2021
0246780,Manley Hot Springs,188,599,DFO,2021
0246890,Manokotak,142,591,DFO,2021
0247000,Marshall,61,1565,DFO,2021
0245790,McCarthy,,,,
0246010,McGrath,143,2160,DFO,2021
0247735,Meadow Lakes,215,-3433,MWH,2021
0247735,Meadow Lakes,215,672,JF,2021
0247735,Meadow Lakes,215,38071,LFG,2021
0247735,Meadow Lakes,215,92790,WC,2021
0247735,Meadow Lakes,215,102061,WND,2021
0247735,Meadow Lakes,215,106468,DFO,2021
0247735,Meadow Lakes,215,273652,LIG,2021
0247735,Meadow Lakes,215,375532,WO,2021
0247735,Meadow Lakes,215,386453,SUB,2021
0247735,Meadow Lakes,215,567393,WAT,2021
0247735,Meadow Lakes,215,2984081,NG,2021
0247990,Mekoryuk,62,4,WND,2021
0247990,Mekoryuk,62,920,DFO,2021
0248200,Mendeltna,216,12132,DFO,2021
0248200,Mendeltna,216,25547,WO,2021
0248200,Mendeltna,216,58733,WAT,2021
0248540,Mentasta Lake,26,1424,DFO,2021
0248590,Mertarvik,196,281,DFO,2021
0248870,Metlakatla,225,760,DFO,2021
0248870,Metlakatla,225,17557,WAT,2021
0249200,Mill Bay,223,-537,MWH,2021
0249200,Mill Bay,223,4,DFO,2021
0249200,Mill Bay,223,25238,WND,2021
0249200,Mill Bay,223,132333,WAT,2021
0249530,Minto,63,768,DFO,2021
0250080,Moose Creek,215,-3433,MWH,2021
0250080,Moose Creek,215,672,JF,2021
0250080,Moose Creek,215,38071,LFG,2021
0250080,Moose Creek,215,92790,WC,2021
0250080,Moose Creek,215,102061,WND,2021
0250080,Moose Creek,215,106468,DFO,2021
0250080,Moose Creek,215,273652,LIG,2021
0250080,Moose Creek,215,375532,WO,2021
0250080,Moose Creek,215,386453,SUB,2021
0250080,Moose Creek,215,567393,WAT,2021
0250080,Moose Creek,215,2984081,NG,2021
0250190,Moose Pass,215,-3433,MWH,2021
0250190,Moose Pass,215,672,JF,2021
0250190,Moose Pass,215,38071,LFG,2021
0250190,Moose Pass,215,92790,WC,2021
0250190,Moose Pass,215,102061,WND,2021
0250190,Moose Pass,215,106468,DFO,2021
0250190,Moose Pass,215,273652,LIG,2021
0250190,Moose Pass,215,375532,WO,2021
0250190,Moose Pass,215,386453,SUB,2021
0250190,Moose Pass,215,567393,WAT,2021
0250190,Moose Pass,215,2984081,NG,2021
0250800,Mosquito Lake,32,2873,DFO,2021
0250800,Mosquito Lake,32,24042,WAT,2021
0251180,Mountain Village,75,2061,WND,2021
0251180,Mountain Village,75,3650,DFO,2021
0251455,Mud Bay,32,2873,DFO,2021
0251455,Mud Bay,32,24042,WAT,2021
0251960,Nabesna,,,,
0252060,Naknek,150,24329,DFO,2021
0252210,Nanwalek,,,,
0252390,Napakiak,34,1341,WND,2021
0252390,Napakiak,34,41602,DFO,2021
0252720,Napaskiak,153,1129,DFO,2021
0252845,Naukati Bay,23,1652,DFO,2021
0252845,Naukati Bay,23,30596,WAT,2021
0252915,Nelchina,216,12132,DFO,2021
0252915,Nelchina,216,25547,WO,2021
0252915,Nelchina,216,58733,WAT,2021
0252940,Nelson Lagoon,156,304,DFO,2021
0253050,Nenana,215,-3433,MWH,2021
0253050,Nenana,215,672,JF,2021
0253050,Nenana,215,38071,LFG,2021
0253050,Nenana,215,92790,WC,2021
0253050,Nenana,215,102061,WND,2021
0253050,Nenana,215,106468,DFO,2021
0253050,Nenana,215,273652,LIG,2021
0253050,Nenana,215,375532,WO,2021
0253050,Nenana,215,386453,SUB,2021
0253050,Nenana,215,567393,WAT,2021
0253050,Nenana,215,2984081,NG,2021
0253710,New Stuyahok,65,1922,DFO,2021
0253270,Newhalen,123,160,DFO,2021
0253270,Newhalen,123,3674,WAT,2021
0253820,Newtok,196,281,DFO,2021
0253930,Nightmute,88,446,WND,2021
0253930,Nightmute,88,3270,DFO,2021
0254050,Nikiski,215,-3433,MWH,2021
0254050,Nikiski,215,672,JF,2021
0254050,Nikiski,215,38071,LFG,2021
0254050,Nikiski,215,92790,WC,2021
0254050,Nikiski,215,102061,WND,2021
0254050,Nikiski,215,106468,DFO,2021
0254050,Nikiski,215,273652,LIG,2021
0254050,Nikiski,215,375532,WO,2021
0254050,Nikiski,215,386453,SUB,2021
0254050,Nikiski,215,567393,WAT,2021
0254050,Nikiski,215,2984081,NG,2021
0254085,Nikolaevsk,215,-3433,MWH,2021
0254085,Nikolaevsk,215,672,JF,2021
0254085,Nikolaevsk,215,38071,LFG,2021
0254085,Nikolaevsk,215,92790,WC,2021
0254085,Nikolaevsk,215,102061,WND,2021
0254085,Nikolaevsk,215,106468,DFO,2021
0254085,Nikolaevsk,215,273652,LIG,2021
0254085,Nikolaevsk,215,375532,WO,2021
0254085,Nikolaevsk,215,386453,SUB,2021
0254085,Nikolaevsk,215,567393,WAT,2021
0254085,Nikolaevsk,215,2984081,NG,2021
0254150,Nikolai,158,433,DFO,2021
0254260,Nikolski,193,95,DFO,2021
0254480,Ninilchik,215,-3433,MWH,2021
0254480,Ninilchik,215,672,JF,2021
0254480,Ninilchik,215,38071,LFG,2021
0254480,Ninilchik,215,92790,WC,2021
0254480,Ninilchik,215,102061,WND,2021
0254480,Ninilchik,215,106468,DFO,2021
0254480,Ninilchik,215,273652,LIG,2021
0254480,Ninilchik,215,375532,WO,2021
0254480,Ninilchik,215,386453,SUB,2021
0254480,Ninilchik,215,567393,WAT,2021
0254480,Ninilchik,215,2984081,NG,2021
0254700,Noatak,66,1853,DFO,2021
0254920,Nome,159,2026,WND,2021
0254920,Nome,159,30209,DFO,2021
0255030,Nondalton,123,160,DFO,2021
0255030,Nondalton,123,3674,WAT,2021
0255140,Noorvik,67,13,SUN,2021
0255140,Noorvik,67,1963,DFO,2021
0255745,North Lakes,215,-3433,MWH,2021
0255745,North Lakes,215,672,JF,2021
0255745,North Lakes,215,38071,LFG,2021
0255745,North Lakes,215,92790,WC,2021
0255745,North Lakes,215,102061,WND,2021
0255745,North Lakes,215,106468,DFO,2021
0255745,North Lakes,215,273652,LIG,2021
0255745,North Lakes,215,375532,WO,2021
0255745,North Lakes,215,386453,SUB,2021
0255745,North Lakes,215,567393,WAT,2021
0255745,North Lakes,215,2984081,NG,2021
0255910,North Pole,215,-3433,MWH,2021
0255910,North Pole,215,672,JF,2021
0255910,North Pole,215,38071,LFG,2021
0255910,North Pole,215,92790,WC,2021
0255910,North Pole,215,102061,WND,2021
0255910,North Pole,215,106468,DFO,2021
0255910,North Pole,215,273652,LIG,2021
0255910,North Pole,215,375532,WO,2021
0255910,North Pole,215,386453,SUB,2021
0255910,North Pole,215,567393,WAT,2021
0255910,North Pole,215,2984081,NG,2021
0256220,Northway,12,1096,DFO,2021
0256320,Nuiqsut,163,2664,DFO,2021
0256320,Nuiqsut,163,4665,NG,2021
0256350,Nulato,68,1071,DFO,2021
0256600,Nunam Iqua,167,869,DFO,2021
0256680,Nunapitchuk,55,322,WND,2021
0256680,Nunapitchuk,55,2467,DFO,2021
0257340,Old Harbor,69,809,DFO,2021
0258330,Oscarville,34,1341,WND,2021
0258330,Oscarville,34,41602,DFO,2021
0258550,Ouzinkie,170,668,DFO,2021
0258660,Palmer,215,-3433,MWH,2021
0258660,Palmer,215,672,JF,2021
0258660,Palmer,215,38071,LFG,2021
0258660,Palmer,215,92790,WC,2021
0258660,Palmer,215,102061,WND,2021
0258660,Palmer,215,106468,DFO,2021
0258660,Palmer,215,273652,LIG,2021
0258660,Palmer,215,375532,WO,2021
0258660,Palmer,215,386453,SUB,2021
0258660,Palmer,215,567393,WAT,2021
0258660,Palmer,215,2984081,NG,2021
0259320,Paxson,,,,
0259540,Pedro Bay,171,209,DFO,2021
0259650,Pelican,172,420,DFO,2021
0259650,Pelican,172,881,WAT,2021
0260200,Perryville,,,,
0260310,Petersburg,217,1278,DFO,2021
0260310,Petersburg,217,279424,WAT,2021
0260460,Petersville,,,,
0260640,Pilot Point,173,462,DFO,2021
0260750,Pilot Station,70,1877,DFO,2021
0260860,Pitkas Point,75,2061,WND,2021
0260860,Pitkas Point,75,3650,DFO,2021
0261080,Platinum,,,,
0261120,Pleasant Valley,215,-3433,MWH,2021
0261120,Pleasant Valley,215,672,JF,2021
0261120,Pleasant Valley,215,38071,LFG,2021
0261120,Pleasant Valley,215,92790,WC,2021
0261120,Pleasant Valley,215,102061,WND,2021
0261120,Pleasant Valley,215,106468,DFO,2021
0261120,Pleasant Valley,215,273652,LIG,2021
0261120,Pleasant Valley,215,375532,WO,2021
0261120,Pleasant Valley,215,386453,SUB,2021
0261120,Pleasant Valley,215,567393,WAT,2021
0261120,Pleasant Valley,215,2984081,NG,2021
0261190,Point Baker,,,,
0261630,Point Hope,164,6468,DFO,2021
0261700,Point Lay,165,3386,DFO,2021
0261788,Point MacKenzie,215,-3433,MWH,2021
0261788,Point MacKenzie,215,672,JF,2021
0261788,Point MacKenzie,215,38071,LFG,2021
0261788,Point MacKenzie,215,92790,WC,2021
0261788,Point MacKenzie,215,102061,WND,2021
0261788,Point MacKenzie,215,106468,DFO,2021
0261788,Point MacKenzie,215,273652,LIG,2021
0261788,Point MacKenzie,215,375532,WO,2021
0261788,Point MacKenzie,215,386453,SUB,2021
0261788,Point MacKenzie,215,567393,WAT,2021
0261788,Point MacKenzie,215,2984081,NG,2021
0261825,Point Possession,,,,
0262125,Pope-Vannoy Landing,,,,
0262510,Port Alexander,,,,
0262620,Port Alsworth,183,934,DFO,2021
0263170,Port Clarence,,,,
0263280,Port Graham,,,,
0263390,Port Heiden,175,622,DFO,2021
0263610,Port Lions,223,-537,MWH,2021
0263610,Port Lions,223,4,DFO,2021
0263610,Port Lions,223,25238,WND,2021
0263610,Port Lions,223,132333,WAT,2021
0263870,Port Protection,,,,
0262285,Portage Creek,,,,
0264240,Primrose,215,-3433,MWH,2021
0264240,Primrose,215,672,JF,2021
0264240,Primrose,215,38071,LFG,2021
0264240,Primrose,215,92790,WC,2021
0264240,Primrose,215,102061,WND,2021
0264240,Primrose,215,106468,DFO,2021
0264240,Primrose,215,273652,LIG,2021
0264240,Primrose,215,375532,WO,2021
0264240,Primrose,215,386453,SUB,2021
0264240,Primrose,215,567393,WAT,2021
0264240,Primrose,215,2984081,NG,2021
0264380,Prudhoe Bay,224,49320,NG,2021
0264600,Quinhagak,71,561,WND,2021
0264600,Quinhagak,71,1779,DFO,2021
0264820,Rampart,177,123,DFO,2021
0264930,Red Devil,146,78,DFO,2021
0264980,Red Dog Mine,,,,
0265345,Ridgeway,215,-3433,MWH,2021
0265345,Ridgeway,215,672,JF,2021
0265345,Ridgeway,215,38071,LFG,2021
0265345,Ridgeway,215,92790,WC,2021
0265345,Ridgeway,215,102061,WND,2021
0265345,Ridgeway,215,106468,DFO,2021
0265345,Ridgeway,215,273652,LIG,2021
0265345,Ridgeway,215,375532,WO,2021
0265345,Ridgeway,215,386453,SUB,2021
0265345,Ridgeway,215,567393,WAT,2021
0265345,Ridgeway,215,2984081,NG,2021
0265590,Ruby,178,680,DFO,2021
0265700,Russian Mission,72,951,DFO,2021
0265800,Saint George,179,479,DFO,2021
0266140,Saint Mary's,75,2061,WND,2021
0266140,Saint Mary's,75,3650,DFO,2021
0266360,Saint Michael,84,3564,DFO,2021
0266470,Saint Paul,180,3305,DFO,2021
0266510,Salamatof,215,-3433,MWH,2021
0266510,Salamatof,215,672,JF,2021
0266510,Salamatof,215,38071,LFG,2021
0266510,Salamatof,215,92790,WC,2021
0266510,Salamatof,215,102061,WND,2021
0266510,Salamatof,215,106468,DFO,2021
0266510,Salamatof,215,273652,LIG,2021
0266510,Salamatof,215,375532,WO,2021
0266510,Salamatof,215,386453,SUB,2021
0266510,Salamatof,215,567393,WAT,2021
0266510,Salamatof,215,2984081,NG,2021
0266550,Salcha,215,-3433,MWH,2021
0266550,Salcha,215,672,JF,2021
0266550,Salcha,215,38071,LFG,2021
0266550,Salcha,215,92790,WC,2021
0266550,Salcha,215,102061,WND,2021
0266550,Salcha,215,106468,DFO,2021
0266550,Salcha,215,273652,LIG,2021
0266550,Salcha,215,375532,WO,2021
0266550,Salcha,215,386453,SUB,2021
0266550,Salcha,215,567393,WAT,2021
0266550,Salcha,215,2984081,NG,2021
0267020,Sand Point,187,134,WND,2021
0267020,Sand Point,187,3596,DFO,2021
0267460,Savoonga,76,55,WND,2021
0267460,Savoonga,76,2473,DFO,2021
0267570,Saxman,217,1278,DFO,2021
0267570,Saxman,217,279424,WAT,2021
0267680,Scammon Bay,77,1711,DFO,2021
0268230,Selawik,78,2860,DFO,2021
0268340,Seldovia,215,-3433,MWH,2021
0268340,Seldovia,215,672,JF,2021
0268340,Seldovia,215,38071,LFG,2021
0268340,Seldovia,215,92790,WC,2021
0268340,Seldovia,215,102061,WND,2021
0268340,Seldovia,215,106468,DFO,2021
0268340,Seldovia,215,273652,LIG,2021
0268340,Seldovia,215,375532,WO,2021
0268340,Seldovia,215,386453,SUB,2021
0268340,Seldovia,215,567393,WAT,2021
0268340,Seldovia,215,2984081,NG,2021
0268370,Seldovia Village,215,-3433,MWH,2021
0268370,Seldovia Village,215,672,JF,2021
0268370,Seldovia Village,215,38071,LFG,2021
0268370,Seldovia Village,215,92790,WC,2021
0268370,Seldovia Village,215,102061,WND,2021
0268370,Seldovia Village,215,106468,DFO,2021
0268370,Seldovia Village,215,273652,LIG,2021
0268370,Seldovia Village,215,375532,WO,2021
0268370,Seldovia Village,215,386453,SUB,2021
0268370,Seldovia Village,215,567393,WAT,2021
0268370,Seldovia Village,215,2984081,NG,2021
0268560,Seward,215,-3433,MWH,2021
0268560,Seward,215,672,JF,2021
0268560,Seward,215,38071,LFG,2021
0268560,Seward,215,92790,WC,2021
0268560,Seward,215,102061,WND,2021
0268560,Seward,215,106468,DFO,2021
0268560,Seward,215,273652,LIG,2021
0268560,Seward,215,375532,WO,2021
0268560,Seward,215,386453,SUB,2021
0268560,Seward,215,567393,WAT,2021
0268560,Seward,215,2984081,NG,2021
0268670,Shageluk,79,434,DFO,2021
0268890,Shaktoolik,80,293,WND,2021
0268890,Shaktoolik,80,817,DFO,2021
0269770,Shishmaref,81,1851,DFO,2021
0270100,Shungnak,149,16,WND,2021
0270100,Shungnak,149,1634,DFO,2021
0270320,Silver Springs,216,12132,DFO,2021
0270320,Silver Springs,216,25547,WO,2021
0270320,Silver Springs,216,58733,WAT,2021
0270540,Sitka,219,-795,DFO,2021
0270540,Sitka,219,119388,WAT,2021
0270760,Skagway,32,2873,DFO,2021
0270760,Skagway,32,24042,WAT,2021
0270870,Skwentna,,,,
0270930,Slana,26,1424,DFO,2021
0271090,Sleetmute,147,295,DFO,2021
0271640,Soldotna,215,-3433,MWH,2021
0271640,Soldotna,215,672,JF,2021
0271640,Soldotna,215,38071,LFG,2021
0271640,Soldotna,215,92790,WC,2021
0271640,Soldotna,215,102061,WND,2021
0271640,Soldotna,215,106468,DFO,2021
0271640,Soldotna,215,273652,LIG,2021
0271640,Soldotna,215,375532,WO,2021
0271640,Soldotna,215,386453,SUB,2021
0271640,Soldotna,215,567393,WAT,2021
0271640,Soldotna,215,2984081,NG,2021
0272135,South Lakes,215,-3433,MWH,2021
0272135,South Lakes,215,672,JF,2021
0272135,South Lakes,215,38071,LFG,2021
0272135,South Lakes,215,92790,WC,2021
0272135,South Lakes,215,102061,WND,2021
0272135,South Lakes,215,106468,DFO,2021
0272135,South Lakes,215,273652,LIG,2021
0272135,South Lakes,215,375532,WO,2021
0272135,South Lakes,215,386453,SUB,2021
0272135,South Lakes,215,567393,WAT,2021
0272135,South Lakes,215,2984081,NG,2021
0272190,South Naknek,150,24329,DFO,2021
0272230,South Van Horn,215,-3433,MWH,2021
0272230,South Van Horn,215,672,JF,2021
0272230,South Van Horn,215,38071,LFG,2021
0272230,South Van Horn,215,92790,WC,2021
0272230,South Van Horn,215,102061,WND,2021
0272230,South Van Horn,215,106468,DFO,2021
0272230,South Van Horn,215,273652,LIG,2021
0272230,South Van Horn,215,375532,WO,2021
0272230,South Van Horn,215,386453,SUB,2021
0272230,South Van Horn,215,567393,WAT,2021
0272230,South Van Horn,215,2984081,NG,2021
0272960,Stebbins,84,3564,DFO,2021
0272985,Steele Creek,215,-3433,MWH,2021
0272985,Steele Creek,215,672,JF,2021
0272985,Steele Creek,215,38071,LFG,2021
0272985,Steele Creek,215,92790,WC,2021
0272985,Steele Creek,215,102061,WND,2021
0272985,Steele Creek,215,106468,DFO,2021
0272985,Steele Creek,215,273652,LIG,2021
0272985,Steele Creek,215,375532,WO,2021
0272985,Steele Creek,215,386453,SUB,2021
0272985,Steele Creek,215,567393,WAT,2021
0272985,Steele Creek,215,2984081,NG,2021
0273070,Sterling,215,-3433,MWH,2021
0273070,Sterling,215,672,JF,2021
0273070,Sterling,215,38071,LFG,2021
0273070,Sterling,215,92790,WC,2021
0273070,Sterling,215,102061,WND,2021
0273070,Sterling,215,106468,DFO,2021
0273070,Sterling,215,273652,LIG,2021
0273070,Sterling,215,375532,WO,2021
0273070,Sterling,215,386453,SUB,2021
0273070,Sterling,215,567393,WAT,2021
0273070,Sterling,215,2984081,NG,2021
0273290,Stevens Village,,,,
0273400,Stony River,148,136,DFO,2021
0273950,Sunrise,215,-3433,MWH,2021
0273950,Sunrise,215,672,JF,2021
0273950,Sunrise,215,38071,LFG,2021
0273950,Sunrise,215,92790,WC,2021
0273950,Sunrise,215,102061,WND,2021
0273950,Sunrise,215,106468,DFO,2021
0273950,Sunrise,215,273652,LIG,2021
0273950,Sunrise,215,375532,WO,2021
0273950,Sunrise,215,386453,SUB,2021
0273950,Sunrise,215,567393,WAT,2021
0273950,Sunrise,215,2984081,NG,2021
0274340,Susitna,,,,
0274350,Susitna North,215,-3433,MWH,2021
0274350,Susitna North,215,672,JF,2021
0274350,Susitna North,215,38071,LFG,2021
0274350,Susitna North,215,92790,WC,2021
0274350,Susitna North,215,102061,WND,2021
0274350,Susitna North,215,106468,DFO,2021
0274350,Susitna North,215,273652,LIG,2021
0274350,Susitna North,215,375532,WO,2021
0274350,Susitna North,215,386453,SUB,2021
0274350,Susitna North,215,567393,WAT,2021
0274350,Susitna North,215,2984081,NG,2021
0274525,Sutton-Alpine,215,-3433,MWH,2021
0274525,Sutton-Alpine,215,672,JF,2021
0274525,Sutton-Alpine,215,38071,LFG,2021
0274525,Sutton-Alpine,215,92790,WC,2021
0274525,Sutton-Alpine,215,102061,WND,2021
0274525,Sutton-Alpine,215,106468,DFO,2021
0274525,Sutton-Alpine,215,273652,LIG,2021
0274525,Sutton-Alpine,215,375532,WO,2021
0274525,Sutton-Alpine,215,386453,SUB,2021
0274525,Sutton-Alpine,215,567393,WAT,2021
0274525,Sutton-Alpine,215,2984081,NG,2021
0274610,Takotna,182,61,DFO,2021
0274830,Talkeetna,215,-3433,MWH,2021
0274830,Talkeetna,215,672,JF,2021
0274830,Talkeetna,215,38071,LFG,2021
0274830,Talkeetna,215,92790,WC,2021
0274830,Talkeetna,215,102061,WND,2021
0274830,Talkeetna,215,106468,DFO,2021
0274830,Talkeetna,215,273652,LIG,2021
0274830,Talkeetna,215,375532,WO,2021
0274830,Talkeetna,215,386453,SUB,2021
0274830,Talkeetna,215,567393,WAT,2021
0274830,Talkeetna,215,2984081,NG,2021
0275050,Tanacross,15,10384,DFO,2021
0275077,Tanaina,215,-3433,MWH,2021
0275077,Tanaina,215,672,JF,2021
0275077,Tanaina,215,38071,LFG,2021
0275077,Tanaina,215,92790,WC,2021
0275077,Tanaina,215,102061,WND,2021
0275077,Tanaina,215,106468,DFO,2021
0275077,Tanaina,215,273652,LIG,2021
0275077,Tanaina,215,375532,WO,2021
0275077,Tanaina,215,386453,SUB,2021
0275077,Tanaina,215,567393,WAT,2021
0275077,Tanaina,215,2984081,NG,2021
0275160,Tanana,184,1249,DFO,2021
0275380,Tatitlek,185,427,DFO,2021
0275480,Tazlina,216,12132,DFO,2021
0275480,Tazlina,216,25547,WO,2021
0275480,Tazlina,216,58733,WAT,2021
0275930,Teller,85,873,DFO,2021
0276260,Tenakee Springs,189,415,DFO,2021
0276590,Tetlin,15,10384,DFO,2021
0277140,Thorne Bay,23,1652,DFO,2021
0277140,Thorne Bay,23,30596,WAT,2021
0277690,Togiak,86,3271,DFO,2021
0277800,Tok,15,10384,DFO,2021
0278240,Toksook Bay,88,446,WND,2021
0278240,Toksook Bay,88,3270,DFO,2021
0278297,Tolsona,216,12132,DFO,2021
0278297,Tolsona,216,25547,WO,2021
0278297,Tolsona,216,58733,WAT,2021
0278350,Tonsina,,,,
0278680,Trapper Creek,215,-3433,MWH,2021
0278680,Trapper Creek,215,672,JF,2021
0278680,Trapper Creek,215,38071,LFG,2021
0278680,Trapper Creek,215,92790,WC,2021
0278680,Trapper Creek,215,102061,WND,2021
0278680,Trapper Creek,215,106468,DFO,2021
0278680,Trapper Creek,215,273652,LIG,2021
0278680,Trapper Creek,215,375532,WO,2021
0278680,Trapper Creek,215,386453,SUB,2021
0278680,Trapper Creek,215,567393,WAT,2021
0278680,Trapper Creek,215,2984081,NG,2021
0278790,Tuluksak,,,,
0279120,Tuntutuliak,191,47,WND,2021
0279120,Tuntutuliak,191,1217,DFO,2021
0279230,Tununak,88,446,WND,2021
0279230,Tununak,88,3270,DFO,2021
0279780,Twin Hills,86,3271,DFO,2021
0279830,Two Rivers,215,-3433,MWH,2021
0279830,Two Rivers,215,672,JF,2021
0279830,Two Rivers,215,38071,LFG,2021
0279830,Two Rivers,215,92790,WC,2021
0279830,Two Rivers,215,102061,WND,2021
0279830,Two Rivers,215,106468,DFO,2021
0279830,Two Rivers,215,273652,LIG,2021
0279830,Two Rivers,215,375532,WO,2021
0279830,Two Rivers,215,386453,SUB,2021
