fips_code,name,start_year,end_year,is_most_recent,estimated_pop_age_total,estimated_pop_age_under_5,estimated_pop_age_5_9,estimated_pop_age_10_14,estimated_pop_age_15_19,estimated_pop_age_20_24,estimated_pop_age_25_34,estimated_pop_age_35_44,estimated_pop_age_45_54,estimated_pop_age_55_59,estimated_pop_age_60_64,estimated_pop_age_65_74,estimated_pop_age_75_84,estimated_pop_age_85_plus,estimated_pop_age_median_age,estimated_pop_age_under_18,estimated_pop_age_18_plus,estimated_pop_age_21_plus,estimated_pop_age_62_plus,estimated_pop_age_65_plus,estimated_pop_total,estimated_pop_male,estimated_pop_female
0282750,Wainwright,2019,2023,1,612,72,57,74,57,22,81,108,50,15,30,30,6,10,29,247,365,345,60,46,612,316,296
0282860,Wales,2019,2023,1,286,28,42,31,26,37,38,27,5,11,36,5,0,0,20.7,122,164,135,26,5,286,178,108
0283080,Wasilla,2019,2023,1,9435,590,768,554,493,598,1661,1246,854,480,516,1004,381,290,35.3,2251,7184,6944,2007,1675,9435,4810,4625
0284000,Whale Pass,2019,2023,1,64,0,9,5,0,0,5,7,0,6,7,6,0,19,61,14,50,50,32,25,64,33,31
0284070,White Mountain,2019,2023,1,185,16,15,11,15,10,31,39,14,8,14,7,4,1,33.9,45,140,126,20,12,185,98,87
0284120,Whitestone,2019,2023,1,16,0,0,0,0,0,8,0,0,0,0,8,0,0,,0,16,16,8,8,16,8,8
0284200,Whitestone Logging Camp,2019,2023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0284510,Whittier,2019,2023,1,471,77,22,35,19,23,86,62,28,15,46,40,14,4,29.8,144,327,317,80,58,471,211,260
0285280,Willow,2019,2023,1,1769,87,114,118,106,16,133,250,260,114,169,266,113,23,46.7,399,1370,1344,493,402,1769,920,849
0285290,Willow Creek,2019,2023,1,126,0,0,0,0,0,0,0,8,34,10,61,13,0,71.5,0,126,126,74,74,126,76,50
0285610,Wiseman,2019,2023,1,22,0,0,0,0,0,0,0,14,0,8,0,0,0,,0,22,22,0,0,22,8,14
0285680,Womens Bay,2019,2023,1,994,71,41,46,132,29,141,168,108,0,126,111,21,0,35.5,209,785,688,217,132,994,511,483
0286380,Wrangell,2019,2023,1,2106,137,124,106,103,121,290,187,256,132,147,288,193,22,44.3,433,1673,1620,590,503,2106,1083,1023
0286490,Yakutat,2019,2023,1,506,29,17,6,16,40,61,56,65,35,41,92,38,10,53.2,66,440,430,168,140,506,333,173
0200065,Adak,2018,2022,,248,2,10,20,3,23,42,7,89,19,20,9,0,4,50.1,32,216,213,28,13,,,
0200650,Akhiok,2018,2022,,98,3,1,0,7,9,15,7,16,37,0,0,0,3,50.4,8,90,82,3,3,,,
0200760,Akiachak,2018,2022,,415,73,54,29,20,33,62,37,41,19,9,31,7,0,24.9,170,245,237,47,38,,,
0200870,Akiak,2018,2022,,298,29,30,37,40,9,32,44,28,9,11,24,5,0,26,119,179,162,34,29,,,
0201090,Akutan,2018,2022,,911,16,9,6,0,70,222,244,188,42,63,44,7,0,40.8,31,880,880,66,51,,,
0201200,Alakanuk,2018,2022,,1138,153,86,141,164,64,193,107,71,62,45,39,13,0,21.8,483,655,587,64,52,,,
0201305,Alatna,2018,2022,,36,0,0,0,4,4,1,16,4,0,0,5,2,0,44,0,36,28,7,7,,,
0201390,Alcan Border,2018,2022,,178,0,0,115,38,3,3,0,17,2,0,0,0,0,13.9,138,40,25,0,0,,,
0201420,Aleknagik,2018,2022,,121,8,7,8,8,5,21,10,4,15,8,19,6,2,36.2,31,90,90,35,27,,,
0201560,Aleneva,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0201860,Allakaket,2018,2022,,220,43,39,8,4,7,62,25,3,15,8,0,0,6,26.2,94,126,124,14,6,,,
0201970,Ambler,2018,2022,,277,26,33,15,8,13,64,21,19,8,18,34,15,3,29.9,80,197,190,65,52,,,
0202080,Anaktuvuk Pass,2018,2022,,222,33,35,15,19,9,58,20,11,10,3,9,0,0,24,102,120,117,12,9,,,
0203110,Anchor Point,2018,2022,,2260,70,108,121,139,79,214,221,319,162,242,385,153,47,51.2,396,1864,1822,728,585,,,
0203000,Anchorage,2018,2022,,290674,19434,20387,18419,18328,21652,48906,40272,34222,17449,16837,22832,9338,2598,34.5,69388,221286,209919,44247,34768,,,
0203220,Anderson,2018,2022,,173,2,14,14,23,29,16,22,15,9,10,18,1,0,30.4,38,135,119,26,19,,,
0203440,Angoon,2018,2022,,419,36,19,21,6,51,30,47,42,25,43,64,24,11,44.9,80,339,336,123,99,,,
0203550,Aniak,2018,2022,,551,24,32,57,37,34,64,102,57,33,57,37,15,2,38.1,146,405,387,63,54,,,
0203880,Anvik,2018,2022,,74,8,8,0,9,16,4,4,5,4,7,3,6,0,24.5,17,57,47,14,9,,,
0203990,Arctic Village,2018,2022,,199,14,31,18,33,12,25,23,25,4,6,5,3,0,20.9,81,118,99,12,8,,,
0204210,Atka,2018,2022,,28,4,7,4,0,0,5,3,3,1,1,0,0,0,13.5,15,13,13,1,0,,,
0204430,Atmautluak,2018,2022,,34,3,3,5,0,2,7,10,0,4,0,0,0,0,26,11,23,23,0,0,,,
0204500,Atqasuk,2018,2022,,119,12,16,10,8,22,23,3,14,3,0,2,6,0,23.6,38,81,70,8,8,,,
0204670,Attu Station,2018,2022,,17,0,0,0,0,0,17,0,0,0,0,0,0,0,,0,17,17,0,0,,,
0205000,Badger,2018,2022,,19182,1344,1175,1486,1503,1194,2938,3250,2007,1215,795,1353,842,80,34.7,4888,14294,13261,2737,2275,,,
0205585,Bear Creek,2018,2022,,1283,82,26,182,71,0,109,179,246,86,103,199,0,0,44.9,361,922,922,292,199,,,
0205750,Beaver,2018,2022,,87,0,8,13,0,4,12,6,7,10,6,15,6,0,48.2,21,66,64,27,21,,,
0206245,Beluga,2018,2022,,4,0,0,0,0,0,2,0,0,0,0,0,2,0,,0,4,4,2,2,,,
0206520,Bethel,2018,2022,,6312,547,622,416,497,570,953,846,630,403,368,348,65,47,30.8,1886,4426,4135,696,460,,,
0206630,Bettles,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0206850,Big Delta,2018,2022,,545,22,23,28,78,39,10,29,78,77,47,103,11,0,54.4,123,422,394,139,114,,,
0207070,Big Lake,2018,2022,,3232,209,231,172,160,184,608,364,323,295,228,323,107,28,35.8,709,2523,2385,574,458,,,
0207620,Birch Creek,2018,2022,,3,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,3,3,0,0,,,
0208740,Brevig Mission,2018,2022,,625,86,93,81,24,44,102,52,26,39,32,31,15,0,22,279,346,335,61,46,,,
0209600,Buckland,2018,2022,,644,89,70,73,64,51,117,58,35,23,19,17,25,3,22.2,277,367,334,58,45,,,
0209657,Buffalo Soapstone,2018,2022,,959,38,86,58,76,45,110,128,106,92,53,134,33,0,41.4,249,710,680,194,167,,,
0209710,Butte,2018,2022,,3752,186,208,289,222,250,363,513,491,339,310,352,149,80,42.3,856,2896,2799,761,581,,,
0210150,Cantwell,2018,2022,,117,0,0,3,4,0,8,13,13,11,4,19,37,5,65.4,4,113,110,63,61,,,
0211690,Central,2018,2022,,105,0,9,12,12,0,0,5,11,7,37,10,2,0,56.7,33,72,72,20,12,,,
0211800,Chalkyitsik,2018,2022,,95,7,10,10,0,0,23,20,6,8,0,3,8,0,32.8,27,68,68,11,11,,,
0212350,Chase,2018,2022,,26,0,0,0,0,0,0,0,0,0,0,26,0,0,,0,26,26,26,26,,,
0212680,Chefornak,2018,2022,,476,57,65,41,37,37,72,40,23,15,23,38,28,0,25.2,189,287,272,77,66,,,
0212920,Chena Ridge,2018,2022,,5321,309,280,466,188,287,875,798,780,257,601,399,81,0,37.7,1140,4181,4032,765,480,,,
0212970,Chenega,2018,2022,,58,6,6,4,3,6,14,3,0,0,0,10,6,0,30.5,17,41,39,16,16,,,
0213230,Chevak,2018,2022,,432,23,48,45,28,6,59,33,93,20,58,19,0,0,35.9,136,296,288,77,19,,,
0213340,Chickaloon,2018,2022,,283,28,6,13,0,9,48,16,11,31,20,85,12,4,59,47,236,236,116,101,,,
0213450,Chicken,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0213550,Chignik,2018,2022,,54,4,3,4,2,0,10,4,1,10,12,4,0,0,44.5,13,41,41,4,4,,,
0213670,Chignik Lagoon,2018,2022,,39,5,0,2,6,0,5,6,0,4,6,5,0,0,40.8,9,30,26,11,5,,,
0213780,Chignik Lake,2018,2022,,30,4,1,3,6,0,0,6,2,2,2,4,0,0,35.3,9,21,16,4,4,,,
0213860,Chiniak,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0213890,Chisana,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0214000,Chistochina,2018,2022,,45,0,0,5,0,3,0,0,11,2,10,3,6,5,60.2,5,40,37,14,14,,,
0214110,Chitina,2018,2022,,71,14,0,0,4,6,3,6,13,2,13,7,3,0,46.5,18,53,53,15,10,,,
0214330,Chuathbaluk,2018,2022,,92,7,12,8,6,12,4,3,6,5,22,7,0,0,28.5,30,62,59,20,7,,,
0214880,Circle,2018,2022,,45,0,4,12,0,0,0,3,5,0,3,5,8,5,52.7,16,29,29,21,18,,,
0215320,Clam Gulch,2018,2022,,279,11,12,6,17,38,35,33,36,12,7,60,8,4,42.1,40,239,233,74,72,,,
0215430,Clark's Point,2018,2022,,31,4,9,0,0,3,4,2,3,0,1,3,0,2,24.8,13,18,18,6,5,,,
0216360,Coffman Cove,2018,2022,,201,36,9,29,0,6,10,32,6,25,9,30,9,0,38.2,74,127,127,45,39,,,
0216420,Cohoe,2018,2022,,1520,97,67,113,128,42,122,168,201,166,162,199,54,1,47.2,363,1157,1115,353,254,,,
0216530,Cold Bay,2018,2022,,143,11,4,0,1,19,25,26,11,22,16,8,0,0,44.3,15,128,127,10,8,,,
0216630,Coldfoot,2018,2022,,270,0,0,0,0,32,106,0,0,33,0,99,0,0,33.9,0,270,270,99,99,,,
0216750,College,2018,2022,,12376,1072,696,429,680,1276,2283,1384,1076,462,678,1497,662,181,32.9,2541,9835,9135,2741,2340,,,
0217190,Cooper Landing,2018,2022,,224,58,39,0,0,0,41,44,19,0,0,23,0,0,28.9,97,127,127,23,23,,,
0217300,Copper Center,2018,2022,,329,10,35,41,24,21,33,31,42,31,16,29,15,1,35.1,102,227,206,52,45,,,
0217410,Cordova,2018,2022,,2507,129,117,204,155,86,498,246,189,230,261,291,73,28,36.9,520,1987,1898,623,392,,,
0217670,Covenant Life,2018,2022,,25,0,0,0,0,0,0,0,16,0,0,0,9,0,46.5,0,25,25,9,9,,,
0217740,Craig,2018,2022,,1073,58,54,51,83,64,175,130,150,65,77,124,38,4,38.5,207,866,820,198,166,,,
0217850,Crooked Creek,2018,2022,,28,0,5,0,4,0,3,0,10,0,1,3,2,0,46,5,23,19,6,5,,,
0217960,Crown Point,2018,2022,,62,0,0,0,0,0,0,25,16,0,6,15,0,0,49.4,0,62,62,21,15,,,
0218510,Deering,2018,2022,,189,30,22,20,13,12,35,16,15,9,0,12,2,3,24.5,78,111,100,17,17,,,
0218620,Delta Junction,2018,2022,,1126,113,75,79,49,42,181,216,111,69,59,71,42,19,36,301,825,806,161,132,,,
0218675,Deltana,2018,2022,,2059,165,240,211,142,50,285,286,285,65,106,173,32,19,33.2,726,1333,1280,283,224,,,
0218805,Denali Park,2018,2022,,817,0,14,0,0,21,85,473,96,97,8,23,0,0,44.5,14,803,803,23,23,,,
0218925,Diamond Ridge,2018,2022,,1397,90,72,150,57,82,177,175,138,144,91,180,39,2,40.2,361,1036,1002,287,221,,,
0218950,Dillingham,2018,2022,,2175,167,182,182,134,146,363,301,187,147,172,129,41,24,32.3,610,1565,1499,330,194,,,
0219060,Diomede,2018,2022,,47,5,7,8,0,0,12,3,10,0,1,1,0,0,27.4,20,27,27,1,1,,,
0219720,Dot Lake,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0219750,Dot Lake Village,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0220020,Dry Creek,2018,2022,,202,47,0,0,16,32,0,0,30,65,12,0,0,0,50.4,47,155,139,12,0,,,
0220380,Eagle,2018,2022,,99,0,0,0,2,5,3,5,3,7,11,40,22,1,69.8,2,97,97,65,63,,,
0220600,Eagle Village,2018,2022,,68,10,7,5,4,4,0,6,0,0,17,13,2,0,35.7,22,46,38,20,15,,,
0220716,Eareckson Station,2018,2022,,166,0,0,0,0,21,10,45,25,28,32,5,0,0,51,0,166,166,24,5,,,
0220970,Edna Bay,2018,2022,,21,0,0,0,0,0,9,12,0,0,0,0,0,0,43.1,0,21,21,0,0,,,
0221040,Eek,2018,2022,,475,24,67,66,38,32,58,31,86,16,28,18,7,4,26,187,288,271,49,29,,,
0221150,Egegik,2018,2022,,46,0,0,0,2,0,11,11,11,2,7,2,0,0,44.7,2,44,44,9,2,,,
0221370,Eielson AFB,2018,2022,,3071,414,538,157,115,672,775,332,52,3,0,0,6,7,22.1,1124,1947,1662,13,13,,,
0221810,Ekwok,2018,2022,,51,5,1,8,2,5,6,0,3,5,7,5,4,0,30.5,16,35,34,11,9,,,
0222140,Elfin Cove,2018,2022,,16,0,0,0,0,0,0,0,0,0,0,12,4,0,73.4,0,16,16,16,16,,,
0222250,Elim,2018,2022,,293,20,45,44,38,19,34,40,20,9,14,8,2,0,19.9,134,159,140,16,10,,,
0222910,Emmonak,2018,2022,,1293,171,154,90,94,108,189,170,80,50,47,123,15,2,26.8,480,813,773,162,140,,,
0223460,Ester,2018,2022,,2989,69,155,66,153,105,772,339,528,226,304,267,5,0,38.8,347,2642,2545,544,272,,,
0223720,Eureka Roadhouse,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0223790,Evansville,2018,2022,,27,0,0,0,0,0,10,1,7,1,5,3,0,0,49.6,0,27,27,8,3,,,
0223900,Excursion Inlet,2018,2022,,62,0,0,0,0,0,12,0,23,21,6,0,0,0,53.7,0,62,62,6,0,,,
0224230,Fairbanks,2018,2022,,32496,2755,2517,1881,2000,4193,7042,3395,2767,1367,1055,2348,842,334,28.1,8296,24200,22709,4025,3524,,,
0224660,False Pass,2018,2022,,103,21,6,2,15,7,15,18,0,13,0,6,0,0,32.1,40,63,59,6,6,,,
0225000,Farm Loop,2018,2022,,2561,164,133,183,170,98,303,427,330,231,138,285,87,12,40.9,593,1968,1881,475,384,,,
0224980,Farmers Loop,2018,2022,,4179,223,324,227,351,178,772,558,497,334,316,331,68,0,35.2,1026,3153,3014,554,399,,,
0225220,Ferry,2018,2022,,26,7,0,0,0,0,5,0,0,5,0,4,0,5,56.2,7,19,19,9,9,,,
0225550,Fishhook,2018,2022,,5115,335,392,473,455,220,412,911,466,354,327,605,106,59,39,1481,3634,3328,885,770,,,
0225880,Flat,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0226100,Fort Greely,2018,2022,,158,0,17,0,16,43,40,20,10,0,12,0,0,0,27,33,125,120,12,0,,,
0226760,Fort Yukon,2018,2022,,476,26,29,53,34,11,32,64,55,44,13,73,25,17,43.7,126,350,334,122,115,,,
0226835,Four Mile Road,2018,2022,,5,0,0,0,0,0,0,0,0,0,5,0,0,0,,0,5,5,0,0,,,
0226870,Fox,2018,2022,,195,0,0,0,0,0,0,0,0,134,0,0,0,61,59.7,0,195,195,61,61,,,
0226910,Fox River,2018,2022,,712,114,86,89,31,84,110,51,46,28,26,32,10,5,22,307,405,383,64,47,,,
0227090,Fritz Creek,2018,2022,,2163,136,112,98,95,51,185,326,315,238,165,315,109,18,47.4,408,1755,1718,522,442,,,
0227145,Funny River,2018,2022,,1072,41,0,30,0,46,52,55,158,158,163,343,0,26,57.9,71,1001,1001,441,369,,,
0227420,Gakona,2018,2022,,155,11,14,14,4,0,17,14,5,36,5,29,6,0,50.5,43,112,112,40,35,,,
0227530,Galena,2018,2022,,627,54,58,41,35,48,106,93,76,31,27,32,22,4,32.1,175,452,439,73,58,,,
0227640,Gambell,2018,2022,,426,33,35,36,48,46,74,48,35,14,28,21,8,0,25.8,139,287,266,42,29,,,
0227700,Game Creek,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0228200,Gateway,2018,2022,,6241,563,674,645,366,237,882,1120,681,316,235,367,130,25,33.2,2172,4069,3979,620,522,,,
0228590,Glacier View,2018,2022,,216,19,0,0,5,8,26,44,10,28,9,47,20,0,54.2,24,192,192,71,67,,,
0228740,Glennallen,2018,2022,,522,60,13,54,35,23,109,33,69,73,14,10,20,9,33.6,148,374,355,53,39,,,
0229130,Goldstream,2018,2022,,2798,91,237,95,104,262,118,529,525,301,203,223,110,0,41.7,526,2272,2079,391,333,,,
0229180,Golovin,2018,2022,,185,10,10,24,23,19,13,30,14,13,7,18,4,0,28.8,59,126,113,27,22,,,
0229290,Goodnews Bay,2018,2022,,118,19,13,6,3,4,21,17,13,14,5,3,0,0,32.8,41,77,77,8,3,,,
0230060,Grayling,2018,2022,,210,21,13,26,16,8,28,37,9,10,20,6,11,5,31,69,141,134,28,22,,,
0230500,Gulkana,2018,2022,,69,0,0,8,4,0,6,4,18,3,2,17,7,0,47.1,12,57,57,24,24,,,
0230940,Gustavus,2018,2022,,710,1,7,48,56,14,132,22,153,87,46,87,55,2,48.2,82,628,594,177,144,,,
0231050,Haines,2018,2022,,1762,77,149,233,172,28,98,250,173,93,149,233,95,12,41.3,628,1134,1131,398,340,,,
0231270,Halibut Cove,2018,2022,,211,0,17,37,4,0,30,22,14,10,0,72,0,5,40.7,58,153,153,77,77,,,
0231710,Happy Valley,2018,2022,,748,40,19,60,32,36,38,63,36,60,90,148,94,32,58.5,131,617,586,337,274,,,
0231765,Harding-Birch Lakes,2018,2022,,285,0,0,0,10,0,13,26,70,62,34,70,0,0,59.1,10,275,275,85,70,,,
0232150,Healy,2018,2022,,865,41,22,77,79,60,55,83,177,69,30,151,21,0,48.7,195,670,646,185,172,,,
0232310,Healy Lake,2018,2022,,26,6,0,0,3,0,0,2,4,7,4,0,0,0,52.7,9,17,17,2,0,,,
0232550,Hobart Bay,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0232810,Hollis,2018,2022,,138,0,16,0,0,0,0,0,0,37,13,47,25,0,65.2,16,122,122,85,72,,,
0233030,Holy Cross,2018,2022,,277,18,13,35,35,7,30,34,18,27,29,27,1,3,35,98,179,176,48,31,,,
0233140,Homer,2018,2022,,5623,260,282,347,342,320,737,762,515,367,441,817,287,146,40.8,1061,4562,4306,1509,1250,,,
0233360,Hoonah,2018,2022,,896,37,42,40,16,64,153,74,107,103,69,142,46,3,47,124,772,756,233,191,,,
0233470,Hooper Bay,2018,2022,,801,111,94,79,41,21,129,118,104,30,37,35,2,0,30.2,304,497,467,54,37,,,
0233580,Hope,2018,2022,,133,44,0,0,0,0,18,26,45,0,0,0,0,0,39.4,44,89,89,0,0,,,
0233800,Houston,2018,2022,,1613,69,79,82,93,88,229,149,254,143,158,214,49,6,46.1,282,1331,1270,333,269,,,
0233910,Hughes,2018,2022,,34,0,2,2,0,2,2,0,6,3,1,13,3,0,59,4,30,30,16,16,,,
0234350,Huslia,2018,2022,,182,7,37,16,27,9,12,15,23,5,14,12,5,0,20.8,76,106,90,21,17,,,
0234460,Hydaburg,2018,2022,,328,18,11,19,33,16,46,39,38,13,25,48,18,4,39,74,254,243,85,70,,,
0234570,Hyder,2018,2022,,16,0,0,0,0,0,0,0,0,0,0,16,0,0,,0,16,16,16,16,,,
0234790,Igiugig,2018,2022,,69,2,6,7,14,2,8,11,3,1,5,2,2,6,30.5,19,50,40,15,10,,,
0235120,Iliamna,2018,2022,,28,0,2,1,2,0,2,3,2,5,3,8,0,0,56.5,5,23,23,11,8,,,
0235890,Ivanof Bay,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0236400,Juneau,2018,2022,,32108,1679,1987,1868,1879,1748,4960,4617,4142,2121,2363,3345,1131,268,39,6625,25483,24327,6348,4744,,,
0236540,Kachemak,2018,2022,,787,64,59,60,47,9,107,123,53,48,54,107,50,6,36.9,204,583,557,206,163,,,
0236770,Kake,2018,2022,,473,41,40,26,32,24,60,59,53,26,25,54,27,6,37.3,129,344,326,107,87,,,
0236990,Kaktovik,2018,2022,,201,15,14,16,24,21,28,24,31,5,12,5,6,0,27.8,59,142,132,12,11,,,
0237250,Kalifornsky,2018,2022,,8380,477,374,657,728,486,818,1298,1172,380,767,849,276,98,40.7,1921,6459,5979,1804,1223,,,
0237430,Kaltag,2018,2022,,197,0,13,3,11,34,3,33,44,17,27,12,0,0,45.3,22,175,165,29,12,,,
0237540,Karluk,2018,2022,,27,0,0,0,2,12,0,6,2,0,0,5,0,0,23.8,0,27,25,5,5,,,
0237650,Kasaan,2018,2022,,82,3,11,8,0,0,9,3,7,17,8,14,2,0,54.5,22,60,60,21,16,,,
0237975,Kasigluk,2018,2022,,389,49,39,51,35,21,55,46,25,25,24,11,4,4,24.8,164,225,211,28,19,,,
0238090,Kasilof,2018,2022,,279,0,0,49,0,0,0,128,12,0,0,90,0,0,44.1,49,230,230,90,90,,,
0238420,Kenai,2018,2022,,7477,461,564,540,382,609,1338,881,937,590,313,551,217,94,34.2,1809,5668,5440,1059,862,,,
0238910,Kenny Lake,2018,2022,,222,25,15,29,30,19,0,51,0,0,14,23,16,0,20.6,99,123,104,53,39,,,
0238970,Ketchikan,2018,2022,,8168,424,595,464,467,536,1355,1101,808,623,572,822,286,115,37,1748,6420,6128,1541,1223,,,
0239300,Kiana,2018,2022,,422,38,56,36,41,46,42,44,25,22,20,31,19,2,24.6,153,269,248,64,52,,,
0239410,King Cove,2018,2022,,1108,37,41,75,87,102,109,195,180,101,50,65,36,30,38.2,206,902,844,155,131,,,
0239630,King Salmon,2018,2022,,383,47,16,10,24,22,67,56,37,27,31,32,14,0,36.1,91,292,285,51,46,,,
0239740,Kipnuk,2018,2022,,572,67,66,66,50,28,79,52,60,31,31,28,7,7,25.9,231,341,320,54,42,,,
0239960,Kivalina,2018,2022,,769,85,101,106,57,46,109,89,65,44,24,28,13,2,24.3,335,434,412,58,43,,,
0240400,Klawock,2018,2022,,804,27,63,64,38,31,107,76,130,57,45,99,56,11,44.2,182,622,607,190,166,,,
0240510,Klukwan,2018,2022,,67,1,2,4,8,0,2,17,8,4,5,12,3,1,44.9,15,52,52,19,16,,,
0240670,Knik River,2018,2022,,822,50,68,53,40,55,146,86,84,51,61,121,4,3,35,201,621,605,173,128,,,
0240645,Knik-Fairview,2018,2022,,18619,1443,1623,1634,1325,819,2682,2635,2262,1129,1090,1383,462,132,34.2,5685,12934,12439,2685,1977,,,
0240840,Kobuk,2018,2022,,133,16,26,19,9,11,11,16,16,0,2,2,5,0,18.1,66,67,63,9,7,,,
0240950,Kodiak,2018,2022,,5584,249,332,259,458,472,509,822,702,401,478,573,189,140,41.1,1070,4514,4153,1149,902,,,
0241210,Kodiak Station,2018,2022,,2113,186,296,155,60,308,730,282,52,6,0,38,0,0,25.4,694,1419,1348,38,38,,,
0241280,Kokhanok,2018,2022,,115,18,11,15,1,0,19,30,2,4,2,5,8,0,30.2,44,71,70,15,13,,,
0241500,Koliganek,2018,2022,,234,17,27,38,32,20,19,18,20,9,11,19,2,2,21,97,137,117,30,23,,,
0241610,Kongiganak,2018,2022,,353,42,47,27,30,29,58,31,17,23,24,15,10,0,25.3,134,219,197,38,25,,,
0241720,Kotlik,2018,2022,,1272,217,183,162,95,120,169,85,125,32,34,33,17,0,18.6,616,656,597,62,50,,,
0241830,Kotzebue,2018,2022,,3088,289,274,268,247,159,460,378,406,164,210,156,57,20,31.2,990,2098,1988,350,233,,,
0241940,Koyuk,2018,2022,,300,25,31,36,26,29,47,15,22,17,16,30,6,0,26,112,188,176,41,36,,,
0242050,Koyukuk,2018,2022,,74,0,0,4,6,3,6,9,13,0,19,10,0,4,52.3,4,70,64,29,14,,,
0242160,Kupreanof,2018,2022,,10,0,0,0,0,0,0,0,0,0,0,8,2,0,71.3,0,10,10,10,10,,,
0242380,Kwethluk,2018,2022,,561,71,63,41,53,56,86,49,58,35,29,8,7,5,24.7,220,341,327,38,20,,,
0242490,Kwigillingok,2018,2022,,589,76,50,72,56,47,69,54,46,39,38,16,15,11,24.4,242,347,323,67,42,,,
0242805,Lake Louise,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0242820,Lake Minchumina,2018,2022,,14,0,0,0,0,0,0,0,0,2,5,4,3,0,64.5,0,14,14,12,7,,,
0243040,Larsen Bay,2018,2022,,46,2,2,2,0,2,10,2,2,10,2,6,6,0,55.3,6,40,40,14,12,,,
0243260,Lazy Mountain,2018,2022,,1639,87,65,147,132,146,140,159,212,133,174,181,56,7,41.2,369,1270,1189,314,244,,,
0243810,Levelock,2018,2022,,28,3,2,3,0,6,1,10,1,2,0,0,0,0,27,8,20,20,0,0,,,
0244030,Lime Village,2018,2022,,9,0,0,0,0,2,2,0,3,0,0,2,0,0,53.2,0,9,9,2,2,,,
0244580,Livengood,2018,2022,,13,0,0,0,0,0,0,0,0,2,11,0,0,0,60.9,0,13,13,0,0,,,
0245020,Loring,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0245295,Lowell Point,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0245460,Lower Kalskag,2018,2022,,261,36,43,25,17,6,40,28,16,11,15,19,5,0,26.9,110,151,138,35,24,,,
0245700,Lutak,2018,2022,,12,0,0,0,0,0,0,0,0,0,0,0,12,0,,0,12,12,12,12,,,
0246780,Manley Hot Springs,2018,2022,,17,0,0,0,0,0,0,0,8,3,6,0,0,0,55.5,0,17,17,1,0,,,
0246890,Manokotak,2018,2022,,629,58,66,43,54,51,106,56,57,34,16,64,24,0,28.5,202,427,401,95,88,,,
0247000,Marshall,2018,2022,,215,40,16,41,16,11,40,7,14,13,9,8,0,0,17.8,110,105,98,11,8,,,
0245790,McCarthy,2018,2022,,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,2,2,0,0,,,
0246010,McGrath,2018,2022,,226,11,9,24,12,13,30,20,19,18,9,53,7,1,42.7,56,170,165,66,61,,,
0247735,Meadow Lakes,2018,2022,,8773,375,776,723,609,590,1140,1098,1053,622,592,845,291,59,36.9,2263,6510,6149,1587,1195,,,
0247990,Mekoryuk,2018,2022,,315,28,26,29,12,5,36,21,29,50,36,24,19,0,46.2,91,224,219,56,43,,,
0248200,Mendeltna,2018,2022,,89,0,0,0,0,0,0,14,40,0,15,20,0,0,53.4,0,89,89,35,20,,,
0248540,Mentasta Lake,2018,2022,,165,16,26,13,6,12,21,3,11,8,18,29,2,0,26.7,55,110,101,49,31,,,
0248590,Mertarvik,2018,2022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,
0248870,Metlakatla,2018,2022,,1437,65,100,126,105,78,173,174,157,139,94,158,56,12,38.6,358,1079,1041,292,226,,,
0249200,Mill Bay,2018,2022,,3617,307,394,310,85,67,549,726,311,243,256,228,102,39,35.4,1011,2606,2514,543,369,,,
0249530,Minto,2018,2022,,113,3,21,7,21,5,18,15,2,14,2,5,0,0,24.8,42,71,59,7,5,,,
