fips_code,name,grid_id,grid_name,capacity_mw,fuel_type_code,fuel_type_name,year
0223460,Ester,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0223460,Ester,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0223460,Ester,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0223460,Ester,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0223720,Eureka Roadhouse,,,,,,
0223790,Evansville,7,Bettles Grid,0.6,DFO,Distillate Fuel Oil,2021
0223900,Excursion Inlet,,,,,,
0224230,Fairbanks,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0224230,Fairbanks,215,Railbelt Grid,44.5,WND,Wind,2021
0224230,Fairbanks,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0224230,Fairbanks,215,Railbelt Grid,1.9,SUN,Solar,2021
0224230,Fairbanks,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0224230,Fairbanks,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0224230,Fairbanks,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0224230,Fairbanks,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0224230,Fairbanks,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0224230,Fairbanks,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0224660,False Pass,113,False Pass Grid,,,,
0225000,Farm Loop,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0225000,Farm Loop,215,Railbelt Grid,44.5,WND,Wind,2021
0225000,Farm Loop,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0225000,Farm Loop,215,Railbelt Grid,1.9,SUN,Solar,2021
0225000,Farm Loop,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0225000,Farm Loop,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0225000,Farm Loop,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0225000,Farm Loop,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0225000,Farm Loop,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0225000,Farm Loop,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0224980,Farmers Loop,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0224980,Farmers Loop,215,Railbelt Grid,44.5,WND,Wind,2021
0224980,Farmers Loop,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0224980,Farmers Loop,215,Railbelt Grid,1.9,SUN,Solar,2021
0224980,Farmers Loop,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0224980,Farmers Loop,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0224980,Farmers Loop,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0224980,Farmers Loop,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0224980,Farmers Loop,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0224980,Farmers Loop,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0225220,Ferry,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0225220,Ferry,215,Railbelt Grid,44.5,WND,Wind,2021
0225220,Ferry,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0225220,Ferry,215,Railbelt Grid,1.9,SUN,Solar,2021
0225220,Ferry,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0225220,Ferry,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0225220,Ferry,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0225220,Ferry,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0225220,Ferry,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0225220,Ferry,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0225550,Fishhook,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0225550,Fishhook,215,Railbelt Grid,44.5,WND,Wind,2021
0225550,Fishhook,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0225550,Fishhook,215,Railbelt Grid,1.9,SUN,Solar,2021
0225550,Fishhook,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0225550,Fishhook,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0225550,Fishhook,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0225550,Fishhook,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0225550,Fishhook,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0225550,Fishhook,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0225880,Flat,,,,,,
0226100,Fort Greely,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0226100,Fort Greely,215,Railbelt Grid,44.5,WND,Wind,2021
0226100,Fort Greely,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0226100,Fort Greely,215,Railbelt Grid,1.9,SUN,Solar,2021
0226100,Fort Greely,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0226100,Fort Greely,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0226100,Fort Greely,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0226100,Fort Greely,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0226100,Fort Greely,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0226100,Fort Greely,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0226760,Fort Yukon,119,Fort Yukon Grid,2.8,DFO,Distillate Fuel Oil,2021
0226835,Four Mile Road,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0226835,Four Mile Road,215,Railbelt Grid,44.5,WND,Wind,2021
0226835,Four Mile Road,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0226835,Four Mile Road,215,Railbelt Grid,1.9,SUN,Solar,2021
0226835,Four Mile Road,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0226835,Four Mile Road,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0226835,Four Mile Road,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0226835,Four Mile Road,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0226835,Four Mile Road,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0226835,Four Mile Road,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0226870,Fox,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0226870,Fox,215,Railbelt Grid,44.5,WND,Wind,2021
0226870,Fox,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0226870,Fox,215,Railbelt Grid,1.9,SUN,Solar,2021
0226870,Fox,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0226870,Fox,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0226870,Fox,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0226870,Fox,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0226870,Fox,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0226870,Fox,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0226910,Fox River,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0226910,Fox River,215,Railbelt Grid,44.5,WND,Wind,2021
0226910,Fox River,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0226910,Fox River,215,Railbelt Grid,1.9,SUN,Solar,2021
0226910,Fox River,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0226910,Fox River,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0226910,Fox River,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0226910,Fox River,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0226910,Fox River,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0226910,Fox River,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0227090,Fritz Creek,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0227090,Fritz Creek,215,Railbelt Grid,44.5,WND,Wind,2021
0227090,Fritz Creek,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0227090,Fritz Creek,215,Railbelt Grid,1.9,SUN,Solar,2021
0227090,Fritz Creek,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0227090,Fritz Creek,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0227090,Fritz Creek,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0227090,Fritz Creek,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0227090,Fritz Creek,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0227090,Fritz Creek,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0227145,Funny River,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0227145,Funny River,215,Railbelt Grid,44.5,WND,Wind,2021
0227145,Funny River,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0227145,Funny River,215,Railbelt Grid,1.9,SUN,Solar,2021
0227145,Funny River,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0227145,Funny River,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0227145,Funny River,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0227145,Funny River,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0227145,Funny River,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0227145,Funny River,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0227420,Gakona,,,,,,
0227530,Galena,115,Galena Grid,3.9,DFO,Distillate Fuel Oil,2021
0227640,Gambell,46,Gambell Grid,0.3,WND,Wind,2021
0227640,Gambell,46,Gambell Grid,2.0,DFO,Distillate Fuel Oil,2021
0227700,Game Creek,,,,,,
0228200,Gateway,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0228200,Gateway,215,Railbelt Grid,44.5,WND,Wind,2021
0228200,Gateway,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0228200,Gateway,215,Railbelt Grid,1.9,SUN,Solar,2021
0228200,Gateway,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0228200,Gateway,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0228200,Gateway,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0228200,Gateway,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0228200,Gateway,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0228200,Gateway,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0228590,Glacier View,216,Copper Valley Grid,5.3,WO,Waste Oil,2021
0228590,Glacier View,216,Copper Valley Grid,18.5,WAT,Water at Hydroelectric Turbine,2021
0228590,Glacier View,216,Copper Valley Grid,17.8,DFO,Distillate Fuel Oil,2021
0228740,Glennallen,216,Copper Valley Grid,5.3,WO,Waste Oil,2021
0228740,Glennallen,216,Copper Valley Grid,18.5,WAT,Water at Hydroelectric Turbine,2021
0228740,Glennallen,216,Copper Valley Grid,17.8,DFO,Distillate Fuel Oil,2021
0229130,Goldstream,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0229130,Goldstream,215,Railbelt Grid,44.5,WND,Wind,2021
0229130,Goldstream,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0229130,Goldstream,215,Railbelt Grid,1.9,SUN,Solar,2021
0229130,Goldstream,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0229130,Goldstream,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0229130,Goldstream,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0229130,Goldstream,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0229130,Goldstream,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0229130,Goldstream,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0229180,Golovin,117,Golovin Grid,0.7,DFO,Distillate Fuel Oil,2021
0229290,Goodnews Bay,47,Goodnews Bay Grid,0.6,DFO,Distillate Fuel Oil,2021
0230060,Grayling,48,Grayling Grid,0.4,DFO,Distillate Fuel Oil,2021
0230500,Gulkana,216,Copper Valley Grid,5.3,WO,Waste Oil,2021
0230500,Gulkana,216,Copper Valley Grid,18.5,WAT,Water at Hydroelectric Turbine,2021
0230500,Gulkana,216,Copper Valley Grid,17.8,DFO,Distillate Fuel Oil,2021
0230940,Gustavus,118,Gustavus Grid,0.8,WAT,Water at Hydroelectric Turbine,2021
0230940,Gustavus,118,Gustavus Grid,1.4,DFO,Distillate Fuel Oil,2021
0231050,Haines,32,Upper Lynn Canal Grid,9.8,WAT,Water at Hydroelectric Turbine,2021
0231050,Haines,32,Upper Lynn Canal Grid,14.9,DFO,Distillate Fuel Oil,2021
0231270,Halibut Cove,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0231270,Halibut Cove,215,Railbelt Grid,44.5,WND,Wind,2021
0231270,Halibut Cove,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0231270,Halibut Cove,215,Railbelt Grid,1.9,SUN,Solar,2021
0231270,Halibut Cove,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0231270,Halibut Cove,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0231270,Halibut Cove,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0231270,Halibut Cove,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0231270,Halibut Cove,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0231270,Halibut Cove,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0231710,Happy Valley,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0231710,Happy Valley,215,Railbelt Grid,44.5,WND,Wind,2021
0231710,Happy Valley,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0231710,Happy Valley,215,Railbelt Grid,1.9,SUN,Solar,2021
0231710,Happy Valley,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0231710,Happy Valley,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0231710,Happy Valley,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0231710,Happy Valley,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0231710,Happy Valley,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0231710,Happy Valley,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0231765,Harding-Birch Lakes,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0231765,Harding-Birch Lakes,215,Railbelt Grid,44.5,WND,Wind,2021
0231765,Harding-Birch Lakes,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0231765,Harding-Birch Lakes,215,Railbelt Grid,1.9,SUN,Solar,2021
0231765,Harding-Birch Lakes,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0231765,Harding-Birch Lakes,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0231765,Harding-Birch Lakes,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0231765,Harding-Birch Lakes,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0231765,Harding-Birch Lakes,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0231765,Harding-Birch Lakes,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0232150,Healy,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0232150,Healy,215,Railbelt Grid,44.5,WND,Wind,2021
0232150,Healy,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0232150,Healy,215,Railbelt Grid,1.9,SUN,Solar,2021
0232150,Healy,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0232150,Healy,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0232150,Healy,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0232150,Healy,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0232150,Healy,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0232150,Healy,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0232310,Healy Lake,11,Healy Lake Grid,0.1,DFO,Distillate Fuel Oil,2021
0232550,Hobart Bay,,,,,,
0232810,Hollis,23,Prince of Wales Island Grid,11.5,WAT,Water at Hydroelectric Turbine,2021
0232810,Hollis,23,Prince of Wales Island Grid,15.1,DFO,Distillate Fuel Oil,2021
0233030,Holy Cross,49,Holy Cross Grid,0.6,DFO,Distillate Fuel Oil,2021
0233140,Homer,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0233140,Homer,215,Railbelt Grid,44.5,WND,Wind,2021
0233140,Homer,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0233140,Homer,215,Railbelt Grid,1.9,SUN,Solar,2021
0233140,Homer,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0233140,Homer,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0233140,Homer,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0233140,Homer,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0233140,Homer,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0233140,Homer,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0233360,Hoonah,128,Hoonah Grid,0.5,WAT,Water at Hydroelectric Turbine,2021
0233360,Hoonah,128,Hoonah Grid,2.0,DFO,Distillate Fuel Oil,2021
0233470,Hooper Bay,50,Hooper Bay Grid,0.3,WND,Wind,2021
0233470,Hooper Bay,50,Hooper Bay Grid,2.2,DFO,Distillate Fuel Oil,2021
0233580,Hope,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0233580,Hope,215,Railbelt Grid,44.5,WND,Wind,2021
0233580,Hope,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0233580,Hope,215,Railbelt Grid,1.9,SUN,Solar,2021
0233580,Hope,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0233580,Hope,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0233580,Hope,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0233580,Hope,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0233580,Hope,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0233580,Hope,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0233800,Houston,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0233800,Houston,215,Railbelt Grid,44.5,WND,Wind,2021
0233800,Houston,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0233800,Houston,215,Railbelt Grid,1.9,SUN,Solar,2021
0233800,Houston,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0233800,Houston,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0233800,Houston,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0233800,Houston,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0233800,Houston,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0233800,Houston,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0233910,Hughes,120,Hughes Grid,0.1,SUN,Solar,2021
0233910,Hughes,120,Hughes Grid,0.3,MWH,Electricity used for Energy Storage,2021
0233910,Hughes,120,Hughes Grid,0.4,DFO,Distillate Fuel Oil,2021
0234350,Huslia,51,Huslia Grid,0.8,DFO,Distillate Fuel Oil,2021
0234460,Hydaburg,23,Prince of Wales Island Grid,11.5,WAT,Water at Hydroelectric Turbine,2021
0234460,Hydaburg,23,Prince of Wales Island Grid,15.1,DFO,Distillate Fuel Oil,2021
0234570,Hyder,,,,,,
0234790,Igiugig,121,Igiugig Grid,0.0,WAT,Water at Hydroelectric Turbine,2021
0234790,Igiugig,121,Igiugig Grid,0.1,MWH,Electricity used for Energy Storage,2021
0234790,Igiugig,121,Igiugig Grid,0.2,DFO,Distillate Fuel Oil,2021
0235120,Iliamna,123,Newhalen Grid,0.8,WAT,Water at Hydroelectric Turbine,2021
0235120,Iliamna,123,Newhalen Grid,0.9,DFO,Distillate Fuel Oil,2021
0235890,Ivanof Bay,,,,,,
0236400,Juneau,222,Juneau Grid,106.6,WAT,Water at Hydroelectric Turbine,2021
0236400,Juneau,222,Juneau Grid,147.7,DFO,Distillate Fuel Oil,2021
0236540,Kachemak,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0236540,Kachemak,215,Railbelt Grid,44.5,WND,Wind,2021
0236540,Kachemak,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0236540,Kachemak,215,Railbelt Grid,1.9,SUN,Solar,2021
0236540,Kachemak,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0236540,Kachemak,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0236540,Kachemak,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0236540,Kachemak,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0236540,Kachemak,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0236540,Kachemak,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0236770,Kake,129,Kake Grid,0.5,WAT,Water at Hydroelectric Turbine,2021
0236770,Kake,129,Kake Grid,3.1,DFO,Distillate Fuel Oil,2021
0236990,Kaktovik,162,Kaktovik Grid,2.6,DFO,Distillate Fuel Oil,2021
0237250,Kalifornsky,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0237250,Kalifornsky,215,Railbelt Grid,44.5,WND,Wind,2021
0237250,Kalifornsky,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0237250,Kalifornsky,215,Railbelt Grid,1.9,SUN,Solar,2021
0237250,Kalifornsky,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0237250,Kalifornsky,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0237250,Kalifornsky,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0237250,Kalifornsky,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0237250,Kalifornsky,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0237250,Kalifornsky,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0237430,Kaltag,54,Kaltag Grid,0.0,SUN,Solar,2021
0237430,Kaltag,54,Kaltag Grid,0.8,DFO,Distillate Fuel Oil,2021
0237540,Karluk,92,Karluk Grid,0.2,DFO,Distillate Fuel Oil,2021
0237650,Kasaan,23,Prince of Wales Island Grid,11.5,WAT,Water at Hydroelectric Turbine,2021
0237650,Kasaan,23,Prince of Wales Island Grid,15.1,DFO,Distillate Fuel Oil,2021
0237975,Kasigluk,55,Kasigluk Grid,0.3,WND,Wind,2021
0237975,Kasigluk,55,Kasigluk Grid,3.0,DFO,Distillate Fuel Oil,2021
0238090,Kasilof,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0238090,Kasilof,215,Railbelt Grid,44.5,WND,Wind,2021
0238090,Kasilof,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0238090,Kasilof,215,Railbelt Grid,1.9,SUN,Solar,2021
0238090,Kasilof,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0238090,Kasilof,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0238090,Kasilof,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0238090,Kasilof,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0238090,Kasilof,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0238090,Kasilof,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0238420,Kenai,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0238420,Kenai,215,Railbelt Grid,44.5,WND,Wind,2021
0238420,Kenai,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0238420,Kenai,215,Railbelt Grid,1.9,SUN,Solar,2021
0238420,Kenai,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0238420,Kenai,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0238420,Kenai,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0238420,Kenai,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0238420,Kenai,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0238420,Kenai,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0238910,Kenny Lake,216,Copper Valley Grid,5.3,WO,Waste Oil,2021
0238910,Kenny Lake,216,Copper Valley Grid,18.5,WAT,Water at Hydroelectric Turbine,2021
0238910,Kenny Lake,216,Copper Valley Grid,17.8,DFO,Distillate Fuel Oil,2021
0238970,Ketchikan,217,SEAPA Grid,63.3,WAT,Water at Hydroelectric Turbine,2021
0238970,Ketchikan,217,SEAPA Grid,47.3,DFO,Distillate Fuel Oil,2021
0239300,Kiana,57,Kiana Grid,1.2,DFO,Distillate Fuel Oil,2021
0239410,King Cove,131,King Cove Grid,1.2,WAT,Water at Hydroelectric Turbine,2021
0239410,King Cove,131,King Cove Grid,1.8,DFO,Distillate Fuel Oil,2021
0239630,King Salmon,150,Naknek Grid,16.5,DFO,Distillate Fuel Oil,2021
0239740,Kipnuk,132,Kipnuk Grid,0.6,WND,Wind,2021
0239740,Kipnuk,132,Kipnuk Grid,1.4,DFO,Distillate Fuel Oil,2021
0239960,Kivalina,58,Kivalina Grid,1.1,DFO,Distillate Fuel Oil,2021
0240400,Klawock,23,Prince of Wales Island Grid,11.5,WAT,Water at Hydroelectric Turbine,2021
0240400,Klawock,23,Prince of Wales Island Grid,15.1,DFO,Distillate Fuel Oil,2021
0240510,Klukwan,32,Upper Lynn Canal Grid,9.8,WAT,Water at Hydroelectric Turbine,2021
0240510,Klukwan,32,Upper Lynn Canal Grid,14.9,DFO,Distillate Fuel Oil,2021
0240670,Knik River,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0240670,Knik River,215,Railbelt Grid,44.5,WND,Wind,2021
0240670,Knik River,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0240670,Knik River,215,Railbelt Grid,1.9,SUN,Solar,2021
0240670,Knik River,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0240670,Knik River,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0240670,Knik River,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0240670,Knik River,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0240670,Knik River,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
0240670,Knik River,215,Railbelt Grid,231.9,DFO,Distillate Fuel Oil,2021
0240645,Knik-Fairview,215,Railbelt Grid,60.0,WO,Waste Oil,2021
0240645,Knik-Fairview,215,Railbelt Grid,44.5,WND,Wind,2021
0240645,Knik-Fairview,215,Railbelt Grid,191.6,WAT,Water at Hydroelectric Turbine,2021
0240645,Knik-Fairview,215,Railbelt Grid,1.9,SUN,Solar,2021
0240645,Knik-Fairview,215,Railbelt Grid,104.8,SUB,Subbituminous Coal,2021
0240645,Knik-Fairview,215,Railbelt Grid,1403.7,NG,Natural Gas,2021
0240645,Knik-Fairview,215,Railbelt Grid,89.5,MWH,Electricity used for Energy Storage,2021
0240645,Knik-Fairview,215,Railbelt Grid,90.0,LIG,Lignite Coal,2021
0240645,Knik-Fairview,215,Railbelt Grid,11.5,LFG,Landfill Gas,2021
