fips_code,name,grid,capacity_mw,fuel_type,year
0277140,Thorne Bay,Prince of Wales Island Grid,15.1,Distillate Fuel Oil,2021
0277690,Togiak,Togiak Grid,2.6,Distillate Fuel Oil,2021
0277800,Tok,Tok Grid,5.2,Distillate Fuel Oil,2021
0278240,Toksook Bay,Toksook Bay Grid,0.1,Wind,2021
0278240,Toksook Bay,Toksook Bay Grid,2.7,Distillate Fuel Oil,2021
0278297,Tolsona,Copper Valley Grid,5.3,Waste Oil,2021
0278297,Tolsona,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0278297,Tolsona,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0278350,Tonsina,,,,
0278680,Trapper Creek,Railbelt Grid,60.0,Waste Oil,2021
0278680,Trapper Creek,Railbelt Grid,44.5,Wind,2021
0278680,Trapper Creek,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0278680,Trapper Creek,Railbelt Grid,1.9,Solar,2021
0278680,Trapper Creek,Railbelt Grid,104.8,Subbituminous Coal,2021
0278680,Trapper Creek,Railbelt Grid,1403.7,Natural Gas,2021
0278680,Trapper Creek,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0278680,Trapper Creek,Railbelt Grid,90.0,Lignite Coal,2021
0278680,Trapper Creek,Railbelt Grid,11.5,Landfill Gas,2021
0278680,Trapper Creek,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0278790,Tuluksak,Tuluksak Grid,0.5,Distillate Fuel Oil,2021
0279120,Tuntutuliak,Tuntutuliak Grid,0.5,Wind,2021
0279120,Tuntutuliak,Tuntutuliak Grid,0.3,Electricity used for Energy Storage,2021
0279120,Tuntutuliak,Tuntutuliak Grid,1.7,Distillate Fuel Oil,2021
0279230,Tununak,Toksook Bay Grid,0.1,Wind,2021
0279230,Tununak,Toksook Bay Grid,2.7,Distillate Fuel Oil,2021
0279780,Twin Hills,Togiak Grid,2.6,Distillate Fuel Oil,2021
0279830,Two Rivers,Railbelt Grid,60.0,Waste Oil,2021
0279830,Two Rivers,Railbelt Grid,44.5,Wind,2021
0279830,Two Rivers,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0279830,Two Rivers,Railbelt Grid,1.9,Solar,2021
0279830,Two Rivers,Railbelt Grid,104.8,Subbituminous Coal,2021
0279830,Two Rivers,Railbelt Grid,1403.7,Natural Gas,2021
0279830,Two Rivers,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0279830,Two Rivers,Railbelt Grid,90.0,Lignite Coal,2021
0279830,Two Rivers,Railbelt Grid,11.5,Landfill Gas,2021
0279830,Two Rivers,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0279890,Tyonek,Railbelt Grid,60.0,Waste Oil,2021
0279890,Tyonek,Railbelt Grid,44.5,Wind,2021
0279890,Tyonek,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0279890,Tyonek,Railbelt Grid,1.9,Solar,2021
0279890,Tyonek,Railbelt Grid,104.8,Subbituminous Coal,2021
0279890,Tyonek,Railbelt Grid,1403.7,Natural Gas,2021
0279890,Tyonek,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0279890,Tyonek,Railbelt Grid,90.0,Lignite Coal,2021
0279890,Tyonek,Railbelt Grid,11.5,Landfill Gas,2021
0279890,Tyonek,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0280100,Ugashik,,,,
0280660,Unalakleet,Unalakleet Grid,0.6,Wind,2021
0280660,Unalakleet,Unalakleet Grid,1.9,Distillate Fuel Oil,2021
0280770,Unalaska,Unalaska Grid,0.2,Waste Heat,2021
0280770,Unalaska,Unalaska Grid,47.1,Distillate Fuel Oil,2021
0281320,Upper Kalskag,Upper Kalskag Grid,1.1,Distillate Fuel Oil,2021
0281920,Utqiagvik,Utqiagvik Grid,20.3,Natural Gas,2021
0282200,Valdez,Copper Valley Grid,5.3,Waste Oil,2021
0282200,Valdez,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0282200,Valdez,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0282420,Venetie,Venetie Grid,0.5,Distillate Fuel Oil,2021
0282750,Wainwright,Wainwright Grid,3.0,Distillate Fuel Oil,2021
0282860,Wales,Wales Grid,0.5,Distillate Fuel Oil,2021
0283080,Wasilla,Railbelt Grid,60.0,Waste Oil,2021
0283080,Wasilla,Railbelt Grid,44.5,Wind,2021
0283080,Wasilla,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0283080,Wasilla,Railbelt Grid,1.9,Solar,2021
0283080,Wasilla,Railbelt Grid,104.8,Subbituminous Coal,2021
0283080,Wasilla,Railbelt Grid,1403.7,Natural Gas,2021
0283080,Wasilla,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0283080,Wasilla,Railbelt Grid,90.0,Lignite Coal,2021
0283080,Wasilla,Railbelt Grid,11.5,Landfill Gas,2021
0283080,Wasilla,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0284000,Whale Pass,Whale Pass Grid,0.6,Distillate Fuel Oil,2021
0284070,White Mountain,White Mountain Grid,0.4,Distillate Fuel Oil,2021
0284120,Whitestone,Railbelt Grid,60.0,Waste Oil,2021
0284120,Whitestone,Railbelt Grid,44.5,Wind,2021
0284120,Whitestone,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0284120,Whitestone,Railbelt Grid,1.9,Solar,2021
0284120,Whitestone,Railbelt Grid,104.8,Subbituminous Coal,2021
0284120,Whitestone,Railbelt Grid,1403.7,Natural Gas,2021
0284120,Whitestone,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0284120,Whitestone,Railbelt Grid,90.0,Lignite Coal,2021
0284120,Whitestone,Railbelt Grid,11.5,Landfill Gas,2021
0284120,Whitestone,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0284200,Whitestone Logging Camp,,,,
0284510,Whittier,Railbelt Grid,60.0,Waste Oil,2021
0284510,Whittier,Railbelt Grid,44.5,Wind,2021
0284510,Whittier,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0284510,Whittier,Railbelt Grid,1.9,Solar,2021
0284510,Whittier,Railbelt Grid,104.8,Subbituminous Coal,2021
0284510,Whittier,Railbelt Grid,1403.7,Natural Gas,2021
0284510,Whittier,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0284510,Whittier,Railbelt Grid,90.0,Lignite Coal,2021
0284510,Whittier,Railbelt Grid,11.5,Landfill Gas,2021
0284510,Whittier,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0285280,Willow,Railbelt Grid,60.0,Waste Oil,2021
0285280,Willow,Railbelt Grid,44.5,Wind,2021
0285280,Willow,Railbelt Grid,191.6,Water at Hydroelectric Turbine,2021
0285280,Willow,Railbelt Grid,1.9,Solar,2021
0285280,Willow,Railbelt Grid,104.8,Subbituminous Coal,2021
0285280,Willow,Railbelt Grid,1403.7,Natural Gas,2021
0285280,Willow,Railbelt Grid,89.5,Electricity used for Energy Storage,2021
0285280,Willow,Railbelt Grid,90.0,Lignite Coal,2021
0285280,Willow,Railbelt Grid,11.5,Landfill Gas,2021
0285280,Willow,Railbelt Grid,231.9,Distillate Fuel Oil,2021
0285290,Willow Creek,Copper Valley Grid,5.3,Waste Oil,2021
0285290,Willow Creek,Copper Valley Grid,18.5,Water at Hydroelectric Turbine,2021
0285290,Willow Creek,Copper Valley Grid,17.8,Distillate Fuel Oil,2021
0285610,Wiseman,,,,
0285680,Womens Bay,Kodiak Grid,9.0,Wind,2021
0285680,Womens Bay,Kodiak Grid,33.6,Water at Hydroelectric Turbine,2021
0285680,Womens Bay,Kodiak Grid,5.0,Electricity used for Energy Storage,2021
0285680,Womens Bay,Kodiak Grid,37.2,Distillate Fuel Oil,2021
0286380,Wrangell,SEAPA Grid,63.3,Water at Hydroelectric Turbine,2021
0286380,Wrangell,SEAPA Grid,47.3,Distillate Fuel Oil,2021
0286490,Yakutat,Yakutat Grid,4.2,Distillate Fuel Oil,2021
