year,price,units,duoarea,area_name,process,process_name,series,series_description
1996,2.32,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1996,6.34,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1996,3.42,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1996,4.34,$/MCF,NUS,U.S.,PDV,Vehicle Fuel Price,NA1570_NUS_3,U.S. Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet)
1995,2.78,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1995,1.67,$/MCF,SAK,USA-AK,PG1,City Gate Price,N3050AK3,Natural Gas Citygate Price in Alaska (Dollars per Thousand Cubic Feet)
1995,1.49,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1995,1.24,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1995,5.05,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1995,2.27,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1995,6.06,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1995,3.63,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1995,3.98,$/MCF,NUS,U.S.,PDV,Vehicle Fuel Price,NA1570_NUS_3,U.S. Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet)
1994,3.07,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1994,1.62,$/MCF,SAK,USA-AK,PG1,City Gate Price,N3050AK3,Natural Gas Citygate Price in Alaska (Dollars per Thousand Cubic Feet)
1994,1.7,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1994,1.11,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1994,5.44,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1994,2.48,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1994,6.41,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1994,3.6,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1994,4.11,$/MCF,NUS,U.S.,PDV,Vehicle Fuel Price,NA1570_NUS_3,U.S. Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet)
1993,3.21,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1993,0.33,$/MCF,SAK,USA-AK,PG1,City Gate Price,N3050AK3,Natural Gas Citygate Price in Alaska (Dollars per Thousand Cubic Feet)
1993,1.97,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1993,1.11,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1993,5.22,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1993,2.78,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1993,6.16,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1993,3.96,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1993,4.27,$/MCF,NUS,U.S.,PDV,Vehicle Fuel Price,NA1570_NUS_3,U.S. Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet)
1992,3.01,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1992,0.34,$/MCF,SAK,USA-AK,PG1,City Gate Price,N3050AK3,Natural Gas Citygate Price in Alaska (Dollars per Thousand Cubic Feet)
1992,2.07,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1992,1.12,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1992,4.88,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1992,2.64,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1992,5.89,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1992,3.79,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1992,4.05,$/MCF,NUS,U.S.,PDV,Vehicle Fuel Price,NA1570_NUS_3,U.S. Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet)
1991,2.9,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1991,0.32,$/MCF,SAK,USA-AK,PG1,City Gate Price,N3050AK3,Natural Gas Citygate Price in Alaska (Dollars per Thousand Cubic Feet)
1991,1.87,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1991,1.32,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1991,4.81,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1991,2.89,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1991,5.82,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1991,4.18,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1991,3.96,$/MCF,NUS,U.S.,PDV,Vehicle Fuel Price,NA1570_NUS_3,U.S. Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet)
1990,3.03,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1990,0.34,$/MCF,SAK,USA-AK,PG1,City Gate Price,N3050AK3,Natural Gas Citygate Price in Alaska (Dollars per Thousand Cubic Feet)
1990,1.95,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1990,1.08,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1990,4.83,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1990,2.63,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1990,5.8,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1990,3.79,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1990,3.39,$/MCF,NUS,U.S.,PDV,Vehicle Fuel Price,NA1570_NUS_3,U.S. Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet)
1989,3.01,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1989,0.33,$/MCF,SAK,USA-AK,PG1,City Gate Price,N3050AK3,Natural Gas Citygate Price in Alaska (Dollars per Thousand Cubic Feet)
1989,2.01,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1989,1.13,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1989,4.74,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1989,2.57,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1989,5.64,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1989,3.63,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1989,4.17,$/MCF,NUS,U.S.,PDV,Vehicle Fuel Price,NA1570_NUS_3,U.S. Natural Gas Vehicle Fuel Price (Dollars per Thousand Cubic Feet)
1988,2.92,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1988,0.33,$/MCF,SAK,USA-AK,PG1,City Gate Price,N3050AK3,Natural Gas Citygate Price in Alaska (Dollars per Thousand Cubic Feet)
1988,2.1,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1988,1.01,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1988,4.63,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1988,2.6,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1988,5.47,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1988,3.46,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1987,2.87,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1987,2.17,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1987,0.65,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1987,4.77,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1987,2.41,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1987,5.54,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1987,3.21,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1986,3.22,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1986,2.52,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1986,0.61,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1986,5.08,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1986,2.53,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1986,5.83,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1986,3.25,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1985,3.75,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1985,2.92,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1985,0.63,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1985,5.5,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1985,2.36,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1985,6.12,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1985,2.81,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1984,3.95,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1984,3.04,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1984,0.61,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1984,5.55,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1984,2.07,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1984,6.12,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1984,2.49,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1983,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1983,3.15,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1983,0.86,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1983,5.59,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1983,1.94,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1983,6.06,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1983,2.33,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1982,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1982,2.97,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1982,0.6,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1982,4.82,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1982,1.59,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1982,5.17,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1982,1.79,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1981,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1981,2.39,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1981,1.13,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1981,4,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1981,1.4,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1981,4.29,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1981,1.95,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1980,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1980,1.85,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1980,0.73,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1980,3.39,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1980,1.06,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1980,3.68,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1980,1.73,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1979,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1979,1.32,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1979,0.14,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1979,2.73,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1979,1.03,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1979,2.98,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1979,1.71,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1978,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1978,0.9,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1978,0.5,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1978,2.23,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1978,1.32,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1978,2.56,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1978,1.76,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1977,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1977,0.77,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1977,0.58,$/MCF,SAK,USA-AK,PGP,Pipeline Fuel Consumption (Price),NA1480_SAK_3,Alaska Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
1977,2.04,$/MCF,NUS,U.S.,PCS,Price Delivered to Commercial Sectors,N3020US3,U.S. Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1977,1.34,$/MCF,SAK,USA-AK,PCS,Price Delivered to Commercial Sectors,N3020AK3,Alaska Price of Natural Gas Sold to Commercial Consumers (Dollars per Thousand Cubic Feet)
1977,2.35,$/MCF,NUS,U.S.,PRS,Price Delivered to Residential Consumers,N3010US3,U.S. Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1977,1.71,$/MCF,SAK,USA-AK,PRS,Price Delivered to Residential Consumers,N3010AK3,Alaska Price of Natural Gas Delivered to Residential Consumers (Dollars per Thousand Cubic Feet)
1976,,$/MCF,NUS,U.S.,PG1,City Gate Price,N3050US3,U.S. Natural Gas Citygate Price (Dollars per Thousand Cubic Feet)
1976,0.51,$/MCF,NUS,U.S.,PGP,Pipeline Fuel Consumption (Price),NA1480_NUS_3,U.S. Natural Gas Pipeline and Distribution Use Price (Dollars per Thousand Cubic Feet)
