community_fips_code,e_per_capita_income,m_per_capita_income,e_pop_below_poverty,m_pop_below_poverty,e_pop_of_poverty_det,m_pop_of_poverty_det,start_year,end_year
0233470,9321,1143,512,75,1106,86,2012,2016
0233470,8832,1402,542,81,1145,90,2013,2017
0233470,8037,2307,551,107,1098,122,2014,2018
0233470,11494,8494,465,113,1138,270,2015,2019
0233470,11991,9616,357,109,875,232,2016,2020
0233470,13550,11161,295,126,961,321,2017,2021
0233470,15903,14200,298,108,801,267,2018,2022
0233470,23576,8877,215,66,1008,207,2019,2023
0233580,29056,18007,,,,,2007,2011
0233580,45091,35624,20,32,58,58,2008,2012
0233580,47743,32659,21,35,69,72,2009,2013
0233580,59742,32234,0,9,57,65,2010,2014
0233580,39512,19177,0,9,50,66,2011,2015
0233580,39349,17421,0,9,55,74,2012,2016
0233580,,,0,9,11,15,2013,2017
0233580,24375,26103,28,38,55,51,2014,2018
0233580,35957,27783,29,34,70,45,2015,2019
0233580,30732,23847,39,40,79,57,2016,2020
0233580,27661,20954,55,57,105,80,2017,2021
0233580,23968,24212,82,90,133,109,2018,2022
0233580,53300,10934,0,10,28,42,2019,2023
0233800,24355,3529,,,,,2007,2011
0233800,25876,3318,306,107,1941,197,2008,2012
0233800,26442,3475,314,101,1864,210,2009,2013
0233800,24487,2838,324,95,2045,191,2010,2014
0233800,24592,2264,291,84,1964,186,2011,2015
0233800,23615,1891,287,108,2021,208,2012,2016
0233800,23626,2356,246,108,2061,221,2013,2017
0233800,22700,2077,310,131,2164,206,2014,2018
0233800,26112,2210,202,69,1969,197,2015,2019
0233800,26827,3243,255,88,1945,221,2016,2020
0233800,33051,5097,301,92,1739,172,2017,2021
0233800,35792,5422,322,96,1612,184,2018,2022
0233800,38288,5649,314,99,1686,213,2019,2023
0233910,17396,4103,,,,,2007,2011
0233910,16159,4202,13,11,80,30,2008,2012
0233910,13075,3433,10,8,61,22,2009,2013
0233910,14400,3461,17,10,63,19,2010,2014
0233910,14835,6677,13,8,62,19,2011,2015
0233910,13987,3060,19,11,83,27,2012,2016
0233910,15397,3641,22,11,77,27,2013,2017
0233910,13371,5445,27,12,90,24,2014,2018
0233910,15653,4177,22,10,72,18,2015,2019
0233910,12993,2957,18,9,56,16,2016,2020
0233910,14161,4796,15,6,41,14,2017,2021
0233910,15335,6394,13,8,34,15,2018,2022
0233910,14069,7234,11,10,32,15,2019,2023
0234350,10332,2272,,,,,2007,2011
0234350,10820,2067,134,39,352,54,2008,2012
0234350,11219,1458,114,31,327,39,2009,2013
0234350,12254,2129,110,35,379,45,2010,2014
0234350,12620,1533,103,27,420,54,2011,2015
0234350,12984,1720,111,35,435,50,2012,2016
0234350,13407,1658,96,29,397,50,2013,2017
0234350,15046,1876,97,33,404,50,2014,2018
0234350,13570,2009,104,36,369,61,2015,2019
0234350,14326,2633,78,32,275,41,2016,2020
0234350,14805,4514,65,31,230,50,2017,2021
0234350,20677,5315,19,20,182,79,2018,2022
0234350,16796,3739,22,31,136,85,2019,2023
0234460,20520,5242,,,,,2007,2011
0234460,19428,4725,39,25,411,98,2008,2012
0234460,18515,5096,39,21,360,83,2009,2013
0234460,17834,4738,40,22,352,79,2010,2014
0234460,19721,5466,47,23,272,51,2011,2015
0234460,15898,3591,71,32,286,52,2012,2016
0234460,16408,2695,92,37,302,49,2013,2017
0234460,18213,3886,129,52,330,59,2014,2018
0234460,18258,3518,125,43,342,51,2015,2019
0234460,20422,4805,103,36,363,58,2016,2020
0234460,21621,3613,85,37,319,65,2017,2021
0234460,24781,4675,81,38,328,66,2018,2022
0234460,24779,5027,54,26,297,59,2019,2023
0234570,21899,5331,,,,,2007,2011
0234570,17384,1890,5,7,77,44,2008,2012
0234570,17225,1896,4,7,81,43,2009,2013
0234570,,,5,8,12,11,2010,2014
0234570,,,6,10,13,13,2011,2015
0234570,,,0,9,0,9,2012,2016
0234570,,,0,9,0,9,2013,2017
0234570,,,0,9,15,22,2014,2018
0234570,,,0,9,14,20,2015,2019
0234570,,,0,10,12,17,2016,2020
0234570,,,0,10,13,20,2017,2021
0234570,,,0,10,16,22,2018,2022
0234570,,,0,10,16,24,2019,2023
0234790,11427,4509,,,,,2007,2011
0234790,17958,9081,20,25,48,35,2008,2012
0234790,23323,9421,5,5,31,20,2009,2013
0234790,24614,9231,4,4,37,15,2010,2014
0234790,22278,7203,3,7,49,17,2011,2015
0234790,24257,5420,2,3,47,18,2012,2016
0234790,23989,8230,1,2,46,23,2013,2017
0234790,22287,4792,0,9,62,22,2014,2018
0234790,23294,3742,0,9,71,33,2015,2019
0234790,24548,5068,0,10,60,24,2016,2020
0234790,24265,5044,0,10,60,36,2017,2021
0234790,29420,6138,3,4,69,25,2018,2022
0234790,36362,27400,5,5,68,29,2019,2023
0235120,36400,18551,,,,,2007,2011
0235120,40505,15735,11,11,79,31,2008,2012
0235120,42007,12559,12,8,88,31,2009,2013
0235120,46901,18621,6,5,69,20,2010,2014
0235120,41226,11579,12,11,76,24,2011,2015
0235120,32030,12660,13,11,82,21,2012,2016
0235120,31197,9585,10,10,65,29,2013,2017
0235120,32371,12083,11,13,63,31,2014,2018
0235120,42058,14877,8,11,55,28,2015,2019
0235120,39019,17257,8,10,43,26,2016,2020
0235120,42177,16991,10,13,35,25,2017,2021
0235120,51804,30287,8,10,28,14,2018,2022
0235120,49967,22628,7,9,45,18,2019,2023
0235890,,,,,,,2007,2011
0235890,,,0,10,0,10,2008,2012
0235890,,,0,9,0,9,2009,2013
0235890,,,0,9,0,9,2010,2014
0235890,,,0,9,0,9,2011,2015
0235890,,,0,9,0,9,2012,2016
0235890,,,0,9,0,9,2013,2017
0235890,,,0,9,0,9,2014,2018
0235890,,,0,9,0,9,2015,2019
0235890,,,0,10,0,10,2016,2020
0235890,,,0,10,0,10,2017,2021
0235890,,,0,10,0,10,2018,2022
0235890,,,0,10,0,10,2019,2023
0236400,37294,1611,,,,,2007,2011
0236400,37917,1763,1996,438,31083,133,2008,2012
0236400,37558,1697,1931,375,31375,112,2009,2013
0236400,38057,1531,2033,346,31591,149,2010,2014
0236400,39979,2518,2110,443,31940,169,2011,2015
0236400,40592,2531,2365,505,31859,200,2012,2016
0236400,41904,2422,2339,420,31816,164,2013,2017
0236400,43276,3061,2514,445,31799,181,2014,2018
0236400,43680,2785,2440,601,31783,88,2015,2019
0236400,43074,1772,2197,498,31633,165,2016,2020
0236400,45607,1638,2293,424,31813,142,2017,2021
0236400,49207,2402,2176,449,31517,144,2018,2022
0236400,51146,2438,2565,551,31336,150,2019,2023
0236540,31819,7566,,,,,2007,2011
0236540,32704,5707,44,28,678,95,2008,2012
0236540,33796,4098,42,26,692,105,2009,2013
0236540,33348,4627,48,31,594,82,2010,2014
0236540,35852,4151,49,27,551,60,2011,2015
0236540,36326,3795,42,22,537,70,2012,2016
0236540,39804,4369,24,13,504,60,2013,2017
0236540,36221,3914,37,19,488,67,2014,2018
0236540,33208,5097,65,37,474,70,2015,2019
0236540,32807,4291,70,35,545,100,2016,2020
0236540,33863,5449,78,44,637,130,2017,2021
0236540,36881,8250,190,123,779,174,2018,2022
0236540,39809,7713,210,115,828,153,2019,2023
0236770,24413,8392,,,,,2007,2011
0236770,20291,4456,93,48,413,103,2008,2012
0236770,20314,4380,137,54,487,114,2009,2013
0236770,20236,3622,117,51,592,95,2010,2014
0236770,17640,2347,136,51,624,93,2011,2015
0236770,18341,2849,120,53,619,88,2012,2016
0236770,19204,2620,97,55,602,99,2013,2017
0236770,18713,2126,53,24,566,79,2014,2018
0236770,23966,7942,74,29,557,74,2015,2019
0236770,23997,9143,85,33,488,78,2016,2020
0236770,24878,8057,83,31,444,77,2017,2021
0236770,28748,8655,70,32,473,73,2018,2022
0236770,26162,9163,104,43,598,100,2019,2023
0236990,21214,3893,,,,,2007,2011
0236990,21361,4199,41,44,252,82,2008,2012
0236990,19605,3236,35,33,201,63,2009,2013
0236990,20782,3936,25,27,169,52,2010,2014
0236990,21601,3922,6,4,146,39,2011,2015
0236990,21925,3578,6,4,159,37,2012,2016
0236990,21945,4333,19,14,176,53,2013,2017
0236990,21623,4400,12,13,173,59,2014,2018
0236990,22312,3656,14,12,172,43,2015,2019
0236990,29366,8307,28,17,174,64,2016,2020
0236990,27179,7010,41,23,236,74,2017,2021
0236990,32169,8573,25,19,196,66,2018,2022
0236990,35050,10820,27,21,149,60,2019,2023
0237250,33210,3129,,,,,2007,2011
0237250,31338,2882,400,176,7803,602,2008,2012
0237250,30420,2866,311,152,8377,630,2009,2013
0237250,31005,2507,304,166,7785,723,2010,2014
0237250,30390,2896,401,202,7940,682,2011,2015
0237250,31490,3567,689,331,8000,697,2012,2016
0237250,33979,3551,766,365,8579,658,2013,2017
0237250,37095,4127,936,436,8092,824,2014,2018
0237250,35537,4357,946,410,8530,761,2015,2019
0237250,36730,4299,1021,488,8329,878,2016,2020
0237250,40689,5478,707,296,8351,991,2017,2021
0237250,44524,5933,748,299,8301,926,2018,2022
0237250,46900,6960,752,302,8091,881,2019,2023
0237430,14103,2840,,,,,2007,2011
0237430,14420,2540,39,20,193,45,2008,2012
0237430,14190,2557,41,20,196,44,2009,2013
0237430,13480,2904,36,16,200,44,2010,2014
0237430,16096,2358,26,11,192,45,2011,2015
0237430,19960,6403,25,12,152,27,2012,2016
0237430,19696,3541,31,15,165,32,2013,2017
0237430,29539,14838,23,9,172,52,2014,2018
0237430,37081,12706,24,8,180,46,2015,2019
0237430,32901,11704,24,9,209,50,2016,2020
0237430,31019,11706,24,12,216,55,2017,2021
0237430,38642,16882,16,12,197,60,2018,2022
0237430,40121,31806,14,16,146,80,2019,2023
0237540,10584,5717,,,,,2007,2011
0237540,17879,8003,3,5,29,22,2008,2012
0237540,15435,8059,3,6,17,20,2009,2013
0237540,7180,2868,5,7,30,27,2010,2014
0237540,6434,2382,14,14,44,34,2011,2015
0237540,7591,3463,15,17,45,36,2012,2016
0237540,6400,3974,11,13,40,29,2013,2017
0237540,12759,9292,11,15,44,31,2014,2018
0237540,21403,17716,12,19,29,26,2015,2019
0237540,31129,12219,0,10,28,20,2016,2020
0237540,32900,12888,0,10,21,20,2017,2021
0237540,28848,11109,0,10,27,25,2018,2022
0237540,28004,10035,0,10,26,23,2019,2023
0237650,25824,9673,,,,,2007,2011
0237650,26543,8311,0,10,47,23,2008,2012
0237650,23244,7466,2,3,50,22,2009,2013
0237650,21393,6045,2,3,67,30,2010,2014
0237650,22323,7558,2,3,71,36,2011,2015
0237650,24711,7015,2,4,93,38,2012,2016
0237650,22958,6538,12,11,89,36,2013,2017
0237650,27605,9375,11,11,75,29,2014,2018
0237650,29811,12922,11,11,72,31,2015,2019
0237650,29883,12284,15,16,93,43,2016,2020
0237650,39389,15519,17,13,84,37,2017,2021
0237650,42202,16192,13,13,75,34,2018,2022
0237650,43393,22426,10,12,64,33,2019,2023
0237975,9418,1485,,,,,2007,2011
0237975,8716,1244,201,52,553,79,2008,2012
0237975,9264,1618,206,50,528,69,2009,2013
0237975,8722,1048,192,39,532,52,2010,2014
0237975,8230,874,212,43,593,55,2011,2015
0237975,7854,837,248,55,628,59,2012,2016
0237975,8469,850,250,56,647,64,2013,2017
0237975,8818,1693,226,59,566,66,2014,2018
0237975,8094,1356,214,66,537,85,2015,2019
0237975,8337,1870,193,57,410,80,2016,2020
0237975,9420,2106,215,81,448,103,2017,2021
0237975,9544,2314,179,70,389,97,2018,2022
0237975,12276,1787,279,89,687,143,2019,2023
0238090,18711,7082,,,,,2007,2011
0238090,20212,7139,43,34,583,237,2008,2012
0238090,20652,8053,39,31,508,255,2009,2013
0238090,20137,6510,22,18,396,203,2010,2014
0238090,22082,8133,22,18,388,209,2011,2015
0238090,19491,16847,9,17,407,376,2012,2016
0238090,18524,12111,0,9,483,430,2013,2017
0238090,17375,10987,27,42,531,440,2014,2018
0238090,26211,19390,31,48,754,530,2015,2019
0238090,28318,27329,31,48,705,526,2016,2020
0238090,43580,31444,41,62,459,406,2017,2021
0238090,59669,33038,82,89,279,213,2018,2022
0238090,56470,28385,66,74,404,266,2019,2023
0238420,30045,2161,,,,,2007,2011
0238420,31318,2810,784,247,7124,32,2008,2012
0238420,31710,2938,677,252,7222,34,2009,2013
0238420,32471,3018,814,214,7310,40,2010,2014
0238420,34627,3599,809,220,7412,38,2011,2015
0238420,37008,5561,991,316,7510,43,2012,2016
0238420,36510,5864,876,280,7595,41,2013,2017
0238420,36236,5720,1019,317,7632,50,2014,2018
0238420,35525,5052,1027,350,7684,48,2015,2019
0238420,34134,5440,1202,485,7758,52,2016,2020
0238420,33422,3200,1042,436,7416,48,2017,2021
0238420,37409,3865,1169,506,7434,38,2018,2022
0238420,39104,3338,926,407,7542,24,2019,2023
0238910,30152,15521,,,,,2007,2011
0238910,28665,14269,24,36,182,100,2008,2012
0238910,28261,16587,27,35,161,96,2009,2013
0238910,10666,6404,54,55,131,98,2010,2014
0238910,11080,6027,46,54,128,105,2011,2015
0238910,13131,7415,54,56,161,126,2012,2016
0238910,,,0,9,0,9,2013,2017
0238910,,,9,11,9,11,2014,2018
0238910,38295,39203,6,9,135,112,2015,2019
0238910,39980,33806,9,13,178,115,2016,2020
0238910,40433,32997,8,12,138,100,2017,2021
0238910,27999,23442,4,7,222,150,2018,2022
0238910,29832,19922,9,12,232,140,2019,2023
0238970,27107,2236,,,,,2007,2011
0238970,27717,1932,1085,264,7801,136,2008,2012
0238970,28279,1713,1086,241,7899,79,2009,2013
0238970,27842,1508,1213,211,7954,80,2010,2014
0238970,28041,1390,1329,216,8021,56,2011,2015
0238970,29502,1737,1088,198,7995,84,2012,2016
0238970,30474,1510,996,138,8003,92,2013,2017
0238970,31426,1900,1012,200,8030,85,2014,2018
0238970,34590,2453,888,180,8072,50,2015,2019
0238970,35519,2782,871,196,8072,70,2016,2020
0238970,37110,2875,981,171,8010,62,2017,2021
0238970,41057,3960,1036,186,8005,56,2018,2022
0238970,42791,3614,1004,197,7981,129,2019,2023
0239300,16301,3267,,,,,2007,2011
0239300,15820,3024,96,40,348,77,2008,2012
0239300,14255,2776,134,47,391,63,2009,2013
0239300,14641,2095,148,41,371,54,2010,2014
0239300,17230,4917,138,43,380,52,2011,2015
0239300,17076,3023,118,35,341,47,2012,2016
0239300,16351,3553,106,32,283,43,2013,2017
0239300,16348,4347,85,38,261,53,2014,2018
0239300,16350,3372,81,30,284,50,2015,2019
0239300,17771,3946,97,37,384,77,2016,2020
0239300,18938,4407,93,35,372,78,2017,2021
0239300,20511,4470,104,42,422,87,2018,2022
0239300,21575,5846,108,48,471,89,2019,2023
0239410,23320,2394,,,,,2007,2011
0239410,24166,2142,140,82,891,265,2008,2012
0239410,25958,2274,128,52,830,173,2009,2013
0239410,26900,2838,160,53,896,186,2010,2014
0239410,29638,3426,187,55,1070,161,2011,2015
0239410,31673,4637,154,57,1077,174,2012,2016
0239410,31439,4104,159,55,1000,151,2013,2017
0239410,31236,2576,163,55,1071,168,2014,2018
0239410,32761,2738,156,48,1147,126,2015,2019
0239410,34690,3678,150,52,1147,123,2016,2020
0239410,34808,4128,168,54,1236,165,2017,2021
0239410,40796,5831,142,46,1107,194,2018,2022
0239410,43941,6335,138,44,1203,167,2019,2023
0239630,40064,7145,,,,,2007,2011
0239630,41666,8229,22,15,290,70,2008,2012
0239630,44125,9264,26,14,272,60,2009,2013
0239630,39847,5460,28,13,328,63,2010,2014
0239630,34743,5864,39,17,329,58,2011,2015
0239630,41287,6002,34,15,326,54,2012,2016
0239630,39315,5994,27,13,345,58,2013,2017
0239630,43057,6648,26,11,366,69,2014,2018
0239630,41284,7082,25,12,343,64,2015,2019
0239630,48767,5952,9,8,308,76,2016,2020
0239630,47639,6856,4,4,383,79,2017,2021
0239630,49567,8671,4,4,369,85,2018,2022
0239630,56134,9108,13,13,337,85,2019,2023
0239740,10248,1705,,,,,2007,2011
0239740,10677,1696,117,47,626,113,2008,2012
0239740,10332,1777,161,56,644,94,2009,2013
0239740,10030,1146,226,60,700,86,2010,2014
0239740,9973,1043,241,48,686,63,2011,2015
0239740,10146,990,250,50,682,76,2012,2016
0239740,9968,1027,258,49,659,69,2013,2017
0239740,10706,1078,235,53,613,65,2014,2018
0239740,11111,1964,154,45,511,76,2015,2019
0239740,11174,1663,120,37,360,62,2016,2020
0239740,9636,1885,188,67,467,94,2017,2021
0239740,11924,2309,190,61,572,104,2018,2022
0239740,12486,2209,130,57,488,111,2019,2023
0239960,12202,2377,,,,,2007,2011
0239960,14322,2911,107,45,453,102,2008,2012
0239960,14185,2993,124,46,448,74,2009,2013
0239960,13794,2516,165,49,532,66,2010,2014
0239960,14729,3318,172,43,576,65,2011,2015
0239960,13980,2150,177,47,671,69,2012,2016
0239960,16907,9236,211,46,678,82,2013,2017
0239960,17585,9498,216,48,688,84,2014,2018
0239960,20678,14377,189,66,683,102,2015,2019
0239960,21072,13640,210,62,776,119,2016,2020
0239960,22311,12436,240,77,903,130,2017,2021
0239960,17922,2653,172,70,766,115,2018,2022
0239960,17416,2515,179,70,810,113,2019,2023
0240400,25953,2722,,,,,2007,2011
0240400,26978,3584,64,37,625,104,2008,2012
0240400,24444,3054,124,41,604,73,2009,2013
0240400,21693,2392,135,44,689,94,2010,2014
0240400,21496,2080,137,36,782,76,2011,2015
0240400,21490,2154,154,41,844,88,2012,2016
0240400,23272,2644,210,64,865,110,2013,2017
0240400,24929,2284,171,56,875,97,2014,2018
0240400,26170,2433,157,50,830,96,2015,2019
0240400,27091,3130,179,52,854,100,2016,2020
0240400,27314,4171,182,57,804,111,2017,2021
0240400,33116,5474,143,40,803,113,2018,2022
0240400,36097,5502,144,43,744,88,2019,2023
0240510,22432,7638,,,,,2007,2011
0240510,24525,5783,7,6,129,50,2008,2012
0240510,22752,5134,4,6,110,43,2009,2013
0240510,27812,5527,7,6,66,22,2010,2014
0240510,27018,5565,7,5,66,20,2011,2015
0240510,24602,4573,8,5,64,19,2012,2016
0240510,23827,3232,4,4,62,16,2013,2017
0240510,26204,7130,6,5,47,14,2014,2018
0240510,23497,5607,7,5,72,21,2015,2019
0240510,26570,9114,6,6,61,20,2016,2020
0240510,27151,8182,8,8,71,25,2017,2021
0240510,24327,9124,14,11,67,27,2018,2022
0240510,22984,7826,15,11,89,32,2019,2023
0240645,28604,2349,,,,,2007,2011
0240645,29818,1979,1206,367,14321,799,2008,2012
0240645,30497,1847,1226,308,15147,754,2009,2013
0240645,31651,2317,1329,397,15751,964,2010,2014
0240645,31598,1967,1306,315,15939,753,2011,2015
0240645,31619,1869,1289,299,16908,834,2012,2016
0240645,30739,2028,1181,316,17072,827,2013,2017
0240645,31160,1720,1484,331,17370,693,2014,2018
0240645,31590,1399,1598,391,17321,734,2015,2019
0240645,32335,1790,1492,361,17542,1039,2016,2020
0240645,35516,2137,1663,389,18194,933,2017,2021
0240645,39781,2587,1915,441,18464,947,2018,2022
0240645,41322,3177,1916,550,18748,999,2019,2023
0240670,28878,4667,,,,,2007,2011
0240670,28836,4850,71,53,690,154,2008,2012
0240670,29794,4760,25,15,711,129,2009,2013
0240670,35679,4808,29,15,690,105,2010,2014
0240670,30474,4290,54,30,765,104,2011,2015
0240670,33732,5418,57,33,757,113,2012,2016
0240670,33622,4948,68,39,753,120,2013,2017
0240670,32930,5713,90,43,833,107,2014,2018
0240670,28427,4066,126,63,866,135,2015,2019
0240670,30517,3980,105,59,807,131,2016,2020
0240670,34631,4534,86,49,799,112,2017,2021
0240670,38180,5203,91,50,822,154,2018,2022
0240670,42916,5327,84,46,858,146,2019,2023
0240840,11184,8037,,,,,2007,2011
0240840,10226,5460,63,45,121,47,2008,2012
0240840,11515,5222,66,47,130,43,2009,2013
0240840,12051,3764,76,38,159,41,2010,2014
0240840,12015,4055,78,29,159,33,2011,2015
0240840,13447,4692,46,22,137,32,2012,2016
0240840,13451,4624,60,31,152,30,2013,2017
0240840,13817,3469,49,24,143,43,2014,2018
0240840,12554,5973,55,37,140,29,2015,2019
0240840,10558,3413,53,37,151,46,2016,2020
0240840,12573,4163,56,39,156,48,2017,2021
0240840,15865,5441,46,34,133,47,2018,2022
0240840,17250,7213,46,35,125,53,2019,2023
0240950,25986,2816,,,,,2007,2011
0240950,26075,2610,922,239,6085,76,2008,2012
0240950,27441,3351,814,248,6142,81,2009,2013
0240950,28592,3084,718,196,6157,71,2010,2014
0240950,28624,3053,726,229,6145,73,2011,2015
0240950,29614,3113,650,232,6129,73,2012,2016
0240950,30853,4409,663,251,6059,60,2013,2017
0240950,31942,5023,569,208,5992,58,2014,2018
0240950,32699,5624,510,198,5930,59,2015,2019
0240950,31371,4923,410,152,5924,49,2016,2020
0240950,31635,5757,505,178,5622,44,2017,2021
0240950,36227,7626,495,164,5517,26,2018,2022
0240950,35818,4166,417,187,5436,19,2019,2023
0241210,17651,2677,,,,,2007,2011
0241210,19634,2909,27,36,1455,188,2008,2012
0241210,19346,3006,51,58,1355,192,2009,2013
0241210,21568,2941,89,73,1225,191,2010,2014
0241210,21213,2933,86,60,1271,189,2011,2015
0241210,20995,2700,87,64,1225,176,2012,2016
0241210,20520,2778,93,73,1241,221,2013,2017
0241210,21946,3184,77,63,1221,189,2014,2018
0241210,22993,3244,25,28,1391,235,2015,2019
0241210,25306,3518,84,73,1631,231,2016,2020
0241210,25191,3416,92,77,2013,282,2017,2021
0241210,30089,4276,127,84,1922,340,2018,2022
0241210,33519,21753,46,61,1702,570,2019,2023
0241280,16992,5527,,,,,2007,2011
0241280,16419,4512,24,17,89,35,2008,2012
0241280,13989,4452,28,14,94,29,2009,2013
0241280,15019,3444,30,13,123,25,2010,2014
0241280,15222,3714,35,16,145,30,2011,2015
0241280,12758,3762,41,20,144,32,2012,2016
0241280,13385,5104,36,23,148,49,2013,2017
0241280,15929,4826,30,16,149,55,2014,2018
0241280,14723,3712,50,25,178,63,2015,2019
0241280,16281,5265,45,24,123,54,2016,2020
0241280,18906,7115,36,27,109,66,2017,2021
0241280,24315,9232,29,13,115,35,2018,2022
0241280,19271,6671,34,19,91,37,2019,2023
0241500,15994,3990,,,,,2007,2011
0241500,15059,4098,24,20,281,74,2008,2012
0241500,17097,4333,18,16,217,75,2009,2013
0241500,16615,4465,16,15,164,47,2010,2014
0241500,15347,3833,19,15,129,31,2011,2015
0241500,19807,4329,15,15,162,34,2012,2016
0241500,18507,4300,18,14,170,36,2013,2017
0241500,20285,5204,16,12,161,38,2014,2018
0241500,17993,4156,28,15,202,46,2015,2019
0241500,19368,3962,33,18,236,40,2016,2020
0241500,15404,2505,33,16,238,43,2017,2021
0241500,16508,5585,38,24,234,62,2018,2022
0241500,15989,2899,41,28,224,50,2019,2023
0241610,8763,2089,,,,,2007,2011
0241610,9889,2250,108,58,370,81,2008,2012
0241610,9231,1399,97,43,370,56,2009,2013
0241610,9036,1310,96,37,368,51,2010,2014
0241610,9108,1223,106,38,405,51,2011,2015
0241610,8366,1565,129,39,442,50,2012,2016
0241610,8833,1125,128,47,431,63,2013,2017
0241610,10076,1489,105,41,434,68,2014,2018
0241610,10412,1210,80,37,426,66,2015,2019
0241610,9572,1282,97,40,475,89,2016,2020
0241610,9991,1781,75,47,466,112,2017,2021
0241610,10137,1679,47,34,353,129,2018,2022
0241610,9709,2311,21,23,262,103,2019,2023
0241720,10745,1471,,,,,2007,2011
0241720,10403,1581,179,59,563,90,2008,2012
0241720,11037,1788,160,51,569,82,2009,2013
0241720,10344,1169,169,49,636,76,2010,2014
0241720,11848,1530,203,48,643,47,2011,2015
0241720,11449,2569,253,55,662,66,2012,2016
0241720,10794,1715,321,59,726,61,2013,2017
0241720,9524,1656,360,69,809,77,2014,2018
0241720,9821,2612,399,89,850,103,2015,2019
0241720,9779,2276,465,125,1248,189,2016,2020
0241720,9559,5545,425,139,1242,217,2017,2021
0241720,10256,2959,447,138,1264,272,2018,2022
0241720,11476,2189,418,137,1158,237,2019,2023
0241830,23935,2174,,,,,2007,2011
0241830,25830,1828,460,130,3179,39,2008,2012
0241830,26042,2052,506,171,3193,40,2009,2013
