community_fips_code,year,month,monthly_hdd_sum
0226870,2021,11,1961
0226870,2021,12,2036
0226870,2022,1,2165
0226870,2022,2,1785
0226870,2022,3,1541
0226870,2022,4,1098
0226870,2022,5,594
0226870,2022,6,184
0226870,2022,7,181
0226870,2022,8,300
0226870,2022,9,606
0226870,2022,10,1214
0226870,2022,11,1657
0226870,2022,12,2062
0226870,2023,1,1941
0226870,2023,2,1763
0226870,2023,3,1627
0226870,2023,4,1344
0226870,2023,5,523
0226870,2023,6,236
0226870,2023,7,72
0226870,2023,8,213
0226870,2023,9,682
0226870,2023,10,1222
0226870,2023,11,1459
0226870,2023,12,2063
0226870,2024,1,2317
0226870,2024,2,1727
0226870,2024,3,1542
0226870,2024,4,905
0226870,2024,5,555
0226870,2024,6,97
0226870,2024,7,233
0226870,2024,8,376
0226870,2024,9,608
0226870,2024,10,1245
0226870,2024,11,1820
0226870,2024,12,1775
0226910,2017,1,1334
0226910,2017,2,1134
0226910,2017,3,1405
0226910,2017,4,757
0226910,2017,5,628
0226910,2017,6,389
0226910,2017,7,260
0226910,2017,8,335
0226910,2017,9,467
0226910,2017,10,769
0226910,2017,11,1144
0226910,2017,12,1026
0226910,2018,1,1223
0226910,2018,2,1062
0226910,2018,3,1049
0226910,2018,4,772
0226910,2018,5,645
0226910,2018,6,382
0226910,2018,7,244
0226910,2018,8,264
0226910,2018,9,370
0226910,2018,10,613
0226910,2018,11,891
0226910,2018,12,1119
0226910,2019,1,1174
0226910,2019,2,1004
0226910,2019,3,842
0226910,2019,4,774
0226910,2019,5,569
0226910,2019,6,283
0226910,2019,7,150
0226910,2019,8,170
0226910,2019,9,420
0226910,2019,10,714
0226910,2019,11,806
0226910,2019,12,1084
0226910,2020,1,1670
0226910,2020,2,1178
0226910,2020,3,1178
0226910,2020,4,797
0226910,2020,5,548
0226910,2020,6,400
0226910,2020,7,226
0226910,2020,8,284
0226910,2020,9,449
0226910,2020,10,769
0226910,2020,11,1055
0226910,2020,12,1080
0226910,2021,1,1094
0226910,2021,2,1132
0226910,2021,3,1259
0226910,2021,4,868
0226910,2021,5,632
0226910,2021,6,389
0226910,2021,7,293
0226910,2021,8,329
0226910,2021,9,554
0226910,2021,10,795
0226910,2021,11,1331
0226910,2021,12,1274
0226910,2022,1,1323
0226910,2022,2,923
0226910,2022,3,949
0226910,2022,4,825
0226910,2022,5,590
0226910,2022,6,315
0226910,2022,7,273
0226910,2022,8,316
0226910,2022,9,482
0226910,2022,10,801
0226910,2022,11,1076
0226910,2022,12,1295
0226910,2023,1,1088
0226910,2023,2,1099
0226910,2023,3,1125
0226910,2023,4,913
0226910,2023,5,670
0226910,2023,6,429
0226910,2023,7,292
0226910,2023,8,269
0226910,2023,9,516
0226910,2023,10,802
0226910,2023,11,979
0226910,2023,12,1325
0226910,2024,1,1371
0226910,2024,2,1069
0226910,2024,3,1065
0226910,2024,4,830
0226910,2024,5,672
0226910,2024,6,365
0226910,2024,7,316
0226910,2024,8,334
0226910,2024,9,472
0226910,2024,10,808
0226910,2024,11,1078
0226910,2024,12,946
0227090,2017,1,1340
0227090,2017,2,1137
0227090,2017,3,1421
0227090,2017,4,801
0227090,2017,5,667
0227090,2017,6,439
0227090,2017,7,303
0227090,2017,8,377
0227090,2017,9,517
0227090,2017,10,817
0227090,2017,11,1156
0227090,2017,12,1042
0227090,2018,1,1251
0227090,2018,2,1077
0227090,2018,3,1111
0227090,2018,4,822
0227090,2018,5,703
0227090,2018,6,447
0227090,2018,7,296
0227090,2018,8,335
0227090,2018,9,436
0227090,2018,10,678
0227090,2018,11,936
0227090,2018,12,1168
0227090,2019,1,1205
0227090,2019,2,1030
0227090,2019,3,893
0227090,2019,4,845
0227090,2019,5,629
0227090,2019,6,338
0227090,2019,7,199
0227090,2019,8,236
0227090,2019,9,476
0227090,2019,10,780
0227090,2019,11,861
0227090,2019,12,1132
0227090,2020,1,1681
0227090,2020,2,1200
0227090,2020,3,1210
0227090,2020,4,820
0227090,2020,5,582
0227090,2020,6,440
0227090,2020,7,255
0227090,2020,8,332
0227090,2020,9,495
0227090,2020,10,827
0227090,2020,11,1096
0227090,2020,12,1109
0227090,2021,1,1128
0227090,2021,2,1153
0227090,2021,3,1289
0227090,2021,4,904
0227090,2021,5,671
0227090,2021,6,443
0227090,2021,7,340
0227090,2021,8,379
0227090,2021,9,605
0227090,2021,10,858
0227090,2021,11,1393
0227090,2021,12,1299
0227090,2022,1,1327
0227090,2022,2,943
0227090,2022,3,991
0227090,2022,4,876
0227090,2022,5,626
0227090,2022,6,344
0227090,2022,7,323
0227090,2022,8,364
0227090,2022,9,526
0227090,2022,10,842
0227090,2022,11,1096
0227090,2022,12,1280
0227090,2023,1,1099
0227090,2023,2,1145
0227090,2023,3,1176
0227090,2023,4,992
0227090,2023,5,723
0227090,2023,6,463
0227090,2023,7,339
0227090,2023,8,318
0227090,2023,9,582
0227090,2023,10,850
0227090,2023,11,1018
0227090,2023,12,1345
0227090,2024,1,1377
0227090,2024,2,1102
0227090,2024,3,1119
0227090,2024,4,902
0227090,2024,5,728
0227090,2024,6,412
0227090,2024,7,364
0227090,2024,8,394
0227090,2024,9,538
0227090,2024,10,874
0227090,2024,11,1124
0227090,2024,12,972
0227145,2017,1,1693
0227145,2017,2,1309
0227145,2017,3,1567
0227145,2017,4,760
0227145,2017,5,597
0227145,2017,6,381
0227145,2017,7,238
0227145,2017,8,321
0227145,2017,9,480
0227145,2017,10,880
0227145,2017,11,1436
0227145,2017,12,1222
0227145,2018,1,1466
0227145,2018,2,1329
0227145,2018,3,1186
0227145,2018,4,794
0227145,2018,5,616
0227145,2018,6,372
0227145,2018,7,224
0227145,2018,8,297
0227145,2018,9,445
0227145,2018,10,704
0227145,2018,11,1091
0227145,2018,12,1298
0227145,2019,1,1435
0227145,2019,2,1268
0227145,2019,3,930
0227145,2019,4,802
0227145,2019,5,545
0227145,2019,6,250
0227145,2019,7,127
0227145,2019,8,186
0227145,2019,9,456
0227145,2019,10,789
0227145,2019,11,938
0227145,2019,12,1320
0227145,2020,1,2029
0227145,2020,2,1371
0227145,2020,3,1352
0227145,2020,4,837
0227145,2020,5,502
0227145,2020,6,358
0227145,2020,7,195
0227145,2020,8,274
0227145,2020,9,484
0227145,2020,10,875
0227145,2020,11,1258
0227145,2020,12,1288
0227145,2021,1,1317
0227145,2021,2,1385
0227145,2021,3,1445
0227145,2021,4,903
0227145,2021,5,597
0227145,2021,6,349
0227145,2021,7,269
0227145,2021,8,330
0227145,2021,9,599
0227145,2021,10,890
0227145,2021,11,1537
0227145,2021,12,1567
0227145,2022,1,1477
0227145,2022,2,1051
0227145,2022,3,1017
0227145,2022,4,846
0227145,2022,5,536
0227145,2022,6,253
0227145,2022,7,229
0227145,2022,8,300
0227145,2022,9,483
0227145,2022,10,918
0227145,2022,11,1294
0227145,2022,12,1630
0227145,2023,1,1294
0227145,2023,2,1260
0227145,2023,3,1279
0227145,2023,4,969
0227145,2023,5,620
0227145,2023,6,370
0227145,2023,7,264
0227145,2023,8,232
0227145,2023,9,563
0227145,2023,10,932
0227145,2023,11,1174
0227145,2023,12,1577
0227145,2024,1,1696
0227145,2024,2,1246
0227145,2024,3,1150
0227145,2024,4,833
0227145,2024,5,629
0227145,2024,6,297
0227145,2024,7,282
0227145,2024,8,337
0227145,2024,9,487
0227145,2024,10,906
0227145,2024,11,1346
0227145,2024,12,1086
0227420,2017,1,2045
0227420,2017,2,1574
0227420,2017,3,1780
0227420,2017,4,872
0227420,2017,5,644
0227420,2017,6,283
0227420,2017,7,189
0227420,2017,8,331
0227420,2017,9,588
0227420,2017,10,1047
0227420,2017,11,1819
0227420,2017,12,1704
0227420,2018,1,2014
0227420,2018,2,1780
0227420,2018,3,1468
0227420,2018,4,995
0227420,2018,5,668
0227420,2018,6,360
0227420,2018,7,187
0227420,2018,8,369
0227420,2018,9,573
0227420,2018,10,917
0227420,2018,11,1520
0227420,2018,12,1760
0227420,2019,1,1995
0227420,2019,2,1659
0227420,2019,3,1133
0227420,2019,4,900
0227420,2019,5,546
0227420,2019,6,224
0227420,2019,7,113
0227420,2019,8,303
0227420,2019,9,538
0227420,2019,10,1059
0227420,2019,11,1319
0227420,2019,12,1797
0227420,2020,1,2347
0227420,2020,2,1676
0227420,2020,3,1629
0227420,2020,4,1016
0227420,2020,5,531
0227420,2020,6,379
0227420,2020,7,216
0227420,2020,8,328
0227420,2020,9,614
0227420,2020,10,1182
0227420,2020,11,1754
0227420,2020,12,1690
0227420,2021,1,1812
0227420,2021,2,1842
0227420,2021,3,1688
0227420,2021,4,1064
0227420,2021,5,635
0227420,2021,6,298
0227420,2021,7,215
0227420,2021,8,348
0227420,2021,9,694
0227420,2021,10,1098
0227420,2021,11,1892
0227420,2021,12,2000
0227420,2022,1,1971
0227420,2022,2,1371
0227420,2022,3,1371
0227420,2022,4,1084
0227420,2022,5,634
0227420,2022,6,215
0227420,2022,7,218
0227420,2022,8,362
0227420,2022,9,609
0227420,2022,10,1145
0227420,2022,11,1594
0227420,2022,12,2104
0227420,2023,1,1784
0227420,2023,2,1556
0227420,2023,3,1507
0227420,2023,4,1119
0227420,2023,5,674
0227420,2023,6,341
0227420,2023,7,136
0227420,2023,8,230
0227420,2023,9,685
0227420,2023,10,1194
0227420,2023,11,1418
0227420,2023,12,1907
0227420,2024,1,2162
0227420,2024,2,1634
0227420,2024,3,1402
0227420,2024,4,952
0227420,2024,5,673
0227420,2024,6,245
0227420,2024,7,265
0227420,2024,8,347
0227420,2024,9,627
0227420,2024,10,1171
0227420,2024,11,1732
0227420,2024,12,1680
0227530,2017,1,2136
0227530,2017,2,1794
0227530,2017,3,1965
0227530,2017,4,927
0227530,2017,5,546
0227530,2017,6,179
0227530,2017,7,65
0227530,2017,8,352
0227530,2017,9,590
0227530,2017,10,1047
0227530,2017,11,1580
0227530,2017,12,1483
0227530,2018,1,2111
0227530,2018,2,1535
0227530,2018,3,1472
0227530,2018,4,1085
0227530,2018,5,625
0227530,2018,6,230
0227530,2018,7,125
0227530,2018,8,339
0227530,2018,9,517
0227530,2018,10,970
0227530,2018,11,1511
0227530,2018,12,1931
0227530,2019,1,1996
0227530,2019,2,1410
0227530,2019,3,1180
0227530,2019,4,1009
0227530,2019,5,493
0227530,2019,6,106
0227530,2019,7,92
0227530,2019,8,323
0227530,2019,9,553
0227530,2019,10,1076
0227530,2019,11,1610
0227530,2019,12,2171
0227530,2020,1,2511
0227530,2020,2,2130
0227530,2020,3,1692
0227530,2020,4,1072
0227530,2020,5,448
0227530,2020,6,222
0227530,2020,7,227
0227530,2020,8,246
0227530,2020,9,634
0227530,2020,10,1124
0227530,2020,11,1669
0227530,2020,12,1859
0227530,2021,1,1924
0227530,2021,2,2049
0227530,2021,3,1826
0227530,2021,4,1222
0227530,2021,5,563
0227530,2021,6,252
0227530,2021,7,209
0227530,2021,8,391
0227530,2021,9,699
0227530,2021,10,1194
0227530,2021,11,2017
0227530,2021,12,1965
0227530,2022,1,2145
0227530,2022,2,1881
0227530,2022,3,1612
0227530,2022,4,1225
0227530,2022,5,655
0227530,2022,6,166
0227530,2022,7,220
0227530,2022,8,366
0227530,2022,9,590
0227530,2022,10,1157
0227530,2022,11,1610
0227530,2022,12,1964
0227530,2023,1,1967
0227530,2023,2,1819
0227530,2023,3,1709
0227530,2023,4,1536
0227530,2023,5,611
0227530,2023,6,295
0227530,2023,7,152
0227530,2023,8,220
0227530,2023,9,673
0227530,2023,10,1199
0227530,2023,11,1450
0227530,2023,12,2134
0227530,2024,1,2193
0227530,2024,2,1666
0227530,2024,3,1639
0227530,2024,4,1055
0227530,2024,5,659
0227530,2024,6,137
0227530,2024,7,243
0227530,2024,8,400
0227530,2024,9,624
0227530,2024,10,1194
0227530,2024,11,1734
0227530,2024,12,1763
0227640,2017,1,1782
0227640,2017,2,1789
0227640,2017,3,1823
0227640,2017,4,1079
0227640,2017,5,967
0227640,2017,6,472
0227640,2017,7,574
0227640,2017,8,588
0227640,2017,9,785
0227640,2017,10,1065
0227640,2017,11,1086
0227640,2017,12,1310
0227640,2018,1,1601
0227640,2018,2,1217
0227640,2018,3,1486
0227640,2018,4,1219
0227640,2018,5,1091
0227640,2018,6,561
0227640,2018,7,556
0227640,2018,8,550
0227640,2018,9,567
0227640,2018,10,671
0227640,2018,11,900
0227640,2018,12,1838
0227640,2019,1,1588
0227640,2019,2,1161
0227640,2019,3,1357
0227640,2019,4,1377
0227640,2019,5,931
0227640,2019,6,586
0227640,2019,7,563
0227640,2019,8,582
0227640,2019,9,624
0227640,2019,10,971
0227640,2019,11,1167
0227640,2019,12,1354
0227640,2020,1,1703
0227640,2020,2,1809
0227640,2020,3,1493
0227640,2020,4,1264
0227640,2020,5,694
0227640,2020,6,505
0227640,2020,7,572
0227640,2020,8,590
0227640,2020,9,692
0227640,2020,10,807
0227640,2020,11,911
0227640,2020,12,1340
0227640,2021,1,1643
0227640,2021,2,1507
0227640,2021,3,1822
0227640,2021,4,1334
0227640,2021,5,771
0227640,2021,6,707
0227640,2021,7,605
0227640,2021,8,582
0227640,2021,9,679
0227640,2021,10,1048
0227640,2021,11,1595
0227640,2021,12,1547
0227640,2022,1,2025
0227640,2022,2,1650
0227640,2022,3,1525
0227640,2022,4,1272
0227640,2022,5,1047
0227640,2022,6,815
0227640,2022,7,631
0227640,2022,8,624
0227640,2022,9,631
0227640,2022,10,958
0227640,2022,11,1065
0227640,2022,12,1471
0227640,2023,1,1789
0227640,2023,2,1778
0227640,2023,3,1645
0227640,2023,4,1668
0227640,2023,5,1064
0227640,2023,6,520
0227640,2023,7,496
0227640,2023,8,546
0227640,2023,9,715
0227640,2023,10,911
0227640,2023,11,1067
0227640,2023,12,1611
0227640,2024,1,1641
0227640,2024,2,1689
0227640,2024,3,1845
0227640,2024,4,1439
0227640,2024,5,1166
0227640,2024,6,871
0227640,2024,7,557
0227640,2024,8,536
0227640,2024,9,714
0227640,2024,10,954
0227640,2024,11,1211
0227640,2024,12,1415
0227700,2017,1,1089
0227700,2017,2,975
0227700,2017,3,1165
0227700,2017,4,704
0227700,2017,5,589
0227700,2017,6,431
0227700,2017,7,336
0227700,2017,8,258
0227700,2017,9,442
0227700,2017,10,744
0227700,2017,11,1062
0227700,2017,12,1042
0227700,2018,1,1067
0227700,2018,2,1092
0227700,2018,3,991
0227700,2018,4,771
0227700,2018,5,577
0227700,2018,6,405
0227700,2018,7,256
0227700,2018,8,298
0227700,2018,9,447
0227700,2018,10,642
0227700,2018,11,821
0227700,2018,12,1004
0227700,2019,1,1081
0227700,2019,2,1112
0227700,2019,3,856
0227700,2019,4,749
0227700,2019,5,516
0227700,2019,6,341
0227700,2019,7,205
0227700,2019,8,255
0227700,2019,9,405
0227700,2019,10,749
0227700,2019,11,801
0227700,2019,12,917
0227700,2020,1,1247
0227700,2020,2,944
0227700,2020,3,1051
0227700,2020,4,809
0227700,2020,5,518
0227700,2020,6,438
0227700,2020,7,281
0227700,2020,8,329
0227700,2020,9,453
0227700,2020,10,746
0227700,2020,11,988
0227700,2020,12,875
0227700,2021,1,989
0227700,2021,2,1068
0227700,2021,3,1013
0227700,2021,4,767
0227700,2021,5,645
0227700,2021,6,354
0227700,2021,7,295
0227700,2021,8,298
0227700,2021,9,456
0227700,2021,10,773
0227700,2021,11,940
0227700,2021,12,1337
0227700,2022,1,1135
0227700,2022,2,881
0227700,2022,3,896
0227700,2022,4,789
0227700,2022,5,571
0227700,2022,6,294
0227700,2022,7,249
0227700,2022,8,248
0227700,2022,9,407
0227700,2022,10,593
0227700,2022,11,963
0227700,2022,12,1202
0227700,2023,1,929
0227700,2023,2,985
0227700,2023,3,1058
0227700,2023,4,777
0227700,2023,5,554
0227700,2023,6,391
0227700,2023,7,229
0227700,2023,8,222
0227700,2023,9,428
0227700,2023,10,648
0227700,2023,11,815
0227700,2023,12,931
0227700,2024,1,1128
0227700,2024,2,988
0227700,2024,3,929
0227700,2024,4,736
0227700,2024,5,618
0227700,2024,6,336
0227700,2024,7,295
0227700,2024,8,277
0227700,2024,9,445
0227700,2024,10,747
0227700,2024,11,944
0227700,2024,12,915
0228200,2017,1,1670
0228200,2017,2,1300
0228200,2017,3,1476
0228200,2017,4,718
0228200,2017,5,505
0228200,2017,6,272
0228200,2017,7,156
0228200,2017,8,278
0228200,2017,9,454
0228200,2017,10,872
0228200,2017,11,1384
0228200,2017,12,1231
0228200,2018,1,1428
0228200,2018,2,1350
0228200,2018,3,1219
0228200,2018,4,778
0228200,2018,5,539
0228200,2018,6,275
0228200,2018,7,139
0228200,2018,8,285
0228200,2018,9,386
0228200,2018,10,698
0228200,2018,11,1143
0228200,2018,12,1347
0228200,2019,1,1479
0228200,2019,2,1290
0228200,2019,3,919
0228200,2019,4,764
0228200,2019,5,480
0228200,2019,6,170
0228200,2019,7,59
0228200,2019,8,144
0228200,2019,9,440
0228200,2019,10,806
0228200,2019,11,1007
0228200,2019,12,1328
0228200,2020,1,2000
0228200,2020,2,1373
0228200,2020,3,1381
0228200,2020,4,830
0228200,2020,5,431
0228200,2020,6,266
0228200,2020,7,137
0228200,2020,8,216
0228200,2020,9,477
0228200,2020,10,910
0228200,2020,11,1319
0228200,2020,12,1307
0228200,2021,1,1321
0228200,2021,2,1474
0228200,2021,3,1525
0228200,2021,4,885
0228200,2021,5,516
0228200,2021,6,296
0228200,2021,7,248
0228200,2021,8,316
0228200,2021,9,613
0228200,2021,10,931
0228200,2021,11,1606
0228200,2021,12,1600
0228200,2022,1,1459
0228200,2022,2,1088
0228200,2022,3,1045
0228200,2022,4,817
0228200,2022,5,465
0228200,2022,6,145
0228200,2022,7,167
0228200,2022,8,295
0228200,2022,9,480
0228200,2022,10,913
0228200,2022,11,1280
0228200,2022,12,1584
0228200,2023,1,1288
0228200,2023,2,1309
0228200,2023,3,1236
0228200,2023,4,945
0228200,2023,5,513
0228200,2023,6,289
0228200,2023,7,170
0228200,2023,8,178
0228200,2023,9,548
0228200,2023,10,932
0228200,2023,11,1129
0228200,2023,12,1550
0228200,2024,1,1673
0228200,2024,2,1288
0228200,2024,3,1145
0228200,2024,4,797
0228200,2024,5,554
0228200,2024,6,231
0228200,2024,7,228
0228200,2024,8,321
0228200,2024,9,483
0228200,2024,10,930
0228200,2024,11,1336
0228200,2024,12,1163
0228590,2017,1,1526
0228590,2017,2,1283
0228590,2017,3,1404
0228590,2017,4,873
0228590,2017,5,725
0228590,2017,6,494
0228590,2017,7,394
0228590,2017,8,474
0228590,2017,9,617
0228590,2017,10,995
0228590,2017,11,1201
0228590,2017,12,1304
0228590,2018,1,1436
0228590,2018,2,1379
0228590,2018,3,1321
0228590,2018,4,966
0228590,2018,5,769
0228590,2018,6,536
0228590,2018,7,355
0228590,2018,8,482
0228590,2018,9,534
0228590,2018,10,818
0228590,2018,11,1137
0228590,2018,12,1414
0228590,2019,1,1516
0228590,2019,2,1324
0228590,2019,3,1085
0228590,2019,4,935
0228590,2019,5,668
0228590,2019,6,359
0228590,2019,7,216
0228590,2019,8,329
0228590,2019,9,580
0228590,2019,10,956
0228590,2019,11,1140
0228590,2019,12,1399
0228590,2020,1,1840
0228590,2020,2,1411
0228590,2020,3,1430
0228590,2020,4,969
0228590,2020,5,629
0228590,2020,6,473
0228590,2020,7,328
0228590,2020,8,393
0228590,2020,9,632
0228590,2020,10,1031
0228590,2020,11,1395
0228590,2020,12,1385
0228590,2021,1,1410
0228590,2021,2,1513
0228590,2021,3,1582
0228590,2021,4,1063
0228590,2021,5,731
0228590,2021,6,447
0228590,2021,7,387
0228590,2021,8,458
0228590,2021,9,721
0228590,2021,10,1028
0228590,2021,11,1597
0228590,2021,12,1661
0228590,2022,1,1550
0228590,2022,2,1204
0228590,2022,3,1198
0228590,2022,4,1016
0228590,2022,5,685
0228590,2022,6,331
0228590,2022,7,352
0228590,2022,8,459
0228590,2022,9,653
0228590,2022,10,1012
0228590,2022,11,1300
0228590,2022,12,1591
0228590,2023,1,1355
0228590,2023,2,1373
0228590,2023,3,1342
0228590,2023,4,1086
0228590,2023,5,749
0228590,2023,6,489
0228590,2023,7,315
0228590,2023,8,350
0228590,2023,9,704
0228590,2023,10,1017
0228590,2023,11,1211
0228590,2023,12,1603
0228590,2024,1,1698
0228590,2024,2,1403
0228590,2024,3,1265
0228590,2024,4,984
0228590,2024,5,762
0228590,2024,6,386
0228590,2024,7,401
0228590,2024,8,470
0228590,2024,9,631
0228590,2024,10,1042
0228590,2024,11,1362
0228590,2024,12,1276
0228740,2017,1,1968
0228740,2017,2,1530
0228740,2017,3,1725
0228740,2017,4,858
0228740,2017,5,641
0228740,2017,6,299
0228740,2017,7,202
0228740,2017,8,337
0228740,2017,9,579
0228740,2017,10,1026
0228740,2017,11,1739
0228740,2017,12,1649
0228740,2018,1,1950
0228740,2018,2,1746
0228740,2018,3,1433
0228740,2018,4,980
0228740,2018,5,676
0228740,2018,6,370
0228740,2018,7,198
0228740,2018,8,369
0228740,2018,9,554
0228740,2018,10,889
0228740,2018,11,1475
0228740,2018,12,1702
0228740,2019,1,1918
0228740,2019,2,1603
0228740,2019,3,1107
0228740,2019,4,887
0228740,2019,5,551
0228740,2019,6,233
0228740,2019,7,118
0228740,2019,8,291
0228740,2019,9,530
0228740,2019,10,1030
0228740,2019,11,1269
0228740,2019,12,1711
0228740,2020,1,2263
0228740,2020,2,1614
0228740,2020,3,1576
0228740,2020,4,994
0228740,2020,5,533
0228740,2020,6,383
0228740,2020,7,218
0228740,2020,8,323
0228740,2020,9,603
0228740,2020,10,1142
0228740,2020,11,1679
0228740,2020,12,1630
0228740,2021,1,1739
0228740,2021,2,1785
0228740,2021,3,1639
0228740,2021,4,1042
0228740,2021,5,634
0228740,2021,6,307
0228740,2021,7,225
0228740,2021,8,349
0228740,2021,9,677
0228740,2021,10,1063
0228740,2021,11,1827
0228740,2021,12,1931
0228740,2022,1,1900
0228740,2022,2,1319
0228740,2022,3,1321
0228740,2022,4,1055
0228740,2022,5,627
0228740,2022,6,222
0228740,2022,7,229
0228740,2022,8,368
0228740,2022,9,601
0228740,2022,10,1106
0228740,2022,11,1531
0228740,2022,12,2020
0228740,2023,1,1713
0228740,2023,2,1506
0228740,2023,3,1467
0228740,2023,4,1090
0228740,2023,5,676
0228740,2023,6,351
0228740,2023,7,148
0228740,2023,8,240
0228740,2023,9,671
0228740,2023,10,1155
0228740,2023,11,1367
0228740,2023,12,1835
0228740,2024,1,2075
0228740,2024,2,1588
0228740,2024,3,1369
0228740,2024,4,946
0228740,2024,5,679
0228740,2024,6,257
0228740,2024,7,278
0228740,2024,8,348
0228740,2024,9,616
0228740,2024,10,1139
0228740,2024,11,1659
0228740,2024,12,1610
0229130,2017,1,2210
0229130,2017,2,1727
0229130,2017,3,2044
0229130,2017,4,910
0229130,2017,5,552
0229130,2017,6,192
0229130,2017,7,76
0229130,2017,8,299
0229130,2017,9,596
0229130,2017,10,1106
0229130,2017,11,1755
0229130,2017,12,1652
0229130,2018,1,2103
0229130,2018,2,1656
0229130,2018,3,1501
0229130,2018,4,1052
0229130,2018,5,568
0229130,2018,6,295
0229130,2018,7,144
0229130,2018,8,401
0229130,2018,9,600
0229130,2018,10,988
0229130,2018,11,1582
0229130,2018,12,1945
0229130,2019,1,2121
0229130,2019,2,1590
0229130,2019,3,1121
0229130,2019,4,910
0229130,2019,5,456
0229130,2019,6,158
0229130,2019,7,93
0229130,2019,8,391
0229130,2019,9,575
0229130,2019,10,1102
0229130,2019,11,1571
0229130,2019,12,2125
0229130,2020,1,2532
0229130,2020,2,1980
0229130,2020,3,1730
0229130,2020,4,1060
0229130,2020,5,465
0229130,2020,6,250
0229130,2020,7,229
0229130,2020,8,260
0229130,2020,9,624
0229130,2020,10,1234
0229130,2020,11,1851
0229130,2020,12,1887
0229130,2021,1,1907
0229130,2021,2,2016
0229130,2021,3,1793
0229130,2021,4,1157
0229130,2021,5,547
0229130,2021,6,192
0229130,2021,7,150
0229130,2021,8,397
0229130,2021,9,746
0229130,2021,10,1151
0229130,2021,11,1962
0229130,2021,12,2019
0229130,2022,1,2160
0229130,2022,2,1788
0229130,2022,3,1546
0229130,2022,4,1096
0229130,2022,5,588
0229130,2022,6,178
0229130,2022,7,182
0229130,2022,8,299
0229130,2022,9,608
0229130,2022,10,1216
0229130,2022,11,1658
0229130,2022,12,2061
0229130,2023,1,1938
0229130,2023,2,1765
0229130,2023,3,1632
0229130,2023,4,1355
0229130,2023,5,525
0229130,2023,6,233
0229130,2023,7,76
0229130,2023,8,211
0229130,2023,9,690
0229130,2023,10,1227
0229130,2023,11,1468
0229130,2023,12,2070
0229130,2024,1,2332
0229130,2024,2,1747
0229130,2024,3,1559
0229130,2024,4,906
0229130,2024,5,549
0229130,2024,6,90
0229130,2024,7,232
0229130,2024,8,377
0229130,2024,9,611
0229130,2024,10,1252
0229130,2024,11,1821
0229130,2024,12,1796
0229180,2017,1,1893
0229180,2017,2,1777
0229180,2017,3,1967
0229180,2017,4,988
0229180,2017,5,716
0229180,2017,6,310
0229180,2017,7,281
0229180,2017,8,448
0229180,2017,9,641
0229180,2017,10,1005
0229180,2017,11,1299
0229180,2017,12,1343
0229180,2018,1,1822
0229180,2018,2,1298
0229180,2018,3,1453
0229180,2018,4,1126
0229180,2018,5,790
0229180,2018,6,367
0229180,2018,7,271
0229180,2018,8,408
0229180,2018,9,519
0229180,2018,10,860
0229180,2018,11,1279
0229180,2018,12,1846
0229180,2019,1,1792
0229180,2019,2,1223
0229180,2019,3,1252
0229180,2019,4,1212
0229180,2019,5,697
0229180,2019,6,269
0229180,2019,7,236
0229180,2019,8,399
0229180,2019,9,544
0229180,2019,10,1015
0229180,2019,11,1470
0229180,2019,12,1834
0229180,2020,1,2140
0229180,2020,2,2035
0229180,2020,3,1598
0229180,2020,4,1184
0229180,2020,5,559
0229180,2020,6,365
0229180,2020,7,353
0229180,2020,8,365
0229180,2020,9,642
0229180,2020,10,957
0229180,2020,11,1296
0229180,2020,12,1651
0229180,2021,1,1780
0229180,2021,2,1869
0229180,2021,3,1798
0229180,2021,4,1270
0229180,2021,5,664
0229180,2021,6,426
0229180,2021,7,370
0229180,2021,8,450
0229180,2021,9,681
0229180,2021,10,1101
0229180,2021,11,1898
0229180,2021,12,1802
0229180,2022,1,1984
0229180,2022,2,1653
0229180,2022,3,1548
0229180,2022,4,1120
0229180,2022,5,790
0229180,2022,6,357
0229180,2022,7,337
0229180,2022,8,460
0229180,2022,9,565
0229180,2022,10,1068
0229180,2022,11,1363
0229180,2022,12,1619
0229180,2023,1,1798
0229180,2023,2,1746
0229180,2023,3,1663
0229180,2023,4,1629
0229180,2023,5,826
0229180,2023,6,446
0229180,2023,7,294
0229180,2023,8,330
0229180,2023,9,680
0229180,2023,10,1090
0229180,2023,11,1314
0229180,2023,12,1878
0229180,2024,1,1817
0229180,2024,2,1531
0229180,2024,3,1678
0229180,2024,4,1226
0229180,2024,5,885
0229180,2024,6,357
0229180,2024,7,374
0229180,2024,8,474
0229180,2024,9,652
0229180,2024,10,1068
0229180,2024,11,1495
0229180,2024,12,1457
0229290,2017,1,1549
0229290,2017,2,1497
0229290,2017,3,1619
0229290,2017,4,850
0229290,2017,5,639
0229290,2017,6,339
0229290,2017,7,258
0229290,2017,8,354
0229290,2017,9,548
0229290,2017,10,810
0229290,2017,11,1064
0229290,2017,12,1147
0229290,2018,1,1471
0229290,2018,2,1041
0229290,2018,3,1168
0229290,2018,4,901
0229290,2018,5,702
0229290,2018,6,381
0229290,2018,7,295
0229290,2018,8,360
0229290,2018,9,396
0229290,2018,10,686
0229290,2018,11,1055
0229290,2018,12,1510
0229290,2019,1,1322
0229290,2019,2,926
0229290,2019,3,1005
0229290,2019,4,944
0229290,2019,5,613
0229290,2019,6,300
