aea_plant_id,eia_plant_id,net_generation_mwh,fuel_type_code,fuel_type_name,year,month
162,7183,4.2,DFO,Distillate Fuel Oil,2021,2
162,7183,322.3,WAT,Water at Hydroelectric Turbine,2021,3
162,7183,11.7,DFO,Distillate Fuel Oil,2021,3
162,7183,305.0,WAT,Water at Hydroelectric Turbine,2021,4
162,7183,0.2,DFO,Distillate Fuel Oil,2021,4
162,7183,291.1,WAT,Water at Hydroelectric Turbine,2021,5
162,7183,0.1,DFO,Distillate Fuel Oil,2021,5
162,7183,257.5,WAT,Water at Hydroelectric Turbine,2021,6
162,7183,0.7,DFO,Distillate Fuel Oil,2021,6
162,7183,279.0,WAT,Water at Hydroelectric Turbine,2021,7
162,7183,2.6,DFO,Distillate Fuel Oil,2021,7
162,7183,299.8,WAT,Water at Hydroelectric Turbine,2021,8
162,7183,328.6,WAT,Water at Hydroelectric Turbine,2021,9
162,7183,1.4,DFO,Distillate Fuel Oil,2021,9
162,7183,230.6,WAT,Water at Hydroelectric Turbine,2021,10
162,7183,74.6,DFO,Distillate Fuel Oil,2021,10
162,7183,313.7,WAT,Water at Hydroelectric Turbine,2021,11
162,7183,31.9,DFO,Distillate Fuel Oil,2021,11
162,7183,317.9,WAT,Water at Hydroelectric Turbine,2021,12
162,7183,19.0,DFO,Distillate Fuel Oil,2021,12
163,7462,168.5,DFO,Distillate Fuel Oil,2021,1
163,7462,169.0,DFO,Distillate Fuel Oil,2021,2
163,7462,153.9,DFO,Distillate Fuel Oil,2021,3
163,7462,159.7,DFO,Distillate Fuel Oil,2021,4
163,7462,133.5,DFO,Distillate Fuel Oil,2021,5
163,7462,148.5,DFO,Distillate Fuel Oil,2021,6
163,7462,138.1,DFO,Distillate Fuel Oil,2021,7
163,7462,150.5,DFO,Distillate Fuel Oil,2021,8
163,7462,141.4,DFO,Distillate Fuel Oil,2021,9
163,7462,144.1,DFO,Distillate Fuel Oil,2021,10
163,7462,154.4,DFO,Distillate Fuel Oil,2021,11
163,7462,160.8,DFO,Distillate Fuel Oil,2021,12
164,7463,284.2,DFO,Distillate Fuel Oil,2021,1
164,7463,146.0,WAT,Water at Hydroelectric Turbine,2021,1
164,7463,375.3,DFO,Distillate Fuel Oil,2021,2
164,7463,66.8,WAT,Water at Hydroelectric Turbine,2021,2
164,7463,386.6,DFO,Distillate Fuel Oil,2021,3
164,7463,33.2,WAT,Water at Hydroelectric Turbine,2021,3
164,7463,402.2,DFO,Distillate Fuel Oil,2021,4
164,7463,32.2,WAT,Water at Hydroelectric Turbine,2021,4
164,7463,249.3,WAT,Water at Hydroelectric Turbine,2021,5
164,7463,117.3,DFO,Distillate Fuel Oil,2021,5
164,7463,280.6,WAT,Water at Hydroelectric Turbine,2021,6
164,7463,111.5,DFO,Distillate Fuel Oil,2021,6
164,7463,199.9,DFO,Distillate Fuel Oil,2021,7
164,7463,163.5,WAT,Water at Hydroelectric Turbine,2021,7
164,7463,367.0,DFO,Distillate Fuel Oil,2021,8
164,7463,65.3,WAT,Water at Hydroelectric Turbine,2021,8
164,7463,325.9,DFO,Distillate Fuel Oil,2021,9
164,7463,100.4,WAT,Water at Hydroelectric Turbine,2021,9
164,7463,274.3,DFO,Distillate Fuel Oil,2021,10
164,7463,153.5,WAT,Water at Hydroelectric Turbine,2021,10
164,7463,306.5,DFO,Distillate Fuel Oil,2021,11
164,7463,121.8,WAT,Water at Hydroelectric Turbine,2021,11
164,7463,361.9,DFO,Distillate Fuel Oil,2021,12
164,7463,75.6,WAT,Water at Hydroelectric Turbine,2021,12
165,7464,105.6,DFO,Distillate Fuel Oil,2021,1
165,7464,104.5,WAT,Water at Hydroelectric Turbine,2021,1
165,7464,176.8,DFO,Distillate Fuel Oil,2021,2
165,7464,36.8,WAT,Water at Hydroelectric Turbine,2021,2
165,7464,184.2,DFO,Distillate Fuel Oil,2021,3
165,7464,8.6,WAT,Water at Hydroelectric Turbine,2021,3
165,7464,96.7,DFO,Distillate Fuel Oil,2021,4
165,7464,96.6,WAT,Water at Hydroelectric Turbine,2021,4
165,7464,92.8,WAT,Water at Hydroelectric Turbine,2021,5
165,7464,76.4,DFO,Distillate Fuel Oil,2021,5
165,7464,101.9,DFO,Distillate Fuel Oil,2021,6
165,7464,91.9,WAT,Water at Hydroelectric Turbine,2021,6
165,7464,140.3,DFO,Distillate Fuel Oil,2021,7
165,7464,21.8,WAT,Water at Hydroelectric Turbine,2021,7
165,7464,160.2,DFO,Distillate Fuel Oil,2021,8
165,7464,28.2,WAT,Water at Hydroelectric Turbine,2021,8
165,7464,110.3,DFO,Distillate Fuel Oil,2021,9
165,7464,77.2,WAT,Water at Hydroelectric Turbine,2021,9
165,7464,115.6,WAT,Water at Hydroelectric Turbine,2021,10
165,7464,58.5,DFO,Distillate Fuel Oil,2021,10
165,7464,110.5,DFO,Distillate Fuel Oil,2021,11
165,7464,93.6,WAT,Water at Hydroelectric Turbine,2021,11
165,7464,132.2,DFO,Distillate Fuel Oil,2021,12
165,7464,87.0,WAT,Water at Hydroelectric Turbine,2021,12
166,7467,7.8,WAT,Water at Hydroelectric Turbine,2021,1
166,7467,6.6,WAT,Water at Hydroelectric Turbine,2021,2
166,7467,103.1,WAT,Water at Hydroelectric Turbine,2021,11
166,7467,48.6,WAT,Water at Hydroelectric Turbine,2021,12
169,,77.2,DFO,Distillate Fuel Oil,2021,1
169,,0.1,SUN,Solar,2021,1
169,,69.4,DFO,Distillate Fuel Oil,2021,2
169,,1.6,SUN,Solar,2021,2
169,,73.6,DFO,Distillate Fuel Oil,2021,3
169,,3.5,SUN,Solar,2021,3
169,,56.2,DFO,Distillate Fuel Oil,2021,4
169,,5.8,SUN,Solar,2021,4
169,,45.5,DFO,Distillate Fuel Oil,2021,5
169,,11.1,SUN,Solar,2021,5
169,,0.7,WND,Wind,2021,5
169,,37.5,DFO,Distillate Fuel Oil,2021,6
169,,6.5,SUN,Solar,2021,6
169,,6.0,WND,Wind,2021,6
169,,39.6,DFO,Distillate Fuel Oil,2021,7
169,,6.3,WND,Wind,2021,7
169,,4.5,SUN,Solar,2021,7
169,,43.4,DFO,Distillate Fuel Oil,2021,8
169,,3.9,SUN,Solar,2021,8
169,,3.6,WND,Wind,2021,8
169,,47.5,DFO,Distillate Fuel Oil,2021,9
169,,7.0,WND,Wind,2021,9
169,,3.7,SUN,Solar,2021,9
169,,51.5,DFO,Distillate Fuel Oil,2021,10
169,,12.6,WND,Wind,2021,10
169,,1.7,SUN,Solar,2021,10
169,,74.7,DFO,Distillate Fuel Oil,2021,11
169,,3.2,WND,Wind,2021,11
169,,0.5,SUN,Solar,2021,11
169,,63.1,DFO,Distillate Fuel Oil,2021,12
169,,21.3,WND,Wind,2021,12
169,,0.0,SUN,Solar,2021,12
171,6580,4888.2,WAT,Water at Hydroelectric Turbine,2021,1
171,6580,4067.3,WAT,Water at Hydroelectric Turbine,2021,2
171,6580,3900.8,WAT,Water at Hydroelectric Turbine,2021,3
171,6580,3440.8,WAT,Water at Hydroelectric Turbine,2021,4
171,6580,4262.8,WAT,Water at Hydroelectric Turbine,2021,5
171,6580,4589.7,WAT,Water at Hydroelectric Turbine,2021,6
171,6580,4086.6,WAT,Water at Hydroelectric Turbine,2021,7
171,6580,3856.0,WAT,Water at Hydroelectric Turbine,2021,8
171,6580,3162.8,WAT,Water at Hydroelectric Turbine,2021,9
171,6580,3245.6,WAT,Water at Hydroelectric Turbine,2021,10
171,6580,3803.9,WAT,Water at Hydroelectric Turbine,2021,11
171,6580,4887.7,WAT,Water at Hydroelectric Turbine,2021,12
172,84,2355.3,WAT,Water at Hydroelectric Turbine,2021,1
172,84,1959.8,WAT,Water at Hydroelectric Turbine,2021,2
172,84,1879.6,WAT,Water at Hydroelectric Turbine,2021,3
172,84,1657.9,WAT,Water at Hydroelectric Turbine,2021,4
172,84,2054.0,WAT,Water at Hydroelectric Turbine,2021,5
172,84,2211.5,WAT,Water at Hydroelectric Turbine,2021,6
172,84,1969.1,WAT,Water at Hydroelectric Turbine,2021,7
172,84,1858.0,WAT,Water at Hydroelectric Turbine,2021,8
172,84,1524.0,WAT,Water at Hydroelectric Turbine,2021,9
172,84,1563.9,WAT,Water at Hydroelectric Turbine,2021,10
172,84,1832.9,WAT,Water at Hydroelectric Turbine,2021,11
172,84,2355.1,WAT,Water at Hydroelectric Turbine,2021,12
173,85,-8.1,DFO,Distillate Fuel Oil,2021,1
173,85,-9.0,DFO,Distillate Fuel Oil,2021,2
173,85,-9.7,DFO,Distillate Fuel Oil,2021,3
173,85,-9.3,DFO,Distillate Fuel Oil,2021,4
173,85,-4.8,DFO,Distillate Fuel Oil,2021,5
173,85,-6.5,DFO,Distillate Fuel Oil,2021,6
173,85,-6.3,DFO,Distillate Fuel Oil,2021,7
173,85,-9.1,DFO,Distillate Fuel Oil,2021,8
173,85,-11.9,DFO,Distillate Fuel Oil,2021,9
173,85,-11.8,DFO,Distillate Fuel Oil,2021,10
173,85,-9.2,DFO,Distillate Fuel Oil,2021,11
173,85,-10.2,DFO,Distillate Fuel Oil,2021,12
174,6581,1466.9,WAT,Water at Hydroelectric Turbine,2021,1
174,6581,1220.6,WAT,Water at Hydroelectric Turbine,2021,2
174,6581,1170.6,WAT,Water at Hydroelectric Turbine,2021,3
174,6581,1032.5,WAT,Water at Hydroelectric Turbine,2021,4
174,6581,1279.2,WAT,Water at Hydroelectric Turbine,2021,5
174,6581,1377.3,WAT,Water at Hydroelectric Turbine,2021,6
174,6581,1226.3,WAT,Water at Hydroelectric Turbine,2021,7
174,6581,1157.2,WAT,Water at Hydroelectric Turbine,2021,8
174,6581,949.1,WAT,Water at Hydroelectric Turbine,2021,9
174,6581,974.0,WAT,Water at Hydroelectric Turbine,2021,10
174,6581,1141.5,WAT,Water at Hydroelectric Turbine,2021,11
174,6581,1466.8,WAT,Water at Hydroelectric Turbine,2021,12
175,70,8227.8,WAT,Water at Hydroelectric Turbine,2021,1
175,70,6846.1,WAT,Water at Hydroelectric Turbine,2021,2
175,70,6565.8,WAT,Water at Hydroelectric Turbine,2021,3
175,70,5791.5,WAT,Water at Hydroelectric Turbine,2021,4
175,70,7175.1,WAT,Water at Hydroelectric Turbine,2021,5
175,70,7725.4,WAT,Water at Hydroelectric Turbine,2021,6
175,70,6878.5,WAT,Water at Hydroelectric Turbine,2021,7
175,70,6490.5,WAT,Water at Hydroelectric Turbine,2021,8
175,70,5323.6,WAT,Water at Hydroelectric Turbine,2021,9
175,70,5462.9,WAT,Water at Hydroelectric Turbine,2021,10
175,70,6402.7,WAT,Water at Hydroelectric Turbine,2021,11
175,70,8227.1,WAT,Water at Hydroelectric Turbine,2021,12
176,58977,1099.6,WAT,Water at Hydroelectric Turbine,2021,1
176,58977,915.0,WAT,Water at Hydroelectric Turbine,2021,2
176,58977,877.5,WAT,Water at Hydroelectric Turbine,2021,3
176,58977,774.0,WAT,Water at Hydroelectric Turbine,2021,4
176,58977,958.9,WAT,Water at Hydroelectric Turbine,2021,5
176,58977,1032.5,WAT,Water at Hydroelectric Turbine,2021,6
176,58977,919.3,WAT,Water at Hydroelectric Turbine,2021,7
176,58977,867.4,WAT,Water at Hydroelectric Turbine,2021,8
176,58977,711.5,WAT,Water at Hydroelectric Turbine,2021,9
176,58977,730.1,WAT,Water at Hydroelectric Turbine,2021,10
176,58977,855.7,WAT,Water at Hydroelectric Turbine,2021,11
176,58977,1099.5,WAT,Water at Hydroelectric Turbine,2021,12
177,7493,353.3,WAT,Water at Hydroelectric Turbine,2021,1
177,7493,64.7,DFO,Distillate Fuel Oil,2021,1
177,7493,294.0,WAT,Water at Hydroelectric Turbine,2021,2
177,7493,71.7,DFO,Distillate Fuel Oil,2021,2
177,7493,281.9,WAT,Water at Hydroelectric Turbine,2021,3
177,7493,77.5,DFO,Distillate Fuel Oil,2021,3
177,7493,248.7,WAT,Water at Hydroelectric Turbine,2021,4
177,7493,74.5,DFO,Distillate Fuel Oil,2021,4
177,7493,308.1,WAT,Water at Hydroelectric Turbine,2021,5
177,7493,38.6,DFO,Distillate Fuel Oil,2021,5
177,7493,331.7,WAT,Water at Hydroelectric Turbine,2021,6
177,7493,51.8,DFO,Distillate Fuel Oil,2021,6
177,7493,295.4,WAT,Water at Hydroelectric Turbine,2021,7
177,7493,50.6,DFO,Distillate Fuel Oil,2021,7
177,7493,278.7,WAT,Water at Hydroelectric Turbine,2021,8
177,7493,73.0,DFO,Distillate Fuel Oil,2021,8
177,7493,228.6,WAT,Water at Hydroelectric Turbine,2021,9
177,7493,94.6,DFO,Distillate Fuel Oil,2021,9
177,7493,234.6,WAT,Water at Hydroelectric Turbine,2021,10
177,7493,94.0,DFO,Distillate Fuel Oil,2021,10
177,7493,274.9,WAT,Water at Hydroelectric Turbine,2021,11
177,7493,73.4,DFO,Distillate Fuel Oil,2021,11
177,7493,353.3,WAT,Water at Hydroelectric Turbine,2021,12
177,7493,81.6,DFO,Distillate Fuel Oil,2021,12
178,,116.3,DFO,Distillate Fuel Oil,2021,1
178,,87.4,WND,Wind,2021,1
178,,100.0,DFO,Distillate Fuel Oil,2021,2
178,,88.4,WND,Wind,2021,2
178,,111.8,DFO,Distillate Fuel Oil,2021,3
178,,68.7,WND,Wind,2021,3
178,,110.6,DFO,Distillate Fuel Oil,2021,4
178,,60.1,WND,Wind,2021,4
178,,124.7,DFO,Distillate Fuel Oil,2021,5
178,,29.0,WND,Wind,2021,5
178,,98.2,DFO,Distillate Fuel Oil,2021,6
178,,36.6,WND,Wind,2021,6
178,,101.0,DFO,Distillate Fuel Oil,2021,7
178,,34.1,WND,Wind,2021,7
178,,108.4,DFO,Distillate Fuel Oil,2021,8
178,,28.3,WND,Wind,2021,8
178,,108.9,DFO,Distillate Fuel Oil,2021,9
178,,37.0,WND,Wind,2021,9
178,,106.1,DFO,Distillate Fuel Oil,2021,10
178,,72.2,WND,Wind,2021,10
178,,139.3,DFO,Distillate Fuel Oil,2021,11
178,,43.8,WND,Wind,2021,11
178,,119.8,DFO,Distillate Fuel Oil,2021,12
178,,86.7,WND,Wind,2021,12
180,58405,-21.6,MWH,Electricity used for Energy Storage,2021,1
180,58405,-18.8,MWH,Electricity used for Energy Storage,2021,2
180,58405,-21.2,MWH,Electricity used for Energy Storage,2021,3
180,58405,-19.9,MWH,Electricity used for Energy Storage,2021,4
180,58405,-20.6,MWH,Electricity used for Energy Storage,2021,5
180,58405,-20.5,MWH,Electricity used for Energy Storage,2021,6
180,58405,-21.1,MWH,Electricity used for Energy Storage,2021,7
180,58405,-20.9,MWH,Electricity used for Energy Storage,2021,8
180,58405,-19.8,MWH,Electricity used for Energy Storage,2021,9
180,58405,-20.0,MWH,Electricity used for Energy Storage,2021,10
180,58405,-19.9,MWH,Electricity used for Energy Storage,2021,11
180,58405,-21.6,MWH,Electricity used for Energy Storage,2021,12
181,60563,-25.6,MWH,Electricity used for Energy Storage,2021,1
181,60563,-22.3,MWH,Electricity used for Energy Storage,2021,2
181,60563,-25.1,MWH,Electricity used for Energy Storage,2021,3
181,60563,-23.6,MWH,Electricity used for Energy Storage,2021,4
181,60563,-24.4,MWH,Electricity used for Energy Storage,2021,5
181,60563,-24.3,MWH,Electricity used for Energy Storage,2021,6
181,60563,-25.0,MWH,Electricity used for Energy Storage,2021,7
181,60563,-24.7,MWH,Electricity used for Energy Storage,2021,8
181,60563,-23.5,MWH,Electricity used for Energy Storage,2021,9
181,60563,-23.7,MWH,Electricity used for Energy Storage,2021,10
181,60563,-23.5,MWH,Electricity used for Energy Storage,2021,11
181,60563,-25.5,MWH,Electricity used for Energy Storage,2021,12
182,6281,0.0,DFO,Distillate Fuel Oil,2021,1
182,6281,0.0,DFO,Distillate Fuel Oil,2021,2
182,6281,0.0,DFO,Distillate Fuel Oil,2021,3
182,6281,0.0,DFO,Distillate Fuel Oil,2021,4
182,6281,0.0,DFO,Distillate Fuel Oil,2021,5
182,6281,0.0,DFO,Distillate Fuel Oil,2021,6
182,6281,0.0,DFO,Distillate Fuel Oil,2021,7
182,6281,0.0,DFO,Distillate Fuel Oil,2021,8
182,6281,0.0,DFO,Distillate Fuel Oil,2021,9
182,6281,0.0,DFO,Distillate Fuel Oil,2021,10
182,6281,0.0,DFO,Distillate Fuel Oil,2021,11
182,6281,0.0,DFO,Distillate Fuel Oil,2021,12
183,7723,0.0,DFO,Distillate Fuel Oil,2021,1
183,7723,0.0,DFO,Distillate Fuel Oil,2021,2
183,7723,0.0,DFO,Distillate Fuel Oil,2021,3
183,7723,0.0,DFO,Distillate Fuel Oil,2021,4
183,7723,0.0,DFO,Distillate Fuel Oil,2021,5
183,7723,0.0,DFO,Distillate Fuel Oil,2021,6
183,7723,0.0,DFO,Distillate Fuel Oil,2021,7
183,7723,0.0,DFO,Distillate Fuel Oil,2021,8
183,7723,0.0,DFO,Distillate Fuel Oil,2021,9
183,7723,0.0,DFO,Distillate Fuel Oil,2021,10
183,7723,0.0,DFO,Distillate Fuel Oil,2021,11
183,7723,0.0,DFO,Distillate Fuel Oil,2021,12
184,57187,2186.1,WND,Wind,2021,1
184,57187,1664.2,WND,Wind,2021,2
184,57187,2073.9,WND,Wind,2021,3
184,57187,1647.1,WND,Wind,2021,4
184,57187,1945.4,WND,Wind,2021,5
184,57187,2010.2,WND,Wind,2021,6
184,57187,2367.9,WND,Wind,2021,7
184,57187,2399.1,WND,Wind,2021,8
184,57187,2458.2,WND,Wind,2021,9
184,57187,2482.8,WND,Wind,2021,10
184,57187,1410.7,WND,Wind,2021,11
184,57187,2592.4,WND,Wind,2021,12
186,60250,0.3,DFO,Distillate Fuel Oil,2021,1
186,60250,0.3,DFO,Distillate Fuel Oil,2021,2
186,60250,0.4,DFO,Distillate Fuel Oil,2021,3
186,60250,0.4,DFO,Distillate Fuel Oil,2021,4
186,60250,0.2,DFO,Distillate Fuel Oil,2021,5
186,60250,0.2,DFO,Distillate Fuel Oil,2021,6
186,60250,0.2,DFO,Distillate Fuel Oil,2021,7
186,60250,0.3,DFO,Distillate Fuel Oil,2021,8
186,60250,0.4,DFO,Distillate Fuel Oil,2021,9
186,60250,0.4,DFO,Distillate Fuel Oil,2021,10
186,60250,0.3,DFO,Distillate Fuel Oil,2021,11
186,60250,0.4,DFO,Distillate Fuel Oil,2021,12
187,71,13422.7,WAT,Water at Hydroelectric Turbine,2021,1
187,71,11168.6,WAT,Water at Hydroelectric Turbine,2021,2
187,71,10711.3,WAT,Water at Hydroelectric Turbine,2021,3
187,71,9448.2,WAT,Water at Hydroelectric Turbine,2021,4
187,71,11705.4,WAT,Water at Hydroelectric Turbine,2021,5
187,71,12603.1,WAT,Water at Hydroelectric Turbine,2021,6
187,71,11221.5,WAT,Water at Hydroelectric Turbine,2021,7
187,71,10588.5,WAT,Water at Hydroelectric Turbine,2021,8
187,71,8684.9,WAT,Water at Hydroelectric Turbine,2021,9
187,71,8912.1,WAT,Water at Hydroelectric Turbine,2021,10
187,71,10445.2,WAT,Water at Hydroelectric Turbine,2021,11
187,71,13421.5,WAT,Water at Hydroelectric Turbine,2021,12
188,,42.2,DFO,Distillate Fuel Oil,2021,1
188,,40.7,DFO,Distillate Fuel Oil,2021,2
188,,0.5,WND,Wind,2021,2
188,,39.7,DFO,Distillate Fuel Oil,2021,3
188,,3.1,WND,Wind,2021,3
188,,31.4,DFO,Distillate Fuel Oil,2021,4
188,,8.3,WND,Wind,2021,4
188,,31.8,DFO,Distillate Fuel Oil,2021,5
188,,0.5,WND,Wind,2021,5
188,,29.9,DFO,Distillate Fuel Oil,2021,6
188,,29.2,DFO,Distillate Fuel Oil,2021,7
188,,31.9,DFO,Distillate Fuel Oil,2021,8
188,,0.0,WND,Wind,2021,8
188,,76.6,DFO,Distillate Fuel Oil,2021,9
188,,0.1,WND,Wind,2021,9
188,,58.6,DFO,Distillate Fuel Oil,2021,10
188,,2.6,WND,Wind,2021,10
188,,42.0,DFO,Distillate Fuel Oil,2021,11
188,,3.1,WND,Wind,2021,11
188,,44.7,DFO,Distillate Fuel Oil,2021,12
189,6304,1682.1,DFO,Distillate Fuel Oil,2021,1
189,6304,214.1,WND,Wind,2021,1
189,6304,4.0,SUN,Solar,2021,1
189,6304,-7.6,MWH,Electricity used for Energy Storage,2021,1
189,6304,1873.4,DFO,Distillate Fuel Oil,2021,2
189,6304,322.5,WND,Wind,2021,2
189,6304,25.6,SUN,Solar,2021,2
189,6304,-6.6,MWH,Electricity used for Energy Storage,2021,2
189,6304,1352.9,DFO,Distillate Fuel Oil,2021,3
189,6304,294.2,WND,Wind,2021,3
189,6304,34.4,SUN,Solar,2021,3
189,6304,-7.4,MWH,Electricity used for Energy Storage,2021,3
189,6304,1843.7,DFO,Distillate Fuel Oil,2021,4
189,6304,87.4,WND,Wind,2021,4
189,6304,60.0,SUN,Solar,2021,4
189,6304,-7.0,MWH,Electricity used for Energy Storage,2021,4
189,6304,1468.0,DFO,Distillate Fuel Oil,2021,5
189,6304,111.5,SUN,Solar,2021,5
189,6304,59.5,WND,Wind,2021,5
189,6304,-7.2,MWH,Electricity used for Energy Storage,2021,5
189,6304,1276.6,DFO,Distillate Fuel Oil,2021,6
189,6304,140.7,WND,Wind,2021,6
189,6304,117.6,SUN,Solar,2021,6
189,6304,-7.2,MWH,Electricity used for Energy Storage,2021,6
189,6304,1274.0,DFO,Distillate Fuel Oil,2021,7
189,6304,94.1,WND,Wind,2021,7
189,6304,82.0,SUN,Solar,2021,7
189,6304,-7.4,MWH,Electricity used for Energy Storage,2021,7
189,6304,1289.3,DFO,Distillate Fuel Oil,2021,8
189,6304,286.1,WND,Wind,2021,8
189,6304,60.6,SUN,Solar,2021,8
189,6304,-7.3,MWH,Electricity used for Energy Storage,2021,8
189,6304,1377.0,DFO,Distillate Fuel Oil,2021,9
189,6304,241.6,WND,Wind,2021,9
189,6304,45.4,SUN,Solar,2021,9
189,6304,-6.9,MWH,Electricity used for Energy Storage,2021,9
189,6304,1389.0,DFO,Distillate Fuel Oil,2021,10
189,6304,278.2,WND,Wind,2021,10
189,6304,43.3,SUN,Solar,2021,10
189,6304,-7.0,MWH,Electricity used for Energy Storage,2021,10
189,6304,1860.1,DFO,Distillate Fuel Oil,2021,11
189,6304,143.4,WND,Wind,2021,11
189,6304,9.5,SUN,Solar,2021,11
189,6304,-6.9,MWH,Electricity used for Energy Storage,2021,11
189,6304,1657.3,DFO,Distillate Fuel Oil,2021,12
189,6304,422.1,WND,Wind,2021,12
189,6304,0.4,SUN,Solar,2021,12
189,6304,-7.5,MWH,Electricity used for Energy Storage,2021,12
190,,31.1,DFO,Distillate Fuel Oil,2021,1
190,,21.1,DFO,Distillate Fuel Oil,2021,2
190,,25.4,DFO,Distillate Fuel Oil,2021,7
190,,115.4,DFO,Distillate Fuel Oil,2021,11
191,,173.8,DFO,Distillate Fuel Oil,2021,1
191,,150.3,DFO,Distillate Fuel Oil,2021,2
191,,174.2,DFO,Distillate Fuel Oil,2021,3
191,,147.0,DFO,Distillate Fuel Oil,2021,4
191,,126.3,DFO,Distillate Fuel Oil,2021,5
191,,124.3,DFO,Distillate Fuel Oil,2021,6
191,,122.9,DFO,Distillate Fuel Oil,2021,7
191,,124.8,DFO,Distillate Fuel Oil,2021,8
191,,133.2,DFO,Distillate Fuel Oil,2021,9
191,,152.2,DFO,Distillate Fuel Oil,2021,10
191,,195.4,DFO,Distillate Fuel Oil,2021,11
191,,176.1,DFO,Distillate Fuel Oil,2021,12
192,,73.5,DFO,Distillate Fuel Oil,2021,1
192,,50.3,WND,Wind,2021,1
192,,86.1,DFO,Distillate Fuel Oil,2021,2
192,,2.3,WND,Wind,2021,2
192,,92.4,DFO,Distillate Fuel Oil,2021,3
192,,95.2,DFO,Distillate Fuel Oil,2021,4
192,,99.3,DFO,Distillate Fuel Oil,2021,5
192,,0.1,WND,Wind,2021,5
192,,76.4,DFO,Distillate Fuel Oil,2021,6
192,,80.6,DFO,Distillate Fuel Oil,2021,7
192,,105.4,DFO,Distillate Fuel Oil,2021,8
192,,105.1,DFO,Distillate Fuel Oil,2021,9
192,,109.4,DFO,Distillate Fuel Oil,2021,10
192,,99.8,DFO,Distillate Fuel Oil,2021,11
192,,120.9,DFO,Distillate Fuel Oil,2021,12
192,,17.1,WND,Wind,2021,12
194,,77.1,DFO,Distillate Fuel Oil,2021,2
194,,43.1,DFO,Distillate Fuel Oil,2021,3
194,,22.5,DFO,Distillate Fuel Oil,2021,4
194,,30.7,DFO,Distillate Fuel Oil,2021,5
194,,30.2,DFO,Distillate Fuel Oil,2021,6
194,,31.8,DFO,Distillate Fuel Oil,2021,7
194,,31.4,DFO,Distillate Fuel Oil,2021,8
194,,32.8,DFO,Distillate Fuel Oil,2021,9
194,,33.9,DFO,Distillate Fuel Oil,2021,10
194,,100.3,DFO,Distillate Fuel Oil,2021,11
194,,24.9,DFO,Distillate Fuel Oil,2021,12
195,,3.9,DFO,Distillate Fuel Oil,2021,1
196,,131.9,DFO,Distillate Fuel Oil,2021,1
196,,115.4,DFO,Distillate Fuel Oil,2021,2
196,,100.7,DFO,Distillate Fuel Oil,2021,8
196,,142.0,DFO,Distillate Fuel Oil,2021,9
196,,100.7,DFO,Distillate Fuel Oil,2021,10
197,58989,55515.7,NG,Natural Gas,2021,1
197,58989,47701.5,NG,Natural Gas,2021,2
197,58989,46811.3,NG,Natural Gas,2021,3
197,58989,46147.2,NG,Natural Gas,2021,4
197,58989,50321.7,NG,Natural Gas,2021,5
197,58989,63348.3,NG,Natural Gas,2021,6
197,58989,71975.3,NG,Natural Gas,2021,7
197,58989,72975.0,NG,Natural Gas,2021,8
197,58989,59837.3,NG,Natural Gas,2021,9
197,58989,56434.6,NG,Natural Gas,2021,10
197,58989,52582.3,NG,Natural Gas,2021,11
197,58989,54901.7,NG,Natural Gas,2021,12
198,6555,197.3,DFO,Distillate Fuel Oil,2021,1
198,6555,220.6,DFO,Distillate Fuel Oil,2021,2
198,6555,204.3,DFO,Distillate Fuel Oil,2021,3
198,6555,163.3,DFO,Distillate Fuel Oil,2021,4
198,6555,139.6,DFO,Distillate Fuel Oil,2021,5
198,6555,166.0,DFO,Distillate Fuel Oil,2021,6
198,6555,151.8,DFO,Distillate Fuel Oil,2021,7
198,6555,161.8,DFO,Distillate Fuel Oil,2021,8
198,6555,162.6,DFO,Distillate Fuel Oil,2021,9
198,6555,166.2,DFO,Distillate Fuel Oil,2021,10
198,6555,220.6,DFO,Distillate Fuel Oil,2021,11
198,6555,206.2,DFO,Distillate Fuel Oil,2021,12
199,7112,58.2,DFO,Distillate Fuel Oil,2021,1
199,7112,64.4,DFO,Distillate Fuel Oil,2021,2
199,7112,69.7,DFO,Distillate Fuel Oil,2021,3
199,7112,67.0,DFO,Distillate Fuel Oil,2021,4
199,7112,34.7,DFO,Distillate Fuel Oil,2021,5
199,7112,46.5,DFO,Distillate Fuel Oil,2021,6
199,7112,45.5,DFO,Distillate Fuel Oil,2021,7
199,7112,65.6,DFO,Distillate Fuel Oil,2021,8
199,7112,85.0,DFO,Distillate Fuel Oil,2021,9
199,7112,84.4,DFO,Distillate Fuel Oil,2021,10
199,7112,65.9,DFO,Distillate Fuel Oil,2021,11
199,7112,73.3,DFO,Distillate Fuel Oil,2021,12
200,7168,365.3,WAT,Water at Hydroelectric Turbine,2021,1
200,7168,303.9,WAT,Water at Hydroelectric Turbine,2021,2
200,7168,291.5,WAT,Water at Hydroelectric Turbine,2021,3
200,7168,257.1,WAT,Water at Hydroelectric Turbine,2021,4
200,7168,318.5,WAT,Water at Hydroelectric Turbine,2021,5
200,7168,343.0,WAT,Water at Hydroelectric Turbine,2021,6
200,7168,305.4,WAT,Water at Hydroelectric Turbine,2021,7
200,7168,288.1,WAT,Water at Hydroelectric Turbine,2021,8
