community_fips_code,name,estimated_per_capita_income,margin_error_per_capita_income,estimated_population_below_poverty,margin_error_population_below_poverty,estimated_population_poverty_determined,margin_error_popuation_poverty_determined,start_year,end_year
0266360,Saint Michael,13348,3452,,,,,2007,2011
0266360,Saint Michael,12561,2759,132,44,372,68,2008,2012
0266360,Saint Michael,12609,2556,133,49,362,63,2009,2013
0266360,Saint Michael,12255,3055,156,47,396,54,2010,2014
0266360,Saint Michael,10871,2248,149,41,392,52,2011,2015
0266360,Saint Michael,10196,1515,162,42,436,47,2012,2016
0266360,Saint Michael,10945,1224,101,36,433,47,2013,2017
0266360,Saint Michael,10901,1267,122,36,463,58,2014,2018
0266360,Saint Michael,11103,1924,99,31,422,58,2015,2019
0266360,Saint Michael,10473,1787,75,28,337,52,2016,2020
0266360,Saint Michael,10594,1486,59,29,311,79,2017,2021
0266360,Saint Michael,11900,1880,66,25,305,68,2018,2022
0266360,Saint Michael,13303,2429,37,22,218,64,2019,2023
0266470,Saint Paul,22281,4650,,,,,2007,2011
0266470,Saint Paul,18393,4023,86,37,624,146,2008,2012
0266470,Saint Paul,20901,4896,76,37,661,133,2009,2013
0266470,Saint Paul,23303,4543,87,28,601,96,2010,2014
0266470,Saint Paul,29751,6589,83,22,559,78,2011,2015
0266470,Saint Paul,31774,6542,61,19,507,71,2012,2016
0266470,Saint Paul,35855,8010,59,20,464,78,2013,2017
0266470,Saint Paul,34043,10011,65,20,409,83,2014,2018
0266470,Saint Paul,33925,10414,57,18,375,81,2015,2019
0266470,Saint Paul,27829,9749,84,97,373,84,2016,2020
0266470,Saint Paul,27684,10724,92,81,322,65,2017,2021
0266470,Saint Paul,31903,12050,90,68,324,86,2018,2022
0266470,Saint Paul,33844,11162,81,86,334,169,2019,2023
0266510,Salamatof,22577,4143,,,,,2007,2011
0266510,Salamatof,23382,3801,83,72,687,172,2008,2012
0266510,Salamatof,23342,3585,94,78,652,134,2009,2013
0266510,Salamatof,22695,3969,92,43,711,136,2010,2014
0266510,Salamatof,19987,2903,108,45,727,116,2011,2015
0266510,Salamatof,18707,2924,128,57,659,93,2012,2016
0266510,Salamatof,19055,2905,118,55,644,97,2013,2017
0266510,Salamatof,20303,3876,136,63,635,101,2014,2018
0266510,Salamatof,23625,3944,98,42,647,102,2015,2019
0266510,Salamatof,21459,4674,92,37,685,202,2016,2020
0266510,Salamatof,26480,4164,83,46,863,255,2017,2021
0266510,Salamatof,24377,3615,112,41,840,226,2018,2022
0266510,Salamatof,25917,3789,96,40,826,241,2019,2023
0266550,Salcha,34307,7492,,,,,2007,2011
0266550,Salcha,33008,8523,10,13,933,241,2008,2012
0266550,Salcha,33577,9939,160,193,851,226,2009,2013
0266550,Salcha,31604,5908,141,99,957,213,2010,2014
0266550,Salcha,31770,5903,96,76,984,205,2011,2015
0266550,Salcha,32346,6484,106,79,1068,198,2012,2016
0266550,Salcha,33150,4726,104,77,1080,219,2013,2017
0266550,Salcha,34788,5269,62,70,995,187,2014,2018
0266550,Salcha,34199,5000,5,9,1006,215,2015,2019
0266550,Salcha,33922,5787,69,96,930,206,2016,2020
0266550,Salcha,37837,7964,77,118,751,231,2017,2021
0266550,Salcha,41694,10060,71,118,689,210,2018,2022
0266550,Salcha,36420,6099,72,119,1076,303,2019,2023
0267020,Sand Point,24402,5659,,,,,2007,2011
0267020,Sand Point,25683,3784,227,115,1188,243,2008,2012
0267020,Sand Point,27165,3105,232,80,1236,246,2009,2013
0267020,Sand Point,26266,2409,241,70,1367,226,2010,2014
0267020,Sand Point,26981,2475,216,50,1185,169,2011,2015
0267020,Sand Point,30115,2383,221,65,1248,183,2012,2016
0267020,Sand Point,31510,2371,242,59,1330,206,2013,2017
0267020,Sand Point,32266,3451,227,69,1370,160,2014,2018
0267020,Sand Point,34675,2663,187,61,1307,155,2015,2019
0267020,Sand Point,37722,3413,120,41,1181,162,2016,2020
0267020,Sand Point,37220,3405,122,31,1157,137,2017,2021
0267020,Sand Point,40288,3844,93,30,1043,212,2018,2022
0267020,Sand Point,44106,5643,146,38,1141,164,2019,2023
0267460,Savoonga,8245,1386,,,,,2007,2011
0267460,Savoonga,7321,1574,381,93,715,109,2008,2012
0267460,Savoonga,7887,1254,426,92,817,97,2009,2013
0267460,Savoonga,7507,1254,438,84,869,75,2010,2014
0267460,Savoonga,8101,1431,425,63,879,71,2011,2015
0267460,Savoonga,8745,1189,439,77,929,86,2012,2016
0267460,Savoonga,9659,1572,402,76,932,91,2013,2017
0267460,Savoonga,10487,1376,368,70,921,81,2014,2018
0267460,Savoonga,11111,1400,362,81,975,99,2015,2019
0267460,Savoonga,10608,1294,317,83,849,110,2016,2020
0267460,Savoonga,14382,7333,291,85,946,117,2017,2021
0267460,Savoonga,17931,25196,278,82,823,182,2018,2022
0267460,Savoonga,18839,45089,245,79,766,293,2019,2023
0267570,Saxman,19765,5033,,,,,2007,2011
0267570,Saxman,20757,5834,130,97,394,132,2008,2012
0267570,Saxman,21912,6879,135,105,439,137,2009,2013
0267570,Saxman,22467,5706,113,75,470,103,2010,2014
0267570,Saxman,23050,7099,61,44,401,70,2011,2015
0267570,Saxman,26399,4657,53,23,421,82,2012,2016
0267570,Saxman,22722,4389,57,21,375,74,2013,2017
0267570,Saxman,24903,3574,58,26,359,58,2014,2018
0267570,Saxman,27408,4349,69,24,352,57,2015,2019
0267570,Saxman,22031,5080,63,27,327,72,2016,2020
0267570,Saxman,21713,5499,71,35,356,80,2017,2021
0267570,Saxman,24381,6921,64,37,361,96,2018,2022
0267570,Saxman,26533,6865,71,33,354,77,2019,2023
0267680,Scammon Bay,8356,1556,,,,,2007,2011
0267680,Scammon Bay,7644,1139,188,64,525,87,2008,2012
0267680,Scammon Bay,7879,1329,211,72,483,97,2009,2013
0267680,Scammon Bay,8383,1334,224,68,446,68,2010,2014
0267680,Scammon Bay,8360,1090,215,41,487,40,2011,2015
0267680,Scammon Bay,9318,1367,223,50,517,48,2012,2016
0267680,Scammon Bay,8627,1393,287,55,530,53,2013,2017
0267680,Scammon Bay,8585,1612,325,64,581,73,2014,2018
0267680,Scammon Bay,8668,1713,313,70,586,76,2015,2019
0267680,Scammon Bay,9165,2148,245,74,455,88,2016,2020
0267680,Scammon Bay,8303,1872,272,91,455,104,2017,2021
0267680,Scammon Bay,10118,1898,245,106,506,116,2018,2022
0267680,Scammon Bay,11190,2885,216,79,491,101,2019,2023
0268230,Selawik,10973,2054,,,,,2007,2011
0268230,Selawik,11878,2285,212,70,686,104,2008,2012
0268230,Selawik,10052,1668,255,69,692,94,2009,2013
0268230,Selawik,10632,1684,254,67,753,91,2010,2014
0268230,Selawik,11313,1318,237,54,793,63,2011,2015
0268230,Selawik,10811,1910,317,66,806,72,2012,2016
0268230,Selawik,9479,1221,379,63,813,75,2013,2017
0268230,Selawik,9635,1548,391,84,839,94,2014,2018
0268230,Selawik,8136,1328,432,91,789,104,2015,2019
0268230,Selawik,9072,1869,400,87,724,112,2016,2020
0268230,Selawik,11454,2850,318,89,655,115,2017,2021
0268230,Selawik,14015,4018,230,89,551,110,2018,2022
0268230,Selawik,13528,3056,175,56,397,76,2019,2023
0268340,Seldovia,30754,5837,,,,,2007,2011
0268340,Seldovia,34738,6555,26,20,286,69,2008,2012
0268340,Seldovia,30033,3872,25,19,280,64,2009,2013
0268340,Seldovia,32704,6114,33,23,264,51,2010,2014
0268340,Seldovia,32279,4613,23,15,243,43,2011,2015
0268340,Seldovia,31239,5022,14,13,244,45,2012,2016
0268340,Seldovia,32805,4787,17,14,234,46,2013,2017
0268340,Seldovia,32409,5307,17,13,225,41,2014,2018
0268340,Seldovia,33705,4508,1,3,204,52,2015,2019
0268340,Seldovia,36980,5021,0,10,160,47,2016,2020
0268340,Seldovia,42778,8708,0,10,171,55,2017,2021
0268340,Seldovia,42764,9020,4,7,182,61,2018,2022
0268340,Seldovia,45263,9583,10,10,174,57,2019,2023
0268370,Seldovia Village,31978,10586,,,,,2007,2011
0268370,Seldovia Village,32771,9377,19,25,138,49,2008,2012
0268370,Seldovia Village,38366,7636,7,8,159,37,2009,2013
0268370,Seldovia Village,35729,6162,17,13,180,43,2010,2014
0268370,Seldovia Village,35429,6728,19,12,174,41,2011,2015
0268370,Seldovia Village,33810,6241,18,13,175,47,2012,2016
0268370,Seldovia Village,36655,6208,11,9,180,47,2013,2017
0268370,Seldovia Village,42392,10093,12,11,164,39,2014,2018
0268370,Seldovia Village,45303,11128,0,9,160,44,2015,2019
0268370,Seldovia Village,40618,7276,4,6,175,48,2016,2020
0268370,Seldovia Village,37235,6248,29,20,223,57,2017,2021
0268370,Seldovia Village,36154,8581,25,15,209,55,2018,2022
0268370,Seldovia Village,43658,6704,25,14,207,61,2019,2023
0268560,Seward,28793,8254,,,,,2007,2011
0268560,Seward,27332,6351,144,123,2243,211,2008,2012
0268560,Seward,28902,6039,123,96,2323,192,2009,2013
0268560,Seward,30076,7444,123,97,2233,182,2010,2014
0268560,Seward,24671,4607,173,105,2067,272,2011,2015
0268560,Seward,27810,3587,157,103,2171,126,2012,2016
0268560,Seward,26771,3598,205,143,2232,104,2013,2017
0268560,Seward,28552,4233,269,174,2270,96,2014,2018
0268560,Seward,27751,4327,275,161,2299,113,2015,2019
0268560,Seward,30301,4406,200,138,2329,134,2016,2020
0268560,Seward,30932,4363,219,162,2163,109,2017,2021
0268560,Seward,34044,5496,138,101,2266,104,2018,2022
0268560,Seward,33987,5780,229,156,2148,51,2019,2023
0268670,Shageluk,12415,2727,,,,,2007,2011
0268670,Shageluk,14923,3793,14,11,64,35,2008,2012
0268670,Shageluk,17370,5134,16,13,74,35,2009,2013
0268670,Shageluk,15057,4747,21,11,58,25,2010,2014
0268670,Shageluk,21947,9122,11,8,43,17,2011,2015
0268670,Shageluk,22837,5151,16,8,59,18,2012,2016
0268670,Shageluk,21978,6651,24,10,63,21,2013,2017
0268670,Shageluk,20663,8710,33,17,75,22,2014,2018
0268670,Shageluk,22902,8748,24,17,61,23,2015,2019
0268670,Shageluk,23429,14588,23,16,56,23,2016,2020
0268670,Shageluk,26131,25733,23,20,42,25,2017,2021
0268670,Shageluk,26389,15769,32,25,65,28,2018,2022
0268670,Shageluk,43739,48032,19,16,36,24,2019,2023
0268890,Shaktoolik,12803,3003,,,,,2007,2011
0268890,Shaktoolik,13636,2946,55,31,233,59,2008,2012
0268890,Shaktoolik,15054,2323,41,21,209,53,2009,2013
0268890,Shaktoolik,13648,2057,60,23,212,38,2010,2014
0268890,Shaktoolik,14677,2077,52,19,223,30,2011,2015
0268890,Shaktoolik,15998,2139,39,15,246,34,2012,2016
0268890,Shaktoolik,15500,1842,45,17,282,37,2013,2017
0268890,Shaktoolik,15424,2025,45,18,294,40,2014,2018
0268890,Shaktoolik,15525,2451,43,21,302,41,2015,2019
0268890,Shaktoolik,15936,2539,39,23,324,51,2016,2020
0268890,Shaktoolik,14985,2002,40,27,330,59,2017,2021
0268890,Shaktoolik,15934,2678,39,22,312,74,2018,2022
0268890,Shaktoolik,18326,2760,32,26,293,65,2019,2023
0269770,Shishmaref,10439,1693,,,,,2007,2011
0269770,Shishmaref,10831,1622,197,56,632,84,2008,2012
0269770,Shishmaref,10651,1289,181,49,619,78,2009,2013
0269770,Shishmaref,9724,1852,206,54,626,80,2010,2014
0269770,Shishmaref,10829,1549,242,47,565,49,2011,2015
0269770,Shishmaref,10442,2094,214,45,532,61,2012,2016
0269770,Shishmaref,11849,1735,193,38,518,55,2013,2017
0269770,Shishmaref,13596,2352,216,41,522,56,2014,2018
0269770,Shishmaref,14352,2603,198,40,495,58,2015,2019
0269770,Shishmaref,16077,2706,163,39,499,65,2016,2020
0269770,Shishmaref,16631,3218,179,50,560,77,2017,2021
0269770,Shishmaref,17896,3361,179,55,568,95,2018,2022
0269770,Shishmaref,19226,3194,107,38,462,91,2019,2023
0270100,Shungnak,10261,2320,,,,,2007,2011
0270100,Shungnak,10567,2387,63,28,368,98,2008,2012
0270100,Shungnak,10238,2437,61,24,356,88,2009,2013
0270100,Shungnak,12236,2404,54,23,302,58,2010,2014
0270100,Shungnak,11855,2231,97,44,337,47,2011,2015
0270100,Shungnak,10624,2370,72,35,285,44,2012,2016
0270100,Shungnak,11155,2451,87,38,273,48,2013,2017
0270100,Shungnak,13360,3138,83,43,286,44,2014,2018
0270100,Shungnak,14397,3516,110,44,289,53,2015,2019
0270100,Shungnak,16739,3620,61,33,208,50,2016,2020
0270100,Shungnak,18182,3897,63,39,200,57,2017,2021
0270100,Shungnak,21300,4682,77,45,235,66,2018,2022
0270100,Shungnak,19264,5112,64,37,203,55,2019,2023
0270320,Silver Springs,35507,9028,,,,,2007,2011
0270320,Silver Springs,36007,6944,2,4,121,38,2008,2012
0270320,Silver Springs,31131,6959,7,11,148,52,2009,2013
0270320,Silver Springs,32962,6920,8,8,170,66,2010,2014
0270320,Silver Springs,28573,7041,13,13,168,70,2011,2015
0270320,Silver Springs,20163,7140,19,16,172,83,2012,2016
0270320,Silver Springs,16512,7705,12,13,155,83,2013,2017
0270320,Silver Springs,33518,19232,7,8,120,50,2014,2018
0270320,Silver Springs,47277,23890,3,8,73,49,2015,2019
0270320,Silver Springs,62694,23032,8,13,171,81,2016,2020
0270320,Silver Springs,58754,19770,3,6,134,61,2017,2021
0270320,Silver Springs,67402,19831,0,10,106,55,2018,2022
0270320,Silver Springs,57577,11120,0,10,66,38,2019,2023
0270540,Sitka,32451,2315,,,,,2007,2011
0270540,Sitka,32162,2055,640,217,8653,89,2008,2012
0270540,Sitka,32521,1506,879,217,8769,84,2009,2013
0270540,Sitka,33920,1966,705,185,8812,67,2010,2014
0270540,Sitka,33890,1875,798,186,8820,42,2011,2015
0270540,Sitka,35655,2066,796,176,8799,45,2012,2016
0270540,Sitka,36617,2006,800,174,8656,45,2013,2017
0270540,Sitka,38423,2165,639,117,8554,55,2014,2018
0270540,Sitka,39615,2612,731,151,8438,55,2015,2019
0270540,Sitka,41082,2707,551,126,8383,55,2016,2020
0270540,Sitka,39792,2396,573,137,8335,59,2017,2021
0270540,Sitka,43964,2187,571,162,8278,46,2018,2022
0270540,Sitka,45532,2144,688,178,8209,139,2019,2023
0270760,Skagway,36342,7090,,,,,2007,2011
0270760,Skagway,36871,5255,50,35,999,231,2008,2012
0270760,Skagway,37527,4833,59,33,1029,176,2009,2013
0270760,Skagway,41781,6956,45,20,930,141,2010,2014
0270760,Skagway,38917,4106,44,19,956,111,2011,2015
0270760,Skagway,39455,3651,53,18,967,100,2012,2016
0270760,Skagway,39167,4482,58,17,991,89,2013,2017
0270760,Skagway,40082,5761,56,27,998,126,2014,2018
0270760,Skagway,39751,5334,70,25,1050,99,2015,2019
0270760,Skagway,42347,5631,75,32,1189,158,2016,2020
0270760,Skagway,43991,7513,64,26,1217,168,2017,2021
0270760,Skagway,46997,6469,81,57,1179,103,2018,2022
0270760,Skagway,54622,10163,81,75,1212,91,2019,2023
0270870,Skwentna,,,,,,,2007,2011
0270870,Skwentna,,,0,10,4,6,2008,2012
0270870,Skwentna,17488,4185,0,9,25,25,2009,2013
0270870,Skwentna,16804,9059,12,18,47,32,2010,2014
0270870,Skwentna,17521,9623,11,17,42,31,2011,2015
0270870,Skwentna,21849,11097,13,20,51,31,2012,2016
0270870,Skwentna,22349,13068,15,22,57,39,2013,2017
0270870,Skwentna,40098,42621,24,26,42,31,2014,2018
0270870,Skwentna,76407,50714,9,13,29,21,2015,2019
0270870,Skwentna,72437,51870,10,15,30,22,2016,2020
0270870,Skwentna,44517,40881,42,39,69,46,2017,2021
0270870,Skwentna,44040,35310,39,38,63,47,2018,2022
0270870,Skwentna,31027,28989,39,39,73,46,2019,2023
0270930,Slana,22552,11300,,,,,2007,2011
0270930,Slana,15483,5629,59,68,174,108,2008,2012
0270930,Slana,14883,5470,73,86,186,119,2009,2013
0270930,Slana,11509,4584,67,78,139,96,2010,2014
0270930,Slana,5939,3715,78,92,84,93,2011,2015
0270930,Slana,,,0,9,0,9,2012,2016
0270930,Slana,,,0,9,0,9,2013,2017
0270930,Slana,,,0,9,0,9,2014,2018
0270930,Slana,,,0,9,0,9,2015,2019
0270930,Slana,,,0,10,27,40,2016,2020
0270930,Slana,25242,19858,13,20,85,66,2017,2021
0270930,Slana,28758,19150,15,22,81,67,2018,2022
0270930,Slana,32561,17912,17,24,88,84,2019,2023
0271090,Sleetmute,22259,8070,,,,,2007,2011
0271090,Sleetmute,22405,8361,16,12,77,26,2008,2012
0271090,Sleetmute,18113,10122,22,19,82,25,2009,2013
0271090,Sleetmute,14933,3932,30,18,95,25,2010,2014
0271090,Sleetmute,13765,3419,30,14,89,24,2011,2015
0271090,Sleetmute,15217,4455,26,15,80,26,2012,2016
0271090,Sleetmute,13656,4663,35,19,83,26,2013,2017
0271090,Sleetmute,20366,7645,22,15,81,23,2014,2018
0271090,Sleetmute,19561,7483,29,21,92,25,2015,2019
0271090,Sleetmute,21440,10110,19,17,78,26,2016,2020
0271090,Sleetmute,16135,7400,22,20,81,29,2017,2021
0271090,Sleetmute,16915,7681,20,16,73,28,2018,2022
0271090,Sleetmute,14052,5134,20,17,61,30,2019,2023
0271640,Soldotna,29640,7674,,,,,2007,2011
0271640,Soldotna,30553,7685,252,91,4121,91,2008,2012
0271640,Soldotna,31295,7367,208,73,4199,73,2009,2013
0271640,Soldotna,32892,6816,147,70,4266,76,2010,2014
0271640,Soldotna,33507,7682,227,123,4335,76,2011,2015
0271640,Soldotna,31210,3260,220,133,4403,81,2012,2016
0271640,Soldotna,36987,6623,288,145,4452,76,2013,2017
0271640,Soldotna,36626,7163,312,128,4522,76,2014,2018
0271640,Soldotna,37120,7425,397,156,4600,73,2015,2019
0271640,Soldotna,36433,7799,676,332,4654,70,2016,2020
0271640,Soldotna,37130,7782,823,306,4321,69,2017,2021
0271640,Soldotna,36352,4552,706,278,4318,43,2018,2022
0271640,Soldotna,35118,4749,803,346,4348,40,2019,2023
0272135,South Lakes,34882,3567,747,259,6119,614,2016,2020
0272135,South Lakes,37358,3299,796,282,6378,473,2017,2021
0272135,South Lakes,39678,3335,613,243,6369,538,2018,2022
0272135,South Lakes,42248,4188,647,264,6084,540,2019,2023
0272190,South Naknek,23372,7334,,,,,2007,2011
0272190,South Naknek,41528,16964,10,9,57,24,2008,2012
0272190,South Naknek,38625,28749,14,12,57,19,2009,2013
0272190,South Naknek,41308,14438,13,8,60,16,2010,2014
0272190,South Naknek,39130,11346,8,5,63,19,2011,2015
0272190,South Naknek,35582,15483,7,6,55,17,2012,2016
0272190,South Naknek,34094,9302,7,6,47,16,2013,2017
0272190,South Naknek,31688,9566,5,5,41,20,2014,2018
0272190,South Naknek,31078,13882,3,5,46,25,2015,2019
0272190,South Naknek,33495,13519,3,4,42,21,2016,2020
0272190,South Naknek,35204,14533,3,3,56,27,2017,2021
0272190,South Naknek,31058,12268,3,4,53,26,2018,2022
0272190,South Naknek,35259,10722,10,8,66,25,2019,2023
0272230,South Van Horn,22274,7896,,,,,2007,2011
0272230,South Van Horn,28535,20088,119,183,564,238,2008,2012
0272230,South Van Horn,31143,16087,200,144,623,195,2009,2013
0272230,South Van Horn,32265,18631,175,160,547,227,2010,2014
0272230,South Van Horn,36850,19211,172,181,581,193,2011,2015
0272230,South Van Horn,35154,19456,160,148,566,205,2012,2016
0272230,South Van Horn,29785,7284,84,73,496,133,2013,2017
0272230,South Van Horn,25216,6739,27,28,552,149,2014,2018
0272230,South Van Horn,25335,6856,34,38,493,146,2015,2019
0272230,South Van Horn,23861,6190,40,37,396,129,2016,2020
0272230,South Van Horn,33542,9660,22,21,443,151,2017,2021
0272230,South Van Horn,39560,10632,12,15,478,172,2018,2022
0272230,South Van Horn,47902,11646,25,24,354,134,2019,2023
0272960,Stebbins,8938,1746,,,,,2007,2011
0272960,Stebbins,9235,2141,194,64,574,103,2008,2012
0272960,Stebbins,8342,1402,210,61,587,89,2009,2013
0272960,Stebbins,9849,1430,189,51,533,67,2010,2014
0272960,Stebbins,11304,1409,159,44,543,62,2011,2015
0272960,Stebbins,11221,1950,177,40,510,51,2012,2016
0272960,Stebbins,10650,1875,169,38,498,51,2013,2017
0272960,Stebbins,14268,3599,150,41,473,64,2014,2018
0272960,Stebbins,14291,4214,216,50,615,91,2015,2019
0272960,Stebbins,14589,5544,210,49,620,93,2016,2020
0272960,Stebbins,16623,9461,174,47,646,131,2017,2021
0272960,Stebbins,20441,12794,182,57,650,166,2018,2022
0272960,Stebbins,13923,2047,238,57,664,117,2019,2023
0272985,Steele Creek,34949,4216,,,,,2007,2011
0272985,Steele Creek,39513,4958,55,62,6173,794,2008,2012
0272985,Steele Creek,42580,6942,149,161,6290,820,2009,2013
0272985,Steele Creek,44587,6571,159,147,6180,746,2010,2014
0272985,Steele Creek,44241,8234,192,164,6272,952,2011,2015
0272985,Steele Creek,41575,6192,235,212,6615,1033,2012,2016
0272985,Steele Creek,41275,6532,226,208,7503,1014,2013,2017
0272985,Steele Creek,44342,8048,122,106,7325,1327,2014,2018
0272985,Steele Creek,48101,7822,141,127,7572,947,2015,2019
0272985,Steele Creek,46693,7851,85,77,7272,1230,2016,2020
0272985,Steele Creek,49688,7995,48,57,7331,1044,2017,2021
0272985,Steele Creek,53582,7066,71,83,6443,1346,2018,2022
0272985,Steele Creek,53386,8071,37,49,5841,1031,2019,2023
0273070,Sterling,33942,3909,,,,,2007,2011
0273070,Sterling,35725,4538,401,208,5393,569,2008,2012
0273070,Sterling,35917,4166,458,235,5204,585,2009,2013
0273070,Sterling,34335,4139,443,239,5718,605,2010,2014
0273070,Sterling,32429,3086,608,280,6024,593,2011,2015
0273070,Sterling,33689,3350,551,268,5631,599,2012,2016
0273070,Sterling,37770,5970,500,249,5366,599,2013,2017
0273070,Sterling,39122,5257,465,241,5301,632,2014,2018
0273070,Sterling,42084,6524,627,301,5148,672,2015,2019
0273070,Sterling,53987,14462,495,240,5129,660,2016,2020
0273070,Sterling,59704,14660,536,301,5998,664,2017,2021
0273070,Sterling,61101,15495,620,270,6287,661,2018,2022
0273070,Sterling,62391,14472,398,186,6758,616,2019,2023
0273290,Stevens Village,21997,11398,,,,,2007,2011
0273290,Stevens Village,13320,6429,31,23,61,29,2008,2012
0273290,Stevens Village,4917,3151,57,36,66,38,2009,2013
0273290,Stevens Village,5087,3351,59,39,69,39,2010,2014
0273290,Stevens Village,7868,4596,18,12,25,15,2011,2015
0273290,Stevens Village,8720,8109,13,10,20,13,2012,2016
0273290,Stevens Village,6880,8139,8,6,10,6,2013,2017
0273290,Stevens Village,6964,9417,9,7,11,6,2014,2018
0273290,Stevens Village,8333,6805,8,6,15,10,2015,2019
0273290,Stevens Village,10022,6510,3,3,9,8,2016,2020
0273290,Stevens Village,12989,9318,2,3,9,11,2017,2021
0273290,Stevens Village,10189,5438,3,4,9,12,2018,2022
0273290,Stevens Village,12900,8274,3,5,7,11,2019,2023
0273400,Stony River,4320,2201,,,,,2007,2011
0273400,Stony River,3240,1688,39,28,40,27,2008,2012
0273400,Stony River,6017,3245,47,26,53,26,2009,2013
0273400,Stony River,6707,3907,50,25,61,26,2010,2014
0273400,Stony River,11760,5817,25,15,40,21,2011,2015
0273400,Stony River,18851,7595,27,20,45,26,2012,2016
0273400,Stony River,17631,7689,21,15,36,17,2013,2017
0273400,Stony River,17183,7576,23,16,41,20,2014,2018
0273400,Stony River,19378,10366,22,19,40,21,2015,2019
0273400,Stony River,21600,10195,19,19,35,21,2016,2020
0273400,Stony River,18185,11625,13,16,30,20,2017,2021
0273400,Stony River,23141,11810,14,16,37,21,2018,2022
0273400,Stony River,40338,14888,0,10,12,10,2019,2023
0273950,Sunrise,,,,,,,2007,2011
0273950,Sunrise,,,0,10,7,12,2008,2012
0273950,Sunrise,,,0,9,16,13,2009,2013
0273950,Sunrise,,,0,9,15,17,2010,2014
0273950,Sunrise,,,0,9,15,17,2011,2015
0273950,Sunrise,83540,11933,0,9,53,54,2012,2016
0273950,Sunrise,81197,22170,0,9,39,52,2013,2017
0273950,Sunrise,,,0,9,40,61,2014,2018
0273950,Sunrise,,,0,9,32,51,2015,2019
0273950,Sunrise,93003,5637,0,10,39,48,2016,2020
0273950,Sunrise,,,0,10,14,20,2017,2021
0273950,Sunrise,,,0,10,14,20,2018,2022
0273950,Sunrise,,,0,10,20,23,2019,2023
0274340,Susitna,46225,3008,,,,,2007,2011
0274340,Susitna,47217,4240,0,10,23,24,2008,2012
0274340,Susitna,,,0,9,11,16,2009,2013
0274340,Susitna,,,0,9,0,9,2010,2014
0274340,Susitna,,,0,9,0,9,2011,2015
0274340,Susitna,,,0,9,0,9,2012,2016
0274340,Susitna,,,0,9,0,9,2013,2017
0274340,Susitna,,,0,9,0,9,2014,2018
0274340,Susitna,,,0,9,0,9,2015,2019
0274340,Susitna,,,0,10,0,10,2016,2020
0274340,Susitna,,,0,10,0,10,2017,2021
0274340,Susitna,,,0,10,0,10,2018,2022
0274340,Susitna,32667,9574,0,10,30,31,2019,2023
0274350,Susitna North,22080,4334,,,,,2007,2011
0274350,Susitna North,23923,4260,238,132,1500,354,2008,2012
0274350,Susitna North,23890,3493,208,116,1491,339,2009,2013
0274350,Susitna North,25267,3478,195,116,1420,295,2010,2014
0274350,Susitna North,26336,3239,201,122,1404,323,2011,2015
0274350,Susitna North,25623,3717,174,107,1332,360,2012,2016
0274350,Susitna North,31344,9672,169,117,898,238,2013,2017
0274350,Susitna North,33789,10353,107,71,871,192,2014,2018
0274350,Susitna North,31121,9647,134,73,1061,236,2015,2019
0274350,Susitna North,34202,9401,78,45,1261,297,2016,2020
0274350,Susitna North,35601,8954,109,59,1172,269,2017,2021
0274350,Susitna North,27750,7454,241,151,1533,367,2018,2022
0274350,Susitna North,35210,9519,225,157,1484,414,2019,2023
0274525,Sutton-Alpine,19926,4124,,,,,2007,2011
0274525,Sutton-Alpine,17542,3543,180,78,762,173,2008,2012
0274525,Sutton-Alpine,17088,3689,176,78,672,143,2009,2013
0274525,Sutton-Alpine,18487,3724,192,72,740,134,2010,2014
0274525,Sutton-Alpine,15622,2959,244,80,853,135,2011,2015
0274525,Sutton-Alpine,18115,3261,186,56,897,105,2012,2016
0274525,Sutton-Alpine,19716,3293,163,58,997,119,2013,2017
0274525,Sutton-Alpine,20554,3274,193,76,1045,151,2014,2018
0274525,Sutton-Alpine,20881,3188,166,74,999,162,2015,2019
0274525,Sutton-Alpine,23433,3496,102,51,930,159,2016,2020
0274525,Sutton-Alpine,28097,4625,107,58,892,153,2017,2021
0274525,Sutton-Alpine,29078,5703,55,51,875,174,2018,2022
0274525,Sutton-Alpine,30953,7025,35,25,963,206,2019,2023
0274610,Takotna,8765,6797,,,,,2007,2011
0274610,Takotna,8070,5345,18,25,46,34,2008,2012
0274610,Takotna,20221,9320,0,9,48,24,2009,2013
0274610,Takotna,21555,7473,0,9,56,23,2010,2014
0274610,Takotna,17269,6453,16,14,49,22,2011,2015
0274610,Takotna,17637,8168,12,12,49,18,2012,2016
0274610,Takotna,20713,10778,12,12,40,18,2013,2017
0274610,Takotna,5835,4602,16,13,23,15,2014,2018
0274610,Takotna,7538,3957,53,29,72,27,2015,2019
0274610,Takotna,11796,6064,30,27,53,34,2016,2020
0274610,Takotna,11216,6233,34,30,58,36,2017,2021
0274610,Takotna,15053,11245,36,32,58,36,2018,2022
0274610,Takotna,25373,13325,38,36,67,38,2019,2023
0274830,Talkeetna,20250,5334,,,,,2007,2011
0274830,Talkeetna,21567,4976,84,51,510,172,2008,2012
0274830,Talkeetna,27100,7747,67,42,529,159,2009,2013
0274830,Talkeetna,32090,8009,56,42,508,144,2010,2014
0274830,Talkeetna,31539,6456,41,27,616,156,2011,2015
0274830,Talkeetna,29398,4617,37,25,844,209,2012,2016
0274830,Talkeetna,30233,4704,34,24,946,225,2013,2017
