fips_code,name,reporting_entity_name,year,residential_rate,residential_rate_subsidized,commercial_rate,industrial_rate,transportation_rate,community_rate,other_rate,total_rate,source
0200065,Adak,TDX Adak Generating LLC,2008,0.74,0.33,0.74,,,,,0.74,PCE
0200065,Adak,TDX Adak Generating LLC,2009,0.72,0.23,0.72,,,,,0.72,PCE
0200065,Adak,TDX Adak Generating LLC,2010,0.82,0.16,0.82,,,,,0.82,PCE
0200065,Adak,TDX Adak Generating LLC,2011,0.81,0.28,0.81,,,,,0.81,PCE
0200065,Adak,TDX Adak Generating LLC,2012,1.06,0.34,1.06,,,,,1.06,PCE
0200065,Adak,TDX Adak Generating LLC,2013,1.19,0.42,1.19,,,,,1.19,PCE
0200065,Adak,TDX Adak Generating LLC,2014,1.44,0.65,1.44,,,,,1.44,PCE
0200065,Adak,TDX Adak Generating LLC,2015,1.25,0.62,,,,,,,PCE
0200065,Adak,TDX Adak Generating LLC,2016,1.22,0.56,,,,,,,PCE
0200065,Adak,TDX Adak Generating LLC,2017,1.07,0.59,1.07,,,,,1.07,PCE
0200065,Adak,TDX Adak Generating LLC,2018,1.37,0.64,1.37,,,,,1.37,PCE
0200065,Adak,TDX Adak Generating LLC,2019,1.37,0.60,1.37,,,,,1.37,PCE
0200065,Adak,TDX Adak Generating LLC,2020,1.42,0.66,1.42,,,,,1.42,PCE
0200650,Akhiok,City of Akhiok,2002,0.37,0.19,,,,,,,PCE
0200650,Akhiok,City of Akhiok,2003,0.37,0.21,,,,,,,PCE
0200650,Akhiok,City of Akhiok,2013,0.11,0.04,0.11,,,,,0.11,PCE
0200650,Akhiok,City of Akhiok,2014,0.45,0.15,0.45,,,,,0.45,PCE
0200650,Akhiok,City of Akhiok,2015,0.45,0.13,0.45,,,,,0.45,PCE
0200650,Akhiok,City of Akhiok,2016,0.80,0.39,0.80,,,,,0.80,PCE
0200650,Akhiok,City of Akhiok,2017,0.80,0.43,0.80,,,,,0.80,PCE
0200650,Akhiok,City of Akhiok,2018,0.80,0.44,0.80,,,,,0.80,PCE
0200650,Akhiok,City of Akhiok,2019,0.80,0.47,0.80,,,,,0.80,PCE
0200650,Akhiok,City of Akhiok,2020,0.80,0.45,0.80,,,,,0.80,PCE
0200650,Akhiok,City of Akhiok,2021,0.80,0.44,0.80,,,,,0.80,PCE
0200760,Akiachak,Akiachak Native Community,2001,,,0.00,,,,,0.00,PCE
0200760,Akiachak,Akiachak Native Community,2002,0.25,0.18,0.24,,,,,0.25,PCE
0200760,Akiachak,Akiachak Native Community,2003,0.42,0.25,0.42,,,,,0.42,PCE
0200760,Akiachak,Akiachak Native Community,2004,0.42,0.23,0.42,,,,,0.42,PCE
0200760,Akiachak,Akiachak Native Community,2005,0.42,0.23,0.42,,,,,0.42,PCE
0200760,Akiachak,Akiachak Native Community,2006,0.53,0.24,0.53,,,,,0.53,PCE
0200760,Akiachak,Akiachak Native Community,2007,0.53,0.19,0.53,,,,,0.53,PCE
0200760,Akiachak,Akiachak Native Community,2008,0.57,0.20,0.57,,,,,0.57,PCE
0200760,Akiachak,Akiachak Native Community,2009,0.63,0.23,0.63,,,,,0.61,PCE
0200760,Akiachak,Akiachak Native Community,2010,0.61,0.25,0.61,,,,,0.58,PCE
0200760,Akiachak,Akiachak Native Community,2011,0.61,0.22,0.61,,,,,0.54,PCE
0200760,Akiachak,Akiachak Native Community,2012,0.60,0.22,,,,,,,PCE
0200760,Akiachak,Akiachak Native Community,2013,0.60,0.23,,,,,,,PCE
0200760,Akiachak,Akiachak Native Community,2014,0.60,0.23,0.60,,,,,0.58,PCE
0200760,Akiachak,Akiachak Native Community,2015,0.61,0.26,0.61,,,,,0.58,PCE
0200760,Akiachak,Akiachak Native Community,2016,0.61,0.31,0.61,,,,,0.59,PCE
0200760,Akiachak,Akiachak Native Community,2017,0.60,0.34,0.60,,,,,0.58,PCE
0200760,Akiachak,Akiachak Native Community,2018,0.61,0.35,0.61,,,,,0.59,PCE
0200760,Akiachak,Akiachak Native Community,2019,0.60,0.34,0.60,,,,,0.59,PCE
0200760,Akiachak,Akiachak Native Community,2020,0.62,0.36,0.62,,,,,0.62,PCE
0200760,Akiachak,Akiachak Native Community,2021,0.62,0.38,0.62,,,,,0.62,PCE
0200870,Akiak,Akiak City Council,2001,,,0.00,,,,,0.00,PCE
0200870,Akiak,Akiak City Council,2002,0.23,0.14,0.23,,,,,0.21,PCE
0200870,Akiak,Akiak City Council,2003,0.39,0.25,0.39,,,,,0.37,PCE
0200870,Akiak,Akiak City Council,2004,0.39,0.24,0.39,,,,,0.37,PCE
0200870,Akiak,Akiak City Council,2005,0.39,0.23,0.39,,,,,0.37,PCE
0200870,Akiak,Akiak City Council,2006,0.45,0.26,0.45,,,,,0.41,PCE
0200870,Akiak,Akiak City Council,2007,0.45,0.19,0.45,,,,,0.42,PCE
0200870,Akiak,Akiak City Council,2008,0.59,0.32,0.59,,,,,0.52,PCE
0200870,Akiak,Akiak City Council,2009,0.63,0.32,0.63,,,,,0.61,PCE
0200870,Akiak,Akiak City Council,2010,0.63,0.27,0.63,,,,,0.62,PCE
0200870,Akiak,Akiak City Council,2011,0.63,0.30,,,,,,,PCE
0200870,Akiak,Akiak City Council,2012,0.63,0.26,,,,,,,PCE
0200870,Akiak,Akiak City Council,2013,0.63,0.23,0.63,,,,,0.62,PCE
0200870,Akiak,Akiak City Council,2014,0.66,0.23,0.66,,,,,0.65,PCE
0200870,Akiak,Akiak City Council,2015,0.66,0.35,0.66,,,,,0.65,PCE
0200870,Akiak,Akiak City Council,2016,0.63,0.39,0.63,,,,,0.62,PCE
0200870,Akiak,Akiak City Council,2017,0.56,0.35,0.56,,,,,0.56,PCE
0200870,Akiak,Akiak City Council,2018,0.53,0.26,0.53,,,,,0.53,PCE
0200870,Akiak,Akiak City Council,2019,0.53,0.27,0.53,,,,,0.53,PCE
0201090,Akutan,City of Akutan,2002,0.19,0.09,0.19,,,,,0.19,PCE
0201090,Akutan,City of Akutan,2003,0.32,0.14,,,,,,,PCE
0201090,Akutan,City of Akutan,2004,0.32,0.17,,,,,,,PCE
0201090,Akutan,City of Akutan,2005,0.32,0.17,0.32,,,,,0.32,PCE
0201090,Akutan,City of Akutan,2006,0.32,0.14,0.32,,,,,0.32,PCE
0201090,Akutan,City of Akutan,2007,0.32,0.14,0.32,,,,,0.32,PCE
0201090,Akutan,City of Akutan,2008,0.32,0.13,0.32,,,,,0.32,PCE
0201090,Akutan,City of Akutan,2009,0.32,0.13,0.32,,,,,0.32,PCE
0201090,Akutan,City of Akutan,2010,0.32,0.14,0.32,,,,,0.32,PCE
0201090,Akutan,City of Akutan,2011,0.32,0.14,0.32,,,,,0.32,PCE
0201090,Akutan,City of Akutan,2012,0.32,0.14,0.32,,,,,0.32,PCE
0201090,Akutan,City of Akutan,2013,0.32,0.14,,,,,,,PCE
0201090,Akutan,City of Akutan,2014,0.32,0.14,,,,,,,PCE
0201090,Akutan,City of Akutan,2015,0.32,0.16,0.32,,,,,0.32,PCE
0201090,Akutan,City of Akutan,2016,0.48,0.16,0.48,,,,,0.48,PCE
0201090,Akutan,City of Akutan,2017,0.95,0.17,0.95,,,,,0.95,PCE
0201090,Akutan,City of Akutan,2018,0.95,0.18,0.95,,,,,0.95,PCE
0201090,Akutan,City of Akutan,2019,0.95,0.19,0.95,,,,,0.95,PCE
0201090,Akutan,City of Akutan,2020,0.95,0.20,0.95,,,,,0.95,PCE
0201090,Akutan,City of Akutan,2021,0.95,0.20,0.95,,,,,0.95,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2001,,,0.00,,,,,0.00,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2002,0.22,0.13,0.22,,,,,0.22,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2003,0.40,0.21,0.39,,,,,0.39,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2004,0.42,0.24,0.42,,,,,0.42,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2005,0.46,0.26,0.46,,,,,0.46,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2006,0.50,0.22,0.49,,,,,0.50,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2007,0.45,0.18,0.45,,,,,0.44,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2008,0.52,0.15,0.52,,,,,0.52,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2009,0.62,0.19,,,,,,,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2010,0.52,0.19,,,,,,,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2011,0.59,0.21,0.59,,,,,0.59,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2012,0.63,0.22,0.63,,,,,0.63,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2013,0.62,0.21,0.62,,,,,0.62,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2014,0.62,0.21,0.61,,,,,0.62,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2015,0.61,0.22,0.61,,,,,0.61,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2016,0.57,0.22,0.17,,,,,0.21,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2017,0.47,0.23,0.47,,,,,0.47,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2018,0.51,0.25,0.51,,,,,0.51,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2019,0.53,0.25,0.53,,,,,0.53,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2020,0.53,0.26,0.53,,,,,0.53,PCE
0201200,Alakanuk,Alaska Village Electric Cooperative,2021,0.51,0.27,0.51,,,,,0.51,PCE
0201305,Alatna,Alaska Power & Telephone Company,2001,,,0.00,,,,,0.00,PCE
0201305,Alatna,Alaska Power & Telephone Company,2002,0.30,0.18,0.30,,,,,0.30,PCE
0201305,Alatna,Alaska Power & Telephone Company,2003,0.48,0.21,0.48,,,,,0.48,PCE
0201305,Alatna,Alaska Power & Telephone Company,2004,0.49,0.23,0.49,,,,,0.49,PCE
0201305,Alatna,Alaska Power & Telephone Company,2005,0.60,0.32,0.60,,,,,0.60,PCE
0201305,Alatna,Alaska Power & Telephone Company,2006,0.69,0.34,0.69,,,,,0.69,PCE
0201305,Alatna,Alaska Power & Telephone Company,2007,0.60,0.24,0.60,,,,,0.60,PCE
0201305,Alatna,Alaska Power & Telephone Company,2008,0.75,0.33,0.75,,,,,0.75,PCE
0201305,Alatna,Alaska Power & Telephone Company,2009,0.70,0.19,0.70,,,,,0.70,PCE
0201305,Alatna,Alaska Power & Telephone Company,2010,0.73,0.20,0.73,,,,,0.73,PCE
0201305,Alatna,Alaska Power & Telephone Company,2011,0.86,0.20,0.86,,,,,0.86,PCE
0201305,Alatna,Alaska Power & Telephone Company,2012,0.96,0.25,0.96,,,,,0.96,PCE
0201305,Alatna,Alaska Power & Telephone Company,2013,0.86,0.23,0.86,,,,,0.86,PCE
0201305,Alatna,Alaska Power & Telephone Company,2014,0.89,0.25,0.89,,,,,0.89,PCE
0201305,Alatna,Alaska Power & Telephone Company,2015,0.89,0.31,0.89,,,,,0.89,PCE
0201305,Alatna,Alaska Power & Telephone Company,2016,0.78,0.32,0.78,,,,,0.78,PCE
0201305,Alatna,Alaska Power & Telephone Company,2017,0.77,0.32,0.77,,,,,0.77,PCE
0201305,Alatna,Alaska Power & Telephone Company,2018,0.89,0.32,0.89,,,,,0.89,PCE
0201305,Alatna,Alaska Power & Telephone Company,2019,0.88,0.32,0.88,,,,,0.88,PCE
0201305,Alatna,Alaska Power & Telephone Company,2020,0.81,0.33,0.81,,,,,0.81,PCE
0201305,Alatna,Alaska Power & Telephone Company,2021,0.88,0.37,0.88,,,,,0.88,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2001,,,0.00,,,,,0.00,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2002,0.25,0.16,0.25,,,,,0.25,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2003,0.38,0.19,0.38,,,,,0.38,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2004,0.42,0.21,0.42,,,,,0.42,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2005,0.48,0.24,0.48,,,,,0.48,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2006,0.56,0.23,0.56,,,,,0.56,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2007,0.49,0.19,0.49,,,,,0.49,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2008,0.63,0.24,0.63,,,,,0.63,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2009,0.48,0.18,0.48,,,,,0.48,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2010,0.58,0.19,0.58,,,,,0.58,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2011,0.67,0.19,0.67,,,,,0.67,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2012,0.68,0.20,0.68,,,,,0.68,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2013,0.71,0.22,0.71,,,,,0.71,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2014,0.69,0.24,0.69,,,,,0.69,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2015,0.65,0.30,0.65,,,,,0.65,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2016,0.56,0.31,0.56,,,,,0.56,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2017,0.59,0.31,0.59,,,,,0.59,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2018,0.69,0.31,0.69,,,,,0.69,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2019,0.63,0.31,0.63,,,,,0.63,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2020,0.57,0.31,0.57,,,,,0.57,PCE
0201390,Alcan Border,Alaska Power & Telephone Company,2021,0.68,0.36,0.68,,,,,0.68,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2001,,,0.00,,,,,0.00,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2002,0.12,0.09,0.12,,,,,0.12,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2003,0.21,0.13,0.21,,,,,0.21,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2004,0.23,0.15,0.23,,,,,0.23,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2005,0.26,0.16,0.26,,,,,0.26,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2006,0.30,0.17,0.30,,,,,0.30,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2007,0.32,0.15,,,,,,,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2008,0.38,0.16,0.38,,,,,0.38,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2009,0.44,0.16,0.44,,,,,0.44,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2010,0.36,0.18,,,,,,,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2011,0.40,0.20,,,,,,,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2012,0.46,0.18,0.46,,,,,0.46,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2013,0.45,0.17,0.45,,,,,0.45,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2014,0.47,0.19,0.47,,,,,0.47,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2015,0.49,0.24,0.49,,,,,0.49,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2016,0.43,0.24,0.43,,,,,0.43,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2017,0.41,0.24,0.41,,,,,0.41,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2018,0.42,0.25,0.42,,,,,0.42,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2019,0.44,0.25,0.44,,,,,0.44,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2020,0.44,0.28,0.44,,,,,0.44,PCE
0201420,Aleknagik,Nushagak Electric Cooperative,2021,0.44,0.30,0.44,,,,,0.44,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2001,,,0.00,,,,,0.00,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2002,0.30,0.18,0.30,,,,,0.30,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2003,0.48,0.21,0.48,,,,,0.48,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2004,0.49,0.23,0.49,,,,,0.49,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2005,0.60,0.32,0.60,,,,,0.60,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2006,0.69,0.34,0.69,,,,,0.69,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2007,0.60,0.24,0.60,,,,,0.60,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2008,0.75,0.33,0.75,,,,,0.75,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2009,0.70,0.19,0.70,,,,,0.70,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2010,0.73,0.20,0.73,,,,,0.73,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2011,0.86,0.20,0.86,,,,,0.86,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2012,0.96,0.25,0.96,,,,,0.96,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2013,0.86,0.23,0.86,,,,,0.86,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2014,0.89,0.25,0.89,,,,,0.89,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2015,0.89,0.31,0.89,,,,,0.89,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2016,0.78,0.32,0.78,,,,,0.78,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2017,0.77,0.32,0.77,,,,,0.77,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2018,0.89,0.32,0.89,,,,,0.89,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2019,0.88,0.32,0.88,,,,,0.88,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2020,0.81,0.33,0.81,,,,,0.81,PCE
0201860,Allakaket,Alaska Power & Telephone Company,2021,0.88,0.37,0.88,,,,,0.88,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2002,0.25,0.14,0.25,,,,,0.25,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2003,0.48,0.23,0.48,,,,,0.48,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2004,0.47,0.25,0.47,,,,,0.47,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2005,0.46,0.27,0.46,,,,,0.46,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2006,0.49,0.22,0.49,,,,,0.49,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2007,0.49,0.19,0.49,,,,,0.49,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2008,0.79,0.35,0.79,,,,,0.79,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2009,0.75,0.21,0.75,,,,,0.75,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2010,0.55,0.19,0.55,,,,,0.55,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2011,0.63,0.22,0.63,,,,,0.63,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2012,0.67,0.22,0.67,,,,,0.67,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2013,0.66,0.21,,,,,,,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2014,0.77,0.21,,,,,,,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2015,0.68,0.22,0.73,,,,,0.75,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2016,0.64,0.22,0.64,,,,,0.64,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2017,0.53,0.22,0.53,,,,,0.53,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2018,0.56,0.24,0.56,,,,,0.56,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2019,0.62,0.24,0.62,,,,,0.62,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2020,0.66,0.26,0.66,,,,,0.66,PCE
0201970,Ambler,Alaska Village Electric Cooperative,2021,0.64,0.26,0.64,,,,,0.64,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2001,,,0.00,,,,,0.00,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2002,0.09,0.08,0.09,,,,,0.08,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2003,0.15,0.13,0.15,,,,,0.14,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2004,0.15,0.13,0.15,,,,,0.14,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2005,0.15,0.13,,,,,,,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2006,0.15,0.12,,,,,,,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2007,0.15,0.12,0.15,,,,,0.14,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2008,0.15,0.13,0.15,,,,,0.14,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2009,0.15,0.14,0.15,,,,,0.15,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2010,0.15,0.14,0.15,,,,,0.14,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2011,0.15,0.14,0.15,,,,,0.15,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2012,0.15,0.14,0.15,,,,,0.15,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2013,0.15,0.14,0.15,,,,,0.15,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2014,0.15,0.15,0.15,,,,,0.15,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2015,0.15,0.15,,,,,,,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2016,0.15,0.15,,,,,,,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2017,0.18,0.16,0.18,,,,,0.18,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2018,0.16,0.16,0.16,,,,,0.16,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2019,0.18,0.18,0.18,,,,,0.18,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2020,0.18,0.18,0.18,,,,,0.18,PCE
0202080,Anaktuvuk Pass,North Slope Borough Power & Light,2021,0.15,0.15,0.15,,,,,0.15,PCE
0203110,Anchor Point,Homer Electric Assn Inc,2001,0.12,,0.09,0.05,0.12,,,0.09,EIA861
0203110,Anchor Point,Homer Electric Assn Inc,2002,0.12,,0.10,0.04,,,0.13,0.09,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2003,0.11,,0.10,0.05,,,0.12,0.09,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2004,0.12,,0.10,0.05,,,,0.09,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2005,0.13,,0.11,0.06,,,,0.10,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2006,0.15,,0.13,0.07,,,,0.12,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2007,0.15,,0.13,0.07,,,,0.12,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2008,0.17,,0.15,0.08,,,,0.13,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2009,0.20,,0.18,0.10,,,,0.16,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2010,0.17,,0.15,0.08,,,,0.14,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2011,0.20,,0.18,0.08,,,,0.16,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2012,0.20,,0.18,0.09,,,,0.16,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2013,0.21,,0.18,0.08,,,,0.17,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2014,0.24,,0.21,0.10,,,,0.19,EIA861
0203110,Anchor Point,Homer Electric Assn Inc,2015,0.25,,0.22,0.11,,,,0.20,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2016,0.26,,0.23,0.11,,,,0.21,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2017,0.26,,0.23,0.11,,,,0.21,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2018,0.27,,0.23,0.11,,,,0.21,EIA861M
0203110,Anchor Point,Homer Electric Assn Inc,2019,0.27,,0.23,0.11,,,,0.21,EIA861
0203110,Anchor Point,Homer Electric Assn Inc,2020,0.29,,0.26,0.12,,,,0.24,EIA861
0203110,Anchor Point,Homer Electric Assn Inc,2021,0.28,,0.25,0.12,,,,0.23,EIA861
0203000,Anchorage,Anchorage Municipal Light and Power,2001,0.10,,0.07,,0.13,,,0.08,EIA861
0203000,Anchorage,Chugach Electric Assn Inc,2001,0.11,,0.09,0.08,0.28,,,0.10,EIA861
0203000,Anchorage,Anchorage Municipal Light and Power,2002,0.10,,0.08,,0.09,,,0.08,EIA861
0203000,Anchorage,Chugach Electric Assn Inc,2002,0.11,,0.09,0.08,0.28,,,0.10,EIA861
0203000,Anchorage,Anchorage Municipal Light and Power,2003,0.10,,0.08,,,,0.10,0.08,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2003,0.11,,0.09,0.08,,,0.28,0.10,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2004,0.11,,0.09,,,,,0.09,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2004,0.11,,0.09,0.08,,,,0.10,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2005,0.11,,0.09,,,,,0.09,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2005,0.12,,0.10,0.09,,,,0.11,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2006,0.10,,0.07,,,,,0.07,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2006,0.14,,0.11,0.10,,,,0.12,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2007,0.09,,0.07,,,,,0.07,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2007,0.14,,0.11,0.10,,,,0.12,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2008,0.10,,0.08,,,,,0.08,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2008,0.14,,0.12,0.11,,,,0.13,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2009,0.12,,0.10,,,,,0.10,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2009,0.15,,0.13,0.12,,,,0.14,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2010,0.13,,0.10,,,,,0.11,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2010,0.13,,0.11,0.10,,,,0.12,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2011,0.13,,0.10,,,,,0.10,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2011,0.14,,0.12,0.11,,,,0.13,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2012,0.12,,0.09,,,,,0.09,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2012,0.14,,0.12,0.11,,,,0.13,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2013,0.13,,0.10,,,,,0.11,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2013,0.15,,0.12,0.11,,,,0.13,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2014,0.16,,0.13,,,,,0.13,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2014,0.16,,0.13,0.12,,,,0.14,EIA861M
0203000,Anchorage,Anchorage Municipal Light and Power,2015,0.17,,0.14,,,,,0.14,EIA861M
0203000,Anchorage,Chugach Electric Assn Inc,2015,0.17,,0.14,0.12,,,,0.15,EIA861M
