year,month,value,units,process,process_name,series,series_description
2020,3,29327,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2020,3,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2020,3,264881,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2020,3,443,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2020,3,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2020,3,5462,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2020,3,289188,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2020,2,26915,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2020,2,1711,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2020,2,291488,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2020,2,10051,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2020,2,28627,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2020,2,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2020,2,262404,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2020,2,458,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2020,2,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2020,2,5445,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2020,2,286043,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2020,1,28266,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2020,1,1831,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2020,1,309661,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2020,1,9989,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2020,1,30097,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2020,1,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2020,1,279005,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2020,1,558,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2020,1,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2020,1,5598,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2020,1,304063,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,12,27907,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,12,1762,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,12,299717,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,12,9668,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,12,29669,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,12,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,12,269502,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,12,546,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,12,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,12,5555,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,12,294162,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,11,26548,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,11,1707,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,11,9577,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,11,287298,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,11,28256,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,11,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,11,258525,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,11,517,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,11,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,11,5364,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,11,281933,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,10,25674,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,10,1736,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,10,269362,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,10,8689,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,10,27409,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,10,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,10,241291,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,10,662,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,10,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,10,5736,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,10,263626,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,9,22828,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,9,1665,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,9,242655,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,9,8089,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,9,24494,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,9,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,9,217594,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,9,568,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,9,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,9,5297,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,9,237358,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,8,21161,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,8,1714,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,8,7235,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,8,224286,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,8,22876,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,8,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,8,200354,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,8,1057,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,8,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,8,5154,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,8,219132,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,7,23674,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,7,1674,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,7,234661,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,7,7570,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,7,25348,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,7,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,7,208683,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,7,630,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,7,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,7,5391,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,7,229270,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,6,25278,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,6,1611,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,6,253806,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,6,8460,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,6,26889,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,6,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,6,226444,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,6,473,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,6,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,6,5243,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,6,248563,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,5,27368,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,5,1660,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,5,9220,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,5,285820,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,5,29028,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,5,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,5,256272,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,5,521,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,5,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,5,5622,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,5,280199,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,4,27222,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,4,1594,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,4,9651,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,4,289532,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,4,28816,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,4,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,4,260177,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,4,538,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,4,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,4,5673,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,4,283859,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,3,27707,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,3,1639,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,3,285430,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,3,9207,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,3,29346,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,3,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,3,255645,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,3,439,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,3,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,3,5511,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,3,279919,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,2,25254,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,2,1474,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,2,9554,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,2,267519,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,2,26728,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,2,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,2,240289,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,2,502,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,2,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,2,4917,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,2,262602,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2019,1,28882,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2019,1,1621,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2019,1,10009,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2019,1,310266,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2019,1,30503,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2019,1,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2019,1,278968,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2019,1,795,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2019,1,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2019,1,5549,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2019,1,304716,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2018,12,29140,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2018,12,1787,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2018,12,9828,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2018,12,304681,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2018,12,30927,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2018,12,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2018,12,273279,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2018,12,475,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2018,12,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2018,12,6212,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2018,12,298469,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2018,11,27670,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2018,11,1738,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2018,11,9694,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2018,11,290815,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2018,11,29407,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2018,11,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2018,11,260972,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2018,11,436,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2018,11,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2018,11,6539,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2018,11,284276,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2018,10,26437,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2018,10,1765,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2018,10,271051,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2018,10,8744,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2018,10,28202,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2018,10,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2018,10,241707,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2018,10,1142,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2018,10,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2018,10,6076,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2018,10,264974,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2018,9,25363,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2018,9,1687,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2018,9,8520,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
2018,9,255611,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2018,9,27050,MMCF,VGM,Marketed Production,N9050AK2,Alaska Natural Gas Marketed Production (MMcf)
2018,9,0,MMCF,VRN,Removed from Natural Gas,N9030AK2,Alaska Nonhydrocarbon Gases Removed from Natural Gas (MMcf)
2018,9,228110,MMCF,VGQ,Repressuring,N9020AK2,Alaska Natural Gas Repressuring (MMcf)
2018,9,451,MMCF,VGV,Vented and Flared,N9040AK2,Alaska Natural Gas Vented and Flared (MMcf)
2018,9,0,MMCF,FGC,Withdrawals from Coalbed Wells,NGM_EPG0_FGC_SAK_MMCF,Alaska Natural Gas Gross Withdrawals from Coalbed Wells (MMcf)
2018,9,5673,MMCF,FGG,Withdrawals from Gas Wells,N9011AK2,Alaska Natural Gas Gross Withdrawals from Gas Wells (MMcf)
2018,9,249938,MMCF,FGO,Withdrawals from Oil Wells,N9012AK2,Alaska Natural Gas Gross Withdrawals from Oil Wells (MMcf)
2018,8,24412,MMCF,FPD,Dry Production,NA1160_SAK_2,Alaska Dry Natural Gas Production (Million Cubic Feet)
2018,8,1715,MMCF,VG9,Extraction Loss,NA1150_SAK_2,Alaska Natural Gas Plant Liquids Production (Million Cubic Feet)
2018,8,242875,MMCF,FGW,Gross Withdrawals,N9010AK2,Alaska Natural Gas Gross Withdrawals (MMcf)
2018,8,7835,MMCF/D,FGW,Gross Withdrawals,NGM_EPG0_FGW_SAK_MMCFD,Alaska Natural Gas Gross Withdrawals (Million Cubic Feet per Day)
