fips_code,name,start_year,end_year,estimated_pop_age_total,estimated_pop_age_under_5,estimated_pop_age_5_9,estimated_pop_age_10_14,estimated_pop_age_15_19,estimated_pop_age_20_24,estimated_pop_age_25_34,estimated_pop_age_35_44,estimated_pop_age_45_54,estimated_pop_age_55_59,estimated_pop_age_60_64,estimated_pop_age_65_74,estimated_pop_age_75_84,estimated_pop_age_85_plus,estimated_pop_age_median_age,estimated_pop_age_under_18,estimated_pop_age_18_plus,estimated_pop_age_21_plus,estimated_pop_age_62_plus,estimated_pop_age_65_plus,estimated_pop_total,estimated_pop_male,estimated_pop_female
0201970,Ambler,2018,2022,277,26,33,15,8,13,64,21,19,8,18,34,15,3,29.9,80,197,190,65,52,277,127,150
0202080,Anaktuvuk Pass,2018,2022,222,33,35,15,19,9,58,20,11,10,3,9,0,0,24,102,120,117,12,9,222,135,87
0203000,Anchorage,2018,2022,290674,19434,20387,18419,18328,21652,48906,40272,34222,17449,16837,22832,9338,2598,34.5,69388,221286,209919,44247,34768,290674,149144,141530
0203110,Anchor Point,2018,2022,2260,70,108,121,139,79,214,221,319,162,242,385,153,47,51.2,396,1864,1822,728,585,2260,1224,1036
0203220,Anderson,2018,2022,173,2,14,14,23,29,16,22,15,9,10,18,1,0,30.4,38,135,119,26,19,173,114,59
0203880,Anvik,2018,2022,74,8,8,0,9,16,4,4,5,4,7,3,6,0,24.5,17,57,47,14,9,74,38,36
0204430,Atmautluak,2018,2022,34,3,3,5,0,2,7,10,0,4,0,0,0,0,26,11,23,23,0,0,34,18,16
0204500,Atqasuk,2018,2022,119,12,16,10,8,22,23,3,14,3,0,2,6,0,23.6,38,81,70,8,8,119,63,56
0205000,Badger,2018,2022,19182,1344,1175,1486,1503,1194,2938,3250,2007,1215,795,1353,842,80,34.7,4888,14294,13261,2737,2275,19182,10636,8546
0205585,Bear Creek,2018,2022,1283,82,26,182,71,0,109,179,246,86,103,199,0,0,44.9,361,922,922,292,199,1283,699,584
0206245,Beluga,2018,2022,4,0,0,0,0,0,2,0,0,0,0,0,2,0,,0,4,4,2,2,4,4,0
0206520,Bethel,2018,2022,6312,547,622,416,497,570,953,846,630,403,368,348,65,47,30.8,1886,4426,4135,696,460,6312,3434,2878
0206630,Bettles,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0206850,Big Delta,2018,2022,545,22,23,28,78,39,10,29,78,77,47,103,11,0,54.4,123,422,394,139,114,545,336,209
0207070,Big Lake,2018,2022,3232,209,231,172,160,184,608,364,323,295,228,323,107,28,35.8,709,2523,2385,574,458,3232,1695,1537
0207620,Birch Creek,2018,2022,3,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,3,3,0,0,3,3,0
0208740,Brevig Mission,2018,2022,625,86,93,81,24,44,102,52,26,39,32,31,15,0,22,279,346,335,61,46,625,296,329
0209600,Buckland,2018,2022,644,89,70,73,64,51,117,58,35,23,19,17,25,3,22.2,277,367,334,58,45,644,365,279
0209657,Buffalo Soapstone,2018,2022,959,38,86,58,76,45,110,128,106,92,53,134,33,0,41.4,249,710,680,194,167,959,499,460
0209710,Butte,2018,2022,3752,186,208,289,222,250,363,513,491,339,310,352,149,80,42.3,856,2896,2799,761,581,3752,1954,1798
0210150,Cantwell,2018,2022,117,0,0,3,4,0,8,13,13,11,4,19,37,5,65.4,4,113,110,63,61,117,75,42
0211690,Central,2018,2022,105,0,9,12,12,0,0,5,11,7,37,10,2,0,56.7,33,72,72,20,12,105,57,48
0211800,Chalkyitsik,2018,2022,95,7,10,10,0,0,23,20,6,8,0,3,8,0,32.8,27,68,68,11,11,95,66,29
0212350,Chase,2018,2022,26,0,0,0,0,0,0,0,0,0,0,26,0,0,,0,26,26,26,26,26,13,13
0212680,Chefornak,2018,2022,476,57,65,41,37,37,72,40,23,15,23,38,28,0,25.2,189,287,272,77,66,476,272,204
0212920,Chena Ridge,2018,2022,5321,309,280,466,188,287,875,798,780,257,601,399,81,0,37.7,1140,4181,4032,765,480,5321,2570,2751
0212970,Chenega,2018,2022,58,6,6,4,3,6,14,3,0,0,0,10,6,0,30.5,17,41,39,16,16,58,33,25
0213230,Chevak,2018,2022,432,23,48,45,28,6,59,33,93,20,58,19,0,0,35.9,136,296,288,77,19,432,320,112
0213340,Chickaloon,2018,2022,283,28,6,13,0,9,48,16,11,31,20,85,12,4,59,47,236,236,116,101,283,142,141
0213450,Chicken,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0213550,Chignik,2018,2022,54,4,3,4,2,0,10,4,1,10,12,4,0,0,44.5,13,41,41,4,4,54,25,29
0213670,Chignik Lagoon,2018,2022,39,5,0,2,6,0,5,6,0,4,6,5,0,0,40.8,9,30,26,11,5,39,14,25
0213890,Chisana,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0214000,Chistochina,2018,2022,45,0,0,5,0,3,0,0,11,2,10,3,6,5,60.2,5,40,37,14,14,45,11,34
0214110,Chitina,2018,2022,71,14,0,0,4,6,3,6,13,2,13,7,3,0,46.5,18,53,53,15,10,71,46,25
0214330,Chuathbaluk,2018,2022,92,7,12,8,6,12,4,3,6,5,22,7,0,0,28.5,30,62,59,20,7,92,51,41
0214880,Circle,2018,2022,45,0,4,12,0,0,0,3,5,0,3,5,8,5,52.7,16,29,29,21,18,45,15,30
0215320,Clam Gulch,2018,2022,279,11,12,6,17,38,35,33,36,12,7,60,8,4,42.1,40,239,233,74,72,279,158,121
0216360,Coffman Cove,2018,2022,201,36,9,29,0,6,10,32,6,25,9,30,9,0,38.2,74,127,127,45,39,201,122,79
0216420,Cohoe,2018,2022,1520,97,67,113,128,42,122,168,201,166,162,199,54,1,47.2,363,1157,1115,353,254,1520,778,742
0216530,Cold Bay,2018,2022,143,11,4,0,1,19,25,26,11,22,16,8,0,0,44.3,15,128,127,10,8,143,56,87
0216630,Coldfoot,2018,2022,270,0,0,0,0,32,106,0,0,33,0,99,0,0,33.9,0,270,270,99,99,270,213,57
0216750,College,2018,2022,12376,1072,696,429,680,1276,2283,1384,1076,462,678,1497,662,181,32.9,2541,9835,9135,2741,2340,12376,6821,5555
0217190,Cooper Landing,2018,2022,224,58,39,0,0,0,41,44,19,0,0,23,0,0,28.9,97,127,127,23,23,224,132,92
0217300,Copper Center,2018,2022,329,10,35,41,24,21,33,31,42,31,16,29,15,1,35.1,102,227,206,52,45,329,181,148
0217410,Cordova,2018,2022,2507,129,117,204,155,86,498,246,189,230,261,291,73,28,36.9,520,1987,1898,623,392,2507,1330,1177
0217670,Covenant Life,2018,2022,25,0,0,0,0,0,0,0,16,0,0,0,9,0,46.5,0,25,25,9,9,25,9,16
0217740,Craig,2018,2022,1073,58,54,51,83,64,175,130,150,65,77,124,38,4,38.5,207,866,820,198,166,1073,569,504
0217850,Crooked Creek,2018,2022,28,0,5,0,4,0,3,0,10,0,1,3,2,0,46,5,23,19,6,5,28,19,9
0217960,Crown Point,2018,2022,62,0,0,0,0,0,0,25,16,0,6,15,0,0,49.4,0,62,62,21,15,62,37,25
0218510,Deering,2018,2022,189,30,22,20,13,12,35,16,15,9,0,12,2,3,24.5,78,111,100,17,17,189,99,90
0218620,Delta Junction,2018,2022,1126,113,75,79,49,42,181,216,111,69,59,71,42,19,36,301,825,806,161,132,1126,691,435
0218675,Deltana,2018,2022,2059,165,240,211,142,50,285,286,285,65,106,173,32,19,33.2,726,1333,1280,283,224,2059,1001,1058
0218805,Denali Park,2018,2022,817,0,14,0,0,21,85,473,96,97,8,23,0,0,44.5,14,803,803,23,23,817,670,147
0218925,Diamond Ridge,2018,2022,1397,90,72,150,57,82,177,175,138,144,91,180,39,2,40.2,361,1036,1002,287,221,1397,663,734
0218950,Dillingham,2018,2022,2175,167,182,182,134,146,363,301,187,147,172,129,41,24,32.3,610,1565,1499,330,194,2175,1072,1103
0219060,Diomede,2018,2022,47,5,7,8,0,0,12,3,10,0,1,1,0,0,27.4,20,27,27,1,1,47,24,23
0219720,Dot Lake,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0219750,Dot Lake Village,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0220020,Dry Creek,2018,2022,202,47,0,0,16,32,0,0,30,65,12,0,0,0,50.4,47,155,139,12,0,202,119,83
0220380,Eagle,2018,2022,99,0,0,0,2,5,3,5,3,7,11,40,22,1,69.8,2,97,97,65,63,99,62,37
0220600,Eagle Village,2018,2022,68,10,7,5,4,4,0,6,0,0,17,13,2,0,35.7,22,46,38,20,15,68,56,12
0220716,Eareckson Station,2018,2022,166,0,0,0,0,21,10,45,25,28,32,5,0,0,51,0,166,166,24,5,166,151,15
0220970,Edna Bay,2018,2022,21,0,0,0,0,0,9,12,0,0,0,0,0,0,43.1,0,21,21,0,0,21,16,5
0221040,Eek,2018,2022,475,24,67,66,38,32,58,31,86,16,28,18,7,4,26,187,288,271,49,29,475,257,218
0221150,Egegik,2018,2022,46,0,0,0,2,0,11,11,11,2,7,2,0,0,44.7,2,44,44,9,2,46,37,9
0221370,Eielson AFB,2018,2022,3071,414,538,157,115,672,775,332,52,3,0,0,6,7,22.1,1124,1947,1662,13,13,3071,1754,1317
0221810,Ekwok,2018,2022,51,5,1,8,2,5,6,0,3,5,7,5,4,0,30.5,16,35,34,11,9,51,27,24
0222140,Elfin Cove,2018,2022,16,0,0,0,0,0,0,0,0,0,0,12,4,0,73.4,0,16,16,16,16,16,7,9
0222250,Elim,2018,2022,293,20,45,44,38,19,34,40,20,9,14,8,2,0,19.9,134,159,140,16,10,293,183,110
0222910,Emmonak,2018,2022,1293,171,154,90,94,108,189,170,80,50,47,123,15,2,26.8,480,813,773,162,140,1293,731,562
0223460,Ester,2018,2022,2989,69,155,66,153,105,772,339,528,226,304,267,5,0,38.8,347,2642,2545,544,272,2989,1851,1138
0223720,Eureka Roadhouse,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0223790,Evansville,2018,2022,27,0,0,0,0,0,10,1,7,1,5,3,0,0,49.6,0,27,27,8,3,27,20,7
0223900,Excursion Inlet,2018,2022,62,0,0,0,0,0,12,0,23,21,6,0,0,0,53.7,0,62,62,6,0,62,28,34
0224230,Fairbanks,2018,2022,32496,2755,2517,1881,2000,4193,7042,3395,2767,1367,1055,2348,842,334,28.1,8296,24200,22709,4025,3524,32496,17413,15083
0224660,False Pass,2018,2022,103,21,6,2,15,7,15,18,0,13,0,6,0,0,32.1,40,63,59,6,6,103,62,41
0224980,Farmers Loop,2018,2022,4179,223,324,227,351,178,772,558,497,334,316,331,68,0,35.2,1026,3153,3014,554,399,4179,2234,1945
0225000,Farm Loop,2018,2022,2561,164,133,183,170,98,303,427,330,231,138,285,87,12,40.9,593,1968,1881,475,384,2561,1284,1277
0225220,Ferry,2018,2022,26,7,0,0,0,0,5,0,0,5,0,4,0,5,56.2,7,19,19,9,9,26,14,12
0225880,Flat,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0226760,Fort Yukon,2018,2022,476,26,29,53,34,11,32,64,55,44,13,73,25,17,43.7,126,350,334,122,115,476,221,255
0226835,Four Mile Road,2018,2022,5,0,0,0,0,0,0,0,0,0,5,0,0,0,,0,5,5,0,0,5,5,0
0226870,Fox,2018,2022,195,0,0,0,0,0,0,0,0,134,0,0,0,61,59.7,0,195,195,61,61,195,128,67
0226910,Fox River,2018,2022,712,114,86,89,31,84,110,51,46,28,26,32,10,5,22,307,405,383,64,47,712,341,371
0227090,Fritz Creek,2018,2022,2163,136,112,98,95,51,185,326,315,238,165,315,109,18,47.4,408,1755,1718,522,442,2163,1100,1063
0227145,Funny River,2018,2022,1072,41,0,30,0,46,52,55,158,158,163,343,0,26,57.9,71,1001,1001,441,369,1072,513,559
0227420,Gakona,2018,2022,155,11,14,14,4,0,17,14,5,36,5,29,6,0,50.5,43,112,112,40,35,155,98,57
0227530,Galena,2018,2022,627,54,58,41,35,48,106,93,76,31,27,32,22,4,32.1,175,452,439,73,58,627,280,347
0227640,Gambell,2018,2022,426,33,35,36,48,46,74,48,35,14,28,21,8,0,25.8,139,287,266,42,29,426,224,202
0227700,Game Creek,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0228590,Glacier View,2018,2022,216,19,0,0,5,8,26,44,10,28,9,47,20,0,54.2,24,192,192,71,67,216,96,120
0229130,Goldstream,2018,2022,2798,91,237,95,104,262,118,529,525,301,203,223,110,0,41.7,526,2272,2079,391,333,2798,1158,1640
0229180,Golovin,2018,2022,185,10,10,24,23,19,13,30,14,13,7,18,4,0,28.8,59,126,113,27,22,185,115,70
0229290,Goodnews Bay,2018,2022,118,19,13,6,3,4,21,17,13,14,5,3,0,0,32.8,41,77,77,8,3,118,48,70
0230060,Grayling,2018,2022,210,21,13,26,16,8,28,37,9,10,20,6,11,5,31,69,141,134,28,22,210,116,94
0230500,Gulkana,2018,2022,69,0,0,8,4,0,6,4,18,3,2,17,7,0,47.1,12,57,57,24,24,69,36,33
0231050,Haines,2018,2022,1762,77,149,233,172,28,98,250,173,93,149,233,95,12,41.3,628,1134,1131,398,340,1762,898,864
0231270,Halibut Cove,2018,2022,211,0,17,37,4,0,30,22,14,10,0,72,0,5,40.7,58,153,153,77,77,211,130,81
0231710,Happy Valley,2018,2022,748,40,19,60,32,36,38,63,36,60,90,148,94,32,58.5,131,617,586,337,274,748,401,347
0231765,Harding-Birch Lakes,2018,2022,285,0,0,0,10,0,13,26,70,62,34,70,0,0,59.1,10,275,275,85,70,285,179,106
0232150,Healy,2018,2022,865,41,22,77,79,60,55,83,177,69,30,151,21,0,48.7,195,670,646,185,172,865,468,397
0232310,Healy Lake,2018,2022,26,6,0,0,3,0,0,2,4,7,4,0,0,0,52.7,9,17,17,2,0,26,16,10
0232550,Hobart Bay,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0232810,Hollis,2018,2022,138,0,16,0,0,0,0,0,0,37,13,47,25,0,65.2,16,122,122,85,72,138,97,41
0233030,Holy Cross,2018,2022,277,18,13,35,35,7,30,34,18,27,29,27,1,3,35,98,179,176,48,31,277,185,92
0233140,Homer,2018,2022,5623,260,282,347,342,320,737,762,515,367,441,817,287,146,40.8,1061,4562,4306,1509,1250,5623,2880,2743
0233360,Hoonah,2018,2022,896,37,42,40,16,64,153,74,107,103,69,142,46,3,47,124,772,756,233,191,896,565,331
0233470,Hooper Bay,2018,2022,801,111,94,79,41,21,129,118,104,30,37,35,2,0,30.2,304,497,467,54,37,801,365,436
0233580,Hope,2018,2022,133,44,0,0,0,0,18,26,45,0,0,0,0,0,39.4,44,89,89,0,0,133,59,74
0233800,Houston,2018,2022,1613,69,79,82,93,88,229,149,254,143,158,214,49,6,46.1,282,1331,1270,333,269,1613,908,705
0233910,Hughes,2018,2022,34,0,2,2,0,2,2,0,6,3,1,13,3,0,59,4,30,30,16,16,34,18,16
0234350,Huslia,2018,2022,182,7,37,16,27,9,12,15,23,5,14,12,5,0,20.8,76,106,90,21,17,182,85,97
0234460,Hydaburg,2018,2022,328,18,11,19,33,16,46,39,38,13,25,48,18,4,39,74,254,243,85,70,328,170,158
0234570,Hyder,2018,2022,16,0,0,0,0,0,0,0,0,0,0,16,0,0,,0,16,16,16,16,16,0,16
0234790,Igiugig,2018,2022,69,2,6,7,14,2,8,11,3,1,5,2,2,6,30.5,19,50,40,15,10,69,20,49
0235890,Ivanof Bay,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0236400,Juneau,2018,2022,32108,1679,1987,1868,1879,1748,4960,4617,4142,2121,2363,3345,1131,268,39,6625,25483,24327,6348,4744,32108,16461,15647
0236540,Kachemak,2018,2022,787,64,59,60,47,9,107,123,53,48,54,107,50,6,36.9,204,583,557,206,163,787,375,412
0236770,Kake,2018,2022,473,41,40,26,32,24,60,59,53,26,25,54,27,6,37.3,129,344,326,107,87,473,229,244
0236990,Kaktovik,2018,2022,201,15,14,16,24,21,28,24,31,5,12,5,6,0,27.8,59,142,132,12,11,201,115,86
0237250,Kalifornsky,2018,2022,8380,477,374,657,728,486,818,1298,1172,380,767,849,276,98,40.7,1921,6459,5979,1804,1223,8380,4441,3939
0237430,Kaltag,2018,2022,197,0,13,3,11,34,3,33,44,17,27,12,0,0,45.3,22,175,165,29,12,197,118,79
0237540,Karluk,2018,2022,27,0,0,0,2,12,0,6,2,0,0,5,0,0,23.8,0,27,25,5,5,27,18,9
0237975,Kasigluk,2018,2022,389,49,39,51,35,21,55,46,25,25,24,11,4,4,24.8,164,225,211,28,19,389,200,189
0238090,Kasilof,2018,2022,279,0,0,49,0,0,0,128,12,0,0,90,0,0,44.1,49,230,230,90,90,279,132,147
0238420,Kenai,2018,2022,7477,461,564,540,382,609,1338,881,937,590,313,551,217,94,34.2,1809,5668,5440,1059,862,7477,3810,3667
0238910,Kenny Lake,2018,2022,222,25,15,29,30,19,0,51,0,0,14,23,16,0,20.6,99,123,104,53,39,222,110,112
0239300,Kiana,2018,2022,422,38,56,36,41,46,42,44,25,22,20,31,19,2,24.6,153,269,248,64,52,422,219,203
0239630,King Salmon,2018,2022,383,47,16,10,24,22,67,56,37,27,31,32,14,0,36.1,91,292,285,51,46,383,202,181
0239740,Kipnuk,2018,2022,572,67,66,66,50,28,79,52,60,31,31,28,7,7,25.9,231,341,320,54,42,572,284,288
0239960,Kivalina,2018,2022,769,85,101,106,57,46,109,89,65,44,24,28,13,2,24.3,335,434,412,58,43,769,457,312
0240400,Klawock,2018,2022,804,27,63,64,38,31,107,76,130,57,45,99,56,11,44.2,182,622,607,190,166,804,485,319
0240510,Klukwan,2018,2022,67,1,2,4,8,0,2,17,8,4,5,12,3,1,44.9,15,52,52,19,16,67,38,29
0240670,Knik River,2018,2022,822,50,68,53,40,55,146,86,84,51,61,121,4,3,35,201,621,605,173,128,822,485,337
0240840,Kobuk,2018,2022,133,16,26,19,9,11,11,16,16,0,2,2,5,0,18.1,66,67,63,9,7,133,67,66
0240950,Kodiak,2018,2022,5584,249,332,259,458,472,509,822,702,401,478,573,189,140,41.1,1070,4514,4153,1149,902,5584,2976,2608
0241210,Kodiak Station,2018,2022,2113,186,296,155,60,308,730,282,52,6,0,38,0,0,25.4,694,1419,1348,38,38,2113,1170,943
0241280,Kokhanok,2018,2022,115,18,11,15,1,0,19,30,2,4,2,5,8,0,30.2,44,71,70,15,13,115,43,72
0241500,Koliganek,2018,2022,234,17,27,38,32,20,19,18,20,9,11,19,2,2,21,97,137,117,30,23,234,123,111
0241610,Kongiganak,2018,2022,353,42,47,27,30,29,58,31,17,23,24,15,10,0,25.3,134,219,197,38,25,353,215,138
0241720,Kotlik,2018,2022,1272,217,183,162,95,120,169,85,125,32,34,33,17,0,18.6,616,656,597,62,50,1272,674,598
0241830,Kotzebue,2018,2022,3088,289,274,268,247,159,460,378,406,164,210,156,57,20,31.2,990,2098,1988,350,233,3088,1504,1584
0241940,Koyuk,2018,2022,300,25,31,36,26,29,47,15,22,17,16,30,6,0,26,112,188,176,41,36,300,184,116
0242050,Koyukuk,2018,2022,74,0,0,4,6,3,6,9,13,0,19,10,0,4,52.3,4,70,64,29,14,74,33,41
0242160,Kupreanof,2018,2022,10,0,0,0,0,0,0,0,0,0,0,8,2,0,71.3,0,10,10,10,10,10,5,5
0242490,Kwigillingok,2018,2022,589,76,50,72,56,47,69,54,46,39,38,16,15,11,24.4,242,347,323,67,42,589,285,304
0242805,Lake Louise,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0242820,Lake Minchumina,2018,2022,14,0,0,0,0,0,0,0,0,2,5,4,3,0,64.5,0,14,14,12,7,14,7,7
0243040,Larsen Bay,2018,2022,46,2,2,2,0,2,10,2,2,10,2,6,6,0,55.3,6,40,40,14,12,46,27,19
0243260,Lazy Mountain,2018,2022,1639,87,65,147,132,146,140,159,212,133,174,181,56,7,41.2,369,1270,1189,314,244,1639,801,838
0243810,Levelock,2018,2022,28,3,2,3,0,6,1,10,1,2,0,0,0,0,27,8,20,20,0,0,28,16,12
0244580,Livengood,2018,2022,13,0,0,0,0,0,0,0,0,2,11,0,0,0,60.9,0,13,13,0,0,13,8,5
0245295,Lowell Point,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0245460,Lower Kalskag,2018,2022,261,36,43,25,17,6,40,28,16,11,15,19,5,0,26.9,110,151,138,35,24,261,146,115
0245700,Lutak,2018,2022,12,0,0,0,0,0,0,0,0,0,0,0,12,0,,0,12,12,12,12,12,6,6
0246780,Manley Hot Springs,2018,2022,17,0,0,0,0,0,0,0,8,3,6,0,0,0,55.5,0,17,17,1,0,17,5,12
0246890,Manokotak,2018,2022,629,58,66,43,54,51,106,56,57,34,16,64,24,0,28.5,202,427,401,95,88,629,307,322
0247000,Marshall,2018,2022,215,40,16,41,16,11,40,7,14,13,9,8,0,0,17.8,110,105,98,11,8,215,114,101
0245790,McCarthy,2018,2022,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,2,2,0,0,2,2,0
0246010,McGrath,2018,2022,226,11,9,24,12,13,30,20,19,18,9,53,7,1,42.7,56,170,165,66,61,226,80,146
0247735,Meadow Lakes,2018,2022,8773,375,776,723,609,590,1140,1098,1053,622,592,845,291,59,36.9,2263,6510,6149,1587,1195,8773,4612,4161
0247990,Mekoryuk,2018,2022,315,28,26,29,12,5,36,21,29,50,36,24,19,0,46.2,91,224,219,56,43,315,166,149
0248200,Mendeltna,2018,2022,89,0,0,0,0,0,0,14,40,0,15,20,0,0,53.4,0,89,89,35,20,89,49,40
0248540,Mentasta Lake,2018,2022,165,16,26,13,6,12,21,3,11,8,18,29,2,0,26.7,55,110,101,49,31,165,98,67
0248590,Mertarvik,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0248870,Metlakatla,2018,2022,1437,65,100,126,105,78,173,174,157,139,94,158,56,12,38.6,358,1079,1041,292,226,1437,798,639
0249200,Mill Bay,2018,2022,3617,307,394,310,85,67,549,726,311,243,256,228,102,39,35.4,1011,2606,2514,543,369,3617,1908,1709
0250190,Moose Pass,2018,2022,199,0,0,0,21,0,72,0,29,25,0,20,32,0,46.5,0,199,178,52,52,199,128,71
0250800,Mosquito Lake,2018,2022,154,0,0,0,0,0,0,0,79,6,10,59,0,0,54.7,0,154,154,59,59,154,89,65
0251180,Mountain Village,2018,2022,884,60,144,94,112,36,134,76,55,64,72,8,27,2,22.6,376,508,455,92,37,884,459,425
0251455,Mud Bay,2018,2022,62,0,0,0,0,0,0,0,8,0,25,22,7,0,63.9,0,62,62,54,29,62,47,15
0251960,Nabesna,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0252060,Naknek,2018,2022,418,19,22,19,16,21,123,29,32,33,56,21,21,6,32.6,72,346,342,70,48,418,261,157
0252210,Nanwalek,2018,2022,172,0,6,19,39,11,7,12,9,13,35,21,0,0,39.3,44,128,108,34,21,172,58,114
0252390,Napakiak,2018,2022,692,67,75,98,74,34,72,84,80,36,31,29,12,0,23,292,400,378,61,41,692,343,349
0252720,Napaskiak,2018,2022,582,60,55,93,67,21,70,76,34,18,9,76,3,0,22.5,250,332,305,79,79,582,314,268
0252845,Naukati Bay,2018,2022,120,0,11,0,0,10,16,13,0,35,27,8,0,0,58.3,11,109,109,26,8,120,77,43
0252915,Nelchina,2018,2022,135,0,0,27,17,0,0,40,34,0,17,0,0,0,39.6,44,91,91,17,0,135,68,67
0252940,Nelson Lagoon,2018,2022,94,0,0,0,0,24,7,0,29,3,9,15,7,0,50.4,0,94,94,28,22,94,58,36
0253050,Nenana,2018,2022,508,75,60,35,24,12,61,58,42,28,20,65,17,11,31.8,194,314,314,105,93,508,213,295
0253710,New Stuyahok,2018,2022,603,43,48,61,55,31,86,40,94,18,71,41,13,2,32.9,183,420,389,126,56,603,325,278
0253820,Newtok,2018,2022,96,7,5,6,16,11,13,13,7,2,3,10,3,0,31.2,29,67,59,13,13,96,53,43
0253930,Nightmute,2018,2022,70,0,6,3,9,7,11,6,17,5,0,6,0,0,33.7,15,55,48,6,6,70,41,29
0254050,Nikiski,2018,2022,4405,367,356,349,237,275,605,577,187,170,342,591,297,52,35.2,1257,3148,3032,1182,940,4405,2355,2050
0254085,Nikolaevsk,2018,2022,204,4,6,22,11,0,23,31,15,24,19,36,8,5,47.5,43,161,161,63,49,204,115,89
0254150,Nikolai,2018,2022,87,5,6,0,0,0,31,7,19,3,7,3,3,3,36.4,11,76,76,13,9,87,48,39
0254260,Nikolski,2018,2022,12,0,4,2,3,0,2,0,0,0,1,0,0,0,14.5,9,3,3,0,0,12,5,7
0254480,Ninilchik,2018,2022,964,98,41,56,70,20,102,68,79,83,121,153,60,13,51.3,218,746,699,306,226,964,545,419
0254700,Noatak,2018,2022,536,43,41,92,36,49,86,32,57,31,32,24,6,7,25.8,200,336,313,56,37,536,317,219
0254920,Nome,2018,2022,3710,339,287,341,240,297,577,509,487,250,150,149,66,18,31,1127,2583,2475,303,233,3710,1858,1852
0255030,Nondalton,2018,2022,40,0,0,0,1,2,6,0,11,2,8,10,0,0,55,1,39,37,10,10,40,20,20
0255140,Noorvik,2018,2022,654,71,67,83,58,34,76,58,62,30,67,29,16,3,26.7,261,393,367,108,48,654,361,293
0255745,North Lakes,2018,2022,10262,564,828,821,784,719,1315,1479,1135,703,661,893,284,76,35.6,2681,7581,7107,1688,1253,10262,5400,4862
0255910,North Pole,2018,2022,2816,278,386,248,118,226,686,470,93,79,84,123,14,11,28.4,970,1846,1729,164,148,2816,1511,1305
0256220,Northway,2018,2022,252,30,30,43,16,0,4,23,25,6,0,40,18,17,37,119,133,133,75,75,252,136,116
0256350,Nulato,2018,2022,249,25,14,13,6,19,33,44,22,11,22,29,11,0,37.6,58,191,191,56,40,249,137,112
0256600,Nunam Iqua,2018,2022,59,9,7,0,11,10,0,3,3,6,0,10,0,0,21.8,22,37,32,10,10,59,33,26
0258330,Oscarville,2018,2022,88,14,11,5,12,8,13,13,6,3,0,0,0,3,20.5,30,58,42,3,3,88,43,45
0258550,Ouzinkie,2018,2022,90,1,6,1,7,2,8,17,5,14,9,14,6,0,54,15,75,75,26,20,90,44,46
0258660,Palmer,2018,2022,6091,458,353,376,547,545,1149,676,640,293,261,491,246,56,31.2,1447,4644,4226,925,793,6091,3110,2981
0259540,Pedro Bay,2018,2022,13,2,0,0,0,0,1,0,0,6,2,0,2,0,57.5,2,11,11,2,2,13,3,10
0260200,Perryville,2018,2022,85,12,6,11,13,5,6,12,6,5,4,5,0,0,20.3,36,49,41,9,5,85,33,52
0260310,Petersburg,2018,2022,3317,148,161,178,178,158,352,302,324,431,264,491,287,43,49.8,606,2711,2596,1008,821,3317,1641,1676
0260640,Pilot Point,2018,2022,72,9,5,6,8,0,8,8,8,5,1,10,4,0,35,22,50,44,15,14,72,44,28
0260860,Pitkas Point,2018,2022,239,21,29,35,28,18,35,24,15,8,11,13,2,0,22.4,109,130,123,26,15,239,134,105
0261120,Pleasant Valley,2018,2022,623,0,35,101,45,0,64,56,238,38,0,0,46,0,46.1,181,442,442,46,46,623,337,286
0261190,Point Baker,2018,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
0261630,Point Hope,2018,2022,649,95,81,62,61,28,113,73,38,21,21,27,19,10,24.7,273,376,333,64,56,649,359,290
