community_fips_code,residents_employed,unemployment_insurance_claimants,measurement_year
0220970,16,6,2002
0220970,12,5,2003
0220970,11,5,2004
0220970,7,4,2005
0220970,7,3,2006
0220970,7,5,2007
0220970,8,5,2008
0220970,11,5,2009
0221040,130,43,2010
0221040,139,51,2012
0221040,133,50,2015
0221040,135,35,2014
0221040,135,58,2013
0221040,133,50,2016
0221040,122,40,2001
0221040,146,50,2002
0221040,125,56,2003
0221040,124,52,2004
0221040,128,45,2005
0221040,117,52,2006
0221040,125,32,2007
0221040,118,37,2008
0221040,130,45,2009
0221040,135,45,2011
0221150,36,9,2012
0221150,41,6,2016
0221150,45,18,2001
0221150,45,22,2002
0221150,43,21,2003
0221150,39,16,2004
0221150,44,16,2005
0221150,37,14,2006
0221150,35,8,2007
0221150,33,8,2008
0221150,37,9,2009
0221150,32,9,2010
0221150,39,14,2011
0221150,42,8,2013
0221150,42,7,2014
0221150,41,6,2015
0221370,142,26,2013
0221370,140,13,2016
0221370,140,13,2015
0221370,138,18,2014
0221370,556,85,2001
0221370,513,95,2002
0221370,459,97,2003
0221370,430,68,2004
0221370,410,57,2005
0221370,365,39,2006
0221370,275,37,2007
0221370,239,22,2008
0221370,242,35,2009
0221370,176,22,2010
0221370,175,34,2011
0221370,167,27,2012
0221810,55,13,2015
0221810,53,14,2012
0221810,51,11,2001
0221810,54,19,2002
0221810,54,23,2003
0221810,51,16,2004
0221810,57,10,2005
0221810,54,15,2006
0221810,58,14,2007
0221810,64,14,2008
0221810,53,17,2009
0221810,54,22,2010
0221810,53,18,2011
0221810,53,13,2013
0221810,54,8,2014
0221810,55,13,2016
0222140,11,5,2010
0222140,15,3,2009
0222140,13,1,2016
0222140,12,3,2011
0222140,17,1,2012
0222140,12,1,2001
0222140,17,3,2002
0222140,15,1,2014
0222140,21,3,2003
0222140,14,2,2004
0222140,15,2,2005
0222140,17,2,2006
0222140,15,3,2007
0222140,13,1,2015
0222140,14,1,2008
0222140,14,4,2013
0222250,130,40,2014
0222250,139,41,2016
0222250,139,41,2015
0222250,138,50,2013
0222250,137,53,2012
0222250,139,52,2011
0222250,143,49,2010
0222250,130,51,2009
0222250,126,39,2008
0222250,125,49,2007
0222250,139,57,2006
0222250,143,54,2005
0222250,144,54,2004
0222250,155,64,2003
0222250,163,60,2002
0222250,147,40,2001
0222910,348,128,2007
0222910,401,143,2008
0222910,315,124,2001
0222910,395,166,2009
0222910,393,174,2010
0222910,403,177,2011
0222910,383,168,2012
0222910,406,174,2013
0222910,414,145,2014
0222910,415,144,2015
0222910,415,144,2016
0222910,312,116,2002
0222910,351,128,2003
0222910,354,136,2004
0222910,354,106,2006
0222910,336,120,2005
0223460,912,97,2004
0223460,900,103,2001
0223460,930,111,2002
0223460,904,98,2003
0223460,940,90,2005
0223460,960,87,2006
0223460,1003,99,2007
0223460,952,105,2008
0223460,976,140,2009
0223460,1015,160,2010
0223460,1037,151,2011
0223460,1084,150,2012
0223460,1089,142,2013
0223460,1046,107,2014
0223460,1053,110,2015
0223460,1053,110,2016
0223720,10,3,2012
0223720,7,1,2013
0223720,9,0,2014
0223720,11,2,2015
0223720,9,0,2010
0223720,11,2,2016
0223720,9,1,2011
0223790,5,2,2008
0223790,5,2,2007
0223790,6,2,2004
0223790,5,1,2005
0223790,5,1,2006
0223900,7,6,2003
0223900,8,5,2002
0223900,5,2,2011
0223900,12,6,2001
0224230,11039,2125,2002
0224230,11219,2147,2003
0224230,10971,1538,2005
0224230,10754,1498,2006
0224230,10618,1400,2007
0224230,10500,1592,2008
0224230,10508,2025,2009
0224230,10502,2157,2010
0224230,10463,2203,2011
0224230,10661,2125,2012
0224230,10228,1984,2013
0224230,10344,1551,2014
0224230,10236,1292,2015
0224230,11104,1969,2004
0224230,10236,1292,2016
0224230,11116,1898,2001
0224660,24,2,2006
0224660,24,1,2015
0224660,36,6,2001
0224660,39,8,2002
0224660,34,6,2003
0224660,31,9,2004
0224660,28,4,2005
0224660,21,2,2007
0224660,24,1,2016
0224660,19,5,2008
0224660,21,3,2009
0224660,18,2,2010
0224660,16,2,2011
0224660,14,2,2012
0224660,21,2,2013
0224660,13,0,2014
0224980,1668,166,2008
0224980,2009,271,2009
0224980,2315,353,2010
0224980,2216,245,2014
0224980,2253,304,2013
0224980,2333,347,2012
0224980,1649,158,2001
0224980,1585,174,2002
0224980,1667,194,2003
0224980,1700,176,2004
0224980,1772,164,2005
0224980,2304,340,2011
0224980,1783,176,2006
0224980,1849,163,2007
0224980,2130,209,2015
0224980,2130,209,2016
0225000,456,46,2001
0225000,483,37,2016
0225000,500,66,2002
0225000,468,67,2003
0225000,474,60,2004
0225000,494,47,2005
0225000,533,65,2006
0225000,548,50,2007
0225000,584,70,2008
0225000,543,81,2009
0225000,460,83,2010
0225000,468,76,2011
0225000,465,77,2012
0225000,481,65,2013
0225000,464,46,2014
0225000,483,37,2015
0225220,10,4,2015
0225220,14,8,2008
0225220,10,4,2016
0225220,13,9,2001
0225220,12,5,2002
0225220,13,6,2003
0225220,16,6,2004
0225220,15,6,2005
0225220,10,6,2006
0225220,14,4,2007
0225220,15,10,2009
0225220,12,8,2010
0225220,12,9,2011
0225220,12,8,2012
0225220,10,6,2013
0225220,10,5,2014
0225550,1201,176,2005
0225550,1263,175,2006
0225550,2302,283,2016
0225550,2302,283,2015
0225550,2290,258,2014
0225550,2156,308,2013
0225550,2149,353,2012
0225550,1320,166,2007
0225550,1433,194,2008
0225550,1446,252,2009
0225550,2027,379,2010
0225550,973,175,2001
0225550,975,173,2002
0225550,1010,189,2003
0225550,2062,344,2011
0225550,1100,191,2004
0226100,67,13,2011
0226100,42,1,2016
0226100,42,1,2015
0226100,42,3,2014
0226100,48,4,2013
0226100,11,2,2001
0226100,12,2,2004
0226100,43,7,2005
0226100,73,7,2006
0226100,91,9,2007
0226100,74,12,2008
0226100,67,8,2009
0226100,51,7,2010
0226100,70,14,2012
0226760,267,59,2016
0226760,268,92,2001
0226760,296,104,2002
0226760,278,99,2003
0226760,303,109,2004
0226760,308,88,2005
0226760,332,98,2006
0226760,312,116,2007
0226760,312,121,2008
0226760,311,141,2009
0226760,297,135,2010
0226760,323,123,2011
0226760,319,108,2012
0226760,287,105,2013
0226760,276,66,2014
0226760,267,59,2015
0226835,18,0,2014
0226835,15,2,2016
0226835,23,3,2001
0226835,22,3,2002
0226835,15,2,2015
0226835,23,6,2003
0226835,19,4,2004
0226835,19,2,2005
0226835,24,5,2006
0226835,24,3,2007
0226835,21,5,2008
0226835,21,6,2009
0226835,19,1,2010
0226835,19,4,2011
0226835,15,3,2012
0226835,14,1,2013
0226870,211,46,2011
0226870,199,38,2016
0226870,200,33,2014
0226870,199,38,2015
0226870,209,45,2013
0226870,146,26,2001
0226870,152,31,2002
0226870,154,35,2003
0226870,179,38,2004
0226870,178,40,2005
0226870,173,23,2006
0226870,180,24,2007
0226870,186,35,2008
0226870,193,41,2009
0226870,201,43,2010
0226870,198,39,2012
0226910,87,10,2003
0226910,101,8,2015
0226910,90,10,2014
0226910,106,15,2013
0226910,106,11,2012
0226910,100,7,2011
0226910,107,16,2010
0226910,97,6,2009
0226910,104,6,2008
0226910,102,7,2007
0226910,111,11,2006
0226910,93,10,2005
0226910,84,13,2004
0226910,86,8,2002
0226910,87,9,2001
0226910,101,8,2016
0227090,758,115,2008
0227090,755,162,2009
0227090,730,147,2005
0227090,779,159,2010
0227090,758,137,2011
0227090,749,133,2012
0227090,781,110,2013
0227090,649,161,2001
0227090,781,110,2014
0227090,764,89,2015
0227090,706,168,2004
0227090,709,147,2006
0227090,764,89,2016
0227090,712,125,2007
0227090,665,157,2003
0227090,661,160,2002
0227145,285,69,2004
0227145,329,50,2016
0227145,242,65,2001
0227145,267,74,2002
0227145,281,77,2003
0227145,276,56,2005
0227145,265,50,2006
0227145,269,46,2007
0227145,274,64,2008
0227145,290,86,2009
0227145,291,88,2010
0227145,314,92,2011
0227145,318,81,2012
0227145,313,65,2013
0227145,306,57,2014
0227145,329,50,2015
0227420,106,32,2003
0227420,113,30,2004
0227420,107,21,2005
0227420,117,15,2006
0227420,112,23,2007
0227420,112,25,2008
0227420,101,21,2009
0227420,88,23,2010
0227420,88,16,2011
0227420,84,14,2012
0227420,82,22,2013
0227420,72,13,2014
0227420,72,10,2015
0227420,116,33,2002
0227420,109,23,2001
0227420,72,10,2016
0227530,252,43,2013
0227530,324,47,2001
0227530,335,50,2002
0227530,350,50,2003
0227530,332,40,2004
0227530,325,39,2005
0227530,308,60,2006
0227530,293,39,2007
0227530,268,27,2008
0227530,264,42,2009
0227530,263,37,2010
0227530,272,37,2011
0227530,259,26,2012
0227530,251,33,2014
0227530,269,27,2015
0227530,269,27,2016
0227640,265,68,2007
0227640,260,113,2010
0227640,237,76,2012
0227640,254,78,2013
0227640,246,57,2014
0227640,266,57,2015
0227640,259,116,2009
0227640,231,100,2011
0227640,249,82,2006
0227640,265,95,2008
0227640,264,71,2004
0227640,266,57,2016
0227640,253,59,2001
0227640,250,70,2002
0227640,258,68,2003
0227640,274,77,2005
0227700,6,0,2001
0227700,7,1,2003
0228200,2850,295,2016
0228200,1333,154,2001
0228200,1389,207,2002
0228200,1423,212,2003
0228200,1488,238,2004
0228200,1577,192,2005
0228200,1664,196,2006
0228200,1710,187,2007
0228200,1727,214,2008
0228200,1702,267,2009
0228200,2340,351,2010
0228200,2479,382,2011
0228200,2535,375,2012
0228200,2642,369,2013
0228200,2757,293,2014
0228200,2850,295,2015
0228590,86,11,2007
0228590,107,16,2008
0228590,99,26,2009
0228590,85,27,2010
0228590,97,23,2011
0228590,86,17,2012
0228590,88,10,2013
0228590,81,9,2014
0228590,80,8,2015
0228590,84,11,2006
0228590,100,20,2005
0228590,100,27,2004
0228590,84,20,2003
0228590,80,8,2016
0228590,87,22,2002
0228590,79,17,2001
0228740,226,32,2012
0228740,222,27,2016
0228740,220,44,2011
0228740,242,38,2013
0228740,236,40,2014
0228740,222,27,2015
0228740,236,33,2001
0228740,248,47,2002
0228740,259,51,2003
0228740,226,41,2004
0228740,266,39,2005
0228740,246,32,2006
0228740,247,27,2007
0228740,205,23,2008
0228740,213,46,2009
0228740,212,50,2010
0229130,1225,109,2007
0229130,1173,128,2008
0229130,1262,159,2004
0229130,1107,152,2003
0229130,1106,129,2002
0229130,1126,144,2001
0229130,1650,125,2015
0229130,1624,163,2014
0229130,1641,214,2013
0229130,1650,125,2016
0229130,1659,262,2012
0229130,1624,233,2010
0229130,1652,248,2011
0229130,1262,154,2005
0229130,1412,200,2009
0229130,1276,124,2006
0229180,88,17,2010
0229180,91,22,2011
0229180,99,18,2016
0229180,80,17,2009
0229180,80,15,2008
0229180,83,18,2007
0229180,83,17,2006
0229180,85,21,2005
0229180,91,19,2004
0229180,83,14,2003
0229180,76,15,2002
0229180,80,18,2001
0229180,87,24,2012
0229180,92,25,2013
0229180,91,18,2014
0229180,99,18,2015
0229290,109,35,2009
0229290,109,43,2010
0229290,99,21,2001
0229290,104,35,2002
0229290,118,47,2003
0229290,117,33,2004
0229290,111,37,2005
0229290,105,19,2016
0229290,116,38,2006
0229290,104,30,2007
0229290,128,42,2011
0229290,118,52,2012
0229290,108,44,2013
0229290,111,28,2014
0229290,105,19,2015
0229290,105,35,2008
0230060,82,10,2001
0230060,83,12,2003
0230060,79,23,2004
0230060,80,17,2005
0230060,79,21,2006
0230060,78,21,2007
0230060,76,17,2008
0230060,86,32,2009
0230060,94,30,2014
0230060,100,23,2013
0230060,84,31,2012
0230060,92,21,2015
0230060,92,21,2016
0230060,92,29,2010
0230060,92,36,2011
0230060,85,17,2002
0230500,53,26,2012
0230500,53,10,2016
0230500,53,10,2015
0230500,47,14,2014
0230500,48,23,2013
0230500,42,8,2001
0230500,34,4,2002
0230500,38,7,2003
0230500,46,6,2004
0230500,47,5,2005
0230500,39,8,2006
0230500,48,14,2007
0230500,46,12,2008
0230500,60,15,2009
0230500,57,25,2010
0230500,60,31,2011
0230940,153,39,2005
0230940,139,51,2001
0230940,135,45,2002
0230940,149,47,2003
0230940,147,47,2004
0230940,154,44,2006
0230940,141,36,2007
0230940,135,39,2008
0230940,142,42,2009
0230940,137,53,2010
0230940,136,36,2011
0230940,148,55,2012
0230940,150,61,2013
0230940,159,53,2014
0230940,167,50,2015
0230940,167,50,2016
0231050,771,135,2014
0231050,748,150,2007
0231050,742,164,2008
0231050,719,163,2009
0231050,799,206,2001
0231050,733,159,2010
0231050,773,162,2012
0231050,740,125,2016
0231050,744,156,2011
0231050,762,162,2013
0231050,804,225,2002
0231050,783,221,2003
0231050,720,173,2006
0231050,746,195,2004
0231050,769,170,2005
0231050,740,125,2015
0231270,12,1,2001
0231270,7,1,2015
0231270,7,1,2014
0231270,7,1,2013
0231270,10,1,2012
0231270,11,3,2011
0231270,8,2,2010
0231270,8,1,2009
0231270,5,2,2008
0231270,7,2,2007
0231270,8,2,2006
0231270,6,1,2005
0231270,9,0,2004
0231270,13,0,2003
0231270,12,1,2002
0231270,7,1,2016
0231710,189,59,2008
0231710,194,66,2009
0231710,178,62,2005
0231710,212,80,2010
0231710,186,66,2001
0231710,226,80,2011
0231710,242,76,2012
0231710,217,78,2004
0231710,195,55,2006
0231710,199,51,2016
0231710,217,57,2013
0231710,207,55,2014
0231710,199,51,2015
0231710,182,55,2007
0231710,187,70,2003
0231710,203,68,2002
0231765,69,22,2004
0231765,61,10,2016
0231765,47,16,2001
0231765,56,22,2002
0231765,63,22,2003
0231765,60,16,2005
0231765,66,14,2006
0231765,67,11,2007
0231765,75,15,2008
0231765,68,15,2009
0231765,66,20,2010
0231765,71,19,2011
0231765,62,16,2012
0231765,71,17,2013
0231765,66,9,2014
0231765,61,10,2015
0232150,480,145,2003
0232150,471,129,2004
0232150,472,109,2005
0232150,445,105,2006
0232150,484,101,2007
0232150,489,108,2008
0232150,490,125,2009
0232150,471,129,2010
0232150,484,127,2011
0232150,487,115,2012
0232150,476,123,2013
0232150,495,89,2014
0232150,505,87,2015
0232150,479,131,2002
0232150,501,114,2001
0232150,505,87,2016
0232310,8,3,2011
0232310,10,3,2001
0232310,12,3,2002
0232310,11,3,2003
0232310,11,5,2004
0232310,6,0,2005
0232310,10,4,2006
0232310,7,1,2007
0232310,5,0,2008
0232310,6,2,2010
0232310,5,2,2012
0232310,5,3,2013
0232810,56,13,2009
0232810,72,14,2010
0232810,35,14,2004
0232810,65,15,2011
0232810,67,16,2012
0232810,73,16,2013
0232810,66,12,2014
0232810,69,7,2015
0232810,36,11,2005
0232810,43,7,2006
0232810,47,9,2007
0232810,37,12,2001
0232810,33,10,2002
0232810,44,15,2003
0232810,69,7,2016
0232810,48,10,2008
0233030,106,30,2007
0233030,99,34,2001
0233030,103,33,2002
0233030,87,37,2003
0233030,98,31,2004
0233030,101,42,2005
0233030,98,34,2006
0233030,91,40,2008
0233030,83,41,2009
0233030,83,33,2010
0233030,95,28,2011
0233030,105,33,2012
0233030,87,44,2013
0233030,90,30,2014
0233030,87,19,2015
0233030,87,19,2016
0233140,2060,320,2006
0233140,2122,293,2007
0233140,2115,300,2008
0233140,2115,398,2009
0233140,2026,414,2010
0233140,2057,388,2011
0233140,2094,343,2012
0233140,2022,292,2013
0233140,2038,272,2014
0233140,2005,217,2015
0233140,2005,217,2016
0233140,2009,354,2004
0233140,2087,420,2003
0233140,2000,353,2002
0233140,1659,301,2001
0233140,2078,323,2005
0233360,372,177,2011
0233360,387,121,2016
0233360,454,184,2001
0233360,460,183,2002
0233360,457,162,2003
0233360,478,175,2004
0233360,487,165,2005
0233360,458,177,2006
0233360,453,191,2007
0233360,429,187,2008
0233360,378,178,2009
0233360,398,170,2010
0233360,386,159,2012
0233360,413,155,2013
0233360,396,145,2014
0233360,387,121,2015
0233470,470,220,2013
0233470,424,188,2005
0233470,438,198,2008
0233470,434,167,2004
0233470,427,150,2003
0233470,404,139,2002
0233470,495,128,2015
0233470,470,203,2009
0233470,486,228,2010
0233470,490,204,2011
0233470,503,183,2012
0233470,495,128,2016
0233470,510,167,2014
0233470,399,96,2001
0233470,458,193,2007
0233470,487,170,2006
0233580,61,23,2005
0233580,72,37,2003
0233580,68,26,2004
0233580,55,18,2006
0233580,61,14,2007
0233580,63,19,2008
0233580,63,18,2009
0233580,67,21,2010
0233580,65,20,2011
0233580,65,23,2012
0233580,65,29,2013
0233580,58,23,2014
0233580,65,26,2015
0233580,65,26,2016
0233580,71,31,2001
0233580,75,40,2002
0233800,490,118,2001
0233800,532,134,2002
0233800,747,147,2016
0233800,588,166,2003
0233800,596,157,2004
0233800,641,138,2005
0233800,668,155,2006
0233800,680,164,2007
0233800,728,176,2008
0233800,687,222,2009
0233800,719,228,2010
0233800,748,207,2011
0233800,774,210,2013
0233800,754,154,2014
0233800,747,147,2015
0233800,785,216,2012
0233910,60,18,2013
0233910,55,17,2016
0233910,55,17,2015
0233910,57,19,2014
0233910,42,6,2001
0233910,35,9,2002
0233910,33,6,2003
0233910,39,6,2004
0233910,42,4,2005
0233910,43,5,2006
0233910,45,7,2007
0233910,49,13,2008
0233910,43,11,2009
0233910,57,10,2010
0233910,59,16,2011
0233910,64,15,2012
0234350,96,47,2006
0234350,121,39,2001
0234350,114,55,2002
0234350,124,50,2003
0234350,116,39,2004
0234350,122,38,2005
0234350,109,34,2007
0234350,106,46,2008
0234350,103,53,2009
0234350,113,51,2010
0234350,124,54,2011
0234350,133,53,2012
0234350,127,52,2013
0234350,154,66,2014
0234350,134,58,2015
0234350,134,58,2016
0234460,144,43,2015
0234460,149,57,2001
0234460,163,68,2002
0234460,173,83,2003
0234460,161,84,2004
0234460,176,72,2005
0234460,159,72,2006
0234460,144,43,2016
0234460,151,70,2007
0234460,155,66,2008
0234460,151,77,2009
0234460,165,90,2010
0234460,168,98,2011
0234460,148,86,2012
0234460,141,75,2013
0234460,144,60,2014
0234570,25,16,2009
0234570,23,19,2011
0234570,19,10,2015
0234570,26,12,2014
0234570,54,21,2001
0234570,36,25,2002
0234570,23,17,2003
0234570,25,12,2012
0234570,30,14,2013
0234570,19,10,2016
0234570,29,13,2004
0234570,28,14,2005
0234570,25,11,2006
0234570,22,12,2007
0234570,27,14,2008
0234570,19,18,2010
0234790,30,3,2001
0234790,33,2,2015
0234790,33,2,2014
0234790,29,4,2013
0234790,35,6,2012
0234790,32,6,2011
0234790,33,5,2010
0234790,25,4,2009
0234790,24,2,2008
0234790,21,3,2007
0234790,26,4,2006
0234790,28,6,2005
0234790,28,8,2004
0234790,26,6,2003
0234790,23,4,2002
0234790,33,2,2016
0235120,95,39,2010
0235120,102,29,2011
0235120,103,22,2007
0235120,109,24,2012
0235120,87,27,2013
0235120,92,24,2014
0235120,94,12,2015
0235120,88,34,2009
0235120,102,18,2006
0235120,100,25,2005
0235120,95,30,2004
0235120,98,21,2003
0235120,94,12,2016
0235120,94,23,2008
0235120,97,14,2001
0235120,98,15,2002
0236400,15783,1273,2016
0236540,181,38,2011
0236540,152,20,2001
0236540,152,20,2002
0236540,177,22,2003
0236540,173,22,2004
0236540,167,14,2005
0236540,177,18,2006
0236540,192,26,2016
0236540,185,19,2007
0236540,180,19,2008
0236540,182,28,2009
0236540,196,38,2010
0236540,190,36,2012
0236540,177,33,2013
0236540,182,29,2014
0236540,192,26,2015
0236770,258,112,2013
0236770,215,68,2016
0236770,215,68,2015
0236770,235,94,2014
0236770,367,175,2001
0236770,370,182,2002
0236770,361,165,2003
0236770,330,186,2004
0236770,316,108,2005
0236770,295,114,2006
0236770,264,110,2007
0236770,251,106,2008
0236770,244,113,2009
0236770,253,109,2010
0236770,242,112,2011
0236770,251,104,2012
0236990,145,17,2012
0236990,134,11,2001
0236990,146,23,2002
0236990,145,44,2003
0236990,138,26,2004
0236990,144,20,2005
0236990,147,15,2006
0236990,150,15,2007
0236990,149,12,2008
0236990,146,15,2009
0236990,142,18,2010
0236990,141,27,2011
0236990,149,24,2013
0236990,136,14,2014
0236990,125,12,2015
0236990,125,12,2016
0237250,3560,678,2009
0237250,3852,496,2015
0237250,3848,522,2013
0237250,3596,688,2010
0237250,2860,463,2001
0237250,2874,533,2002
0237250,2928,556,2003
0237250,3147,579,2004
0237250,3220,462,2005
0237250,3259,440,2006
0237250,3760,616,2012
0237250,3852,496,2016
0237250,3889,468,2014
0237250,3374,474,2007
0237250,3708,705,2011
0237250,3517,477,2008
0237430,86,31,2007
0237430,86,27,2016
0237430,114,36,2001
0237430,100,42,2002
0237430,109,43,2003
0237430,104,43,2004
0237430,118,36,2005
0237430,92,28,2006
0237430,87,28,2008
0237430,102,36,2009
0237430,79,33,2010
0237430,100,33,2011
0237430,112,32,2012
0237430,111,38,2013
0237430,107,32,2014
0237430,86,27,2015
0237540,19,2,2002
0237540,17,7,2003
0237540,15,0,2008
0237540,17,2,2015
0237540,17,2,2016
0237540,16,0,2009
0237540,18,2,2001
0237540,20,2,2010
0237540,16,6,2011
0237540,18,3,2012
0237540,19,8,2004
0237540,14,2,2005
0237540,13,0,2006
0237540,19,1,2007
0237540,17,0,2014
0237540,20,2,2013
0237650,26,8,2009
0237650,23,8,2007
0237650,22,7,2006
0237650,26,9,2005
0237650,21,11,2004
0237650,22,11,2003
0237650,20,11,2002
0237650,19,9,2001
0237650,27,2,2012
0237650,29,2,2015
0237650,28,4,2014
0237650,26,4,2013
0237650,27,2,2011
0237650,29,2,2016
0237650,16,2,2010
0237650,24,6,2008
0237975,234,85,2004
0237975,239,78,2016
0237975,239,78,2015
0237975,253,81,2014
0237975,254,96,2013
0237975,252,94,2012
0237975,243,97,2011
0237975,238,103,2010
0237975,230,96,2009
0237975,218,85,2008
0237975,219,87,2007
0237975,231,90,2006
0237975,244,82,2005
0237975,252,84,2003
0237975,240,62,2002
0237975,227,64,2001
0238090,261,52,2012
0238090,234,29,2006
0238090,254,43,2007
0238090,220,36,2008
0238090,236,46,2009
0238090,255,53,2010
0238090,252,51,2011
0238090,233,39,2005
0238090,265,43,2013
0238090,241,38,2014
0238090,242,35,2015
0238090,225,30,2004
0238090,259,57,2003
0238090,234,46,2002
0238090,210,42,2001
0238090,242,35,2016
0238420,3424,534,2014
0238420,3452,668,2013
0238420,3513,731,2012
0238420,3379,845,2003
0238420,3497,815,2011
0238420,3458,804,2010
0238420,3419,796,2009
0238420,3481,625,2008
0238420,3361,565,2007
0238420,3285,532,2006
0238420,3459,518,2016
0238420,3293,613,2001
0238420,3387,808,2002
0238420,3280,725,2004
0238420,3261,575,2005
0238420,3459,518,2015
0238910,113,26,2015
0238910,145,44,2001
0238910,123,43,2002
0238910,119,37,2003
0238910,128,37,2004
0238910,123,23,2005
0238910,143,33,2006
0238910,153,42,2007
0238910,154,31,2008
0238910,141,26,2009
0238910,156,32,2010
0238910,153,38,2011
0238910,144,25,2012
0238910,118,22,2013
0238910,113,21,2014
0238910,113,26,2016
0238970,3704,619,2014
0238970,3720,482,2016
0238970,4005,889,2001
0238970,3749,923,2002
0238970,3720,482,2015
0238970,3757,862,2003
0238970,3628,773,2004
0238970,3641,639,2005
0238970,3603,610,2006
0238970,3657,589,2007
0238970,3654,624,2008
0238970,3610,795,2009
0238970,3640,906,2010
0238970,3704,879,2011
0238970,3707,799,2012
0238970,3645,711,2013
0239300,176,60,2001
0239300,172,64,2011
0239300,183,71,2016
0239300,183,71,2015
0239300,167,50,2014
0239300,171,66,2013
0239300,177,71,2012
0239300,183,61,2010
0239300,163,65,2009
0239300,168,50,2008
0239300,183,36,2007
0239300,169,37,2006
0239300,159,46,2005
0239300,167,60,2004
0239300,187,68,2003
0239300,189,77,2002
0239410,200,63,2011
0239410,220,54,2012
0239410,208,64,2013
0239410,202,47,2014
0239410,197,36,2015
0239410,197,36,2016
0239410,251,50,2001
0239410,212,45,2006
0239410,211,74,2010
0239410,218,49,2005
0239410,235,54,2004
0239410,229,65,2003
0239410,255,56,2002
0239410,233,50,2007
0239410,220,56,2008
0239410,216,56,2009
0239630,209,37,2002
0239630,196,23,2003
0239630,201,22,2004
0239630,225,27,2005
0239630,211,28,2006
0239630,225,32,2007
0239630,212,30,2008
0239630,207,25,2009
0239630,206,35,2010
0239630,168,15,2016
0239630,210,29,2011
0239630,205,30,2012
0239630,205,24,2001
0239630,188,24,2013
0239630,187,25,2014
0239630,168,15,2015
0239740,313,117,2011
0239740,302,62,2016
0239740,252,84,2001
0239740,273,87,2002
0239740,288,98,2003
0239740,302,85,2004
0239740,320,104,2005
0239740,281,116,2006
0239740,286,93,2007
0239740,284,112,2008
0239740,275,109,2009
0239740,299,114,2010
0239740,313,117,2012
0239740,302,118,2013
0239740,292,90,2014
0239740,302,62,2015
0239960,143,51,2004
0239960,149,44,2005
0239960,163,44,2006
0239960,163,60,2007
0239960,159,60,2008
0239960,180,74,2009
0239960,171,65,2010
0239960,157,80,2011
0239960,181,86,2012
0239960,168,88,2013
0239960,154,63,2014
0239960,161,45,2015
0239960,135,68,2003
0239960,153,62,2002
0239960,152,49,2001
0239960,161,45,2016
0240400,370,104,2009
0240400,377,105,2005
0240400,398,164,2001
0240400,390,155,2002
0240400,390,134,2003
0240400,399,124,2004
0240400,366,118,2006
0240400,350,92,2007
0240400,376,94,2008
0240400,373,109,2010
0240400,407,146,2011
0240400,388,120,2012
0240400,388,114,2013
0240400,395,105,2014
0240400,407,87,2015
0240400,407,87,2016
0240510,46,12,2013
0240510,41,9,2014
0240510,48,10,2015
0240510,58,15,2007
0240510,57,19,2008
0240510,56,18,2009
0240510,56,20,2010
0240510,46,11,2011
0240510,47,14,2012
0240510,58,15,2005
0240510,48,13,2002
0240510,61,18,2003
0240510,65,19,2004
0240510,52,17,2001
0240510,48,10,2016
0240510,55,11,2006
0240645,6952,966,2016
0240645,5532,886,2008
0240645,5787,1254,2009
0240645,6044,1391,2010
0240645,6217,1399,2011
0240645,6412,1356,2012
0240645,6375,1192,2013
0240645,6690,1057,2014
0240645,6952,966,2015
0240645,5181,792,2007
0240645,4758,771,2006
0240645,4256,709,2005
0240645,3842,760,2004
0240645,3524,772,2003
0240645,3415,738,2002
0240645,3284,632,2001
0240670,311,38,2016
0240670,281,66,2001
0240670,296,68,2002
0240670,301,79,2003
0240670,278,62,2004
0240670,311,52,2005
0240670,305,64,2006
0240670,321,60,2007
0240670,308,65,2008
0240670,287,68,2009
0240670,294,82,2010
0240670,308,79,2011
0240670,299,60,2012
0240670,323,49,2013
0240670,313,39,2014
0240670,311,38,2015
0240840,63,15,2008
0240840,43,16,2001
0240840,47,16,2002
0240840,54,18,2003
0240840,54,23,2004
0240840,55,19,2005
0240840,58,12,2006
0240840,61,12,2007
0240840,55,16,2009
0240840,78,18,2010
0240840,65,15,2011
0240840,68,18,2012
0240840,72,21,2013
0240840,62,20,2014
0240840,71,15,2015
0240840,71,15,2016
0240950,3210,859,2014
0240950,3152,577,2015
0240950,3097,1160,2010
0240950,3208,1070,2012
0240950,3095,1076,2011
0240950,3152,577,2016
0240950,3216,1226,2001
0240950,3239,1245,2002
0240950,3162,1205,2003
0240950,3131,1126,2004
0240950,3090,1070,2005
0240950,3000,1005,2006
0240950,3064,987,2007
0240950,3141,1034,2008
0240950,3155,1150,2009
0240950,3160,992,2013
0241210,106,10,2012
0241210,119,24,2011
0241210,115,16,2010
0241210,132,8,2009
0241210,106,6,2008
0241210,84,6,2007
0241210,101,9,2006
0241210,119,15,2005
0241210,135,16,2004
0241210,154,23,2003
0241210,165,19,2002
0241210,203,27,2001
0241210,89,3,2016
0241210,89,3,2015
0241210,85,7,2014
0241210,104,9,2013
0241280,84,16,2014
0241280,95,26,2012
0241280,92,30,2011
0241280,96,38,2010
0241280,91,30,2009
0241280,93,25,2008
0241280,83,32,2007
0241280,82,19,2006
0241280,81,26,2005
0241280,83,32,2004
0241280,94,24,2003
0241280,89,17,2002
0241280,84,9,2015
