community_fips_code,residents_employed,unemployment_insurance_claimants,measurement_year
0241280,67,15,2001
0241280,84,9,2016
0241280,91,17,2013
0241500,103,45,2011
0241500,94,33,2015
0241500,94,33,2016
0241500,93,34,2014
0241500,95,37,2012
0241500,95,36,2010
0241500,74,29,2009
0241500,82,22,2008
0241500,86,22,2007
0241500,94,34,2013
0241500,64,12,2006
0241500,78,19,2005
0241500,89,27,2004
0241500,88,24,2003
0241500,80,19,2002
0241500,76,20,2001
0241610,178,76,2004
0241610,181,59,2003
0241610,168,50,2002
0241610,164,36,2001
0241610,163,57,2006
0241610,236,48,2015
0241610,224,91,2012
0241610,212,78,2013
0241610,228,56,2014
0241610,181,56,2007
0241610,202,65,2008
0241610,203,61,2009
0241610,215,84,2010
0241610,171,66,2005
0241610,236,48,2016
0241610,219,80,2011
0241720,265,104,2012
0241720,248,104,2008
0241720,249,94,2009
0241720,254,109,2010
0241720,256,108,2011
0241720,292,104,2016
0241720,292,104,2015
0241720,294,94,2014
0241720,277,91,2013
0241720,236,84,2001
0241720,249,87,2002
0241720,243,102,2003
0241720,229,103,2004
0241720,234,74,2005
0241720,262,72,2006
0241720,248,76,2007
0241830,1423,254,2010
0241830,1418,180,2001
0241830,1411,198,2002
0241830,1415,218,2003
0241830,1489,265,2004
0241830,1454,235,2005
0241830,1439,202,2006
0241830,1443,184,2007
0241830,1366,260,2014
0241830,1476,239,2009
0241830,1392,326,2012
0241830,1382,302,2011
0241830,1481,207,2008
0241830,1358,291,2013
0241830,1392,190,2015
0241830,1392,190,2016
0241940,163,52,2006
0241940,151,33,2015
0241940,145,42,2014
0241940,157,50,2013
0241940,150,53,2012
0241940,155,60,2011
0241940,156,55,2010
0241940,152,59,2009
0241940,154,62,2008
0241940,152,52,2007
0241940,161,63,2005
0241940,173,57,2004
0241940,161,45,2003
0241940,144,40,2002
0241940,140,42,2001
0241940,151,33,2016
0242050,49,4,2001
0242050,57,8,2016
0242050,55,7,2002
0242050,57,13,2003
0242050,63,16,2004
0242050,52,17,2005
0242050,45,12,2006
0242050,48,12,2007
0242050,50,10,2008
0242050,56,10,2009
0242050,57,9,2010
0242050,59,16,2011
0242050,60,18,2012
0242050,53,14,2013
0242050,52,8,2014
0242050,57,8,2015
0242160,8,3,2007
0242160,6,1,2015
0242160,5,1,2013
0242160,8,2,2012
0242160,10,2,2011
0242160,8,4,2010
0242160,7,0,2009
0242160,6,0,2008
0242160,9,4,2006
0242160,10,1,2005
0242160,10,2,2004
0242160,5,2,2003
0242160,7,1,2002
0242160,9,3,2001
0242160,6,1,2016
0242380,295,124,2010
0242380,318,111,2012
0242380,287,80,2015
0242380,287,80,2016
0242380,298,101,2014
0242380,306,118,2013
0242380,278,56,2001
0242380,264,77,2002
0242380,272,101,2003
0242380,266,105,2004
0242380,268,90,2005
0242380,247,87,2006
0242380,260,77,2007
0242380,267,96,2008
0242380,293,108,2009
0242380,310,106,2011
0242490,184,43,2006
0242490,166,52,2003
0242490,182,41,2016
0242490,170,52,2001
0242490,159,44,2002
0242490,181,59,2004
0242490,175,50,2005
0242490,178,42,2007
0242490,165,45,2008
0242490,181,39,2009
0242490,172,45,2010
0242490,177,56,2011
0242490,169,57,2012
0242490,181,54,2013
0242490,188,47,2014
0242490,182,41,2015
0242805,6,2,2006
0242805,9,5,2004
0242805,13,3,2003
0242805,10,3,2002
0242805,10,4,2009
0242805,6,2,2005
0242805,13,5,2001
0242805,7,0,2016
0242805,7,0,2015
0242805,15,0,2014
0242805,15,2,2013
0242805,10,1,2007
0242805,9,1,2008
0242805,17,4,2012
0242805,16,3,2011
0242805,11,6,2010
0242820,9,1,2005
0242820,8,3,2006
0242820,9,2,2001
0242820,10,3,2002
0242820,11,2,2003
0242820,8,2,2004
0242820,5,1,2014
0243040,51,13,2001
0243040,35,2,2016
0243040,48,14,2002
0243040,42,11,2003
0243040,48,13,2004
0243040,54,16,2005
0243040,45,10,2006
0243040,52,15,2007
0243040,40,11,2008
0243040,44,16,2009
0243040,51,17,2010
0243040,44,15,2011
0243040,47,10,2012
0243040,41,6,2013
0243040,34,5,2014
0243040,35,2,2015
0243260,599,73,2013
0243260,531,99,2001
0243260,528,105,2002
0243260,531,98,2003
0243260,533,95,2004
0243260,525,77,2005
0243260,558,78,2006
0243260,583,60,2014
0243260,629,93,2012
0243260,595,99,2011
0243260,593,82,2007
0243260,587,52,2016
0243260,589,82,2008
0243260,552,86,2009
0243260,604,115,2010
0243260,587,52,2015
0243810,32,3,2005
0243810,49,12,2015
0243810,43,9,2014
0243810,35,10,2013
0243810,41,12,2012
0243810,39,11,2011
0243810,34,17,2010
0243810,52,14,2009
0243810,34,8,2008
0243810,37,7,2007
0243810,38,5,2006
0243810,35,10,2004
0243810,36,17,2003
0243810,45,16,2002
0243810,49,12,2016
0243810,51,20,2001
0244030,13,0,2016
0244030,11,2,2013
0244030,22,3,2002
0244030,24,2,2001
0244030,22,5,2003
0244030,10,2,2011
0244030,13,3,2010
0244030,12,2,2009
0244030,13,0,2015
0244030,12,2,2014
0244030,10,1,2008
0244030,17,3,2007
0244030,20,3,2006
0244030,18,1,2005
0244030,20,3,2004
0244030,15,1,2012
0244580,19,6,2003
0244580,17,5,2011
0244580,20,3,2006
0244580,20,1,2005
0244580,18,4,2004
0244580,25,8,2002
0244580,25,6,2001
0244580,13,6,2008
0244580,18,8,2009
0244580,7,3,2014
0244580,9,6,2016
0244580,9,6,2015
0244580,8,6,2013
0244580,13,8,2012
0244580,13,4,2007
0244580,14,4,2010
0245295,36,14,2001
0245295,34,11,2002
0245295,31,11,2003
0245295,28,9,2004
0245295,30,11,2005
0245295,22,7,2006
0245295,27,9,2009
0245295,22,5,2007
0245295,27,4,2008
0245295,22,3,2016
0245295,22,3,2015
0245295,25,6,2014
0245295,27,7,2013
0245295,22,3,2012
0245295,27,10,2011
0245295,34,7,2010
0245460,139,69,2008
0245460,115,39,2016
0245460,132,35,2001
0245460,123,51,2002
0245460,128,55,2003
0245460,132,44,2004
0245460,130,36,2005
0245460,144,38,2006
0245460,141,55,2007
0245460,120,58,2009
0245460,136,65,2010
0245460,131,47,2011
0245460,138,60,2012
0245460,121,55,2013
0245460,114,32,2014
0245460,115,39,2015
0245700,17,4,2016
0245700,20,4,2005
0245700,19,4,2004
0245700,22,4,2001
0245700,17,4,2002
0245700,17,4,2003
0245700,17,4,2015
0245700,24,5,2014
0245700,23,2,2013
0245700,18,3,2012
0245700,18,4,2011
0245700,17,4,2010
0245700,14,6,2009
0245700,25,7,2008
0245700,20,2,2007
0245700,20,3,2006
0245790,38,24,2016
0245790,29,27,2002
0245790,23,19,2001
0245790,30,31,2003
0245790,34,31,2004
0245790,33,34,2005
0245790,34,26,2006
0245790,32,23,2007
0245790,29,21,2008
0245790,30,25,2009
0245790,33,29,2010
0245790,33,21,2011
0245790,30,19,2012
0245790,37,24,2013
0245790,42,22,2014
0245790,38,24,2015
0246010,182,40,2004
0246010,153,36,2013
0246010,169,42,2014
0246010,160,29,2015
0246010,198,51,2003
0246010,209,57,2002
0246010,178,35,2011
0246010,167,34,2012
0246010,176,47,2010
0246010,164,39,2009
0246010,165,38,2008
0246010,153,34,2007
0246010,170,32,2006
0246010,160,29,2016
0246010,223,65,2001
0246010,173,32,2005
0246780,41,13,2004
0246780,44,15,2006
0246780,55,11,2016
0246780,44,14,2009
0246780,48,16,2005
0246780,37,8,2003
0246780,43,11,2002
0246780,43,10,2001
0246780,44,11,2008
0246780,55,11,2015
0246780,42,13,2014
0246780,57,27,2013
0246780,60,24,2012
0246780,47,18,2011
0246780,42,14,2010
0246780,39,8,2007
0246890,185,71,2009
0246890,176,62,2008
0246890,168,52,2007
0246890,190,52,2006
0246890,181,56,2005
0246890,189,60,2004
0246890,173,54,2002
0246890,170,47,2001
0246890,226,66,2016
0246890,188,73,2010
0246890,202,70,2011
0246890,210,59,2012
0246890,240,87,2013
0246890,242,65,2014
0246890,226,66,2015
0246890,171,74,2003
0247000,195,91,2013
0247000,164,83,2003
0247000,171,73,2002
0247000,165,59,2001
0247000,193,52,2015
0247000,193,52,2016
0247000,196,62,2014
0247000,185,86,2010
0247000,174,61,2005
0247000,177,86,2011
0247000,183,82,2009
0247000,179,90,2012
0247000,153,62,2004
0247000,185,79,2008
0247000,167,66,2007
0247000,167,62,2006
0247735,2111,464,2001
0247735,2188,578,2002
0247735,2257,611,2003
0247735,2487,603,2004
0247735,2626,541,2005
0247735,2682,545,2006
0247735,3329,525,2015
0247735,3329,525,2016
0247735,3318,612,2014
0247735,2879,601,2007
0247735,3066,648,2008
0247735,3048,804,2009
0247735,3173,935,2010
0247735,3302,933,2011
0247735,3336,879,2012
0247735,3248,787,2013
0247990,124,45,2008
0247990,129,45,2005
0247990,111,29,2016
0247990,125,37,2001
0247990,125,43,2002
0247990,125,52,2003
0247990,126,53,2004
0247990,138,36,2006
0247990,136,45,2007
0247990,115,44,2009
0247990,122,52,2010
0247990,116,48,2011
0247990,117,44,2012
0247990,114,40,2013
0247990,111,23,2014
0247990,111,29,2015
0248200,22,7,2002
0248200,20,3,2016
0248200,25,7,2001
0248200,28,9,2003
0248200,28,9,2004
0248200,24,5,2005
0248200,24,6,2006
0248200,26,7,2007
0248200,29,8,2008
0248200,25,5,2009
0248200,24,4,2010
0248200,23,4,2011
0248200,25,6,2012
0248200,21,7,2013
0248200,20,4,2014
0248200,20,3,2015
0248540,48,13,2008
0248540,52,21,2016
0248540,52,21,2015
0248540,54,15,2014
0248540,53,27,2013
0248540,54,31,2012
0248540,58,26,2011
0248540,51,26,2010
0248540,53,20,2009
0248540,47,18,2007
0248540,54,17,2006
0248540,55,27,2005
0248540,67,27,2004
0248540,63,31,2003
0248540,64,30,2002
0248540,66,22,2001
0248870,689,206,2013
0248870,636,202,2006
0248870,646,194,2007
0248870,658,210,2008
0248870,646,229,2009
0248870,662,246,2010
0248870,661,248,2011
0248870,687,213,2012
0248870,659,224,2004
0248870,662,228,2003
0248870,660,221,2002
0248870,631,201,2001
0248870,664,143,2016
0248870,669,204,2005
0248870,664,143,2015
0248870,734,182,2014
0249530,99,36,2005
0249530,104,31,2016
0249530,114,24,2001
0249530,115,38,2002
0249530,102,54,2003
0249530,118,39,2004
0249530,87,30,2006
0249530,89,28,2007
0249530,102,31,2008
0249530,107,39,2009
0249530,113,35,2010
0249530,115,37,2011
0249530,117,44,2012
0249530,108,45,2013
0249530,102,28,2014
0249530,104,31,2015
0250080,244,49,2008
0250080,218,67,2009
0250080,201,39,2015
0250080,192,40,2001
0250080,187,38,2002
0250080,206,44,2003
0250080,214,50,2004
0250080,191,46,2014
0250080,218,42,2005
0250080,210,40,2006
0250080,211,44,2007
0250080,226,68,2010
0250080,201,39,2016
0250080,224,69,2011
0250080,223,70,2012
0250080,216,61,2013
0250190,91,21,2016
0250190,91,21,2015
0250190,89,14,2014
0250190,101,27,2013
0250190,90,25,2012
0250190,94,28,2011
0250190,82,25,2010
0250190,87,14,2009
0250190,91,20,2008
0250190,81,27,2007
0250190,94,37,2006
0250190,93,28,2005
0250190,100,32,2004
0250190,111,39,2003
0250190,112,30,2002
0250190,105,27,2001
0250800,89,32,2001
0250800,75,28,2004
0250800,77,23,2005
0250800,76,19,2006
0250800,70,20,2007
0250800,88,28,2008
0250800,52,13,2016
0250800,85,28,2009
0250800,72,27,2010
0250800,78,23,2011
0250800,77,30,2012
0250800,63,28,2013
0250800,59,14,2014
0250800,52,13,2015
0250800,82,26,2002
0250800,85,30,2003
0251180,331,131,2002
0251180,346,107,2003
0251180,350,122,2004
0251180,355,130,2005
0251180,355,120,2006
0251180,339,98,2007
0251180,348,123,2008
0251180,376,115,2016
0251180,359,141,2009
0251180,377,139,2010
0251180,386,160,2011
0251180,358,141,2012
0251180,369,137,2013
0251180,382,115,2014
0251180,376,115,2015
0251180,326,111,2001
0251455,89,16,2010
0251455,81,21,2001
0251455,64,20,2002
0251455,67,18,2003
0251455,65,15,2004
0251455,63,10,2005
0251455,62,15,2006
0251455,70,18,2007
0251455,74,8,2016
0251455,69,13,2008
0251455,75,17,2009
0251455,74,8,2015
0251455,73,15,2014
0251455,76,13,2013
0251455,81,12,2012
0251455,83,15,2011
0251960,6,3,2008
0252060,352,60,2001
0252060,270,48,2008
0252060,276,39,2007
0252060,287,56,2006
0252060,296,36,2005
0252060,312,59,2004
0252060,304,55,2003
0252060,248,39,2013
0252060,255,27,2014
0252060,222,31,2015
0252060,222,31,2016
0252060,261,42,2010
0252060,325,71,2002
0252060,262,42,2012
0252060,262,41,2009
0252060,265,55,2011
0252210,94,26,2014
0252210,92,21,2016
0252210,89,22,2001
0252210,95,27,2002
0252210,102,21,2003
0252210,97,30,2004
0252210,96,30,2005
0252210,90,31,2006
0252210,86,25,2007
0252210,95,28,2008
0252210,93,31,2009
0252210,92,33,2010
0252210,94,35,2011
0252210,101,39,2012
0252210,98,36,2013
0252210,92,21,2015
0252390,157,63,2005
0252390,152,51,2006
0252390,165,41,2007
0252390,156,49,2008
0252390,156,60,2009
0252390,162,66,2010
0252390,154,75,2011
0252390,157,71,2012
0252390,150,81,2013
0252390,153,51,2014
0252390,165,48,2015
0252390,161,58,2001
0252390,165,48,2016
0252390,164,45,2002
0252390,175,63,2003
0252390,153,64,2004
0252720,192,37,2005
0252720,184,39,2007
0252720,194,38,2008
0252720,190,52,2009
0252720,199,54,2010
0252720,221,68,2011
0252720,211,80,2012
0252720,199,80,2013
0252720,202,66,2014
0252720,206,54,2016
0252720,206,54,2015
0252720,186,25,2001
0252720,200,30,2002
0252720,185,38,2003
0252720,208,35,2004
0252720,194,49,2006
0252845,41,13,2005
0252845,46,22,2012
0252845,48,23,2011
0252845,44,27,2010
0252845,36,24,2009
0252845,48,20,2008
0252845,51,14,2007
0252845,47,17,2006
0252845,43,17,2004
0252845,40,9,2016
0252845,38,13,2003
0252845,30,15,2002
0252845,40,21,2001
0252845,40,9,2015
0252845,53,19,2014
0252845,49,17,2013
0252915,25,4,2011
0252915,23,6,2012
0252915,23,5,2013
0252915,29,13,2001
0252915,30,10,2003
0252915,36,11,2002
0252915,23,12,2004
0252915,23,3,2016
0252915,21,6,2009
0252915,23,3,2015
0252915,18,4,2010
0252915,22,5,2014
0252915,28,9,2005
0252915,21,6,2006
0252915,24,6,2007
0252915,25,4,2008
0252940,30,3,2014
0252940,31,7,2013
0252940,32,7,2012
0252940,28,1,2011
0252940,27,2,2010
0252940,30,3,2009
0252940,31,3,2008
0252940,28,1,2016
0252940,33,5,2001
0252940,28,5,2002
0252940,20,5,2003
0252940,28,7,2004
0252940,36,2,2007
0252940,33,2,2006
0252940,24,4,2005
0252940,28,1,2015
0253050,223,65,2008
0253050,225,43,2015
0253050,275,78,2001
0253050,283,89,2002
0253050,252,72,2003
0253050,256,70,2004
0253050,238,69,2005
0253050,235,77,2006
0253050,223,61,2007
0253050,239,83,2009
0253050,223,77,2010
0253050,249,72,2011
0253050,254,68,2012
0253050,236,70,2013
0253050,231,62,2014
0253050,225,43,2016
0253270,39,14,2002
0253270,50,10,2015
0253270,53,19,2014
0253270,56,26,2013
0253270,51,22,2012
0253270,56,23,2011
0253270,53,22,2010
0253270,52,28,2009
0253270,56,18,2008
0253270,61,12,2007
0253270,55,15,2006
0253270,55,12,2005
0253270,50,13,2004
0253270,42,11,2003
0253270,50,10,2016
0253270,45,6,2001
0253710,213,58,2009
0253710,202,52,2003
0253710,203,67,2004
0253710,205,53,2005
0253710,203,47,2006
0253710,206,50,2007
0253710,210,61,2008
0253710,212,61,2010
0253710,196,67,2011
0253710,211,57,2012
0253710,212,51,2013
0253710,217,45,2014
0253710,213,36,2015
0253710,217,38,2002
0253710,191,27,2001
0253710,213,36,2016
0253820,161,57,2012
0253820,172,23,2016
0253820,172,23,2015
0253820,151,33,2014
0253820,176,42,2013
0253820,159,46,2011
0253820,157,31,2010
0253820,142,38,2009
0253820,164,46,2008
0253820,158,32,2007
0253820,145,23,2006
0253820,141,44,2005
0253820,146,41,2004
0253820,158,35,2003
0253820,161,34,2002
0253820,155,31,2001
0253930,103,22,2003
0253930,99,15,2002
0253930,106,16,2001
0253930,121,18,2016
0253930,121,18,2015
0253930,117,22,2014
0253930,123,32,2013
0253930,129,35,2012
0253930,127,35,2011
0253930,122,31,2010
0253930,129,37,2009
0253930,121,26,2008
0253930,109,22,2007
0253930,110,27,2006
0253930,106,25,2005
0253930,103,25,2004
0254050,1837,338,2005
0254050,1902,487,2003
0254050,1921,478,2002
0254050,1951,396,2001
0254050,1942,490,2010
0254050,1919,307,2015
0254050,1995,309,2014
0254050,1989,381,2013
0254050,1993,376,2012
0254050,1993,458,2011
0254050,1886,449,2009
0254050,1919,307,2016
0254050,1912,326,2008
0254050,1899,323,2007
0254050,1838,302,2006
0254050,1886,420,2004
0254085,93,23,2009
0254085,95,19,2015
0254085,88,20,2014
0254085,94,30,2013
0254085,97,23,2012
0254085,107,26,2011
0254085,104,30,2010
0254085,106,23,2007
0254085,94,19,2006
0254085,88,27,2005
0254085,89,27,2004
0254085,86,25,2003
0254085,86,31,2002
0254085,107,28,2001
0254085,95,19,2016
0254085,94,23,2008
0254150,50,14,2012
0254150,60,19,2016
0254150,43,13,2011
0254150,45,24,2009
0254150,52,23,2008
0254150,42,20,2007
0254150,55,8,2006
0254150,56,8,2005
0254150,40,21,2004
0254150,54,27,2003
0254150,58,21,2002
0254150,56,13,2001
0254150,60,21,2013
0254150,54,16,2014
0254150,60,19,2015
0254150,37,22,2010
0254260,10,1,2016
0254260,15,0,2001
0254260,16,3,2002
0254260,17,4,2003
0254260,19,1,2004
0254260,17,0,2005
0254260,13,1,2006
0254260,18,0,2007
0254260,16,3,2008
0254260,11,1,2014
0254260,19,2,2009
0254260,13,2,2010
0254260,11,0,2011
0254260,11,0,2012
0254260,13,1,2013
0254260,10,1,2015
0254480,324,86,2013
0254480,318,67,2014
0254480,301,56,2016
0254480,301,56,2015
0254480,335,105,2001
0254480,330,111,2002
0254480,335,106,2003
0254480,338,113,2004
0254480,324,106,2005
0254480,314,89,2006
0254480,324,88,2007
0254480,351,87,2008
0254480,318,102,2009
0254480,333,102,2010
0254480,328,97,2011
0254480,322,86,2012
0254700,262,101,2012
0254700,246,67,2016
0254700,197,56,2001
0254700,195,76,2002
0254700,194,76,2003
0254700,211,63,2004
0254700,236,63,2005
0254700,230,67,2006
0254700,239,60,2007
0254700,255,79,2008
0254700,241,88,2009
0254700,245,86,2010
0254700,245,102,2011
0254700,247,82,2013
0254700,239,88,2014
0254700,246,67,2015
0254920,1718,240,2013
0254920,1784,208,2014
0254920,1786,191,2016
0254920,1716,229,2001
0254920,1735,236,2002
0254920,1696,238,2003
0254920,1750,235,2004
0254920,1741,194,2005
0254920,1732,205,2006
0254920,1733,178,2007
0254920,1786,206,2008
0254920,1758,292,2009
0254920,1775,259,2010
0254920,1779,251,2011
0254920,1786,191,2015
0254920,1804,236,2012
0255030,89,20,2002
0255030,104,32,2003
0255030,90,35,2010
0255030,86,39,2011
0255030,88,18,2015
0255030,83,31,2014
0255030,88,40,2013
0255030,95,37,2012
0255030,106,36,2004
0255030,86,18,2001
0255030,88,18,2016
0255030,79,32,2009
0255030,95,34,2008
0255030,99,32,2007
0255030,97,30,2006
0255030,99,35,2005
0255140,294,105,2002
0255140,262,102,2003
0255140,251,81,2005
0255140,235,72,2006
0255140,242,66,2007
0255140,257,77,2008
0255140,258,91,2009
0255140,268,115,2010
0255140,252,106,2011
0255140,282,80,2001
0255140,254,111,2012
0255140,248,95,2015
0255140,244,113,2013
0255140,248,95,2016
0255140,236,90,2014
0255140,245,103,2004
0255910,795,125,2012
0255910,660,82,2003
0255910,766,67,2015
0255910,798,100,2014
0255910,796,126,2013
0255910,621,85,2002
0255910,765,109,2011
0255910,766,67,2016
0255910,796,138,2010
0255910,843,124,2009
0255910,816,104,2008
0255910,757,77,2007
0255910,710,79,2006
0255910,663,92,2004
0255910,701,82,2005
0255910,600,80,2001
0256220,47,18,2014
0256220,49,16,2015
0256220,49,16,2016
0256220,67,20,2001
0256220,65,19,2002
0256220,72,35,2003
0256220,56,35,2004
0256220,61,33,2005
0256220,54,29,2006
0256220,55,25,2007
0256220,51,21,2008
0256220,54,30,2009
0256220,52,27,2010
0256220,47,19,2011
0256220,54,26,2012
0256220,51,21,2013
0256320,186,19,2015
0256320,213,34,2001
0256320,222,60,2002
0256320,211,58,2003
0256320,228,44,2004
0256320,220,51,2005
0256320,217,47,2006
0256320,203,47,2007
0256320,211,32,2008
0256320,216,41,2009
0256320,220,46,2010
0256320,205,47,2011
0256320,207,41,2012
0256320,190,33,2013
0256320,205,32,2014
0256320,186,19,2016
0256350,152,46,2005
0256350,139,27,2016
0256350,170,59,2001
0256350,158,55,2002
0256350,172,48,2003
0256350,159,56,2004
0256350,159,38,2006
0256350,139,30,2007
0256350,150,33,2008
0256350,150,32,2009
0256350,162,44,2010
0256350,141,61,2011
0256350,147,46,2012
0256350,150,40,2013
0256350,143,37,2014
0256350,139,27,2015
0256600,88,19,2015
0256600,88,19,2016
0256600,79,14,2001
0256600,89,21,2002
0256600,91,28,2003
0256600,90,32,2004
0256600,88,24,2005
0256600,90,27,2006
0256600,88,30,2007
0256600,85,22,2008
0256600,93,30,2009
0256600,85,31,2010
0256600,85,31,2011
0256600,89,27,2012
0256600,92,23,2013
0256600,88,18,2014
0256680,222,62,2006
0256680,249,70,2015
0256680,244,86,2014
0256680,244,84,2013
0256680,259,106,2012
0256680,244,96,2011
0256680,234,97,2010
0256680,247,87,2009
0256680,239,73,2008
0256680,211,63,2007
0256680,215,74,2005
0256680,230,80,2004
0256680,225,74,2003
0256680,224,69,2002
0256680,211,42,2001
0256680,249,70,2016
0257340,94,13,2015
0257340,91,17,2014
0257340,108,17,2013
0257340,85,19,2012
0257340,84,17,2011
0257340,97,16,2010
0257340,108,15,2009
0257340,100,14,2008
0257340,91,17,2007
0257340,97,23,2006
0257340,104,24,2005
0257340,97,24,2004
0257340,109,21,2003
0257340,90,24,2002
0257340,93,16,2001
0257340,94,13,2016
0258330,12,2,2003
0258330,15,1,2005
0258330,13,1,2006
0258330,22,1,2007
0258330,28,2,2008
0258330,26,1,2009
0258330,28,4,2010
0258330,27,6,2011
0258330,22,1,2016
0258330,23,6,2012
0258330,26,1,2013
0258330,25,2,2014
0258330,22,1,2015
0258330,13,1,2001
0258330,13,0,2002
0258330,13,0,2004
0258550,100,30,2011
0258550,91,15,2016
0258550,111,19,2001
0258550,102,21,2002
0258550,94,22,2003
0258550,107,31,2004
0258550,112,32,2005
0258550,115,28,2006
0258550,95,16,2007
0258550,98,22,2008
0258550,102,19,2009
0258550,96,13,2010
0258550,96,26,2012
0258550,91,21,2013
0258550,96,22,2014
0258550,91,15,2015
0258660,2354,381,2007
0258660,2259,372,2005
0258660,2481,521,2012
0258660,1919,337,2001
0258660,2044,376,2002
0258660,2252,464,2003
0258660,2296,424,2004
0258660,2397,582,2010
0258660,2483,336,2016
0258660,2404,563,2009
0258660,2411,415,2008
0258660,2360,410,2006
0258660,2483,336,2015
0258660,2408,563,2011
0258660,2456,413,2014
0258660,2471,459,2013
0259320,20,2,2003
0259320,15,1,2004
0259320,14,3,2005
0259320,10,2,2006
0259320,11,2,2007
0259320,8,2,2008
0259320,6,1,2013
0259320,13,2,2002
0259320,6,0,2014
0259320,14,4,2001
0259540,22,5,2014
0259540,31,5,2001
0259540,23,3,2016
0259540,28,7,2002
0259540,26,2,2003
0259540,30,5,2004
0259540,34,9,2005
0259540,32,3,2006
0259540,21,5,2007
0259540,27,7,2008
0259540,30,5,2009
0259540,24,6,2010
0259540,28,5,2011
0259540,23,5,2012
0259540,19,4,2013
0259540,23,3,2015
0259650,29,8,2013
0259650,49,14,2008
0259650,33,2,2015
0259650,33,2,2016
0259650,31,5,2014
0259650,55,13,2002
0259650,57,14,2003
0259650,55,19,2004
0259650,54,17,2005
0259650,52,9,2006
0259650,53,13,2007
0259650,50,15,2009
0259650,41,18,2010
0259650,37,14,2011
0259650,37,11,2012
0259650,70,26,2001
0260200,56,22,2009
0260200,69,19,2008
0260200,63,8,2007
0260200,60,13,2006
0260200,61,7,2005
0260200,51,12,2004
0260200,48,9,2003
0260200,54,10,2002
0260200,54,6,2001
0260200,45,10,2016
0260200,45,10,2015
0260200,45,16,2014
0260200,55,20,2013
0260200,48,15,2012
0260200,52,13,2011
0260200,49,17,2010
0260310,1196,213,2007
0260310,1114,176,2014
0260310,1090,137,2015
0260310,1090,137,2016
0260310,1220,284,2001
0260310,1211,266,2002
0260310,1203,264,2003
0260310,1200,257,2004
0260310,1224,222,2005
0260310,1235,218,2006
0260310,1203,228,2008
0260310,1177,237,2009
0260310,1152,251,2010
0260310,1196,246,2011
0260310,1146,223,2012
0260310,1147,221,2013
0260460,11,4,2002
0260460,11,2,2005
0260460,10,6,2006
0260460,5,1,2008
0260460,5,3,2009
0260460,10,3,2001
0260460,6,2,2004
0260460,7,3,2007
0260460,6,3,2010
0260460,5,1,2011
0260460,5,0,2012
0260460,5,0,2013
0260460,5,1,2014
0260640,43,4,2013
0260640,45,10,2014
0260640,41,16,2015
0260640,34,4,2007
0260640,40,6,2006
0260640,43,11,2005
0260640,39,12,2003
0260640,42,14,2002
0260640,44,12,2001
0260640,41,16,2016
0260640,42,11,2010
0260640,45,15,2004
0260640,38,7,2009
0260640,36,9,2008
0260640,49,17,2011
0260640,41,10,2012
0260750,255,84,2015
0260750,223,90,2004
0260750,236,79,2005
0260750,235,81,2006
0260750,238,93,2007
0260750,236,102,2008
0260750,246,128,2009
0260750,232,75,2001
0260750,223,93,2002
0260750,244,109,2010
0260750,259,121,2014
0260750,278,121,2013
0260750,279,114,2012
0260750,262,102,2011
0260750,233,92,2003
0260750,255,84,2016
0260860,43,12,2015
0260860,43,12,2016
0260860,23,5,2001
0260860,27,3,2002
0260860,33,4,2003
0260860,30,9,2004
0260860,38,9,2005
0260860,39,16,2006
0260860,53,11,2007
0260860,45,15,2008
0260860,47,11,2009
0260860,47,18,2010
0260860,50,20,2011
0260860,43,20,2012
0260860,43,18,2013
0260860,44,16,2014
0261080,24,8,2002
0261080,21,6,2016
0261080,25,7,2001
0261080,20,3,2004
0261080,17,0,2005
0261080,17,2,2006
0261080,19,2,2007
0261080,25,3,2008
0261080,27,8,2009
0261080,31,11,2010
0261080,34,9,2011
0261080,33,10,2012
0261080,29,11,2013
0261080,23,7,2014
0261080,21,6,2015
0261080,24,6,2003
0261120,309,60,2002
0261120,291,66,2001
0261120,299,62,2003
0261120,292,64,2004
0261120,285,51,2005
0261120,246,30,2016
0261120,288,52,2006
0261120,272,51,2007
0261120,292,54,2008
0261120,298,59,2009
0261120,298,53,2010
0261120,297,58,2011
0261120,289,60,2012
0261120,265,46,2013
0261120,273,35,2014
0261120,246,30,2015
0261190,5,2,2006
0261190,6,0,2015
0261190,6,2,2012
0261190,6,5,2010
0261190,6,2,2009
0261190,6,0,2005
0261190,6,0,2004
0261190,7,5,2003
0261190,12,3,2002
0261190,11,1,2001
0261190,6,0,2016
0261630,325,106,2005
0261630,333,86,2006
0261630,322,67,2007
0261630,337,72,2008
0261630,348,97,2009
0261630,349,115,2010
0261630,324,107,2011
0261630,318,129,2012
0261630,317,123,2013
0261630,298,69,2014
0261630,353,93,2001
0261630,317,67,2015
0261630,317,67,2016
0261630,364,116,2003
0261630,343,128,2004
0261630,369,111,2002
0261700,104,13,2013
0261700,113,14,2001
0261700,112,9,2002
0261700,107,22,2003
0261700,102,30,2004
0261700,104,28,2005
0261700,103,25,2006
0261700,108,16,2007
0261700,116,12,2008
0261700,99,22,2009
0261700,112,24,2010
0261700,107,23,2011
0261700,108,27,2012
0261700,87,9,2014
0261700,110,5,2016
0261700,110,5,2015
0261788,93,16,2016
